global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
664.8591549921294	n/a	n/a	442037.6959768484	827.1665953515694	n/a	684204.5764655069	n/a	635.2714525175185	n/a	n/a	403569.8183837177	655.5091942164572	530.205278359247	n/a	n/a	n/a	n/a	-0.0391977673	0.0905121693	0.0704830599	-0.0909745134	-0.0066763897	-0.0939250535	0.056721557	-0.0430161555	-0.034516976	0.0548614369	-0.0551585191	0.1033999606	-0.014688149	0.0412807178	-0.0718926332	0.1070659858	-0.0005523266	0.0447928097	-0.0044714831	0.0811045124	-0.0298135866	0.0682009854	-0.072013257	0.0608321924	-0.0308051509	0.0219109568	-0.0177466658	0.0439486656	-0.0228562059	0.0209192624	-0.1459051035	0.0485860272	-0.0128277265	0.0093714204	-0.0643324898	0.0218278377	0.0284870173	-0.0479179583	-0.0194670124	0.0136824762	0.0255038659	0.046380652	-0.1329679336	0.026045716	0.0255444963	-0.0991719451	-0.0074202304	-0.0173439447	0.0999827619	0.0171272529	-0.048099096	-0.0228474393	-0.0922699135	-0.0551693742	-0.0708114677	-0.1291589098	0.0770198457	-0.1305159473	0.0786516484	-0.1127450936	0.0375033052	-0.0723153137	0.1457064175	-0.0303951172	0.0341734968	-0.069721034	0.0444479434	0.0163982598	-0.0177417724	0.0010975506	-0.0069811785	0.0037057582	-0.0529233086	0.1202715405	-0.0723775806	0.0236998233	-0.0054487597	0.0489958302	-0.0557518514	0.0826805167	-0.0208017895	0.0137017784	-0.0265111683	-0.02251843	0.0124978235	0.0618819434	-0.0321818691	-0.0141071617	0.0594412078	0.1147017419	0.1146833673	0.1146527451	0.011766	n/a	n/a	0.000138438756	-0.00310599	n/a	n/a	9.6471738801e-06	-0.101898	n/a	n/a	0.010383202404	-0.00133604	n/a	n/a	1.7850028815999998e-06	-0.0	n/a	n/a	0.0	3.69206e-05	n/a	n/a	1.36313070436e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.864036733469	-0.9951182586604546	0.9902603487194154	440715.4592680567	820.0009678188171	-7.165627532752296	672401.5872237968	51.34621793813776	634.6822067794549	-0.589245738063596	0.347210539826112	402821.5036024387	651.7744362631755	484.42616196589057	1.214108	44.430439	0.27800991	0.183	-0.012031717	-0.1472236041	0.0075320771	0.080712505	0.0302430996	-0.0021744374	-0.1054827239	0.096920991	0.1007361839	-0.0590720746	-0.0516201937	-0.0953222709	-0.0431006725	0.0496282855	-0.066551992	-0.1452544685	0.0552397137	-0.0676671761	0.0283639532	-0.0862305187	-0.0711260372	0.1139608132	0.0776472663	0.1595889563	-0.0085539414	-0.1301442814	-0.0483171222	0.0850968062	0.0028427239	-0.0576701324	0.0099198603	-0.1035425271	-0.0138412877	0.0899579575	-0.1457303626	-0.1281985788	-0.0115946218	0.0958455584	-0.018082026	-0.0551830546	0.0437570473	-0.0881422085	0.050538787	-0.0275440056	-0.1405661867	-0.0264076487	-0.0064723185	0.0053326433	-0.0850133652	-0.1853234056	0.1258646982	0.0366948516	0.0191347657	0.1035391252	0.0353569614	0.0232367281	-0.1285180397	0.0562508063	0.0842775865	-0.0985354471	0.0138546529	0.0394600325	-0.1518681688	-0.0332181598	-0.0660572079	0.1685195386	-0.0413502221	-0.072176335	0.0142429099	-0.1636244455	0.0532481153	0.0571830274	-0.1503645483	-0.096093315	-0.0027126837	0.0904048425	0.0255395626	0.006644262	-0.0646381919	0.0460378743	0.0013503442	0.0748363098	-0.1800627516	-0.0453826802	-0.0488620378	-0.0607740538	0.039444745	0.0985954758	0.064701192	0.1146527451	0.1144874327	0.1142120884	0.0209473	0.0091812999999999	8.429626968999997e-05	0.0004387893772899	0.0580133	0.06111929	0.0037355676101041	0.0033655429768899	0.0699153	0.1718133	0.02951981005689	0.00488814917409	-0.0008593	0.0004767399999999	2.2728102759999994e-07	7.383964900000001e-07	-5.09508e-05	-5.09508e-05	2.59598402064e-09	2.59598402064e-09	-0.000153309	-0.0001902296	3.618730071616e-08	2.3503649481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.4262966650736	-0.437740068395442	0.1916163674788462	440134.45110673417	820.8703381648884	0.8693703460712641	673828.1120789382	0.7558047986280695	634.7682191063097	0.0860123268548704	0.007398120370989	402930.691987396	652.1197420303722	518.4066068548345	1.224324	44.804314	0.21172194	0.146988	0.0329720496	0.1007309943	-0.0301289598	-0.102874879	0.0396946845	0.0239823264	0.035482182	-0.0176225055	-0.1068233974	0.0507098728	0.0279022423	0.0477970997	-0.0343557253	0.1138322539	0.0336623825	0.1033894409	0.070485045	-0.040317733	-0.0479914473	0.0094323772	0.0306617147	0.0877986879	0.0690738841	0.1542978175	-0.0874464069	0.0044800385	0.1138734915	0.0265309852	-0.1559166404	-0.0500341502	-0.0152869107	0.172950672	-0.0805040649	0.1178793287	0.0831798899	0.03178745	0.0846227088	-0.0598297184	0.0629185489	-0.0227101846	-0.0914223137	0.0840968612	0.0189892102	0.0738402282	-0.0503215525	0.046437697	0.0526556857	-0.00261469	-0.0252652403	-0.1347004971	0.0067600766	0.1469994041	-0.0785506787	-0.1191252481	0.011251833	-0.0365727365	0.034585118	0.0255208058	0.1035213655	0.0269474664	-0.0353991994	0.0034081337	-0.0004183441	0.0586805317	-0.0332131222	-0.1403815216	-0.0518777665	0.1097868784	0.0675567472	-0.0528967033	0.0234157857	-0.0108899458	-0.0862053324	-0.0522475369	-0.0503403093	-0.0412829186	-0.1653991795	0.0289538874	0.0876491514	0.1135893823	0.0138780016	-0.0208481164	-0.0452279526	-0.0568358189	0.0207618422	0.1140924251	-0.0573293149	-0.0021159074	-0.0869909819	0.1145547726	0.1140958982	0.1133324686	0.0187934	-0.0021539	4.639285210000001e-06	0.0003531918835599	0.0393052	-0.0187081	0.0003499930056099	0.0015448987470399	-0.0706218	-0.1405371	0.01975067647641	0.00498743863524	-0.00179321	-0.0009339099999999	8.721878880999999e-07	3.2156021041e-06	-0.0	5.09508e-05	2.59598402064e-09	0.0	-0.000131713	2.1596e-05	4.66387216e-10	1.7348314369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.5781446844007	1.1518480193271898	1.3267538596279702	441664.1103921603	825.4603577170109	4.590019552122499	681384.8021622956	21.068279488866825	634.034952727931	-0.7332663783787439	0.5376795816606792	402000.3212807097	651.8108821274419	508.4619239458211	1.140889	41.750988	0.4101400849999999	0.297183	-0.0392038013	-0.0741986559	-0.0178683618	0.0586569703	-0.1044827451	0.0123150021	-0.0185623123	0.1519499772	0.0548723854	-0.0256065572	0.0422432305	-0.154670353	-0.0303268308	-0.0375512304	0.0773399148	-0.0385700262	-0.0048690629	0.0984692733	-0.0892645161	0.0706252258	0.0277107664	0.0191485285	-0.0930718633	-0.0389465248	0.023391172	0.0234433178	0.0551423267	-0.2047530773	0.0683082525	-0.0358020347	0.0813183212	0.0430898996	-0.0647056164	0.1173555623	-0.1522765421	0.1164546914	-0.07453028	0.0146253067	-0.1314374118	-0.0265147562	0.0638150967	0.1339830533	0.0363820634	0.0176428062	-0.1153113037	0.0518618645	0.0238672391	0.048498395	0.1454011503	0.0204701167	0.065999255	0.2039345977	0.1533969168	0.0659778069	-0.0074416096	0.164898917	-0.0580498203	0.0290781539	0.0467758761	0.1036308661	-0.0225562897	0.0494195773	-0.0180761697	-0.0412126511	-0.0368945022	-0.1166936372	-0.0251823057	-0.0165684398	-0.0457113445	0.1157628475	0.0033529639	0.0806068751	0.0679761817	-0.0028285084	-0.0389975347	0.1423034066	0.0080589454	0.0193450885	-0.0012473704	-0.171843292	-0.0624826707	0.0025912283	0.0513419374	-0.0452154805	-0.0752145729	0.0044375013	0.0147685283	-0.0966314802	0.0085241851	0.1144078661	0.1135094328	0.1120172664	0.02084	0.0020466	4.18857156000001e-06	0.0004343056	0.155543	0.1162377999999999	0.0135112261488399	0.0241936248489999	0.2034	0.2740218	0.07508794687524	0.04137156	-0.00148035	0.0003128599999999	9.788137959999993e-08	2.1914361225e-06	-0.0	0.0	0.0	0.0	-8.78953e-05	4.381769999999999e-05	1.9199908332899987e-09	7.72558376209e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.5576060952864	-0.0205385891143805	0.0004218336428093	441636.8118190978	821.8208797106178	-3.63947800639312	675389.5583283337	13.245800159019234	635.5632577784437	1.5283050505126994	2.3357163274226247	403940.6546379485	653.620525473285	518.1715523198087	1.095361	40.084892	0.475008315	0.32956	0.0357613958	0.0609215235	-0.1382999281	-0.017228043	0.0118086829	-0.0260419156	0.0665477591	-0.0733131472	-0.0438686711	-0.0025393457	-0.0375733376	0.0860161509	-0.0869209145	-0.0066491473	0.1459401481	-0.0224875116	0.0361395029	0.0345945277	0.0337090136	0.0184126053	0.0275731092	0.0254484144	-0.1100232479	0.1265299303	-0.1179793526	0.1075074239	0.0220672879	0.1295629008	0.0633020569	-0.0216710153	-0.0209044401	-0.0452269332	0.0001726438	-0.0059220659	0.0174001062	0.0016016806	0.0815125642	0.1745215154	-0.1498176749	-0.0681644531	0.1201516651	0.149695533	0.0870334745	-0.0357815759	0.1286711637	0.1194636637	-0.0165417714	0.0371227133	-0.1410761761	0.1076974539	0.0346678954	-0.0538021179	-0.0362647272	-0.0419134432	0.0151685714	-0.0712456573	0.0372118153	-0.0406946642	-0.0764064691	0.0838770751	-0.107741693	0.0705786277	-0.0704509267	-0.0736342734	0.1276359379	-0.0616979776	0.0345929288	0.1021502022	0.1930371232	-0.1126064582	0.0461768968	-0.0300080147	-0.0535709811	0.0308876128	-0.1220280931	-0.0684198294	0.0198589695	0.1034155962	-0.0064282923	0.1720694336	-0.0050621675	-0.058808714	0.0427363715	0.0331943463	-0.0915759231	0.024658846	0.0375033969	0.0085774926	-0.1336082699	0.1142120884	0.1127290384	0.1102715368	0.0167087	-0.0041313	1.7067639690000007e-05	0.00027918065569	-0.00621382	-0.16175682	0.0261652688165123	3.86115589924e-05	-0.0837568999999999	-0.2871568999999999	0.0824590852176099	0.0070152182976099	-0.00159352	-0.0001131699999999	1.2807448899999976e-08	2.5393059904e-06	0.000152043	0.000152043	2.3117073849000004e-08	2.3117073849000004e-08	8.615759999999998e-05	0.0001740529	3.029441199841e-08	7.423132037759997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.1449544639511	-0.4126516313352795	0.1702813688436674	441088.5205399236	819.2325644175813	-2.5883152930364304	671141.9946022065	6.699376056166263	636.2216101947231	0.6583524162793992	0.4334279040209233	404777.9372787662	653.7586583327122	509.8499561700079	0.997028	36.48637	0.3328141	0.219214	-0.066910405	-0.0741176436	-0.0482260988	0.050681257	0.0106717736	0.0110817825	-0.1299258045	0.0308361936	0.1012421851	-0.018198523	-0.1635569705	-0.0074449017	0.0299818986	-0.0094003961	-0.0744572282	-0.0868791736	0.209326558	0.0224128083	0.0944384197	-0.0676104701	0.0227460812	-0.1198789595	0.0564262646	-0.0589255599	0.0500574807	0.0333582154	-0.1140449283	0.0144641235	-0.0474480725	-0.0963656107	-0.0381338015	0.0751194919	0.1375535925	0.0039155702	0.1048346621	-0.1435460827	-0.1424293715	-0.0500505285	-0.0944171981	0.0990804003	-0.0153167517	-0.1262842039	0.0395350322	-0.0368987397	0.1286552733	0.0423395189	0.1777249289	0.0082939685	0.0645440713	0.077568746	-0.0945647414	0.130825604	0.0405442187	0.0754923297	-0.0326148451	-0.0123764882	-0.1344551435	-0.0082573472	-0.0201533928	0.0619237542	-0.0405664636	-0.1207009146	-0.0085203279	-0.1616130336	0.0615479303	0.1834140279	0.0093720018	-0.1055291895	-0.1424974528	0.0202381287	-0.0167235283	-0.0713126884	-0.1385615049	0.0647174777	0.0741866651	-0.1020806946	0.0156589659	-0.056085733	0.1166064446	-0.1289739271	0.0613802755	-0.0407352206	-0.0932863409	0.0254811259	-0.0151184741	-0.1312924581	-0.1024950472	0.0357768538	-0.004745953	0.1139675232	0.1117560484	0.1081019891	0.0166443	-6.439999999999918e-05	4.1473599999998946e-09	0.00027703272249	0.0913114	0.09752522	0.0095111685360483	0.00833777176996	0.112184	0.1959408999999999	0.0383928362928099	0.012585249856	-0.00102245	0.0005710699999999	3.261209448999999e-07	1.0454040025e-06	0.000174334	2.2290999999999997e-05	4.968886809999997e-10	3.0392343556e-08	-0.000106153	-0.0001923106	3.698336687236e-08	1.1268459409e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.2725988695611	-1.872355594390001	3.505715471843534	438604.99521344254	820.0346810966304	0.8021166790490497	672456.8782012523	0.6433911668086763	635.4730082851996	-0.7486019095234724	0.5604048189421892	403825.9442590414	652.7099856381632	515.479307594112	1.102412	40.34293	0.320672706	0.215243	0.0566320758	0.0751674875	-0.037435967	-0.1063342959	-0.0193548699	0.0497122954	-0.0545541287	-0.007084896	-0.080873242	0.0130055979	-0.0481042836	0.0668672127	-0.0205437719	-0.0669653084	-0.0029982192	0.0468018249	0.0483992215	-0.0469711485	0.0035892758	0.0152313908	-0.1137964162	-0.0772626886	0.0621682168	0.0331925062	-0.1921993966	-0.1386269986	-0.0039732117	0.019450865	0.0407836539	-0.0464560448	0.0971178226	0.0062919111	0.0381670828	-0.1033890874	-0.0286539635	-0.0085897451	0.0353989588	0.0354723163	-0.0398980118	0.0730786094	-0.0096412893	-0.0237885206	0.0154351391	0.0241906189	-0.0635235514	0.0511301253	0.0986929485	-0.0664680434	0.0503917475	-0.1534992332	0.0181998152	-0.1430642017	-0.0788682609	-0.0940633626	0.0123575861	-0.0512850263	-0.0071780819	-0.0075046802	-0.1027348574	0.0313080778	-0.1495028366	-0.096385337	-0.0605383604	0.0930925138	0.0682702515	-0.0077166916	-0.0058221838	-0.0419823464	0.0781310431	0.0495690036	0.0656932768	0.0343065898	0.0178768438	-0.0313578297	0.0369938561	-0.075509801	0.0599646739	0.087932732	-0.1170473646	-0.0971187486	0.1881370159	0.0229941628	-0.0543441589	0.0869304103	-0.0646603301	-0.1702835514	-0.0921720114	0.03248447	0.029096028	0.1136742748	0.110592125	0.105516962	0.008564	-0.0080803	6.529124809000001e-05	7.334209600000001e-05	-0.000364171	-0.091675571	0.008404410318176	1.32620517241e-07	-0.0817144	-0.1938984	0.03759658952256	0.00667724316736	-0.000990473	3.197700000000009e-05	1.0225285290000055e-09	9.810367637289998e-07	-0.000141747	-0.000316081	9.9907198561e-08	2.0092212009000003e-08	8.61577e-05	0.0001923107	3.698340533449e-08	7.423149269290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.5363248566983	-0.7362740128627365	0.5420994220169971	437630.3091049071	822.6381241425318	2.603443045901372	676733.4832927434	6.777915693252213	633.793885921382	-1.6791223638176689	2.819451912672636	401694.6898313257	652.7693437232875	510.2500583950832	1.04655	38.298649	0.456388211	0.32207	-0.0719774794	-0.0298387006	-0.027248577	0.0302259035	-0.0506465714	-0.0431752686	-0.0791270822	0.0547424214	0.0703797118	0.0209591082	0.0270792819	-0.0961729073	0.0104133606	-0.1091638676	0.0206491963	-0.159444702	-0.0527180512	-0.07212364	0.0530250687	0.0606180102	0.0777706825	-0.0451262412	0.0591170171	-0.1502790069	0.0019756859	-0.0321602383	-0.017914998	0.0543570941	-0.020902625	0.0119742746	-0.0615793117	0.0160601684	0.0452806503	-0.0172978846	-0.0311345447	0.0710724056	-0.0462350669	-0.0092663805	-0.0166371837	0.1199735778	-0.1273239195	-0.0910138347	-0.0167837388	0.1144395279	-0.1756284575	0.0022943004	-0.108493761	-0.0518603511	0.0870059366	-0.0381384194	0.093645387	0.0817096327	-0.0137374872	0.0499885	-0.0570651997	0.0942687158	-0.080297899	0.0214033696	-0.0591464874	0.0468035918	0.0119057249	-0.0033901507	0.0510961118	0.0312626671	-0.1252246409	0.0848226391	0.0210934762	-0.0994440878	-0.0103725065	-0.0057135935	-0.0396438732	0.0375528928	0.0946581331	0.1241589206	0.0483563702	-0.0494491791	0.0538475897	0.128321321	-0.0196952505	-0.1626809657	-0.1251495716	0.0242062246	0.0581187353	-0.1219182838	0.0702864426	-0.0054487345	-0.0959084021	0.0146056883	-0.0604198611	0.1133324686	0.1092392569	0.1025263906	0.0086668	0.0001028	1.0567840000000024e-08	7.511342224000001e-05	0.147151	0.147515171	0.0217607256751592	0.021653416801	0.203168	0.2848824	0.0811579818297599	0.0412772362239999	-0.00129369	-0.0003032169999999	9.194054908899997e-08	1.6736338160999997e-06	-9.44291e-05	4.731790000000002e-05	2.238983660410001e-09	8.916854926809999e-09	-4.10642e-05	-0.0001272219	1.6185411839609998e-08	1.68626852164e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.9721136392245	-0.5642112174738259	0.3183342979232968	436884.1350087039	820.4676806057754	-2.170443536756352	673167.2149186207	4.710825146247422	634.0323717128715	0.2384857914895519	0.056875472742398	401997.0483798489	651.6466053291888	513.5617326384674	0.999423	36.574032	0.397302205	0.257701	0.0723939081	0.0251040198	0.0612086874	-0.0389489926	0.0290464331	0.0845335011	-0.0180910397	-0.0560861722	-0.0407835039	-0.0078270745	0.0666751821	0.0239848839	-0.00853536	-0.0937686853	-0.0609509754	0.0899665453	-0.0551317974	-0.1515193394	0.0413456	-0.1416843784	0.0804089243	-0.0575867494	0.1438270529	-0.0662828355	0.1036887553	0.0624924218	-0.0814164247	-0.014792688	0.1630093296	-0.0764087462	0.1133426985	-0.1363904222	-0.0602413157	0.0556765764	-0.1051332915	-0.1383461963	-0.0156566604	0.1638071492	0.0396256031	-0.1196810079	-0.087235287	-0.0105792552	-0.0109868486	0.0030470095	0.1949789755	0.0477517755	0.0073594547	0.0152326681	0.0188443791	0.068466601	0.1829151205	-0.0630821621	0.0161114812	-0.0388516272	0.04797303	0.0112370339	0.0309269934	0.0198682528	-0.127734216	-0.086314063	0.0041982684	-0.0817331629	-0.0175446464	0.0960332555	0.0009650071	-0.0153217847	0.1136535306	0.0298589747	0.0768295345	-0.1823610752	-0.0501990648	0.0173557029	-0.0017088257	-0.1208486003	0.0463803031	-0.0557314858	-0.0614095909	-0.1361168094	-0.0455215442	-0.2066863982	0.031911825	0.0020741992	0.1153638988	-8.67775e-05	-0.0933269765	-0.1307639209	0.1764737602	0.0614701907	-0.1804936257	0.1129422506	0.1076997553	0.099141769	0.016618	0.0079512	6.322158144e-05	0.000276157924	-0.00491701	-0.15206801	0.0231246796653601	2.41769873401e-05	-0.00516506	-0.20833306	0.0434026638889635	2.66778448036e-05	-0.00170925	-0.00041556	1.7269011360000016e-07	2.9215355625e-06	-0.000130646	-3.62169e-05	1.31166384561e-09	1.7068377316e-08	8.615759999999998e-05	0.0001272217999999	1.6185386395239996e-08	7.423132037759997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.6215407489893	0.6494271097648152	0.4217555708974813	437743.06318306655	823.9701443933633	3.502463787587885	678926.7988516199	12.267252583364474	633.9465959790638	-0.0857757338077362	0.0073574765102556	401888.2865534423	652.1281181157176	503.3221197565497	0.991715	36.291924	0.3871638150000001	0.263384	-0.0443357677	-0.0117573388	-0.1650496841	0.016894286	-0.0273150257	-0.1033341415	-0.0426944504	0.0676410282	0.0615924999	0.0750103978	0.0253433376	-0.1380402242	-0.0642187006	-0.0842432508	0.0563304857	-0.0327457481	0.0155863309	0.0730998923	0.0343908768	0.0716350134	-0.1079367055	0.1727110443	0.0218817513	-0.0498390356	0.0466004539	-0.0683916132	-0.0183973314	0.0141002035	0.0575318909	0.0350145573	-0.0327918021	-0.0911302465	-0.2083384419	-0.0934530128	0.0460829584	-0.0238161423	-0.0522070193	0.0573711986	0.000275787	-0.0097114144	-0.0350403701	0.0272539233	-0.0606045707	0.0331565984	0.0612455397	0.0116228953	-0.0191022172	0.0726793778	0.0308708138	-0.0258938363	-0.0641242774	-0.059954581	-0.1393695463	0.031856324	-0.0680211502	0.0827930329	-0.0847971713	0.0594821507	-0.0188099248	-0.0525545346	0.0323186138	0.0640842991	0.1095852821	-0.1516548196	-0.079272871	-0.0064936725	0.0421333883	0.090599904	0.0494003822	0.0902563924	0.059688884	0.1283214397	0.1635334816	-0.0821792794	0.1199287269	-0.0124326929	-0.0180878071	0.0576751556	-0.1069946896	0.0709365583	-0.0925452505	-0.0957588566	0.1150800644	-0.0409405162	0.0070898279	-0.0093920801	-0.0630118011	-0.0527194346	-0.0440697044	0.1125037874	0.1059762505	0.0953761056	0.0166054	-1.26000000000015e-05	1.5876000000003774e-10	0.0002757393091599	0.135942	0.14085901	0.0198412606981801	0.018480227364	0.217921	0.22308606	0.0497673901663236	0.047489562241	-0.001324	0.0003852499999999	1.4841756249999997e-07	1.7529760000000002e-06	-5.17732e-05	7.887279999999999e-05	6.220918579839998e-09	2.6804642382400003e-09	8.61577e-05	1.0000000002054805e-10	1.0000000004109612e-20	7.423149269290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
