global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
711.0479863362781	n/a	505589.2388728759	n/a	842.5111193695938	n/a	709824.9862614059	n/a	667.1814747701293	n/a	445131.1202764447	n/a	668.018707140428	534.6238735240752	n/a	n/a	n/a	n/a	-0.0399422061	0.0244046213	-0.0420450318	0.0548909083	-0.1159749618	0.1130993485	-0.0325371866	0.0511543092	-0.0989269721	0.0390227901	-0.1578223461	0.0161760591	-0.0673118914	0.2155694371	-0.073363769	0.0473966226	-0.0812576885	0.0045048332	-0.1719935957	-0.0665736356	0.036474649	-0.0177958933	0.0164492314	-0.1180790091	0.0068229992	-0.0325661577	0.0733995866	0.0519381152	-0.0305772596	0.0378140412	-0.0124301306	0.0104094195	-0.0827741125	0.0659643809	-0.0561972341	0.1075787413	-0.0589947209	0.043578519	-0.0997168274	0.0015193643	-0.1331030168	0.0072453484	-0.0542728721	0.0057601503	-0.0154093541	-0.0101138609	0.0647856946	0.0154484348	-0.0471322918	0.0057600754	0.0754462126	-0.1021364643	-0.0359504438	0.1265582333	0.0579690563	-0.0691669269	0.0772294191	0.1031284143	0.0593058395	-0.0033584489	-0.1019909797	0.0979665935	0.0480716975	0.1653880072	-0.2228724719	-0.0625925433	0.0821465625	-0.0549318714	0.0486302685	-0.0325530976	0.1348575288	-0.0476118015	0.1381333213	-0.0607030588	0.0027904781	-0.0798746843	0.1196088915	-0.0779914043	0.0255168002	-0.0248025973	0.1057864786	-0.0305447461	0.0067613952	-0.0259938505	0.0266811342	-0.1382007184	0.0084177241	-0.0145801639	0.0103438287	-0.0605655119	0.0446098283	-0.0608384547	0.0597590996	-0.0115375671	-0.0015372692	-0.0777130938	0.0661111024	-0.0841752691	0.0903460064	0.0166856192	0.1511669751	-0.0887955717	-0.1091956045	0.0568475127	0.045577596	-0.0474351622	0.2270895889	0.0075079687	0.026559156	0.0049152272	0.0487885759	0.1147017419	0.1146833673	0.1146527451	-0.0480957	n/a	n/a	0.00231319635849	-0.155623	n/a	n/a	0.024218518129	-0.19563	n/a	n/a	0.0382710969	0.00105256	n/a	1.1078825535999995e-06	n/a	-0.000540502	n/a	n/a	2.92142412004e-07	-0.00110988	n/a	n/a	1.2318336143999998e-06	0.0
710.0318498334034	-1.0161365028747014	504145.2277778447	1.032533392474428	835.6553347404096	-6.8557846291842	698319.838480106	47.00178288175834	666.2027591826912	-0.978715587438046	443826.1163426309	0.9578842010941996	666.7188319200463	536.0284519677615	1.005597	26.161194	0.20760553	0.120933	-0.0391065399	-0.0206425562	-0.0646576034	0.0276668956	0.0809277955	-0.1154580164	0.0366105389	0.0146183858	-0.0816814417	0.0103521424	0.1017126539	-0.0020583064	-0.0779402307	0.1010968539	-0.0579910389	0.1019892372	-0.0543037948	-0.0203010259	0.0370249191	-0.0482954499	0.0678236061	0.1001142728	0.1985540494	-0.0515738628	-0.0579258429	-0.0668108652	-0.1262070697	-0.0765725636	0.0442816688	0.0121539885	0.072201605	0.0198767106	-0.0979369606	-0.0789158416	0.1058235502	0.0438969925	-0.1925682937	0.0032779037	-0.0784841841	0.0113574848	0.0858192588	0.0237597823	0.0706938503	0.0326673416	0.2062405799	-0.0362413064	0.0770529316	-0.0613465363	-0.0748908938	0.0504309737	-0.1247287322	0.0202189521	-0.0520521395	0.1341094656	0.019464508	0.1543132371	0.0946245669	-0.1535808404	0.054756294	-0.0454043516	0.0764724393	0.0916622074	0.0166715077	-0.0183680708	0.1024244005	-0.0661533599	-0.1189800348	0.0009153573	-0.0497986677	-0.1390548213	0.0097102985	0.0002331074	0.0153409021	-0.0705948617	0.0675657088	-0.0223295792	0.0722967142	0.0758400887	0.0126416949	-0.0557476995	0.0737358917	-0.0432254989	0.0189628089	-0.037609828	-0.1705384706	0.0497193213	-0.0738429475	0.0065482473	-0.1414569911	0.1589881263	0.0740040627	-0.0765390713	0.0354333107	0.1104204385	0.0809612495	-0.0462091467	-0.0622153579	0.0766849867	-0.0535839086	-0.0941801637	0.1046079495	-0.1507726941	0.0513800099	-0.2024072451	0.083430787	0.1303649105	-0.0611005114	-0.0358361013	0.0796945063	-0.0151046682	0.1115281986	0.1146527451	0.1144874327	0.1142120884	-0.0399857	0.00811	6.577209999999999e-05	0.0015988562044899	-0.0635871	0.0920359	0.00847060688881	0.0040433192864099	-0.144551	0.0510789999999999	0.0026090642409999	0.020894991601	-4.36806e-05	-0.0010962405999999	1.90799481636e-09	1.2017434530883596e-06	-0.000571874	-3.1372e-05	9.842023839999998e-10	3.27039871876e-07	-0.00110988	0.0	0.0	1.2318336143999998e-06	0.0
709.8263833350005	-0.2054664984028704	503853.4944784471	0.0422164819659367	834.8221690903107	-0.8331656500988629	696928.0540046513	0.6941650005046608	667.5560304179733	1.3532712352820226	445631.0537474021	1.831343036241732	668.3713027837954	534.042793513926	1.055274	27.453592	0.09982113	0.052225	-0.0349935769	0.0304725012	-0.0429770905	-0.1277578901	-0.0827811806	0.1054559457	0.0162569381	0.0395631045	0.062804132	0.0391154981	-0.0550779693	-0.0058372136	0.0224530217	-0.0356540551	-0.1407012534	-0.0463310693	-0.1806851158	-0.0354625103	-0.0382778805	-0.0690819093	0.0021940997	-0.1940829013	-0.0528779759	-0.1526524887	-0.0124660294	-0.0237258902	-0.100229344	-0.1213922682	-0.1068122458	0.0048637887	-0.0354570623	-0.1439414229	0.079446432	0.1355704198	0.1797286017	-0.0631782429	-0.1468808551	0.0315113884	0.0553311239	-0.0608648402	-0.0361048423	0.0597029877	-0.0808108098	0.1111081358	0.1295050687	-0.0413930143	-0.0516323963	-0.0466378693	0.1336242116	0.0709746119	0.0159370194	0.0294310587	0.0650467562	-0.0702862067	0.0600002423	0.0476061219	-0.0640578019	-0.0816021871	0.0002343529	0.056279882	0.0352941669	-0.1759131087	-0.0437297415	-0.0940258322	0.0315388261	-0.0658029508	0.1513750007	-0.0304615139	0.0507506077	-0.0727004004	0.0739689794	-0.0964310326	0.0139433351	-0.12179746	0.0530717382	0.0884593002	-0.0477549559	0.0835696161	0.0640316026	-0.0528301547	0.0774274379	0.1065808897	0.0444192914	0.2494674608	-0.0653135285	-0.0659071518	0.031197384	-0.0426748194	0.1315979958	0.1109267719	0.0719144724	-0.0142062523	-0.0509450109	-0.1037550886	0.0049712015	0.0554160893	-0.0012718908	-0.0067575204	-0.1028856432	0.0140149225	-0.0105293398	-0.0098856763	0.080547203	0.0387980142	-0.0584562803	0.0884489908	-0.069341716	0.0749674771	-0.0497143636	0.0956175445	-0.0704012254	0.1145547726	0.1140958982	0.1133324686	-0.0412939	-0.0013082	1.7113872400000065e-06	0.00170518617721	-0.0807259	-0.0171388	0.00029373846544	0.00651667093081	-0.100327	0.044224	0.001955762176	0.010065506929	0.000443418	0.0004870986	1.96619522724e-07	2.3726504612196002e-07	-0.000713608	-0.000141734	2.0088526756000007e-08	5.09236377664e-07	-0.00122405	-0.00011417	1.3034788900000006e-08	1.4982984025e-06	0.0
710.362870208769	0.5364868737684674	504615.4073712404	0.2878181657258634	835.1132675825844	0.2910984922737043	697414.1696924613	0.0847383322040239	667.2360064892624	-0.3200239287108388	445203.8883557391	0.10241531494752	667.1803109322325	532.2988673936009	1.031088	26.824362	0.07108625	0.039645	-0.0377268283	0.0093295566	-0.0060255281	0.0594160977	-0.0691634764	-0.0730845297	-0.1555464324	0.0813377927	-0.0162645341	-0.0953001873	0.0422759667	0.0044770307	0.0191261853	0.085564991	-0.0736801632	-0.0473846613	0.0925582944	0.0337646421	-0.0689099825	-0.0525359338	0.0282437768	0.0242443385	-0.0117841539	-0.0720315378	-0.0651462546	-0.0224380916	0.1123188984	0.0575264105	0.1245775947	0.0289952445	0.0017041788	0.0204489053	-0.1453975457	0.0266566008	0.112273133	-0.0364283394	-0.169491324	-0.0204268948	-0.0070224759	0.0279994775	-0.1190813124	0.0913130286	-0.0158366704	-0.049376778	-0.1005153639	0.0792233372	-0.0435959031	-0.0821116064	0.1653204685	0.0055581674	0.0374064984	0.0778391256	0.0043800356	-0.1688563483	0.2098757286	-0.0278296273	-0.0368490942	0.1408701314	0.0034004584	-0.1493905762	-0.1312520309	0.0820554003	-0.0144083109	-0.0863420722	-0.1403471902	-0.0527901186	-0.0587152761	-0.0394761723	0.0756495388	-0.0418545964	-0.109016693	-0.0281732605	0.0383797315	0.0541221381	0.1022285741	0.0002255191	0.1388787136	-0.0598683488	-0.0476677348	-0.0286506917	0.0253343371	0.1089590983	0.0568293055	-0.0836072947	0.0320037411	-0.1905535164	-0.0597714877	-0.0822426451	0.0846096669	0.0187245569	0.0684873518	0.0357191223	0.1018464416	-0.0518580451	0.0331212737	0.0441623089	0.0510507516	0.0318982329	0.1289580126	0.2079377192	-0.065692711	-0.1764770937	-0.0325582237	0.0465379328	-0.0036956821	0.0109123151	-0.0051186399	0.0812611136	0.0520465972	0.1582757865	-0.0327478396	0.1144078661	0.1135094328	0.1120172664	-0.0345541	0.0067398	4.542490404000006e-05	0.0011939858268099	-0.104251	-0.0235250999999999	0.0005534303300099	0.010868271001	-0.130995	-0.030668	0.000940526224	0.017159690025	0.000387506	-5.5911999999999976e-05	1.50160900036e-07	3.126151743999997e-09	-0.000680623	3.2985000000000024e-05	1.0880102250000016e-09	4.63247668129e-07	-0.00110988	0.00011417	1.3034788900000006e-08	1.2318336143999998e-06	0.0
710.0785909333696	-0.284279275399399	504211.6053019196	0.0808147064216073	834.0272462844864	-1.0860212980979895	695601.4475448834	1.1794422599224423	667.03050476947	-0.2055017197924371	444929.694293014	0.0422309568376493	668.2118084228725	541.245326931953	0.931752	24.240093	0.07474805	0.0373871	-0.0383137121	-0.0137385325	-0.0897974144	0.0979127361	0.0456114034	-0.0485416626	0.1895555381	-0.0056588175	-0.0397976729	0.0282496555	0.0257524191	0.1511728716	-0.0464197561	-0.0516640463	0.0818145458	-0.0083377231	0.0866434	-0.0199361186	-0.0335837776	-0.0815625825	-0.010821671	0.1351353913	0.0657962855	-0.1164539972	-0.0707735987	-0.0332326344	-0.0585525199	0.0275412121	-0.1390192401	-0.112293762	-0.0011336082	-0.0160583117	0.0739703625	-0.1439059854	0.0565380983	-0.0627233427	-0.0792707095	-0.1616452677	-0.0207683909	-0.0673439544	0.0554218516	0.0697478032	-0.0811636318	-0.0400361177	0.0317726289	0.0135228249	0.0782250637	-0.0834736984	-0.0849280233	-0.1278743624	0.0811424737	0.0299924676	0.012642831	-0.0964465737	0.0524687759	0.1129085762	0.0082819071	-0.0257817458	-0.0062155822	0.2287426036	-0.0200267744	-0.0042791192	-0.0560602661	-0.0037926693	0.0536996844	-0.1020343673	-0.0667687595	0.0912880645	0.0420131443	-0.1012801165	0.0503825338	0.0427403764	0.0008494821	-0.0293434129	-0.1731293867	-0.0272292268	0.0801272742	0.1301091662	0.0137928026	-0.0469668477	-0.0063892912	-0.2071186417	-0.0159724204	0.0345407976	0.0514648059	0.0147325529	-0.1420366727	-0.0462451807	0.0211711584	0.1032585062	-0.0475429233	0.0152307193	0.0217983125	-0.0424221666	-0.0239133677	-0.0190159959	-0.1174178007	0.0646698582	-0.0439051165	-0.0288352543	0.0076974629	-0.0608716601	0.0396377512	0.0124101157	0.1898792809	0.1585292628	-0.0788156559	0.0130533813	-0.0622896711	0.0380170984	0.0467252859	0.1142120884	0.1127290384	0.1102715368	-0.0341094	0.0004446999999999	1.9775808999999934e-07	0.0011634511683599	-0.0817148999999999	0.0225361000000001	0.00050787580321	0.0066773248820099	-0.117356	0.0136389999999999	0.0001860223209999	0.013772430736	0.000215744	-0.000171762	4.6545473536e-08	2.9502184644000008e-08	-0.000547084	0.000133539	1.7832664521000004e-08	2.99300903056e-07	-0.000652616	0.000457264	2.09090365696e-07	4.25907643456e-07	0.0
708.7794054248947	-1.2991855084749204	502368.2455544672	1.6878829854312376	832.828886631332	-1.198359653154398	693603.954407584	1.4360658583083292	667.3715799573123	0.341075187842307	445384.8257347193	0.116332283761665	667.6605517391512	534.7467217282543	0.9548930000000002	24.842096	0.10715825	0.0614054	-0.0485824053	-0.0013181135	-0.0209457669	-0.0737736507	0.1599968423	-0.0013148436	0.086090916	-0.0377639838	-0.0044910321	-0.0055792057	-0.0756944165	-0.0978604205	0.0546461413	0.0781452742	-0.0821446812	-0.1226906781	0.052656683	-0.0765457005	-0.0581916304	-0.068624794	-0.0258652539	0.0308907106	0.1293955279	0.0468583779	0.0428171063	-0.0765440445	-0.146334465	-0.0358416973	-0.0656182698	-0.1530931451	0.0547937333	-0.1366275303	-0.0283891566	-0.0708142896	0.0236305247	0.0749206818	0.1036525721	-0.0003284323	-0.122695701	-0.1187506052	-0.1015155295	-0.0568622619	-0.1263982867	-0.0277296166	0.0077800015	0.0288001006	0.1582403974	0.0752581742	-0.018906986	-0.0129128198	-0.026246504	-0.192969612	0.0441097042	0.0308624527	-0.0753884657	0.0749326024	-0.0956483709	-0.0225403572	0.0287732352	-0.0256446288	0.0519986758	0.0443638715	-0.0159474573	0.0087110463	-0.0622308255	-0.0639204702	-0.0272914741	0.0573241227	-0.1200569813	0.0190429428	0.1081259941	-0.0463578556	0.0541368442	-0.0613685126	0.0807716459	-0.0572043891	-0.0113481789	0.1688980946	0.096499513	-0.1002157904	-0.1023181089	0.009653529	-0.03698767	-0.0217847313	0.124175289	0.0396130139	-0.068529281	0.1333599802	0.1204548142	-0.0077448268	0.0980127247	0.1078949298	-0.1058186006	-0.0031806534	0.1479678206	-0.0256453439	-0.1034349314	0.0611829055	0.0431661326	-0.1354829772	-0.0492633987	0.1137631201	-0.0969955416	-0.05955407	0.0230820086	0.0016804301	0.1561174413	0.0558846584	0.0513812336	0.0256806556	-0.0027548501	0.1139675232	0.1117560484	0.1081019891	-0.0423424	-0.008233	6.778228900000007e-05	0.00179287883776	-0.0511529	0.0305619999999998	0.0009340358439999	0.00261661917841	-0.0652867	0.0520693	0.0027112120024899	0.00426235319689	0.000289309	7.356500000000002e-05	8.369969748100002e-08	5.411809225000002e-09	-0.000356055	0.000191029	3.6492078841e-08	1.26775163025e-07	-0.000591331	6.128500000000001e-05	3.755851225000001e-09	3.49672351561e-07	0.0
708.3267180013976	-0.4526874234970819	501726.7394346314	0.2049259033924264	836.4615794409204	3.632692809588434	699667.9738807993	13.19645704883551	666.1316272020357	-1.2399527552765903	443731.3447588319	1.537482835318008	667.200754028326	527.647940346149	1.077902	28.042252	0.0684468499999999	0.030597	-0.0525481227	0.0450431977	0.008913929	-0.0700242937	-0.1706052937	0.0825298207	-0.0563022072	0.0190375401	0.0491571211	-0.1095974729	0.0575103146	-0.0832210266	-0.0299218382	0.0312304077	-0.1361195405	-0.0398463991	-0.0195468533	0.0386529435	-0.0451889659	-0.0346023013	0.1040774004	-0.1161013563	-0.1446602159	-0.1055442872	-0.1137738359	0.0010964077	-0.0164061629	-0.0335979557	0.141732195	-0.0262060054	-0.0671039649	0.1022507304	0.0007068391	-0.1057872289	0.1050384252	-0.0534598575	0.0629843929	-0.1497810046	-0.1417310965	-0.1123109833	-0.0341685443	-0.0340504656	0.1470298267	-0.2335327897	-0.1166205662	0.1391414335	-0.0997546731	0.079773731	0.1325736039	0.0583417076	0.0271670963	0.0487064073	-0.095590903	0.0733444545	-0.0293565198	-0.0040815047	-0.1266259728	0.0210776395	0.016485699	0.1224348961	0.0405408286	-0.1034354938	0.0605820599	-0.0259593976	-0.0696158739	-0.0265483566	0.093323969	-0.078391953	0.0475419574	-0.1066417066	-0.1563087102	-0.04681018	-0.0465229263	0.0783613303	0.0888798799	0.0170575432	-0.0407097636	0.0362223048	0.0576125241	-0.1683658399	-0.0868955124	0.0162083635	-0.0533435953	0.0218068706	0.1839249932	-0.1165454802	-0.2510803291	0.0613232526	-0.0541542609	-0.0089268585	-0.1128111897	-0.0722724117	0.0414275225	-0.0142899022	-0.054814011	-0.0223224426	0.048696399	0.0354500221	-0.0694011269	0.1328236873	-0.0423398296	-0.0323131105	-0.1727632577	-0.021336665	-0.0463642239	-0.0646467087	-0.1532592989	-0.1347599709	0.0571441588	-0.2245522648	0.0638048622	0.1136742748	0.110592125	0.105516962	-0.0457456	-0.0034031999999999	1.1581770239999966e-05	0.0020926599193599	-0.0598366	-0.0086836999999999	7.540664568999992e-05	0.0035804186995599	-0.0759614	-0.0106746999999999	0.0001139492200899	0.00577013428996	0.000645362	0.000356053	4.16492111044e-07	1.26773738809e-07	-0.000635144	-0.000279089	7.789066992100004e-08	4.034079007360001e-07	-0.000312768	0.0002785629999999	7.759734496899998e-08	9.7823821824e-08	0.0
708.7181642261788	0.391446224781248	502281.436304125	0.1532301468954913	831.7482746829176	-4.713304758002892	691805.1924380101	22.215241741812697	665.5134704146149	-0.618156787420844	442908.17930330447	0.3821178138344585	666.1680337730597	530.9192168821309	1.006021	26.172228	0.06932265	0.0326544	-0.0629676518	0.0422012554	0.0112288545	0.1063984192	0.0708178133	-0.1451303112	0.0634141106	0.0117224305	0.0495044268	-0.0708147334	-0.0300457589	0.0649509817	0.1218016165	-0.0167770133	-0.0385801946	-0.037538508	-0.008856784	0.0904166106	0.0647744782	-0.0205346778	0.0663876981	0.0820126243	-0.0253708862	-0.0399558332	0.0366704487	-0.0862297778	-0.0915145727	0.0343366657	0.1106414205	-0.0104973302	-0.1676475749	0.1812719347	-0.0145832209	-0.1492557727	-0.0570562708	-0.0383632193	-0.0089827924	-0.1070012867	-0.0528533989	0.0900126246	0.0718847064	-0.1807349649	0.0401075456	0.1123205392	-0.0627862118	0.0387045072	-0.0216334694	-0.0795295767	-0.0389613657	-0.0152336418	-0.1207292546	0.0105441807	0.0753535976	-0.101355622	-0.0474476346	-0.0646959227	0.1103424695	0.0339750559	-0.0027532516	0.0657944675	0.0353176566	-0.0014072305	-0.0376344451	-0.0493276716	0.072889835	-0.0365324947	-0.113876265	0.0056162874	0.0107776639	-0.0715982319	-0.0485664378	-0.0830979503	-0.0815794031	0.1552422757	-0.0533646602	-0.0249534524	0.0075027978	-0.048926824	0.0580769413	-0.0520050472	0.0526273081	0.0051571838	-0.1018096463	-0.0729780319	-0.1387447414	0.0862457223	-0.1398698009	-0.0552723764	-0.056683495	-0.0172345238	-0.0013232933	-0.0870736753	-0.0810156143	-0.0238062466	-0.0543648137	-0.033199671	0.1028015518	0.0859674501	0.0763521327	-0.1522505311	0.1065299212	-0.0156680144	0.0986450648	0.0509331779	0.0547735359	-0.0905793481	-0.0115169921	-0.0142806924	-0.1848893802	-0.0439497875	-0.0651026492	0.1133324686	0.1092392569	0.1025263906	-0.0376867	0.0080589	6.494586921e-05	0.0014202873568899	-0.0778371	-0.0180005	0.00032401800025	0.00605861413641	-0.0982874	-0.022326	0.000498450276	0.00966041299876	0.000514605	-0.000130757	2.64818306025e-07	1.7097393049000003e-08	-0.000396975	0.000238169	5.672447256100002e-08	1.57589150625e-07	-0.000362587	-4.981899999999999e-05	2.481932760999999e-09	1.31469332569e-07	0.0
709.4133330232651	0.6951687970862395	503267.277071178	0.4832596564423291	834.3651419414645	2.616867258546904	696165.1900870001	6.847994248854788	666.7052740133674	1.1918035987525857	444495.92239723937	1.4203958179996137	667.2336731447454	530.1985938141164	0.910503	23.687288	0.1561521	0.0729897	-0.0470907686	0.0297702326	-0.0022001355	-0.0631460409	0.0265974276	-0.0294697658	-0.0013883609	-0.1538118736	-0.0613893352	-0.1178608387	-0.0536551902	-0.0528951252	0.0106553373	0.0061505662	-0.0527559141	0.0329647086	-0.1291015338	0.1297998377	0.1661439459	-0.0379535044	0.0595238897	-0.0468277135	0.1008093643	0.0165233024	0.0770051909	-0.1153798058	-0.0902211191	0.0942495337	-0.0781752364	0.0286465954	0.1843976317	-0.0262110385	-0.156231071	0.0887500061	0.0138364968	-0.0780265073	-0.0709182546	0.0506199007	0.0361830984	0.0306274497	-0.0233682982	-0.0811204318	0.0515200609	0.1204711654	-0.0438487489	0.1566293822	0.0316443269	0.0506392019	-0.0291659764	-0.0451612216	0.0511194287	0.017498826	-0.07444971	-0.1486297488	-0.0527661377	-0.115498995	0.1363095177	0.0911569886	0.0286470743	-0.1193677012	-0.0174136274	-0.1268440768	-0.0454192127	0.032679963	0.0883901726	-0.0272753633	0.0003152017	-0.0333237115	-0.1457227159	-0.0088636805	-0.0157767243	-0.1239845716	0.0634718808	-0.0681769253	-0.0302726537	-0.1606670193	-0.0201683596	0.0356538481	-0.1979705099	-0.0673462688	0.043285888	-0.0767561784	0.0967166631	-0.1976692798	-0.0708291759	-0.139063697	0.0041645825	-0.150412968	0.0196583975	0.056993351	0.0133087039	-0.1270742767	0.0691640302	0.042650798	0.0026154505	0.1828681743	-0.0138538299	-0.0777763654	0.1598429737	0.0487654119	-0.1384379884	0.0334466146	0.0772788296	-0.0082610514	-0.0046084504	-0.0303544077	0.029397741	0.0118530105	0.047317844	0.0687842801	0.0887338242	0.1129422506	0.1076997553	0.099141769	-0.0105759	0.0271107999999999	0.0007349954766399	0.0001118496608099	-0.0237656	0.0540715	0.00292372711225	0.00056480374336	-0.0640485	0.0342389	0.00117230227321	0.0041022103522499	0.000695242	0.0001806369999999	4.833614385639999e-07	3.2629725768999994e-08	-0.000564896	-0.0001679209999999	2.8197462240999987e-08	3.19107490816e-07	-0.0008286469999999	-0.0004660599999999	2.172119235999068e-07	6.866558506088342e-07	0.0
709.397701045784	-0.0156319774811208	503245.09824904345	0.0002443587199702	837.0768615177185	2.7117195762540405	700697.6720883537	7.353423060239392	666.1918136476908	-0.5134603656766785	443811.5325711995	0.2636415471208284	666.8967823845451	533.2001989121314	0.905755	23.563765	0.07130575	0.037714	-0.0538043414	0.0178261986	-0.0292286311	0.0101320235	-0.0660642458	0.080477813	8.34437e-05	-0.0010638952	-0.0617130077	-0.0618961812	0.0384341055	0.0476548745	-0.0874424001	0.0021824636	0.030901321	0.0247455265	-0.1114628235	0.110484812	-0.0369606311	-0.0419685184	0.0907031003	-0.0215461899	-0.0010840228	-0.082086164	0.0075160334	0.0256835767	-0.0010917275	0.0792016312	-0.1122884743	0.0666035923	-0.038844	-0.0076696782	0.0192954072	0.0386203201	-0.0068237148	-0.0435730799	0.1966087491	0.0513263515	-0.0284375065	-0.0355390209	-0.0428222532	0.0566352534	-0.0061349985	-0.0255106027	-0.1591929211	-0.0114917689	0.0332284135	0.0458011838	0.0920393382	-0.0808907115	0.0160590237	0.013026807	-0.0263952367	0.0593754938	-0.0032869027	0.0822857373	-0.0877402727	0.0094095642	0.1025884778	-0.1867767857	0.0699470482	-0.0437973124	-0.0324572256	-0.083452283	0.010661597	-0.0369490365	0.0656803862	-0.0668737823	0.0524380971	-0.076561415	0.0043483065	0.0235147011	0.0009644057	-0.0159945012	-0.1165245509	-0.0364719245	-0.0584068773	0.0596337972	-0.0847486601	0.0091189862	0.0240906139	-0.0011365099	-0.0459537548	0.027392247	0.0371468322	-0.0723194371	-0.0526017175	-0.0607035412	0.0210716221	-0.0863347786	-0.0922870536	0.1304676812	-0.0477220577	0.0275953834	-0.0674715344	-0.0170940242	-0.0204422826	-0.1051872232	-0.0404060613	-0.0026091844	0.0879476635	0.0802112823	-0.1085800615	-0.0513331379	-0.0836846399	0.1027159618	0.1344757112	0.0484347897	-0.0177475187	-0.015304341	-0.0387554175	0.1125037874	0.1059762505	0.0953761056	-0.0105751	7.999999999987184e-07	6.399999999979494e-13	0.00011183274001	-0.0484057	-0.0246401	0.00060713452801	0.00234311179249	-0.0888419	-0.0247934	0.00061471268356	0.00789288319561	0.0007453149999999	5.0072999999900016e-05	5.554944492248509e-07	2.507305328989987e-09	-0.000702252	-0.000137356	1.886667073600001e-08	4.93157871504e-07	-0.000578647	0.0002499999999999	6.249999999995002e-08	3.34832350609e-07	0.0
