global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
755.3789330212181	n/a	n/a	570597.3324522739	804.5688135451595	n/a	647330.9757294656	n/a	733.2177969849913	n/a	n/a	537608.337815524	731.0379782324975	580.3012500692782	n/a	n/a	n/a	n/a	-0.0581979516	0.0980159651	-0.0052931734	0.0359624551	-0.0152995313	0.0036805315	-0.0887312428	0.0279875999	-0.0910078661	0.0035497606	-0.1063894827	0.0411500445	-0.1290993177	-0.0440594781	0.1609519115	-0.1133132376	0.1061531713	-0.113402791	0.1017191668	0.1066914395	-0.0137805386	0.0361321428	-0.0201261987	0.0475178891	-0.0414187852	0.063160971	-0.0860958824	-0.1540610646	0.0089194312	-0.1465778523	0.084602839	-0.0106652111	0.0111907003	-0.129153331	0.1319094298	-0.1030848063	0.0603451555	-0.0234605609	0.065945476	-0.0668542947	0.0081171902	-0.0936036309	0.1970568062	-0.0782608559	0.074626092	-0.022176626	-0.0180535659	0.0579037321	0.1229692654	-0.0470176291	-0.0189612472	0.0553397959	0.1067701083	-0.097263819	-0.0759873185	0.0257212496	0.023108951	0.0677885859	-0.0254595536	-0.0303451544	-0.0615164811	0.0710779264	0.061734935	0.0529599649	-0.1280786921	-0.0228690258	0.082598533	0.0778162488	0.2519086058	-0.0755614795	0.08060837	-0.0546730028	0.0525766057	-0.0153104068	0.0463087748	-0.0912940147	0.0006284421	-0.0814536869	0.0652447883	-0.0447517046	-0.0265442188	0.048974992	-0.0275777852	0.0606247456	-0.0380118395	0.011739963	-0.1099596585	0.0821764521	-0.1420016414	0.0964287161	-0.0221914822	0.0189380174	-0.1630482464	0.0175088374	0.1806785336	-0.112043126	0.0380058005	-0.0280863391	0.0482041218	0.0603081205	-0.1974673639	-0.0202287862	0.0340941011	0.1408535887	-0.0279498167	-0.1050749495	0.0358666864	0.0135291935	0.0647272744	-0.1046389475	-0.0491226752	0.055168332	0.0066541849	0.039989998	-0.0602122641	-0.0826423805	-0.2440412884	0.0625178419	0.0443779098	0.1147017419	0.1146833673	0.1146527451	-7.77622e-06	n/a	6.04695974884e-11	n/a	-0.0546206	n/a	0.0029834099443599	n/a	-0.0177078	n/a	n/a	0.0003135661808399	0.0014627	n/a	n/a	2.13949129e-06	0.000584037	n/a	3.41099217369e-07	n/a	0.0	n/a	0.0	n/a	0.0
753.5965155398377	-1.7824174813804348	3.1770120779305726	567907.7082337849	801.4071176358675	-3.161695909292007	642253.3681974292	9.996321022833811	733.9905607617503	0.7727637767590068	0.597163854670844	538742.1432873487	732.4531228965164	580.150415332252	1.053052	19.613823	0.1740724002799999	0.102833	0.0643776745	-0.0303701724	-0.0698018411	0.0450628669	0.0533048047	-0.0714099542	0.0429251822	0.0561648351	0.0644062369	-0.0482703271	0.0451316125	0.0089779572	-0.1014032881	0.1371834418	0.0958629903	0.0537617041	0.0487202891	-0.0612664586	-0.0177550602	0.0253580831	-0.128492737	0.006311868	-0.1817382472	0.0372946793	-0.0697298684	0.080426097	0.1096155733	0.0030913524	-0.0794337968	-0.1051229773	-0.0082446077	0.0350953131	0.0025105457	-0.0648072955	0.0034120584	0.0180410642	0.0454302023	0.2057996889	-0.0994375388	-0.0467555565	0.1393054445	0.0535940363	0.0321005798	0.083673718	0.0414555849	-0.0809575547	0.0262276332	-0.0624131514	0.2289074323	-0.066852247	-0.0750994283	0.0793025703	-0.0890463052	-0.0296929057	0.0397179433	-0.0206952141	-0.0184698196	-0.1907516856	0.0032389929	0.0073049148	-0.0315193413	0.0745178435	0.1183434125	-0.0991609714	-0.0472967724	0.025635447	-0.0777970117	0.0577902355	-0.0306972479	0.0829468778	0.0870688104	0.0643479219	-0.0684286603	-0.0585976383	0.0388314465	-0.1542362939	-0.0483068028	0.0046447917	0.0619288962	-0.138468649	0.1155369001	-0.0607377052	-0.0033206819	-0.0918307076	0.1153179329	-0.0073328809	0.002395475	0.060555145	0.053900728	0.0440794543	-0.0846035065	-0.1174708725	-0.0726602286	-0.0278653043	-0.0055155475	0.0807017962	0.2090220814	-0.0692026033	-0.0352387552	0.0739999328	0.0016451881	0.1328874347	-0.0019656838	-0.0482663052	-0.087297889	0.1694015729	0.0435339515	-0.0553700847	0.0081632796	-0.0033510814	-0.0826424815	0.1030458942	0.1610538128	0.0935870153	0.0342232103	0.0300386993	-0.1498368399	-0.0746821101	-0.1423778223	0.1146527451	0.1144874327	0.1142120884	-7.77594e-06	2.7999999999925865e-10	6.046524288360001e-11	7.839999999958488e-20	0.0267462	0.0813668	0.00071535921444	0.00662055614224	0.0186318	0.0363396	0.00132056652816	0.00034714397124	0.00033538	-0.00112732	1.2708503824e-06	1.124797444e-07	0.000584037	0.0	3.41099217369e-07	0.0	0.0	0.0	0.0	0.0	0.0
753.4574534861949	-0.1390620536427604	0.0193382547633419	567698.1342139016	799.9021654367481	-1.5049521991194297	639843.4742703987	2.264881121634408	734.7532731358755	0.762712374125158	0.581730165643635	539862.3723838824	732.8543251081023	565.9787309295837	1.089116	20.28554	0.11020729494	0.0684721	-0.00609334	-0.0778908153	0.065544098	-0.0975941548	0.0257204305	-0.0316457571	0.0893372765	-0.1389425828	-0.0219361554	-0.0082416329	-0.0087668669	-0.0838348871	0.0609592447	0.0362921364	-0.0813603826	-0.0906444617	0.0015169758	-0.0146692442	0.0400415036	-0.0732313668	0.0198378185	0.1006406436	-0.0058868272	0.068496238	0.041171284	-0.1345357506	-0.0342921584	0.0624963706	-0.0217109359	0.0302399824	0.0196430218	0.0953337617	-0.0151006463	0.0040379331	-0.070898272	0.0911644722	0.0454365843	0.0126386735	-0.0909988318	-0.0166254295	0.1896500943	-0.0766038432	-0.0937170987	-0.0744075938	-0.0603592135	-0.0598292934	-0.0328679204	-0.0415605673	-0.1090630123	0.0612031893	-0.033754531	0.031435225	-0.1297327365	-0.0741462502	-0.0588105113	-0.0182047183	0.0013929096	0.0782567856	0.104533102	-0.0941836061	0.0829238275	0.0672073142	0.0681014665	0.2127455904	0.2087285554	-0.1283391999	0.0211219808	-0.1678604485	0.0061006665	0.0216462669	-0.1199233791	-0.0569065325	-0.053687489	-0.1168899809	-0.000819426	0.0499004783	0.0995933079	0.1061906162	-0.022760614	0.0500858357	-0.0214495724	0.0963960957	-0.0241587211	-0.0605448002	0.0628413273	0.0809550535	0.0161301444	0.0627361182	0.011178728	-0.0252267884	-0.1103420706	-0.1445204374	0.0964426227	-0.0642185229	-0.1128745719	0.0107749608	0.1081229723	-0.0603049857	-0.0919769066	-0.0481220603	0.0116245698	-0.0802547145	-0.0525301627	-0.0034872229	0.0741228935	-0.0366363837	0.1711217451	-0.0236553281	-0.045457284	-0.121904042	0.0157860217	-0.0318954952	-0.0389598514	0.1107337778	-0.0703825945	0.0022598698	0.0561588	-0.0288065263	-0.0059334683	0.1145547726	0.1140958982	0.1133324686	1.7369e-05	2.514494e-05	3.01682161e-10	6.322680076036e-10	-0.035725	-0.0624712	0.001276275625	0.00390265082944	0.0429321	0.0243003	0.00059050458009	0.00184316521041	0.000586833	0.000251453	6.322861120900004e-08	3.44372969889e-07	0.000584037	0.0	3.41099217369e-07	0.0	-0.00021676	-0.00021676	4.69848976e-08	4.69848976e-08	0.0
754.4950459003915	1.0375924141965245	1.0765980179981716	569262.7742882338	795.8496875262962	-4.052477910451898	633376.7251357032	16.422577214700585	734.770171434561	0.0168982986855326	0.0002855524984654	539887.2048299742	732.0977051566828	571.1467785318121	1.151949	21.455853	0.141254541	0.0608405	-0.0988674182	0.0372330015	-0.0473747109	0.0301138719	-0.0103445328	0.0137211859	-0.150181899	0.0673188586	0.0320089222	0.0055727438	-0.0253122147	-0.0287046469	-0.0492356876	-0.021545977	-0.1157293031	0.0611730611	0.0482624882	-0.0568313341	0.0763687265	0.1006869245	0.1156972094	-0.1667086833	0.0722828303	-0.0936409958	-0.0504643633	-0.0043545971	0.0018810302	0.0238429973	-0.0368114752	0.0333012592	-0.0634811636	0.038097616	-0.1366371672	0.0301953959	-0.0617072877	-0.153353013	-0.1122054648	-0.0462657336	-0.1527562934	0.0329604061	0.0334780009	0.0033131134	0.1342529305	-0.0588742266	0.0654350689	-0.0506319389	-0.1037971941	-0.0309862912	-0.0145216057	0.0068173867	0.0104406503	-0.0164044529	0.1172982866	0.0261880074	0.1060235795	0.0204909847	0.0748708466	-0.0282771235	-0.0478228882	0.0125195518	-0.0862474623	-0.0188602511	0.0647270689	-0.0412790167	0.0081280057	-0.0551063497	-0.0379969982	-0.1667421763	0.0520140637	-0.1136528364	0.0725102283	0.1117514248	0.1512910364	0.0617100405	0.0481376992	0.0823253717	-0.087268306	-0.0127033532	-0.0409129607	0.0755647497	0.0065120018	0.1163782158	0.0115001985	0.0716874589	-0.0251618747	0.088109365	0.2836116621	-0.0532965799	-0.0263125741	0.0652867695	0.0052840772	-0.0178462237	0.0144002215	0.094704733	0.1051237912	0.0248904727	0.0504124063	-0.0515663089	0.0075340302	0.0050830033	-0.015325456	-0.0354117729	-0.0183249417	-0.0917022068	-0.0653426508	0.0114122181	-0.0248179202	0.136771588	0.0446717348	0.0380407973	-0.0535864634	0.0586716142	0.0156297575	0.0021090838	0.0085112336	-0.0515931095	0.0353584931	-0.0043081825	0.0973537437	0.1144078661	0.1135094328	0.1120172664	0.0236699	0.023652531	0.00056026416601	0.0005594422227059	-0.0084876499999999	0.02723735	7.20402025224983e-05	0.0007418732350225	0.0068851	-0.036047	0.001299386209	4.740460201e-05	0.000235257	-0.000351576	1.2360568377600001e-07	5.5345856049e-08	6.60198e-05	-0.0005180172	4.358613992039999e-09	2.6834181949584e-07	0.0	0.00021676	0.0	4.69848976e-08	0.0
754.4984973255449	0.0034514251534574	1.1912335589918583e-05	569267.9824665053	800.8616299604712	5.011942434175012	641379.3503429426	25.119566963484143	734.4557715216779	-0.3143999128831183	0.0988473052209123	539425.280321503	732.7498326655224	581.107665165017	1.15831	21.574341	0.05252031	0.0335148	0.0780465583	-0.0122069384	0.0654462526	0.0841906748	0.0621682002	-0.0016735054	0.0156712238	0.0684401878	-0.0030512274	-0.0754790167	0.1354555472	-0.0484063456	0.0829577301	0.1180714256	0.0462360871	0.0042133121	-0.1341618536	0.1210674344	0.1525796036	-0.0074836574	-0.0606419426	0.163617587	-0.0044160542	-0.1040363806	-0.1012788884	-0.0330374191	0.0014969678	-0.0689979156	0.0990989572	0.0124282528	0.0762596503	0.0540328021	0.0714928477	0.050053533	0.0343929837	-0.0340452587	-0.0619034466	0.1167450188	-0.0280673304	-0.0021779563	0.0323237407	0.0989425125	-0.0034252941	0.0212463611	-0.120049925	-0.0166435621	0.0808056835	-0.0224514357	-0.0344815176	0.0124638525	-0.0434429928	0.097031522	0.0043958446	0.1776030514	0.0369822301	-0.01638326	-0.0588960197	-0.0105713249	0.0293522506	0.0961489764	-0.029440261	-0.0258042211	0.0308339859	0.0211634362	0.0707768153	-0.0503040965	0.0423410044	0.1646935853	-0.0254606795	0.0599021803	0.0636483956	-0.019507367	-0.1763758399	-0.0475967148	0.1250384682	0.0088530993	-0.0115798964	-0.0043985215	0.0190599098	0.1143267101	0.0355725755	-0.0740452514	-0.1238231504	0.0176267319	0.0491852398	-0.0374664337	0.0304529442	0.1055786127	0.0251361529	-0.0318404352	0.0018283345	0.0004697629	0.0357648028	-0.0242255234	0.0938340187	0.1337547416	-0.0739802218	-0.01332864	-0.0863740884	0.0458448308	0.0043787881	-0.0136907737	-0.039252575	-0.0890605429	0.1346242233	0.0226300436	0.1163865159	-0.0663141765	-0.0292177311	0.047772595	-0.1282134515	-0.0224446229	0.0187785998	-0.0705837091	-0.0082463491	-0.0334839133	-0.0490357314	-0.0462921392	0.0463058064	0.1142120884	0.1127290384	0.1102715368	0.0236785	8.600000000000968e-06	0.00056067136225	7.396000000001664e-11	0.00563992	0.0141275699999999	3.18086976064e-05	0.0001995882341048	0.035441	0.0285559	0.00081543942481	0.001256064481	0.000243749	8.492e-06	7.211406399999999e-11	5.9413575001e-08	-0.000122053	-0.0001880728	1.4896934809e-08	3.5371378099840006e-08	0.0	0.0	0.0	0.0	0.0
753.9531753333038	-0.5453219922411563	0.2973760752218637	568445.3905951715	800.078732834936	-0.7828971255352144	640125.9787347568	0.6129279091713012	735.1231846565726	0.667413134894673	0.445440292629935	540406.0966196213	732.8373423967756	568.1704825420873	1.081394	20.14172	0.11053347	0.063453	0.0201977198	-0.0623224342	0.0134930863	-0.0596028837	-0.0475613275	0.0457421713	0.0618391355	-0.0775805362	-0.0581896747	0.0852820078	-0.0782890752	-0.1339162186	0.1478223941	-0.04129479	-0.0385651862	0.0478702084	-0.0453117695	0.0280780209	0.0645263818	-0.0778024696	0.0090247121	-0.0044765818	0.0365633872	0.0436011375	0.070518757	0.0067718766	0.059333737	-0.0990370079	0.1296583815	-0.013694011	-0.0050277624	0.0206773383	0.0077878341	-0.2035532037	0.0361638015	0.1018533428	0.1465341591	-0.034186825	-0.0257978959	-0.0659852128	0.0046072968	0.028883976	0.0105226259	-0.0127695183	0.1189119869	-0.0098226394	0.1267844838	0.0622167621	0.0928705234	0.0369973807	0.0526854286	-0.0857187195	0.1729746322	-0.1597559796	-0.0839868093	0.0605322996	0.0581007844	0.1609003495	0.0128619254	0.0186871663	-0.0219677279	0.0388474239	-0.0168101441	-0.0680078276	0.0403987493	-0.1028723721	-0.0776000779	-0.0998098756	-0.0147469357	0.0287949321	-0.092902047	-0.0610865083	0.0684271827	0.0322101637	-0.0773878111	0.0233977839	0.037555645	0.0235356206	0.0532577037	-0.0690057303	0.0158674562	0.0073845262	0.005401193	0.0476909565	0.116226092	0.0154565119	-0.1148176455	0.0761225355	-0.1189373541	-0.1139386552	0.0175916924	-0.0709813415	-0.0227958372	-0.0725737658	0.0909405605	-0.0337603957	0.0355935378	-0.0274289125	0.140221423	0.1073115061	0.0435303631	-0.002816828	0.0838474224	0.089142924	0.0078218048	-0.1762653392	-0.0619157509	0.0675356939	-0.0138538207	0.0335170571	-0.15290928	0.0609886491	-0.1163039769	0.0246490648	0.1540385414	-0.016735297	0.0794594028	0.028952153	0.1883171768	0.1139675232	0.1117560484	0.1081019891	0.0236699	-8.600000000000968e-06	0.00056026416601	7.396000000001664e-11	-0.0374677	-0.04310762	0.00140382854329	0.0018582669020643	-0.00835566	-0.04379666	0.0019181474271556	6.981705403560001e-05	0.000528088	0.000284339	8.0848666921e-08	2.7887693574400004e-07	6.60198e-05	0.0001880728	4.358613992039999e-09	3.5371378099840006e-08	0.0	0.0	0.0	0.0	0.0
755.4253384166497	1.4721630833458903	2.1672641439664786	570667.4419219097	798.2701976137101	-1.8085352212258383	637235.3083982319	3.270799646414393	734.1270408961286	-0.9961437604439424	0.9923023914713986	538942.5121749061	731.4175934672703	571.474966650006	1.053545	19.623016	0.10390785	0.0682892	-0.097475198	0.0166817429	0.001124665	0.0197575964	-0.0340556419	0.0456756331	-0.1705080355	0.016701911	0.021238549	-0.0234253174	-0.0190018696	-0.0109178054	0.0444526519	0.0549937184	-0.0130978909	0.1009045034	-0.0007968284	-0.027960811	0.1187667219	0.1343444771	0.0923907237	0.0375823215	0.0373603227	0.0115133164	-0.003888996	0.127711464	-0.0128740915	-0.0350456924	-0.0725927088	-0.053021667	-0.0273798023	-0.0491065992	-0.150061059	0.1038773243	-0.0034013073	-0.150896938	-0.0513372194	0.1536780711	-0.0629751629	0.041011858	-0.1343446739	0.0518876657	-0.0772294643	0.0583048608	-0.0495101353	-0.0990554788	-0.0876832383	-0.0007228104	-0.0754879303	-0.0776036212	0.0072775156	0.0135235723	-0.0123441774	0.024099289	-0.040648777	-0.059113184	0.059869289	-0.0232381404	-0.0109134229	0.0429734268	0.0574565653	0.0947520757	0.0185390613	-0.0893991932	0.0376202172	-0.00440526	-0.0379463817	0.0214075024	0.0411405823	-0.1562043857	0.0538603997	0.0634209523	-0.023213728	0.0921128442	0.0453266415	-0.0864769711	-0.0230058117	-0.0401239312	0.0175170374	0.004646772	0.0237689373	0.0643493645	0.0253612	0.0656266711	-0.164812931	-0.144642482	0.1257729029	0.0009815267	0.1135561719	0.0454683614	0.0561362476	0.1018244475	-0.0672894545	0.1120628646	-0.0241153497	0.043418235	0.067478403	-0.0001290978	0.0354907342	-0.0105698467	0.0036419655	0.0257323292	-0.0545359307	-0.0283240776	0.0026101924	-0.0374367234	-0.0602387036	0.0479751931	0.0830440223	-0.0446362523	-0.0386360281	0.079993753	0.0451421938	0.0009724044	0.0153015746	-0.100679418	0.0321314513	-0.06171979	-0.0714065038	0.1136742748	0.110592125	0.105516962	0.0236699	0.0	0.00056026416601	0.0	0.02608	0.0635477	0.0006801664	0.00403831017529	-0.0236963	-0.01534064	0.0002353352356095	0.00056151463369	2.76978e-05	-0.0005003902	2.5039035225604e-07	7.671681248400001e-10	6.60198e-05	0.0	4.358613992039999e-09	0.0	0.0	0.0	0.0	0.0	0.0
756.137178457424	0.7118400407744048	0.5067162436497062	571743.4326455543	798.443524284045	0.173326670334859	637512.0614711264	0.0300421346493689	733.6555206418743	-0.4715202542543011	0.2223313501720407	538250.4229682997	731.4044117850835	581.8446797274681	1.044295	19.450716	0.080484925	0.055074	0.0212844139	0.0816020054	0.0284424957	0.1022158275	0.0174919821	0.0235139722	-0.0081393135	0.0698217242	-0.1560368737	-0.0324277525	0.0009318731	0.0801374606	0.0743416164	0.049299893	-0.0245135722	0.0499425283	0.05073721	0.0466745902	0.0003547795	0.1178008268	-0.0392530794	-0.001592964	0.0703993444	0.0401015896	0.0038349967	-0.0152277906	0.0499655411	0.0001117943	0.0692780215	0.0398427713	0.0644255757	0.008093678	-0.031077767	0.0591909663	0.0379900681	0.0091172039	-0.0279468359	0.1634602783	0.0853318565	-0.0658568272	-0.0667757915	-0.0433250678	-0.1018729056	0.0157874217	-0.174678501	0.0205604514	-0.1197759451	0.0526172021	-0.0075655665	-0.0763686602	-0.0874641621	-0.03804636	-0.0417452276	-0.0917741801	0.0575376921	0.2000189186	-0.0539002337	0.0369623378	0.0931807887	0.041863083	-0.1447761933	0.0026264406	-0.0451873215	0.0487826855	0.0677536114	-0.119210969	0.0070860592	0.0219100315	0.1436629493	-0.0440554453	0.0956563317	-0.1011538587	-0.0356027317	0.0590746999	-0.0308656844	-0.0125127091	0.0334083836	0.0986007043	0.0377612304	-0.0064352248	0.0739892123	-0.0259359819	-0.0123680527	-0.0595156993	-0.029847863	-0.1523140457	0.0139691743	0.0481889456	0.0530154507	-0.0294875207	0.151197458	-0.0061576159	0.0777581422	0.0155272661	-0.0043301579	-0.0119853526	-0.0407856561	-0.0546992781	0.0033544799	0.0292553661	0.0969061231	0.0069010022	-0.1530808365	-0.1085909052	0.0282566575	-0.0618956584	0.1654494068	0.0761864953	0.0167893379	0.0380338983	-0.045056723	-0.0618610363	-0.1839285113	-0.0117074055	-0.0511943053	0.0225352888	-0.0297800253	-0.0261823088	0.1002279258	0.1133324686	0.1092392569	0.1025263906	0.0236686	-1.2999999999992184e-06	0.00056020262596	1.689999999997968e-12	-0.0272567	-0.0533367	0.0007429276948899	0.00284480356689	-0.0174895	0.0062067999999999	3.852436623999998e-05	0.00030588261025	0.000336948	0.0003092502	9.563568620004001e-08	1.13533954704e-07	-4.35325e-05	-0.0001095522999999	1.8950785562499997e-09	1.2001706435289998e-08	0.0	0.0	0.0	0.0	0.0
754.5488432944477	-1.5883351629763638	2.522808589947152	569343.956916989	798.0024716772039	-0.44105260684114	636807.9448029265	0.1945274020013652	734.1685601553255	0.51303951345119	0.2632095423622338	539003.4747205438	732.2533752293417	581.3803965267949	1.01949	18.988714	0.097436515	0.0467179	0.0944016387	0.0117908534	-0.0745314981	0.0775598999	0.0060591188	0.0227207019	-8.17355e-05	0.134151829	0.0342485642	0.1266580657	0.1167838678	0.0599041022	0.0010532895	-0.064586861	-0.0960026601	0.1865662564	0.0110524636	0.0705773677	-0.0085468898	0.0157800392	-0.1090175997	-0.0204395708	-0.1578801408	0.0347583071	-0.1361336937	0.0934441956	-0.0343055049	-0.1537544877	-0.0840066407	0.0943105366	-0.0834617894	-0.1199359347	0.0311577941	0.0368886247	0.0543185712	0.0143559098	-0.0138985163	-0.0566457734	0.0400008562	-0.034072512	0.0172762337	0.1052376795	0.0905754421	0.0983062709	0.0122824147	0.0756854315	-0.0063771808	-0.0017682418	0.0333233928	-0.0328649409	0.1179489416	0.0692805735	-0.0795172789	0.0685303485	-0.1312224569	-0.0587655405	-0.139963854	-0.0185969856	0.0324426761	0.0290940043	-0.0209199217	-0.0436132749	-0.0235658073	0.0285092155	-0.0261460497	-0.0075428898	0.0623335648	-0.1648462808	-0.0202231846	0.0888612346	0.1179987126	0.0832099074	0.0009665751	-0.0726509996	0.042152318	-0.0539069687	0.0567951854	-0.1318172182	0.0431535852	-0.0806776684	0.1239576889	-0.1148069119	-0.0309896629	0.1197014665	-0.0778365116	0.0387710977	-0.0124796457	0.0068549333	0.0707071113	-0.0752433009	0.1571177412	0.0278100361	0.0450486873	-0.1140634091	-0.0086591796	-0.0090663316	-0.0334208163	-0.0275783926	-0.0132200719	-0.0941349049	-0.1272240694	0.027495131	0.0089836333	0.1286359092	0.0805125235	-0.0004263416	0.0479557503	-0.0867512058	-0.095988288	0.0954457594	0.1119558513	0.0165780737	-0.0819516988	0.0470835126	-0.0426851914	0.0864533524	0.0890072324	0.1003143339	-0.0218924635	0.1129422506	0.1076997553	0.099141769	-0.00531268	-0.02898128	2.8224568782400003e-05	0.0008399145904384	-0.00294118	0.02431552	8.6505397924e-06	0.0005912445128704	-0.0333661	-0.0158766	0.00025206642756	0.00111329662921	-0.000118762	-0.00045571	2.0767160410000002e-07	1.4104412644e-08	6.60198e-05	0.0001095522999999	4.358613992039999e-09	1.2001706435289998e-08	0.0	0.0	0.0	0.0	0.0
754.1466990800326	-0.4021442144151024	0.1617199691875398	568737.2437333092	798.3634469441919	0.3609752669880208	637384.1934166115	0.1303031433770729	735.5202847238004	1.3517245684748789	1.827159309018597	540990.0892401804	733.6564426611503	572.5229465377572	1.062946	19.798119	0.056497745	0.0304319	0.1075220457	-0.0791579881	0.0964995956	-0.0306697919	-0.0110625173	0.0145300288	0.0963353149	-0.0265788451	0.0409723895	-0.0632847669	0.1068841891	0.0339875204	0.0959077006	0.0052163839	0.0873891214	0.0583109053	0.1690286759	-0.0599425731	0.0603666675	-0.1648853956	-0.0936488295	0.0442476693	0.0988103454	-0.0291119043	0.1313312959	-0.0195025062	0.0501222511	-0.1053490413	0.065883166	0.0066241944	0.0355545351	0.11160481	0.0485616948	0.0323100613	-0.0061216965	-0.0644460396	0.0035929695	-0.1800365139	0.0422326338	0.1053655049	-0.0268850804	0.0710298402	-0.0076579487	-0.0517976279	0.1652676798	0.0229209942	-0.1280162293	0.1409529901	-0.0624072276	0.0385180373	0.0495855736	0.0784646326	0.0295179562	-0.0160685626	-0.1033326972	-0.1979033048	-0.0067729944	-0.144781494	0.0003114752	0.0241073712	0.1300540261	0.0996523048	0.0573710022	-0.0852966025	-0.043331843	0.1107262915	-0.0536853896	0.0904594765	0.033008014	0.1292608761	-0.0964892945	-0.0139243499	-0.1062189984	0.1608637703	-0.0813033933	0.03285678	0.0154461808	0.0562734677	0.1145101156	0.0478916862	-0.0954985129	0.0021539755	-0.0959759757	0.0244497928	-0.0482555989	0.1268449699	0.0584363576	-0.0141778546	-0.0441623808	-0.1041635514	-0.0492763817	0.1761637318	0.0035842786	0.0427316869	-0.0619462528	-0.0681250054	-0.0997378019	-0.0742332894	0.033170245	0.0606546487	-0.1109802386	-0.0649614959	0.1659361205	0.0623185916	-0.0601461725	0.0859285531	-0.0361491901	-0.1108908869	-0.046311468	0.0527726166	0.078418369	0.0142827784	0.1655104583	0.0058340428	0.1369646379	0.0383172043	0.0105993664	-0.1555666635	-0.0969937275	0.1125037874	0.1059762505	0.0953761056	0.0045681	0.00988078	2.0867537610000004e-05	9.76298134084e-05	0.0193922	0.02233338	0.0003760574208399	0.0004987798622244	-0.0159751	0.017391	0.000302446881	0.0002552038200099	-5.86483e-05	6.01137e-05	3.61365692769e-09	3.43962309289e-09	6.60198e-05	0.0	4.358613992039999e-09	0.0	-7.773799999999998e-05	-7.773799999999998e-05	6.043196643999997e-09	6.043196643999997e-09	0.0
