global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
791.2647146815999	n/a	626099.8487001538	n/a	806.1289842386705	n/a	649843.9392296706	n/a	733.5934145867635	n/a	n/a	538159.2979250671	734.2274038702212	595.4139785721587	n/a	n/a	n/a	n/a	-0.0792821898	-0.0633778317	0.0026731416	-0.0582987309	0.0743506863	0.0001755884	-0.0890604562	0.0764203443	-0.145532772	0.1356223733	-0.0612793731	0.0352777667	-0.0127435995	-0.1456608222	0.0059777805	-0.011279549	-0.0792864241	0.006954055	-0.0001685459	0.1430377341	-0.0599806544	0.1123213179	-0.0678803102	-0.1346551158	0.0207646073	-0.0066336983	0.0921422489	-0.1270949305	0.0008511621	-0.0626722253	0.007065802	-0.0765805792	0.0375695043	-0.0959423531	0.0674305276	-0.0074833401	-0.0780317246	0.1410237525	-0.1343140654	0.0532471195	-0.0923390063	0.1398046174	-0.0367024825	0.0566370078	0.0680249586	-0.1383654103	-0.0024307699	0.0261424871	0.0034282095	0.0754330628	-0.0817350313	0.0073226877	0.0019263494	0.1184463649	-0.1149783484	-0.0896641251	0.0691256844	-0.098698061	-0.0101647547	-0.0190319104	-0.0577366175	0.0564355877	0.0568186746	-0.0776740925	-0.0642883981	-0.0617718391	0.0790154103	-0.0200343557	0.0364885295	-0.0951271925	0.1121889932	-0.1269929634	0.1050341724	-0.0042150242	0.2326775616	-0.1319095009	-0.010124654	0.0320533626	-0.1381915975	0.0864182355	-0.0335397771	0.0377244435	-0.0747068653	0.0593081857	-0.0304333564	0.0657267294	-0.0259799959	0.0045110754	-0.0195315127	0.0563238305	-0.0411396607	0.056009959	0.1404879799	-0.0394066749	-0.0270745055	0.0647641932	-0.0398901077	-0.0719656179	0.036166374	0.1080671725	-0.1054329602	0.1183004455	0.1491931565	-0.0132596467	-0.0759023953	0.0311175138	0.0420170007	0.0414416641	-0.1165819505	-0.0136014161	-0.0193337278	-0.0316950256	0.113068672	-0.0052346789	-0.1789432438	-0.0665115459	0.1147017419	0.1146833673	0.1146527451	0.00746003	n/a	5.56520476009e-05	n/a	-7.05055e-05	n/a	4.971025530249999e-09	n/a	-0.0190821	n/a	n/a	0.00036412654041	0.002	n/a	4e-06	n/a	-0.000639142	n/a	n/a	4.08502496164e-07	-0.000127069	n/a	n/a	1.6146530761e-08	0.0
791.8977632554929	0.6330485738930065	627102.0674490527	0.4007504969079693	801.3628197807718	-4.76616445789864	642182.3689269897	22.716323639736235	733.3474561339086	-0.245958452854893	0.0604955605307726	537798.491418075	734.1304373004436	603.1706892256625	1.115644	21.506954	0.1265089858	0.0632621	-0.0632434284	0.0289621989	-0.1578578585	0.04483607	0.1022758427	-0.0762034272	-0.1214100677	-0.0008704774	0.0840191646	0.1244314717	-0.0244182465	-0.0840318697	-0.1040822341	-0.0727970513	0.0716418445	-0.0139464348	-0.0523869965	-0.0608747514	0.0310343158	-0.0130526793	-0.0890784805	0.2250645922	-0.0808368882	0.035920456	0.1618619552	-0.0003385531	0.1146368364	-0.0100709146	0.0288095725	0.0127888823	0.0923494318	0.1097209496	-0.0679556278	0.0025710853	-0.0167846766	0.0149365565	0.1056916288	0.0096308761	-0.0477615568	-0.0275120014	-0.1214476147	-0.1093932279	-0.0858930603	-0.1034785711	-0.05241609	0.030406056	-0.0972062744	0.0015411682	-0.0164014497	-0.0246011896	0.0504160906	0.0063521975	-0.0012462025	-0.0187238612	-0.0197303583	-0.0385053601	0.0258827752	-0.0849748367	-0.0349377876	0.0483174025	-0.1229567329	0.0906894026	0.1997344373	-0.0508152563	0.1349551632	-0.0695756435	0.0632479796	0.0987344662	-0.0583253769	-0.0928868681	-0.0434490436	-0.0522154784	0.160308893	0.1508494297	0.0476666003	0.0923016191	0.0233309263	0.0753791405	-0.1264963908	0.13650343	0.0133465961	-0.0293130788	0.0893904038	-0.1023739215	-0.0606723606	0.0911329046	-0.0190171514	-0.0087971657	0.1156709512	-0.1412411313	0.0625891451	0.0002479964	-0.0865614608	0.0268052166	0.0022588825	0.0115390124	-8.70219e-05	-0.0466086526	0.030369078	0.0326062161	0.0544328764	-0.0209273979	-0.0255938381	0.034704725	-0.0798431685	0.0090777875	0.0802994029	-0.0037708962	-0.1173604393	0.0415973033	0.1271186318	0.0082789251	0.0633163828	0.1289627623	0.0078447711	0.046243713	0.1146527451	0.1144874327	0.1142120884	-2.41503e-05	-0.0074841803	5.8323699009e-10	5.6012954762908096e-05	0.0316074	0.0316779055	0.00099902773476	0.0010034896968669	-0.0363426	-0.0172605	0.00029792486025	0.00132078457476	0.000935411	-0.001064589	8.74993738921e-07	1.1333497389209997e-06	-0.000939132	-0.00029999	8.99940001e-08	8.819689134239999e-07	-0.000164218	-3.714899999999999e-05	1.3800482009999994e-09	2.6967551524e-08	0.0
790.9812140061541	-0.9165492493388	625651.2809106493	0.840062526463518	804.3110372760409	2.948217495269091	646916.2446840609	8.691986399410753	732.9935706585615	-0.3538854753471696	0.1252349296616922	537279.5746267876	734.0715920182068	606.0270714818811	1.115268	21.499704	0.0749047003	0.0494363	-0.0484099482	0.1100596915	-0.1085243228	-0.0721212596	-0.0313487675	0.0253152763	-0.0555896241	0.068889914	0.1105040399	0.0913885287	-0.0025651038	-0.0271848202	0.0569953047	-0.0640207741	0.0527304304	-0.0682587883	-0.0647703295	-0.1200841448	-0.0100554726	-0.0095598466	-0.0042357263	0.0779779185	-0.0516542226	-0.0047000005	0.160169382	0.0470520946	-0.1327121201	0.0109273722	-0.0138859833	-0.0188814255	0.0604910639	-0.0061436369	-0.0520575732	-0.0403606653	0.1044621705	-0.0158327201	-0.0980789674	-0.0782429483	0.0220156692	-0.0699901338	0.0485891371	0.0329200212	-0.1238847969	0.019833162	0.0668504485	0.1292554274	0.075527137	-0.1164982143	0.0854903987	-0.0565617998	0.0862386001	-0.0370124666	0.056569066	0.027471171	-0.0069341323	0.0492830255	0.018298607	-0.0011519446	0.1208801661	0.0681648014	0.0638143158	0.1301751019	0.0289776066	0.153857997	-0.0234843795	0.0381976908	0.0633579738	0.121417061	0.0500141617	0.0012848092	-0.0219298293	0.0112506163	0.1439407516	0.0195275852	-0.0078237427	-0.0737381945	0.0040305188	-0.0761455895	0.1133931044	0.0675620094	-0.0549359203	-0.0981487235	0.0354011922	-0.0378337618	-0.0238009273	-0.0173140443	-0.0252405744	0.1082075648	0.0197902396	0.0346178339	0.083882997	0.0200151074	0.0140726648	-0.0305485188	0.0519573224	-0.0412476207	0.160397761	-0.1460485107	-0.039058842	-0.1369712622	-0.0816893039	-0.1439096641	-0.1021679628	0.0271003781	0.0857168288	0.0828113893	0.0611651679	0.0448894154	-0.0687527935	-0.0641671083	0.0020097199	-0.071059859	-0.0081578952	-0.068205456	0.0482846436	-0.0354765433	0.1145547726	0.1140958982	0.1133324686	0.00746459	0.0074887403	5.57201038681e-05	5.608123128084409e-05	0.0316074	0.0	0.00099902773476	0.0	0.00634456	0.04268716	0.0018221936288656	4.02534415936e-05	0.000638703	-0.000296708	4.0794152220900003e-07	8.803563726400001e-08	-0.00111683	-0.000177698	3.1576579204000044e-08	1.2473092489000002e-06	-0.000184388	-2.017000000000002e-05	4.0682890000000077e-10	3.3998934544000006e-08	0.0
789.2407466434481	-1.7404673627059992	622900.9561623074	3.0292266406447763	805.2850045662876	0.9739672902467192	648483.9385793259	0.9486122824705367	733.929663594247	0.936092935685565	0.8762699842404192	538652.7511035646	735.1176021288759	595.3657066690115	1.119252	21.576517	0.08137432	0.0412556	-0.050734947	-0.0683398957	0.0415437783	-0.0994107935	0.0788288001	0.0495189767	0.0522482033	-0.0786621424	-0.0281856948	0.0628230392	-0.0821781447	0.0452967544	-0.0557424812	0.0146306985	-0.0477970004	-0.1421768529	-0.0772725148	0.0599127426	-0.075884268	0.0481213108	-0.0783052558	-0.0473378007	-0.1286725753	-0.035041822	0.0184490535	-0.0968652664	0.0878513581	0.0409416204	-0.0695977499	0.0093267008	-0.1023333451	-0.1929042615	-0.0867112519	-0.0437126322	-0.0460155263	0.014219507	0.036751805	0.0671635774	-0.1788633864	-0.0236906952	-0.007744629	-0.0871252147	0.0372346197	0.1216761489	-0.1222390186	-0.0188606122	-0.0227589348	0.0200921492	0.041841492	-0.1717440728	0.0328357115	0.0483754115	0.146267611	0.0385884632	0.0518964534	-0.0948006484	-0.1037617731	-0.0929757948	0.008976059	0.0203827013	0.011157533	-0.0262292585	0.0392801326	-0.1012226019	0.0913265397	-0.1160484839	0.067567418	-0.0856269614	0.0368441201	0.0367062928	-0.0240390913	-0.0853320868	0.0101293189	-0.0199890948	0.0016804321	-0.0610928976	-0.0760281163	0.1779487082	0.1158945752	-0.0147519954	-0.0745990948	-0.1356528838	0.0593090632	-0.0317681678	-0.1788234253	0.0680752836	-0.1087815394	-0.1284879516	0.0794277486	-0.0047342439	0.0418769178	-0.0256749279	0.0084427651	0.0334529097	-0.0625783214	-0.1006860326	-0.0657315838	0.0387805916	-0.0438527624	0.052866868	-0.0886210588	0.0039217056	0.0904807425	0.0837225338	-0.1059350196	0.2074674193	-0.0424980387	0.0190853162	0.1173751837	0.0241253612	0.1013867077	-0.0551492666	0.0055902921	0.0452537799	0.0912146907	0.0326609202	0.1144078661	0.1135094328	0.1120172664	0.0076850399999999	0.0002204499999998	5.905983980159847e-05	4.859820249995586e-08	0.01294	-0.0186674	0.0001674436	0.00034847182276	-0.0197372	-0.02608176	0.0006802582046975	0.00038955706384	0.00100949	0.000370787	1.0190700601e-06	1.3748299936900001e-07	-0.0008801399999999	0.0002366900000001	5.6022156100047376e-08	7.746464195998239e-07	-6.37708e-05	0.0001206172	1.4548508935840005e-08	4.06671493264e-09	0.0
790.0978072870305	0.857060643582372	624254.5450797735	0.7345529467778297	800.5503610212859	-4.734643545001745	640880.8805313112	22.416849498226693	734.0918601592402	0.1621965649932235	0.0263077256956009	538890.8591520535	735.3117049981173	601.4228696879	1.140707	21.99012	0.06290757	0.0412115	-0.0423741455	-0.0434139978	-0.0851424587	0.1028065183	0.0073255638	-0.0790750425	-0.0300883919	-0.1242497169	0.0555316059	0.0243936326	-0.0803001747	-0.1017073697	0.0744264925	-0.0282233828	0.0427839025	-0.0315646721	-0.0299699512	-0.0652260518	0.1508436232	-0.0172210707	0.0286572047	-0.1568533744	-0.1366560461	-0.0164980364	-0.1010373518	0.0775689743	0.0145911332	0.0941627801	0.018210753	0.0386527427	-0.0354005038	0.033920405	0.1247030948	-0.046295873	0.0479559604	0.024418165	-0.0601915183	-0.0334555416	-0.152598396	0.1383546368	-0.0525997628	-0.1043752362	0.0172325022	-0.071748157	0.0155050449	0.2521786593	-0.014800854	-0.0495003741	0.0180056687	0.0129718966	-0.0549350688	0.0500503738	-0.1133224173	0.0086266037	0.0203944404	-0.1267596539	-0.1660082832	0.0848615637	-0.1341412959	0.0579538812	-0.0479647756	-0.079264043	-0.0652480579	0.1199045981	0.1264019377	-0.1028269162	0.0253177222	0.0418300289	-0.1354070969	-0.0186816513	0.0341879803	0.0892044956	0.0893943315	-0.0349669946	-0.0159273316	-0.0043027162	-0.0382230087	0.0899515393	0.1916872554	-0.1614144223	0.0267828014	-0.0328734304	-0.0506878628	0.0263489328	0.1226106663	0.1130635383	0.1121477425	-0.044330782	0.0256007892	-0.0550464614	0.0420388915	0.0489244405	0.0389359635	0.0566312618	-0.0717837216	-0.2179803458	-0.0211945902	-0.0620580878	0.1719534467	0.1108481096	-0.061360058	-0.0270492734	0.0069523522	0.0222815616	-0.0229754803	-0.1228262586	0.1644061325	0.0063483587	0.1223566162	-0.04355337	-0.0080482331	-0.1345149489	-0.0444018539	-0.0686973805	0.0068654828	0.1594029281	0.1142120884	0.1127290384	0.1102715368	0.0115114	0.00382636	0.00013251232996	1.4641030849600765e-05	0.0271965	0.0142564999999999	0.0007396496122499	0.0002032477922499	-0.0204065	-0.0006693	4.479624900000015e-07	0.00041642524225	0.000241689	-0.000767801	5.8413572721e-08	5.89518375601e-07	-0.000921665	-4.152500000010001e-05	1.724325625008306e-09	8.49466372225e-07	-0.000137553	-7.37822e-05	5.443813036840001e-09	1.8920827809e-08	0.0
789.9173186970678	-0.1804885899626924	623969.3703775649	0.0325761311067209	802.8369285284064	2.2865675071204805	644547.1338089255	5.228390964619169	732.3619901557973	-1.7298700034428975	2.9924502288115304	536354.0846249602	733.834089268181	595.3579816271862	1.165502	22.4681	0.1135226999999999	0.0524429	-0.0460469708	0.0992535569	-0.0199474116	-0.0900353979	-0.113648604	0.0392455719	0.0177411117	0.1325284682	0.0249029169	0.0259328917	0.0620476491	0.0107510637	0.0101259931	0.0466961107	0.0662375098	-0.0609940172	-0.0815053209	-0.1494529762	-0.1356823268	0.0182527329	-0.0168691053	-0.1209562614	-0.0049182021	0.0562089775	0.0216053338	-0.0228054532	-0.0685862114	0.0760632692	0.0507439523	0.0340762108	-0.0475988132	-0.020618969	-0.0477886362	-0.0543926025	0.0413503823	-0.036275601	-0.1303755372	-0.0774702863	0.1046588655	0.1313221917	0.0701044799	0.0345381929	-0.0056924328	-0.0568987809	-0.0499239809	0.0464040854	-0.0661246612	-0.0265442234	0.0317052077	0.1763193887	0.06096375	0.1468723133	-0.1062112391	-0.1082832879	-0.0661541452	0.1156539298	-0.142794764	0.0496880045	0.0644172508	-0.1134992663	-0.0430282893	0.1647968324	0.0294245851	0.0333922559	-0.0519718769	0.090310652	0.0729100632	0.1137509134	0.1345232921	0.0368062867	0.0092745663	-0.0076131027	-0.0305260086	-0.0833877562	-0.0243291619	-0.0413988942	0.0425826672	0.0109607506	0.1011949983	-0.0330150947	-0.0338742735	-0.0593310956	-0.0383473592	0.0754711942	0.0288052572	-0.0893861963	0.0167928455	-0.0072810918	0.0854253793	0.0830458129	0.0146443605	0.028866766	-0.0837283527	0.0843546777	0.0436742058	-0.0680293777	0.0665280506	0.008461275	-0.1026509061	-0.1396804608	0.0221249334	0.0785880056	0.1105424434	-0.0719299037	0.009920208	-0.2069668997	0.0721983206	-0.1613393202	-0.0780859032	-0.0602289971	-0.000390049	0.0781412736	0.066685928	-0.0602737508	-0.0744178942	-0.0981785689	0.1139675232	0.1117560484	0.1081019891	0.0150396	0.0035282	0.00022618956816	1.2448195240000004e-05	0.0160657	-0.0111308	0.0002581067164899	0.00012389470864	0.0137043	0.0341108	0.00116354667664	0.00018780783849	0.000890409	0.00064872	7.92828187281e-07	4.208376384e-07	-0.00035644	0.0005652249999999	3.19479300625e-07	1.270494736e-07	-0.000218666	-8.111300000000001e-05	6.5793187690000024e-09	4.7814819556000004e-08	0.0
789.257166662424	-0.6601520346438292	622926.8751279972	0.4358007088443875	803.4340907773254	0.5971622489190622	645506.3382231876	0.356602751534072	733.1384254524547	0.7764352966573824	0.6028517698954374	537491.9508749045	734.5520797871256	597.0774375785453	1.175578	22.662331	0.095837055	0.0515643	-0.0430932506	-0.1551686936	0.0274703631	0.019533742	0.0668206287	0.0457313285	0.0601004027	-0.094894395	-0.0841817087	0.0215072671	-0.034132883	0.1420062953	0.0057534724	0.0329206677	-0.0102089263	0.1150711722	-0.0710685671	0.0194303704	0.0663851714	0.0564842017	-0.0697512757	-0.0194120468	0.1007333723	0.1169167907	-0.0769925781	0.0379355308	-0.0114177751	-0.0083159989	0.043192986	0.1245029976	0.0920215898	0.0267932313	0.1132646348	-0.0721065947	-0.1169794551	-0.1050442217	0.0891382376	-0.0396305293	0.1041695384	-0.0320372418	0.1379781869	-0.0907668122	-0.0714636506	-0.0672767099	-0.0624032133	-0.0208927141	-0.1002798384	0.0345228536	-0.0657877714	0.0842671322	0.1073109897	0.0201908206	-0.1955173517	0.0210854413	-0.1465476248	-0.0594981989	0.0796813699	0.0670574417	-0.0025194292	0.0414302685	0.1721444136	0.0483500081	0.1160046537	0.0095587045	-0.0362930306	-0.0611570017	0.0565945568	-0.0573742512	-0.0788925465	0.0012705486	0.0607781143	-0.1073974197	-0.0226713024	-0.0199021423	0.0821251919	-2.20024e-05	0.0194917936	-0.0253916184	0.067888407	-0.0849341482	-0.0664440785	0.1188537484	-0.0227209402	0.0401652465	-0.0071713648	-0.0640175044	0.1262745652	0.0384647785	-0.0256510059	-0.091491427	0.0288716625	-0.0879583917	-0.0796536963	0.0165820378	-0.0718665562	0.0069174519	0.098633766	0.1605429127	5.37044e-05	-0.1203771324	0.2159996976	-0.046491619	-0.0412270837	-0.1037884922	-0.0531316247	-0.073323331	0.1771429746	-0.1484427058	0.083473685	0.0024931529	-0.0180381619	0.0884692079	0.0329785488	0.0420918614	-0.0623330924	-0.1020029806	0.1136742748	0.110592125	0.105516962	0.0125976	-0.0024419999999999	0.00015869952576	5.963363999999999e-06	0.0241501	0.0080844	0.00058322733001	6.535752336000004e-05	-0.0065244	-0.0202287	0.00040920030369	4.256779536e-05	-2.66951e-05	-0.0009171041	7.126283640100001e-10	8.4107993023681e-07	-0.0007214619999999	-0.0003650219999999	1.33241060483927e-07	5.205074174438557e-07	-0.000199153	1.9513e-05	3.8075716900000005e-10	3.9661917409e-08	0.0
789.2801891715687	0.0230225091447664	622963.2170187073	0.0005300359273208	801.4116916548965	-2.022399122428965	642260.6995211628	4.090098210401447	733.2188323310055	0.0804068785507752	0.0064652661182791	537609.8560848432	734.2986394195572	590.8889872816702	1.205923	23.247326	0.07431193	0.0391039	-0.0154716851	0.1189992504	-0.0228060811	0.1047757074	0.1445149843	-0.0873726206	-0.0817892718	0.0978984295	0.1255170427	-0.0413832773	-0.0356205859	0.0727278836	0.0596461606	0.0596986544	0.0178953842	0.0268565017	-0.0666484795	-0.1781956188	-0.0093846302	0.0317855061	0.0541740974	0.0260805122	0.0622683396	-0.0542466176	0.0033988538	0.0694906633	0.0267371391	-0.1874683055	-0.0522649169	-0.0344748537	0.0589579121	0.065283239	0.0815572736	0.0959669651	0.0310115895	-0.002960692	-0.0010292931	-0.0307536299	0.1713696588	0.0670583251	-0.1158599724	0.0395629708	0.1091431852	-0.0146310915	0.1007168193	-0.0117459556	0.0408257331	-0.0790855633	0.0498847061	0.0045566801	-0.1123388897	-0.2198092757	-0.007288702	-0.1424446221	0.0310775497	0.0340559411	-0.036888482	-0.0306293976	-0.0042523187	0.0162661151	0.100010775	-0.0992622884	0.0777744704	0.0581195456	0.0212567574	-0.0625633479	0.0450655966	0.1553500764	-0.0155891906	-0.0118447999	0.0674800511	-0.021121463	-0.0600391537	0.0202631553	0.0378221353	0.008588204	-0.1003128324	-0.0389844373	-0.0616049398	0.0467340632	0.1499615772	0.0729098293	-0.0067657584	0.0086051847	0.2098120642	-0.0113402124	-0.0011348024	0.0203959843	-0.0667521424	0.0257073952	0.0826388165	0.0420134439	-0.1543571698	-0.110854412	-0.0845864631	0.1223093768	0.0758337109	0.0609835474	0.101238588	0.0478357147	-0.0584266066	-0.0958698846	-0.0354043907	0.1037701145	0.1350896987	0.0302642478	-0.1628966936	-0.034939548	-0.016656231	-0.0312546642	-0.0155793585	-0.0002100123	0.0356693029	-0.1800352888	-0.0911487448	0.0793929077	0.1133324686	0.1092392569	0.1025263906	0.0194949	0.0068972999999999	0.0003800511260099	4.757274728999998e-05	0.0293855	0.0052353999999999	0.00086350761025	2.740941315999997e-05	0.0274482	0.0339726	0.0011541375507599	0.00075340368324	3.59409e-05	6.2636e-05	1.29174829281e-09	3.923268496e-09	-0.000377794	0.0003436679999999	1.181076942239313e-07	1.42728306436e-07	-4.13244e-05	0.0001578286	2.4909866977960004e-08	1.70770603536e-09	0.0
790.405434991718	1.1252458201493027	624740.751664447	1.266178155763477	805.2975840131777	3.88589235828124	648504.198817461	15.100159420148533	733.8654877066865	0.6466553756810072	0.4181631748971445	538558.5540469729	735.2656743071955	588.4486811587898	1.160689	22.375322	0.05953826	0.0464038	-0.0108760965	-0.0472383305	0.081744941	-0.082884197	0.1061804644	0.0676936311	0.031945922	0.0083791139	-0.041396863	0.0395403798	-0.0621621543	0.0564809643	-0.1165934063	-0.0626173143	0.0754087445	-0.0655725874	-0.0273691817	0.0726967171	-0.0572349689	-0.0601772731	-0.044436467	0.1538980519	-0.0161988467	0.0804427901	0.039769177	0.0982343255	0.0119986951	0.0162383814	-0.0130083821	0.0182571649	0.1549534265	-9.67757e-05	0.0137923664	0.1200505735	-0.0108753854	0.1781637947	-0.0640956688	-0.0711454457	0.2066897469	-0.1067660761	-0.0045986187	-0.071082025	-0.06116666	0.0061971332	-0.1297398635	-0.1016321299	0.0356934574	-0.0170246375	0.0529281094	0.0161854335	0.0573818218	0.0308716442	0.0164490059	-0.1010699086	-0.1258963531	0.0568955307	0.0371920026	-0.0233284024	0.1525595895	-0.0252124022	-0.1419819975	-0.1140529109	-0.1413632052	-0.0092368371	0.1063654291	-0.068241799	0.0190832481	-0.0472195626	0.0266563811	-0.0513650454	-0.0738358314	-0.0905504204	0.0703470422	0.0768951876	0.0315228484	0.0356499817	0.0030520398	-0.016830634	-0.0696190149	0.0613691617	0.0570840086	-0.0611145574	0.1670654135	-0.0869615434	0.1597601788	-0.0106948304	-0.1048727846	0.0451521531	-0.0544570487	-0.0046467039	0.0417679348	-0.0207102606	-0.0642784275	-0.0135966548	0.1811665704	0.1173127205	0.0298083286	0.0426244541	-0.0826241672	-0.1799514684	0.1232074332	0.0608298599	-0.0195186394	-0.0587466758	0.0676013741	-0.0040697014	0.0994531878	0.0567081356	-0.0164205103	-0.1200747495	0.0370800456	-0.0271285427	-0.0321967674	-0.0197867112	0.1568549435	0.0253737303	0.1129422506	0.1076997553	0.099141769	0.0195057	1.080000000000178e-05	0.00038047233249	1.1664000000003846e-10	0.0293659	-1.959999999999809e-05	0.00086235608281	3.841599999999252e-10	-0.0195138	-0.046962	0.002205429444	0.00038078839044	-0.000109198	-0.0001451389	1.1924203204e-08	2.106530029321e-08	-0.000471462	-9.366800000000004e-05	8.773694224000007e-09	2.22276417444e-07	-2.92141e-05	1.2110300000000002e-05	1.4665936609000004e-10	8.534636388099998e-10	0.0
791.8689010292916	1.463466037573539	627056.356417338	2.141732843131196	803.1652954696401	-2.132288543537584	645074.4918468343	4.54665443290163	733.9260365571542	0.0605488504677396	0.0036661632929646	538647.4271364933	735.1577771456208	602.0963319162838	1.147522	22.121494	0.0789966049999999	0.0397132	-0.0041683	0.0139893154	-0.1491716822	0.0824549377	0.0279799946	-0.1141657161	-0.1312998916	-0.0878992523	0.0899352227	0.0528634958	-0.0730741889	-0.0970446202	0.0106801416	-0.0883439103	-0.0748500371	0.0798187533	-0.0233172828	-0.0050548506	0.104595797	-0.0991089825	-0.0712163796	0.2216136318	-0.008765431	0.0004167698	-0.1733487696	0.0768569844	-0.0398539451	0.1305307441	0.0915740249	-0.0078046767	-0.0437986109	-0.0286738796	-0.1294912172	-0.0786118096	-0.0040779146	-0.1331218004	0.1016477235	-0.0278141967	0.01339623	-0.1311042984	0.0718985424	-0.0297760227	-0.0973056843	-0.111073454	0.1325177385	-0.0103813947	-0.0257015381	-0.0996315826	-0.0330366328	0.0479370534	0.0641490641	-0.1342739627	0.0361697361	0.0025069014	0.0434825132	0.085853858	0.0107745672	0.0247942167	-0.1188596474	-0.1738328313	-0.0722714488	-0.083223228	-0.1045564901	-0.0323429537	-0.0800819619	-0.0301738882	0.0327602243	0.0608782956	-0.1029689324	-0.117479604	-0.0452436694	-0.0070832887	0.1401214377	0.0931694831	-0.0455977583	0.0954125341	-0.0463964703	-0.1454638332	0.0240248749	-0.1041490866	0.0268535519	0.0492532132	-0.1383089832	-0.1154663896	-0.1886484192	-0.0510957456	0.0116432588	-0.0307827779	-0.0175438752	-0.0338200887	0.0142860821	0.0126125001	0.1274266876	-0.0813441395	-0.0007303573	0.0441903289	0.1450815192	-0.0704595427	-0.0425602014	0.0827585508	0.1190845055	-0.0513615607	-0.1139874652	-0.2166108222	0.0667141274	-0.046253806	-0.0642710924	0.0464507384	-0.0044794389	0.0962904074	0.0420483802	0.0565753141	0.0042940855	0.0224544972	0.1098221278	0.0684778312	0.1125037874	0.1059762505	0.0953761056	0.0152395	-0.0042662	0.00023224236025	1.820046244000001e-05	0.0403442	0.0109782999999999	0.0016276544736399	0.0001205230708899	-0.00145886	0.01805494	0.0003259808584036	2.1282724996e-06	-0.00054257	-0.000433372	2.943822049000001e-07	1.87811290384e-07	-0.000908201	-0.0004367389999999	1.9074095412099997e-07	8.24829056401e-07	1.46182e-05	4.38323e-05	1.92127052329e-09	2.1369177124e-10	0.0
