global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55
659.2871625946002	n/a	n/a	434659.5627620388	833.4686461266795	n/a	n/a	694669.98407624	634.108523506734	n/a	n/a	402093.6195838901	640.952586883442	517.1220251317758	n/a	n/a	n/a	n/a	-0.019304042	0.0592817499	0.0129861145	-0.162246679	0.0632749106	-0.0324581207	0.0016273016	-0.0018679299	0.0045988177	-0.0858299546	-0.0091678035	0.0348685253	-0.0177504083	0.0228166886	-0.0073454049	0.0853741222	-0.055329554	0.165592018	0.151973511	-0.0503822378	0.0581474355	-0.0213971652	0.0711573221	-0.1059961362	0.1389441708	-0.0480336026	0.0040066537	-0.0663531278	0.127356008	-0.1618251682	0.0404861941	-0.1354749846	0.0212255331	-0.0119764585	0.1110347878	-0.0723470199	-0.0022015043	0.0194160257	-0.0079018156	0.0347882082	-0.0022911104	0.019419177	-0.1151864498	0.0262136674	-0.1261572849	0.1032890313	-0.0326040425	0.0794703756	-0.018355868	0.0149181075	-0.0850817063	0.155501604	-0.1525733791	0.0561347483	-0.0033776824	0.1147017419	0.1146833673	0.1146527451	-0.0863508999999999	n/a	n/a	0.0074564779308099	-0.114501	n/a	0.013110479001	n/a	0.0716602	n/a	n/a	0.0051351842640399	0.0102598	n/a	0.00010526349604	n/a	-0.0050831	n/a	2.583790561e-05	n/a	0.00239762	n/a	5.7485816644e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.8441962718992	-1.4429663227009542	2.082151808449114	432758.9865686211	838.9837342190143	5.5150880923348495	30.41619666621365	703893.7062840817	635.3908500299934	1.282326523259485	1.6443613122547582	403721.5323018376	642.9041254760793	537.318648970103	1.05898	38.929901	0.6005775999999998	0.323588	-0.1007490685	-0.0688860989	0.0085386837	-0.0518458535	0.0546229953	0.064230668	-0.0441149658	-0.0402505951	0.1394733946	0.0305409335	0.0125859387	-0.001985301	0.0431695074	0.0002453617	-0.03989888	0.0777102356	-0.1315724091	0.1430524191	0.0194757381	-0.1079359111	-0.0461059457	0.0573593925	0.0153128943	0.0208072812	0.1400829546	0.0848783427	0.1726526765	-0.1207422022	-0.000771118	-0.0356405227	0.0006868605	-0.3406608793	-0.0825246844	0.0486016911	0.0164483068	-0.0057963534	0.0076582484	-0.0568649055	-0.0036088314	-0.0028385733	0.0428468637	-0.0091348355	-0.1344618061	0.0891864465	-0.1020364271	0.0753296276	0.1527202754	0.0721061686	0.0332623861	0.0227161937	0.0448223276	0.1488024424	0.0170727196	-0.1185230019	0.0740094939	0.1146527451	0.1144874327	0.1142120884	-0.0786701	0.0076807999999998	5.899468863999832e-05	0.00618898463401	0.051809	0.16631	0.002684172481	0.0276590161	0.279153	0.2074927999999999	0.0430532620518399	0.077926397409	0.0063065	-0.0039533	3.977194225e-05	1.5628580889999998e-05	-0.00487869	0.00020441	2.38016161161e-05	4.178344810000014e-08	0.00262179	0.00022417	6.873782804100001e-06	5.025218890000004e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659.5870786869367	1.742882415037457	3.037639112646797	435055.11437076726	830.1058436219438	-8.877890597070518	78.81694145355313	689075.711615299	636.4703824477476	1.0795324177541945	1.1653902409822163	405094.54773318215	643.0951702036566	525.8559952417517	0.909287	33.426952	0.2523149999999999	0.161684	-0.1221438823	-0.0846896006	-0.0675678258	-0.0163676047	0.0584239367	0.1009180832	0.0207274973	0.0377480129	0.167096588	-0.0678642963	0.0308908761	-0.0223812562	0.0899733969	-0.0075740597	0.0489731992	-0.1261330385	-0.1053663054	0.0241522268	0.1506918897	0.0106371119	0.0335451643	-0.0249170216	0.0111416924	0.1219495244	-0.0648506399	0.138025833	0.3056108644	-0.1032674286	0.0197840516	-0.0188272567	-0.063910315	0.0611026602	-0.0584912402	-0.1188844961	0.0846355804	0.0091043255	0.0288438495	-0.0882943651	0.0136296628	0.0511923825	0.0238918656	0.0530323796	-0.0256799275	0.1568248486	-0.039847138	0.0955381266	-0.0429976658	-0.051225874	0.0664390263	0.1541888541	0.0814607519	0.0487659456	0.2419882232	-0.2751597404	-0.0057839324	0.1145547726	0.1140958982	0.1133324686	-0.0900264999999999	-0.0113563999999998	0.0001289678209599	0.0081047707022499	0.0204339	-0.0313751	0.00041754426921	0.00098439690001	0.26966	-0.0094929999999999	9.01170489999995e-05	0.0727165156	0.0033733	-0.0029331999999999	1.137915289e-05	8.603662239999997e-06	-0.00447289	0.0004057999999999	2.00067449521e-05	1.6467363999999968e-07	0.00195898	-0.00066281	3.8376026404e-06	4.393170961000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658.5632857997259	-1.0237928872107886	1.0481518759034023	433705.6014033315	829.9237141769643	-0.1821294449795232	0.0331711347285491	688773.3713532875	633.142975668825	-3.3274067789226365	11.071635872420314	400870.0276387743	640.2026548873089	510.072917123468	1.462496	53.763828	0.9720209	0.498588	0.0258346784	0.093092052	-0.0268539569	-0.153959995	0.0116469071	-0.0259583193	0.0313539887	-0.0041869584	-0.079886461	-0.0414086827	-0.0315294087	0.064776628	0.0284336313	-0.0050690208	0.0631692026	-0.0300882258	-0.020389238	0.082792393	0.1020507878	0.0093530618	0.0260513959	-0.0906459105	0.1356333599	-0.1188082835	0.0128763032	-0.2239838753	0.122364649	-0.1298553493	0.1331693899	-0.2279458587	-0.1132464675	-0.0342371003	0.1138155143	0.09196175	0.0749534643	0.16560241	-0.0167099087	0.0364549148	-0.0453277723	0.0821251591	0.0003081069	0.0427430179	-0.0096607169	0.0093487026	-0.0642837898	0.0824239472	-0.1032547531	-0.0163907999	0.0491427971	0.0925713746	-0.1391259331	0.080683252	-0.1723525037	0.0827262538	-0.1502603622	0.1144078661	0.1135094328	0.1120172664	-0.0556011	0.0344253999999999	0.0011851081651599	0.00309148232121	-0.204128	-0.2245619	0.041668240384	0.05042804693161	-0.0316176	-0.3012776	0.09076819226176	0.00099967262976	0.010164	0.0067906999999999	0.0001033068959999	4.611360648999999e-05	-0.00358743	0.00088546	1.28696540049e-05	7.840394116000004e-07	0.00140002	-0.0005589599999999	1.9600560004000004e-06	3.124362815999999e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.9114449666737	2.3481591669477666	5.5138514733208295	436803.93808793655	829.9625010032098	0.0387868262455413	0.0015044178902018	688837.753071503	635.1229684757992	1.979992806974224	3.920371515669665	403381.1850855111	641.0794070992124	523.3534634250744	0.883611	32.48304	0.1077595	0.0541929	0.0017019394	0.0414335306	-0.0060285502	-0.1413502065	0.0076734259	-0.0261029216	-0.0520423543	-0.0347743069	-0.0500004046	-0.0521248345	0.0019959166	0.0243835418	-0.0040746238	0.0203924654	0.0366323256	-0.0113863104	0.0131625358	0.0562308792	0.020809366	-0.018453511	0.0057531429	-0.0584508318	0.0629677152	0.0538529533	0.1093111853	0.0060074704	-0.1815969279	0.0276673652	0.1384286319	0.0435165199	-0.0425604494	-0.0637109474	0.107895464	-0.0083902842	-0.1659014327	-0.1648690952	0.0143019883	0.0170977003	-0.041934826	-0.0199854655	-0.0397376937	-0.0333226833	0.0387881727	-0.0028811741	-0.0474828388	0.0656740989	-0.0270406297	0.024724221	-0.0060815153	0.0474929363	-0.0589443242	0.011452768	-0.1604409406	0.0482672183	0.1264685078	0.1142120884	0.1127290384	0.1102715368	-0.0435672	0.0120339	0.00014481474921	0.00189810091584	-0.173563	0.030565	0.030124114969	0.000934219225	-0.0642612	-0.0326436	0.00106560462096	0.00412950182544	0.0106214	0.0004574	0.0001128141379599	2.0921476000000015e-07	-0.00369834	-0.00011091	1.36777187556e-05	1.2301028100000021e-08	0.00131799	-8.203000000000008e-05	1.7370976401e-06	6.728920900000013e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.3838721215461	-0.5275728451275654	0.2783331069159941	436106.8585582466	832.8807114284501	2.918210425240318	8.515952085981276	693690.2794695612	634.2178229763775	-0.9051454994216784	0.8192883751233194	402232.24698089575	640.6776276251892	517.2090665536151	0.762839	28.043276	0.0909522	0.0721018999999999	0.0100048279	0.0744628177	-3.51859e-05	-0.1075104243	0.0281197725	-0.0371872801	0.0519986509	-0.0167785327	-0.065757403	0.0058235007	0.0022592699	0.0671601322	-0.0280603074	0.013926545	0.0324940648	0.0268293225	-0.0089565458	0.1216497616	0.0463951658	-0.0300770825	0.1280301433	-0.0824101325	0.0671971355	-0.0706064594	0.0005404612	-0.0554823548	-0.1135146297	-0.0179347734	0.1734569767	-0.0135521201	0.0832534702	0.1048252281	0.0181830105	0.0440384944	0.0124621955	-0.337222267	0.0121546034	0.0617657128	-0.0276807626	0.0374669513	-0.0255439688	0.0041262161	-0.0285839445	0.0020045959	-0.1113951653	0.094735132	-0.0740756143	0.0353712825	-0.0580042619	0.0491883887	-0.1378397697	0.0670783813	-0.1434904734	0.0826706133	0.0231006054	0.1139675232	0.1117560484	0.1081019891	-0.0389204	0.0046467999999999	2.159275024e-05	0.00151479753616	-0.168313	0.00525	0.0283292659689999	2.756250000000005e-05	-0.0672226	-0.0029613999999999	8.769889959999934e-06	0.0045188779507599	0.00920854	-0.00141286	8.479720893159999e-05	1.9961733796000006e-06	-0.00382886	-0.0001305199999999	1.46601688996e-05	1.703547039999996e-08	0.00133649	1.850000000000007e-05	1.7862055201e-06	3.4225000000000257e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.1564618563261	-0.2274102652199872	0.0517154287274249	435806.554130663	834.0188671519586	1.1381557235084756	1.2953984509551015	695587.4707654364	635.4688660106315	1.2510430342539394	1.5651086735553033	403820.67966883787	642.0020545802274	541.5178389497961	1.196631	43.990204	0.4749033999999999	0.248897	-0.0968355152	-0.0844132277	0.0435035051	-0.0621869365	0.0244146213	0.0369542281	-0.1049528971	0.0180316186	0.0977966704	0.0075991074	0.0251790379	0.029480622	0.0513416936	0.0132144336	-0.0565102741	0.0161187994	-0.0554074882	0.0797257572	-0.0430929651	-0.0924758221	-0.0060122501	0.0518875806	0.0457336542	0.0053614949	-0.0349115715	0.0888863252	0.0029985566	0.1466532406	0.1088592485	0.0509305856	-0.1117346184	-0.066820751	0.0916570617	0.0670057097	-0.0925822856	0.0985411832	0.0282946943	-0.034921911	-0.0451479551	-0.039546686	0.029738093	-0.0035079167	-0.0347986541	0.0592532567	-0.0518745917	0.045890448	0.1182898363	0.0568144228	0.0269478908	-0.0130758835	-0.0038862577	0.0240241533	0.0411771982	-0.0560861884	0.0272990836	0.1136742748	0.110592125	0.105516962	-0.0441936	-0.0052731999999999	2.7806638239999985e-05	0.00195307428096	-0.0126619	0.1556511	0.00016032371161	0.0242272649312099	0.092098	0.1593205999999999	0.0253830535843599	0.008482041604	0.00673735	-0.00247119	4.53918850225e-05	6.106780016099999e-06	-0.00355497	0.0002738899999999	1.26378117009e-05	7.501573209999984e-08	0.0009884	-0.00034809	9.7693456e-07	1.2116664810000008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.0580229090174	0.9015610526912496	0.8128123317297542	436997.7096523789	830.1636405922782	-3.855226559680432	14.862771826465416	689171.6701614253	635.7991662798554	0.3303002692239261	0.109098267849398	404240.5798421592	642.411627590515	522.0392159028437	0.962407	35.3797	0.22934425	0.122649	-0.0685046273	0.0023627949	-0.0443953489	-0.0284784844	0.0515602651	0.0760635215	0.0737265102	0.0440264979	0.0912271817	0.0022819723	0.0293128857	0.0151123109	0.0540236648	0.0080293226	0.0284777116	-0.0018614504	-0.0351852616	0.0788783722	0.0558191465	0.0706405883	0.074008856	-0.0574409628	0.0944407832	0.0219349249	-0.0572863964	0.1570341563	0.0260096875	0.0128486651	0.1361629687	-0.060113147	-0.0608586029	0.1660616526	-0.1534173618	0.1239473446	0.048980047	0.1623221383	0.042541217	-0.0265147631	-0.002252518	0.0563262988	0.0206858864	0.029019786	-0.0449603717	0.0353502412	-0.0688849767	0.0257354247	-0.0316708535	-0.0600265615	-0.0303875431	0.1263238555	-0.0971467243	-0.0457472702	0.0095924715	-0.1815949085	0.0150735429	0.1133324686	0.1092392569	0.1025263906	-0.0826304	-0.0384368	0.00147738759424	0.00682778300416	-0.0842958	-0.0716339	0.00710578189764	0.00513141562921	0.121732	0.029634	0.000878173956	0.014818679824	0.00518814	-0.0015492099999999	2.69167966596e-05	2.400051624099999e-06	-0.00374651	-0.00019154	1.4036337180100002e-05	3.668757160000001e-08	0.000936359	-5.204099999999996e-05	8.76768176881e-07	2.7082656809999956e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.8138879664552	0.7558650574378589	0.5713319850555377	437997.62230527576	832.3153129494227	2.151672357144548	4.629693932499976	692748.7801700955	635.2841303362204	-0.5150359436349845	0.2652620232359789	403585.9262570479	641.3903650725905	515.5351171078195	0.7925219999999998	29.134472	0.0921239	0.0457477	-0.06569316	-0.0057392855	-0.0385883406	-0.1069972449	0.0065099973	0.0241515861	-0.0244162135	0.0419130791	0.0405894957	-0.136686733	0.0086000346	-4.107e-06	0.0535931	0.0663125555	-0.019711688	-0.0675276311	-0.0572648464	0.0256856768	0.0626226605	-0.0161225355	0.0500373996	-0.0218481245	-0.1084166089	0.0463752359	-0.111328776	0.0491185206	-0.0305096212	0.1021244123	-0.1160336664	-0.207364239	-0.0573563401	0.1520423531	-0.0298616673	0.2719248448	-0.1532500397	0.0499275625	0.0205512591	-0.0476255351	-0.0273281723	-0.0034692028	-0.0469084123	0.0371243388	-0.0048343218	0.1051665674	-0.0218819102	0.0892690095	-0.0932613853	0.0216984932	0.0327489155	-0.0203063214	0.0337601887	-0.1162457233	-0.0415493176	-0.0098973469	-0.0319316482	0.1129422506	0.1076997553	0.099141769	-0.0531657	0.0294647	0.00086816854609	0.00282659165649	-0.101477	-0.0171811999999999	0.010297581529	0.0002951936334399	0.109386	-0.012346	0.000152423716	0.011965296996	0.00539063	0.00020249	2.9058891796900004e-05	4.10022001000002e-08	-0.00420666	-0.0004601499999999	1.76959883556e-05	2.117380224999999e-07	0.000936359	0.0	8.76768176881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.1375825383186	3.3236945718633706	11.046945607034036	442408.0037049186	840.3256357610226	8.010322811599849	64.1652715460369	706147.1741171668	638.2439042272863	2.959773891065879	8.760261486235255	407355.2812832894	644.8081193739407	537.50068246306	0.986478	36.264622	0.59639585	0.30456	-0.1137155627	-0.0890220792	-0.0437810964	0.0448059763	0.0449930294	0.0710102091	0.0237330084	0.1476231029	0.085001275	-0.0687540393	0.0630834794	-0.0626560442	0.0747233273	-0.0116103306	0.0361963801	0.0135515379	-0.0061041002	0.0176164005	0.1042678463	-0.0053251012	-0.0228036997	0.0439537164	-0.0030304395	0.1581836178	-0.0751276121	0.118395135	0.1217379616	-0.0491291811	-0.0870081606	0.0957805762	0.0275035969	-0.0653352028	-0.1009935122	-0.1191238328	-0.1545244548	0.0513101822	0.0539052762	-0.0835917376	0.060390926	0.0641068129	0.0203123942	0.0542245881	-0.0549826041	0.0224341898	-0.0046914529	0.0120950226	0.0205911644	-0.0200464191	-0.0355329715	0.0376154512	0.0622894819	-0.1329460812	0.1038476443	-0.1093949749	0.0546814992	0.1125037874	0.1059762505	0.0953761056	-0.0633435	-0.0101777999999999	0.0001035876128399	0.0040123989922499	0.0865072	0.1879842	0.00748349565184	0.03533805944964	0.212731	0.103345	0.010680189025	0.045254478361	0.0008619139999999	-0.0045287160000001	7.428957433958276e-07	2.0509268608656903e-05	-0.00336621	0.00084045	1.13313697641e-05	7.063562024999999e-07	0.000407748	-0.000528611	1.66258431504e-07	2.79429589321e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
