global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
767.5097062559198	n/a	n/a	589071.1491970483	892.8365757434624	n/a	797157.1509853115	n/a	722.6290596789742	n/a	522192.7578925184	n/a	734.8678310587356	580.5715742665076	n/a	n/a	n/a	n/a	-0.0363069366	-0.0940794653	-0.1008433264	0.0072102899	-0.0020320381	0.0617256869	-0.0536627796	0.2732765331	-0.08586931	0.035272748	-0.0681192267	0.0466199237	0.0004274313	-0.0264941041	0.0078588223	-0.0615562246	0.0771227934	0.0395209286	-0.0525712876	0.0180952738	-0.0391631914	0.1054969934	-0.1214735729	0.0178577454	0.0646712732	-0.06014815	0.0778666379	-0.1194848156	0.0615315162	-0.0373360187	0.1302612478	-0.0596907568	0.1449178879	-0.0289135813	0.062656807	-0.0090353206	0.0309610194	-0.0272255518	0.0549169173	-0.076969973	0.0794029808	-0.0720414035	-0.0232132052	0.0452432839	0.0564909045	-0.049789828	0.0161076078	0.0206533935	0.0400438319	-0.1231120846	-0.0078302994	0.2009526939	0.1025618629	-0.0083041012	-0.0249526565	-0.0012464792	-0.0328400681	0.0700672104	-0.053269398	0.1239518728	-0.1447079192	0.0919233903	0.1173818856	-0.0718873246	0.1662600466	-0.0564991742	0.1927712781	-0.0549954864	0.0259214064	-0.0314020121	0.1374470481	-0.0285018931	0.1151635715	-0.0012026398	-0.0861768047	0.158605276	-0.0140146899	0.0519805872	-0.0164993652	0.0158003283	-0.0397547759	0.0469158418	-0.1405302345	0.0024831452	-0.0461972732	0.0922174848	-0.0784349582	0.0235213268	-0.0590869962	0.1045563309	0.0040710426	-0.0388456042	-0.103777775	0.0674919696	0.0040259382	0.1147017419	0.1146833673	0.1146527451	0.0258794	n/a	0.00066974334436	n/a	-0.0122358	n/a	0.00014971480164	n/a	-0.126823	n/a	0.0160840733289999	n/a	0.00402185	n/a	n/a	1.6175277422500005e-05	-0.00106072	n/a	n/a	1.1251269184e-06	-0.000441616	n/a	n/a	1.95024691456e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.4357071042814	-0.0739991516384179	0.0054758744432055	588957.5645386484	891.0408578380087	-1.795717905453671	793953.8103366945	3.224602795966919	722.5143386030834	-0.1147210758907704	522026.969487051	0.0131609252535359	734.230270007027	580.3574613338081	0.930627	23.22473	0.1022934	0.0564179	-0.0242497557	-0.0801340833	-0.0460700054	-0.0106068903	0.0305588175	-0.0688382525	0.1093709029	0.0436113893	-0.0759083468	0.0400445105	-0.1477881299	0.0789927855	0.0375806145	-0.0322868877	0.0375090607	-0.1430799581	0.0004173436	0.0548173021	-0.081345549	0.1622201593	0.0064241521	-0.0734114513	-0.0225088114	0.0378091327	0.0867400526	-0.0286687527	0.0610613356	-0.0764829899	0.0979824752	-0.0308925905	0.0915913978	-0.0067269454	-0.0207140358	0.0500448756	0.1504800537	-0.0110091757	0.0944416613	-0.1202767443	-0.1868200017	-0.1288284416	-0.0220791181	0.0867032686	0.1273775587	-0.0099084238	-0.0680528825	-0.0857022586	-0.0058984657	0.0970221988	0.0504100798	-0.0185489594	0.1250171303	-0.0148399233	0.0241079679	-0.0258271871	-0.0531034076	-0.1232623744	-0.0435864195	0.0461515292	-0.0518814114	0.017953907	-0.0432862621	-0.1553866068	0.1547264883	-0.0192151367	0.0996579702	0.0768935277	0.0677657514	-0.0177255038	0.0518679459	0.0059550444	-0.0074756953	0.0334975122	0.072355158	0.1353311598	0.0031025091	-0.0362213876	0.0320915406	-0.097162839	0.0434866874	-0.0182306801	-0.0570773986	0.0504156525	0.0471557348	0.1582317587	-0.0560234528	0.1957310356	-0.0530241833	0.0784673136	0.0048266596	-0.1167893549	0.0197641892	-0.0235738176	-0.1399487158	0.0030967811	0.1418376822	0.1146527451	0.1144874327	0.1142120884	0.0437093	0.0178299	0.00191050290649	0.00031790533401	-0.0262594	-0.0140235999999999	0.0006895560883599	0.0001966613569599	-0.137728	-0.0109049999999999	0.018969001984	0.0001189190249999	0.00306559	-0.00095626	9.144331876000007e-07	9.3978420481e-06	-0.00106138	-6.599999999999835e-07	4.355999999999782e-13	1.1265275044e-06	-0.000207838	0.0002337779999999	5.4652153283999994e-08	4.319663424400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.1985853144765	0.7628782101951401	0.5819831635905404	590129.0664791631	885.9541388901735	-5.086718947835266	784914.7362166288	25.87470965426631	722.3716367769755	-0.1427018261078956	521820.7816198466	0.020363811174528	732.5073982877011	583.1089531315105	0.911185	22.739546	0.0620451499999999	0.0325523	-0.0164194198	-0.074279745	-0.0635764201	0.0484724861	0.0298904553	-0.0017922697	-0.0252478593	0.0514778872	-0.0435685652	0.0971167447	-0.0130905326	0.0536411371	0.0199761189	-0.0335319829	-0.055337509	-0.0493186888	0.0853140998	0.0704860854	-0.0533061717	0.0099585263	-0.0677858453	-0.0528827338	0.0535332689	0.1567175886	-0.0124185877	0.0196085469	-0.0802457588	-0.1665598069	-0.0012877757	0.1042545145	-0.0191990836	0.0185596824	-0.023786357	-0.124545794	-0.1192098105	-0.0645007576	-0.0104521275	-0.0171318861	-0.0780380165	-0.1557427745	-0.156658022	0.0197982536	-0.0632582987	0.0375406355	0.0994510762	-0.1135856229	0.0163728031	0.1098070949	-0.1263502325	0.0396406399	0.043990181	0.0001554618	-0.0993644453	0.0411256706	-0.1309861348	-0.0335845287	-0.0478814941	0.0127406025	-0.0510397637	9.30413e-05	0.0288208157	0.0249710421	-0.0084835058	-0.0781955326	0.1228560952	0.0757553615	0.0084262361	0.0594510113	0.0914571821	-0.0054540488	-0.0279057476	0.1890081127	0.0974488632	0.0507747536	0.0613716047	0.0994923175	0.0940080144	0.144108596	0.0390700762	0.0539064337	-0.0560003294	-0.0227188269	-0.0867284431	0.1013636178	0.0234774755	-0.0580642276	-0.0255960132	0.066156851	0.0447354895	0.0345483763	0.0250060556	-0.092741776	-0.0827354346	0.0011744432	0.072401905	0.1145547726	0.1140958982	0.1133324686	0.0321132	-0.0115960999999999	0.00103125761424	0.0001344695352099	-0.0265443	-0.0002849	0.00070459986249	8.116801000000063e-08	-0.125233	0.0124949999999999	0.015683304289	0.0001561250249999	0.0028408	-0.0002247899999999	5.0530544099999947e-08	8.07014464e-06	-0.00059825	0.0004631299999999	2.1448939690000002e-07	3.579030625000001e-07	-0.000273301	-6.546299999999998e-05	4.285404368999998e-09	7.4693436601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.7083671325785	0.509781818101942	0.2598775020673214	590912.5536996351	884.4741014396069	-1.480037450566556	782294.4361174001	2.1905108550795505	721.6213329599002	-0.7503038170752916	520737.3481828232	0.5629558179177526	732.5148336955135	588.5518031774687	0.936031	23.359606	0.1014751999999999	0.0494437	-0.0023848766	-0.047491094	-0.0029686557	-0.0416655835	0.0871221914	-0.0899376061	0.0789854617	0.0089575112	-0.0328685635	-0.04431114	0.0123994664	0.0696088998	-0.0248887457	-0.0558395005	-0.0125320894	-0.0111761397	0.0332542707	0.1178196045	-0.0246533146	0.1043047535	-0.1267123916	-0.0183593508	-0.1704255557	-0.0514211698	0.1042944523	0.0769801539	0.0269823357	-0.0135639491	-0.1108685001	-0.0980307588	-0.1055445611	0.1138476751	0.0647959743	0.0607618881	0.0047579829	0.0697984956	0.0460445942	0.0786212979	0.0062973899	-0.0974111277	-0.0644829935	0.1169601331	0.0454074799	0.1030804373	0.0322960419	0.041334322	0.0797108145	0.0458640032	0.0358500273	-0.0437699526	0.0922908489	0.0069632605	-0.0804524452	-0.2049790495	-0.0802929185	-0.009150064	0.0022356165	0.0813302776	-0.0214352483	-0.0362642368	0.0307795584	-0.0375540305	0.079607671	0.046346383	0.1341779319	-0.041967345	0.0926269087	-0.1056287515	-0.0046295616	-0.1037343313	-0.1234904432	0.030876523	0.0132159004	0.0867242809	-0.0421169617	-0.0263329484	-0.0329416038	-0.0180621304	0.1518232759	0.0304076554	-0.0454617959	-0.1115929273	0.0468247115	-0.0021489747	0.0601843109	0.0638013518	0.0860690537	-0.0170446909	0.1265737494	-0.1549393793	-0.0008279101	0.0822383401	0.0136902213	0.084734969	0.1347846271	0.1144078661	0.1135094328	0.1120172664	0.0163562	-0.015757	0.00026752527844	0.000248283049	-0.0562597	-0.0297154	0.00316515384409	0.00088300499716	-0.131264	-0.0060309999999999	0.0172302376959999	3.637296099999977e-05	0.00223475	-0.0006060499999999	3.6729660249999997e-07	4.9941075625000005e-06	-0.000924565	-0.000326315	1.0648147922500001e-07	8.548204392250001e-07	-0.00020623	6.707099999999998e-05	4.498519040999998e-09	4.2530812900000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.9708809161427	0.262513783564259	0.0689134865612226	591316.2156969486	889.5200790899902	5.045977650383293	791245.9711042624	25.461890448167697	723.6890870836625	2.0677541237622563	523725.8947639848	4.2756071163358165	734.0017282941691	587.3287867728523	0.8688679999999999	21.683483	0.1257745499999999	0.0635988	-0.0096032864	-0.0457129954	-0.0639024899	0.0179573714	-0.0264283124	-0.0043587651	0.0046425894	-0.0405211056	-0.0022457606	0.0472491026	-0.0740158033	0.0079504805	0.0091041212	0.0639449495	-0.0510460234	-0.0290089818	0.0254097947	0.1050427188	-0.0880327881	0.2037872125	-0.0483276635	0.033765646	-0.009490369	0.1468890056	-0.0460087194	0.0730277773	0.0021584827	0.082850996	0.0291372347	-0.0414384772	-0.1467006682	0.0808975604	0.0038275002	0.0487908319	-0.0598734854	-0.0899577182	-0.0169861175	-0.0545142038	-0.0020557286	0.1525168084	0.0748638615	0.1077081612	-0.0667220107	0.0661636748	0.0420428936	0.0254589912	-0.1166630344	0.0479117305	-0.1162996365	0.0967344404	-0.027063782	-0.0143770075	0.189169302	-0.0763008831	-0.026399743	0.1412531113	-0.0319573064	-0.0365391094	-0.0012871517	0.0655984935	0.0559776929	-0.08208515	0.0432019618	-0.0013743591	0.0849520178	0.066203243	0.053934086	0.1153580783	-0.1356321989	-0.0101287067	-0.0810591874	0.1466902115	-0.011509298	0.0330361381	0.0237097059	-0.085070374	-0.077657168	-0.0965427329	0.0426455452	0.0526452554	-0.053714672	-0.0913942205	-0.0358187742	-0.0086395909	0.1631296816	-0.0835565681	-0.0725288772	-0.072202746	0.019816801	-0.0714432326	-0.071624821	-0.1460485902	0.1093841263	-0.0161077848	0.0088825509	0.1142120884	0.1127290384	0.1102715368	0.0121463	-0.0042099	0.00014753260369	1.7723258010000005e-05	-0.0203656	0.0358941	0.00041475766336	0.0012883864148099	-0.0822065	0.0490574999999999	0.00675790864225	0.0024066383062499	0.00253576	0.00030101	9.06070201e-08	6.430078777600001e-06	-0.00112043	-0.0001958649999999	3.836309822499997e-08	1.2553633849e-06	-0.000441616	-0.0002353859999999	5.540656899599999e-08	1.95024691456e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.2859416590837	0.3150607429410001	0.0992632717425349	591800.8600343032	889.2105141364119	-0.309564953578274	790695.3384507421	0.0958304604839189	723.8780270995043	0.1889400158418084	523999.3981174706	0.0356983295863028	734.4881506598024	597.4063988951597	0.98257	24.521038	0.0169427	0.0114806	-0.0003299325	-0.0211456314	-0.0318020999	0.0241064717	0.0005581221	0.0063267805	-0.0077404017	0.0026929936	0.1192121689	0.010770311	-0.1006822652	0.099044816	0.0412513649	0.0541117908	-0.0633637299	-0.0235516729	0.1234401953	0.0618735229	-0.0599707234	0.0579676723	-0.0249210259	-0.1487599774	-0.0960915605	0.0100156726	-0.0453145685	-0.1113887541	-0.0339722812	0.0190121345	-0.0641724251	-0.0571282345	-0.0352147617	0.1222780013	0.0038030949	-0.1721044237	-0.0010409152	0.0059167947	0.0458499254	0.0138281488	-0.0349436715	-0.0775815955	-0.0390360816	0.1020326648	0.1259793188	0.0776145068	0.0293931745	0.0221242859	-0.0980911005	0.0303065513	0.0433061652	0.0628032571	-0.1060584358	0.2747649583	-0.0537410881	0.0704704483	0.0925312444	-0.0821447675	-0.0307417418	-0.0039801449	0.0155089004	0.0764570661	0.0114983351	0.0285189702	0.0852185263	-0.0446304157	0.1513175247	0.1490052689	-0.0638039122	-0.0266353693	0.0548973168	0.1019067747	0.0420202979	-0.0576807009	0.0139904137	0.137918017	-0.0946548697	0.0719933855	-0.0763908248	0.1218913352	0.1590791073	0.0324652802	0.0534029453	0.0065286726	0.0004794207	0.0871974686	0.1242064808	-0.0491613277	0.1329929321	0.1065511256	-0.0055306272	-0.0008613041	0.107906947	0.0378346096	-0.0173767482	-0.0116564467	0.1372849429	0.1139675232	0.1117560484	0.1081019891	0.0117576	-0.0003887	0.00013824115776	1.510876900000004e-07	-0.0129091	0.0074565	0.0001666448628099	5.559939225000002e-05	-0.082193	1.3499999999999623e-05	0.006755689249	1.8224999999998983e-10	0.00235408	-0.00018168	3.300762240000001e-08	5.541692646400001e-06	-0.00112043	0.0	0.0	1.2553633849e-06	-0.000441616	0.0	0.0	1.95024691456e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.1690988015209	-1.116842857562801	1.2473379684890438	590083.7643535408	887.0433871937213	-2.167126942690629	786845.9707641101	4.696439185735634	721.8450856924708	-2.0329414070334906	521060.32773837046	4.132850764431309	732.2237885351647	585.6205009567974	0.975361	24.341124	0.06506295	0.0299004	-0.006928524	-0.0489430032	-0.0448746927	-0.0032452628	0.0096327416	-0.0787814941	0.0358703326	-0.0922392589	-0.050946683	-0.0166605318	0.0771637703	-0.0325349029	0.0120264559	-0.0291306979	-0.0389193808	0.0120936236	0.0192136222	-0.0060842836	0.0022219322	0.0480908031	-0.0153221987	0.0108019333	0.133848731	-0.0262674335	0.0479165036	0.0245903453	-0.0695990949	0.0567245813	-0.1803128696	0.0675769366	0.0171573537	0.0139769334	-0.0141299356	-0.0726621646	-0.0774107273	0.0738699621	0.0509541686	-0.0683159789	-0.1079521217	0.1391681619	-0.0405387806	-0.0111500798	-0.0349551738	-0.1184076656	0.0541382719	-0.1591384743	0.0514515766	0.0754494836	0.0874765811	0.0141425802	-0.1757212178	-0.0005666875	0.0284531182	0.0169755928	-0.0915327465	0.0748915128	-0.0402889478	-0.0109569168	-0.0023452223	-0.073987618	0.0911005475	-0.0332633963	-0.0423547688	-0.0256369251	0.0055562093	-0.0333477001	-0.0311473251	-0.0868605182	-0.0116251078	0.057532028	-0.1485285794	0.0849229674	-0.0406616631	0.0541574616	0.0539239042	-0.0818079836	-0.0354372405	0.0584408523	-0.1039462456	-0.0296113918	0.1058793246	0.0357860289	0.0277957391	-0.1126591945	0.130034421	-0.0186284288	-0.0576038206	-0.074108706	-0.0310980468	-0.0551623219	0.1413290254	0.0664562584	-0.0706488895	-0.0079093802	0.0595459065	0.1136742748	0.110592125	0.105516962	0.0129398	0.0011821999999999	0.0001674384240399	1.3975968399999989e-06	-0.0169382	-0.0040291	0.00028690261924	1.6233646810000005e-05	-0.100788	-0.018595	0.010158220944	0.000345774025	0.00201512	-0.00033896	1.1489388160000009e-07	4.0607086144e-06	-0.0008911359999999	0.000229294	5.257573843604585e-08	7.941233704958218e-07	-0.000184737	0.000256879	6.598682064100002e-08	3.4127759169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.1595271177321	-0.009571683788863	9.161713055398436e-05	590069.0591017378	889.1943209780167	2.1509337842953755	790666.5404595562	4.626516144423225	722.6610043688055	0.8159186763347179	522238.9272353307	0.6657232863917982	733.4376296469208	585.1351273879409	0.902364	22.5194	0.123179766	0.0639089	-0.0016069079	-0.0379954706	-0.0412234247	-0.0169444987	0.0144533713	0.0627914481	0.0536184078	0.0149725363	-0.0109797085	0.0554195413	-0.0327148618	0.004069817	-0.0102078814	0.0157897263	-0.0553256855	-0.0266961274	0.0049851069	0.0552000029	-0.1140567616	0.0242640025	0.0274940147	0.1348985232	0.0117753528	0.1760265993	0.0348689278	0.0759076481	-0.1846196006	0.0251579586	0.0766130392	0.1304019477	-0.0335614283	-0.0285875391	0.077122144	-0.0198440537	-0.0953427377	-0.0266145026	-0.0145359238	0.0883744573	0.0785615242	-0.005866426	0.0827225734	-0.1694559118	-0.0610629202	0.0137407246	-0.0597650524	0.0016476563	0.1032900797	-0.1426768864	-0.1292221536	0.145490083	-0.0259728705	-0.0435986901	0.0962945709	0.1197529232	0.0830074345	0.016039456	-0.0195586315	0.0052136903	-0.0177754663	0.0824794877	0.037486969	0.0122368552	0.0463980073	-0.0290192338	-0.0390736824	-0.03882203	0.0530706651	0.162724385	-0.102964623	-0.055994577	-0.0751853023	0.118023447	0.0265905564	0.0071813313	0.0330496089	0.0080750986	0.0041965173	0.0001002306	-0.0708596423	-0.1268868414	-0.1070656651	-0.0679452959	-0.1392186377	-0.0586694358	-0.110589176	-0.0735688887	0.0504314371	0.0591944228	-0.0349330305	0.1103110097	-0.042282935	0.098362457	0.070699358	0.047445707	-0.203909005	0.1133324686	0.1092392569	0.1025263906	0.00573342	-0.0072063799999999	3.2872104896400004e-05	5.193191270439999e-05	0.000218036	0.017156236	4.753969729600001e-08	0.0002943364336876	-0.0466117	0.0541763	0.00217265057689	0.00293507148169	0.00186066	-0.0001544599999999	2.3857891599999976e-08	3.4620556356000004e-06	-0.000460787	0.0004303489999999	1.8520026180091395e-07	2.12324659369e-07	-0.000492745	-0.000308008	9.486892806400001e-08	2.4279763502500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.3380069762252	1.1784798584931195	1.3888147768739632	591880.9689781503	886.6503585673502	-2.543962410666495	786148.8583476106	6.471744746884085	722.8316169932551	0.1706126244496317	522485.5465250839	0.029108667621591	733.2993051743094	594.7981582666349	0.986035	24.607508	0.060331416	0.030439	-0.0061798593	-0.0168528895	-0.0720888552	0.0359433619	0.0135617055	0.0436083686	-0.0614671182	0.0225599834	0.0219766069	0.0635985073	0.0017531097	0.1034579501	0.0216970344	-0.0076898499	-0.0134034403	-0.013996623	0.0975161153	0.050575398	-0.0634004311	-0.0328106495	-0.0616937398	0.102938145	0.0627287059	0.0553702072	0.1161573851	-0.0433310221	0.0975405149	-0.1045068266	-0.0824439595	0.1289440147	-0.0065092866	0.0614186338	-0.0339289976	-0.0669577611	0.0662626003	-0.0300550639	-0.0564045559	0.1091262294	-0.0173685665	0.0578176897	0.14061249	0.0890945487	0.0490071753	0.0571371684	-0.0638529352	0.0233734215	-0.0033547971	0.0529974286	0.050075956	-0.0012426819	0.0811426562	-0.0749561623	-0.2507278855	-0.0410581109	0.1470872864	0.0068571959	-0.043848651	-0.0045594439	-0.0298948567	0.0275553311	0.0117187007	0.1133519243	-0.0335245775	-0.0672965741	0.1801006771	-0.0616361727	0.0022985317	0.0501128074	0.0609205736	0.0957557613	-0.0158072391	0.0093909999	0.0681728515	0.0063514161	-0.0673951757	-0.0209172782	0.0781205031	0.0962132108	0.047252721	-0.0594576535	0.0747555499	-0.1766133451	0.0148853159	-0.0025343886	0.0245165247	0.0166709831	0.0364597003	-0.0485583193	-0.1591106033	-0.0389529651	-0.120395568	-0.0685944373	0.0601155593	-0.0698272917	-0.0663489158	0.1129422506	0.1076997553	0.099141769	0.0223075	0.01657408	0.00049762455625	0.0002747001278464	-0.0184493	-0.018667336	0.0003403766704899	0.0003484694333368	-0.0465912	2.0499999999999685e-05	0.00217073991744	4.2024999999998705e-10	0.00171107	-0.00014959	2.23771681e-08	2.9277605449e-06	-0.00049737	-3.6583000000000026e-05	1.3383158890000016e-09	2.473769169e-07	-0.0008079619999999	-0.0003152169999998	9.936175708893693e-08	6.528025934438384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.4596963542812	0.1216893780559758	0.0148083047316502	592068.2243136226	886.3971251328704	-0.2532334344797391	785699.8634438176	0.0641271723384043	722.4413554796001	-0.3902615136549912	521921.512107202	0.1523040490402848	732.8762060206649	596.5321362458482	0.8439149999999999	21.060743	0.0706616499999999	0.0461917	-0.0027792076	0.0042770891	-0.0225369661	-0.0255773823	0.0159504648	-0.0157272675	0.0004734611	0.0156253822	0.0050690168	0.0371709372	0.0673969378	0.047321551	0.0097677848	-0.0197364082	-0.019290124	-0.0096579469	0.1257023409	-0.0312134704	0.0293625607	0.0491646703	-0.0302496461	-0.0036055985	0.0485328596	-0.0262400608	0.0742317698	-0.0471316495	0.0941240424	-0.1057415402	-0.0646913273	0.0834117739	-0.0592315434	-0.1195042333	-0.0199429604	0.0097070073	0.0624429848	0.0685256602	-0.0231514068	0.2455106764	0.0362401498	0.0082699381	0.058567255	-0.1243478744	0.07082383	0.0126102253	0.0052501105	0.0764527293	-0.1641213332	-0.0495663688	0.1269457643	0.1705342823	-0.00902965	-0.1711685233	0.1037873228	-0.0651486184	-0.1795914493	-0.0328301786	-0.0182452147	0.0077049209	-0.0089746361	0.0020456392	0.048954153	0.094525468	-0.0184554958	-0.0582046722	0.0478686517	0.0193327162	-0.0249199799	-0.0881133025	-0.0618052405	0.0595733302	-0.0275633204	0.0163117363	0.07079499	0.0404898057	-0.0624603624	-0.0756384941	0.1161209027	0.0518418985	0.0010494233	-0.0540298709	-0.0289036961	-0.0625702507	0.0953455771	-0.0086840578	-0.1502887142	-0.036947498	0.0022637739	-0.0206409709	-0.1229141277	-0.0860725936	-0.1184779051	0.2153454242	-0.0090158702	0.037644116	-0.0180138952	0.1125037874	0.1059762505	0.0953761056	0.02236	5.250000000000046e-05	0.0004999696	2.7562500000000487e-09	0.0153667	0.033816	0.00023613546889	0.0011435218559999	-0.0767358999999999	-0.0301446999999999	0.0058883983488099	0.0009087029380899	0.0017968	8.573000000000001e-05	7.349632900000001e-09	3.2284902400000003e-06	-0.000518437	-2.106699999999994e-05	4.4381848899999744e-10	2.68776922969e-07	-0.000834134	-2.617200000010005e-05	6.84973584005237e-10	6.957795299560001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
