global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
699.501910413356	0.7046046775637933	0.4964677516447771	489302.9226719347	870.5743401076702	-2.34504292249801	757899.6816539054	5.499226308358007	715.4375500525955	-0.6202635624365485	0.384726886886478	511850.88802526006	735.3740509541841	583.4531415505571	1.287829	27.833633	0.151343785	0.0728236	0.0758242724	-0.1649875823	0.0211114685	0.0650881673	0.0886615318	0.0196247811	0.2026491856	0.0007347674	0.0646402191	0.0201688741	0.0708589061	-0.0262356705	0.0084297414	0.0313061803	0.01208996	-0.1148340896	-0.0970237425	-0.1847817237	-0.0613529668	0.0997318768	-0.0232454106	0.0094991316	-0.1009833104	-0.124881211	-0.085335735	-0.0299618009	-0.1052594037	-0.0295955425	-0.0332749674	0.0710655079	0.0386204092	-0.0580632155	-0.147658132	-0.0914890703	0.0354127456	-0.0186689126	0.0090059823	-0.0062001679	-0.0216937528	0.0087936895	0.0191498698	-0.0987043516	-0.0043048269	0.1669165785	-0.0772850149	0.0021394261	-0.0107934833	-0.0545889969	-0.1114346263	-0.0920317358	0.004358327	0.0336761828	0.1192398277	-0.0437764043	-0.0784146777	0.0224696381	0.0014553527	0.0394912182	0.039397612	0.0251255803	-0.0560099624	-0.043448355	-0.1636255976	0.0173004892	0.0952668666	0.0367272695	-0.030411657	0.0227645454	-0.0442723034	0.0526236913	-0.0608684685	-0.1528619994	-0.0905875765	0.0236257021	-0.0503905481	0.0520172483	0.0686412719	-0.0840892647	-0.0206289448	-0.0070085415	0.0232137221	0.1022344688	0.0888247686	-0.0254751064	-0.0118582401	0.0105946645	0.1221920227	-0.1365280342	-0.0298977821	-0.0653973559	0.0406246255	-0.1052598211	0.0786443932	-0.062488844	-0.0567587837	-0.0427424358	-0.0326730933	-0.0432916227	0.1150163994	-0.0189324992	0.1125101244	-0.0631635658	0.0643746973	0.0601843886	-0.0009423093	0.0687123503	0.1205200228	-0.0319768793	0.0291084674	0.0370556649	-0.0644803859	-0.0592193969	-0.0868570295	-0.0264842319	-0.0441091895	-0.0640231912	-0.0902771499	-0.0104513391	0.0851916578	0.0118330366	-0.0676152521	-0.020059	-0.01112608	0.000402363481	0.0001237896561664	0.0261767	0.0370816	0.00137504505856	0.00068521962289	-0.0127404	-0.054997	0.0030246700089999	0.00016231779216	-0.000965111	-0.000593464	3.5219951929600005e-07	9.31439242321e-07	0.000347494	0.0002844565	8.091550039225e-08	1.20752080036e-07	-0.000159883	-8.486159999999999e-05	7.201491154559998e-09	2.5562573689e-08
700.1158374381096	0.6139270247535933	0.3769063917227991	490162.1858316655	874.605538994507	4.031198886836819	764934.8488398722	16.250564465234408	717.229724298454	1.7921742458585186	3.21188852751855	514418.4774172364	736.7723492116858	585.3924219125968	1.28648	27.804483	0.10466418	0.0526765	-0.1333713148	0.0494350667	0.0214377598	-0.0082864779	-0.1485520262	0.1096623578	-0.1686255777	0.0112855605	-0.0372774154	0.044324664	-0.0400608827	-0.1059333961	0.0398206104	0.0690121514	-0.0860706753	0.0240973169	-0.0354277993	-0.0085744172	-0.1710327328	-0.0779091828	-0.0723405028	0.140888177	-0.0003027728	0.0800181786	0.1451238727	0.0257937934	-0.0051746969	-0.028638915	-0.0672962025	-0.015697487	-0.0463407859	-0.0491596776	-0.1438399345	-0.0690087207	-0.1209296341	0.1128805704	-0.0225739562	0.0451845881	0.096805108	0.0707384549	-0.0080170431	0.0430185243	0.0858876061	-0.1407313807	0.007182575	0.0800296024	-0.1403763361	-0.1546511068	-0.0182080787	0.1181001591	-0.0378205535	0.0208779055	0.0528585761	0.0219518211	-0.0160955804	-0.0380298945	-0.0499372623	0.0919521601	-0.0419147702	-0.1400705767	0.0167287396	0.1374057482	-0.0091778787	0.0326052277	0.0945831905	0.0123239334	0.0410499844	0.07571339	0.008913219	0.0538116364	-0.0495964734	0.0876253907	0.0902708226	0.0231282482	0.0575358314	-0.0231722769	0.0988806934	-0.0198899639	-0.0152960397	-0.0164132392	-0.0551178948	0.0821524812	0.0344149144	-0.1589659236	-0.0601373855	0.1373107827	-0.0725832859	-0.0401047339	0.0901250684	-0.0477286072	0.0369798827	-0.0519837595	-0.0614213729	-0.0225937919	-0.1632542431	-0.0538415294	-0.0940242693	-0.1522928612	-0.1779992107	-0.0005718235	-0.0536848252	0.1064290679	-0.0411860398	-0.0227239417	-0.076948953	0.0265304557	0.0742145206	-0.0137880269	-0.0182259591	0.1084042406	0.0017947647	0.0938279221	-0.0136579164	-0.0758660718	-0.0896294206	0.0694161379	0.0180047102	-0.0915626791	0.0835859703	0.0071079182	-0.0732270951	-0.00893196	0.01112704	7.977990944159999e-05	0.0001238110191616	0.00319607	-0.02298063	0.0005281093551969	1.02148634449e-05	0.00576091	0.01850131	0.0003422984717161	3.3188084028100004e-05	-0.0010258	-6.0689000000000055e-05	3.6831547210000067e-09	1.0522656400000002e-06	-0.000431825	-0.000779319	6.07338103761e-07	1.86472830625e-07	-0.000360979	-0.000201096	4.0439601216e-08	1.30305838441e-07
698.9405352699252	-1.1753021681843163	1.3813351865387555	488517.8718434096	872.178663702956	-2.426875291551028	760695.621418674	5.889723680740886	715.7389804734848	-1.4907438249691722	2.222317151683718	512282.2881692235	736.0448986610864	589.0489673828608	1.198768	25.908779	0.108209	0.0512394	0.1344616143	-0.0168818514	0.0008512549	0.0136948488	-0.0797388879	-0.1534752792	0.0212315796	0.0922815503	-0.1145764556	0.0221207204	0.0367296974	-0.101459383	-0.0517627187	-0.0632300532	-0.0532544069	0.045115024	0.0222045878	-0.1395318847	-0.0310361379	0.0784969619	0.1325925549	-0.0810382758	-0.0410445539	0.0738129188	-0.0938521462	-0.0461621807	-0.0942423196	0.0312858964	0.0901056476	-0.111625421	0.0024628983	-0.0935817656	0.0490317084	-0.0408682288	0.0539345051	-0.0732745365	-0.1193418605	-0.0645401959	0.0475830068	0.0215748471	0.108457471	-0.0207222376	-0.0016025453	-0.0449411475	-0.1168189668	-0.0577248609	0.0274531634	0.0392578133	-0.1294349796	-0.1283931961	-0.0213373475	0.0398384896	-0.0785360634	-0.0207781869	-0.0618692841	0.0275285761	-0.0128378514	-0.0465525115	-0.0021583291	0.1964134402	0.0950088164	-0.0475994686	0.0029398787	0.0689456235	0.0475007626	0.0219140803	-0.0040364934	-0.1157907036	0.065815588	-0.0980205262	0.1251096502	-0.0309131639	-0.088654643	0.0411027064	-0.0819557765	-0.0307587126	0.050640721	-0.0334619658	-0.0297921437	0.0206858944	-0.0166595704	0.1302716459	0.11524121	0.0141770619	0.0057266866	-0.0750119225	0.0077363991	-0.0101878828	0.1575931981	0.1093165991	-0.097724869	0.031442504	0.0887310601	0.0633476154	-0.0472166948	0.0843778124	0.0688814159	0.0843325818	0.0457143339	-0.1351204889	-0.0254322248	0.0123986321	0.0821036769	-0.1170372948	-0.0338219422	0.0756883536	-0.0056079676	0.1175490647	-0.0196879733	-0.0169563777	0.038291876	-0.0626265153	-0.0143144271	-0.0511665784	0.0064117387	-0.0156533489	-0.0112454812	-0.046021397	0.0819445778	0.0023706562	-0.0785574968	-0.0262232	-0.01729124	0.0006876562182399	0.0002989869807375	-0.00679979	-0.00999586	9.99172171396e-05	4.62371440441e-05	0.0407179	0.03495699	0.0012219911498601	0.00165794738041	-0.000526462	0.000499338	2.493384382440001e-07	2.77162237444e-07	-1.18658e-05	0.0004199592	1.7636572966464e-07	1.4079720964e-10	-0.00036098	-1.000000000015745e-09	1.0000000000314906e-18	1.303065604e-07
697.8739031292623	-1.0666321406629322	1.1377041234951892	487027.984668871	872.8130009503992	0.6343372474432272	761802.5346280416	0.40238374349385	715.2908699784792	-0.4481104950056078	0.2008030157341709	511641.0286745697	735.4627323920845	583.1642219132183	1.177342	25.445696	0.101892805	0.0438546	-0.1140599376	-0.032897609	0.0513064316	-0.0212807695	0.0700951655	0.1357032421	0.0704370669	-0.0470535444	-0.1264560793	-0.0341276327	-0.0152843527	-0.0272268133	0.0055729264	-0.1949788081	-0.0310925162	-0.1535805498	-0.0554666056	-0.1330277687	0.021188203	0.033392914	-0.0390765827	-0.0832681187	0.0518085857	-0.0839407295	0.0274774823	0.0919825135	-0.1196713214	-0.0628353895	-0.025095757	0.0649510978	0.0249738057	-0.1091228956	0.0112938415	-0.0503763859	0.0529225535	-0.0419803293	-0.1109906566	-0.0861694488	0.0438330703	0.1409515111	-0.1307641537	-0.0648697267	-0.0233675864	-0.0120422683	-0.0692414271	-0.0098254052	-0.1035585032	0.0127007107	-0.2032568817	0.0472322766	-0.0271244971	0.0359411973	-0.0057115504	-0.0277064631	0.1090695028	-0.0569070211	-0.1786760904	0.0878727176	-0.0062965334	-0.1635301544	-0.101102483	-0.0294330247	0.0009361683	0.061798632	0.0224248645	0.0312353824	0.0373300747	0.0060356702	0.024551015	-0.129713262	-0.1343840341	-0.0041885384	0.01425285	0.0453221501	-0.092812247	-0.1202762629	0.018243429	-0.0266632349	0.0279464752	0.0275296642	-0.0124413704	0.1752081517	-0.0015638325	0.0490128591	-0.0456086233	0.0105637838	0.0758482464	0.0217283063	0.0775202934	0.0537173437	0.0300625845	-0.1486034668	-0.1016257356	-0.0305993113	-0.1236884994	-0.0763441699	0.0234275691	0.0148215187	0.1506672931	0.0139983401	-0.0721202196	-0.0380301471	0.0353769649	0.0357185715	-0.0832061262	0.0646124386	-0.0670345788	0.0276226928	0.0744319893	-0.0172157179	-0.067172317	0.2577824618	0.0212332995	0.011215138	-0.0087495886	0.0959228556	0.0642669169	-0.1086290545	0.0802681812	-0.0023706562	-0.0835859703	-0.00942972	0.01679348	8.891961927840001e-05	0.0002820209705104	0.0188161	0.02561589	0.0006561738204921	0.0003540456192099	0.0360656	-0.0046522999999999	2.1643895289999986e-05	0.00130072750336	-0.00101077	-0.000484308	2.3455423886400006e-07	1.0216559929e-06	0.000260322	0.0002721878	7.408619846884001e-08	6.7767543684e-08	-2.08531e-05	0.0003401269	1.1568630810360998e-07	4.3485177960999987e-10
698.3850042535872	0.5111011243249095	0.2612243592861866	487741.6141662831	874.4310996611422	1.61809871074297	764629.7480545944	2.618243437708062	715.3683598950789	0.0774899165996885	0.0060046871746266	511751.8903389752	735.5911562521551	574.5812626303868	1.068855	23.101	0.039321985	0.0246313	0.0336533352	0.1097493606	-0.0400390019	-0.0200171359	0.1059362173	-0.0931300647	-0.1174262861	-0.0601917991	0.0964492011	0.0257969534	0.0491317639	0.0262488103	0.0103064236	-0.1379550555	-0.024338042	-0.0387342774	-0.1157472856	-0.0016290592	0.0309638304	-0.0025908066	-0.0827051831	-0.0813982347	0.0418164725	-0.0270373977	-0.0358923646	0.0529574558	0.0470617503	-0.0082523174	-0.046715742	-0.0237033758	0.010767458	0.0008258653	-0.0093831352	0.0611936295	-0.1885196933	0.0998598795	-0.1704223473	-0.0457040836	0.0544773666	0.1082188729	-0.0150732199	-0.0501277732	0.0299710408	-0.0305567306	-0.0563409627	-0.1011734861	0.1545460278	0.0639840321	0.0807512747	-0.1264991852	-0.1085795629	0.0599845143	0.0412536263	-0.06451153	0.092282382	-0.0852236762	0.0090287066	0.1267331591	-0.0104493281	0.0713177834	-0.1624978914	-0.2028513595	0.0108035668	-0.1093679714	0.047942851	0.0944117407	-0.0914655094	-0.0514548074	-0.005651214	0.1179118051	0.0129148484	0.0087477886	0.0326300487	-0.2056251216	0.0178783005	0.0236330139	0.0770167997	-0.0011628431	-0.0371228571	0.0903936537	-0.0810258079	-0.0028131782	-0.0673882402	-0.0217504936	0.0196790326	0.0963505239	0.0228484392	0.0352714829	-0.0444545871	-0.0409447168	-0.0826421521	-0.0648229795	0.0904973476	0.1096718367	-0.0235815113	0.2230119815	0.185522252	0.1759730079	0.0577473834	0.0722308601	0.1136626492	0.0575885945	-0.0500936084	0.106008673	-0.0524972456	0.1190788744	0.0623836081	0.0111546225	0.037977895	0.0347722776	-0.1724339106	-0.0127046386	0.049031862	-0.0643448963	0.0869311087	0.0032246174	0.0049512206	-0.0833651832	0.0785574968	-0.0071079182	-0.0882931893	-0.0262151	-0.01678538	0.00068723146801	0.0002817489817444	0.0188318	1.5700000000000436e-05	2.464900000000137e-10	0.00035463669124	0.0380299	0.0019642999999999	3.858474489999981e-06	0.0014462732940099	-0.000659006	0.000351764	1.2373791169600005e-07	4.342889080359999e-07	0.000236693	-2.3629e-05	5.58329641e-10	5.6023576249e-08	-5.65922e-05	-3.57391e-05	1.2772832688099996e-09	3.2026771008399997e-09
699.6700648548068	1.285060601219584	1.6513807488068386	489538.1996539296	870.7438694988919	-3.68723016225033	758194.8862699032	13.595666269408596	716.2722686803697	0.9039087852908096	0.817051092125907	513045.96288052376	736.6706830595447	578.0749653558482	1.144187	24.729132	0.06128025	0.027761	0.0186985982	-0.1111309974	0.0741100654	-0.0052787884	0.0729864429	-0.0590946695	0.0637412314	0.1133310897	-0.0594917074	-0.0368962424	0.0442602586	-0.0110143409	0.0120139123	0.1430363872	0.1102663553	-0.0606589377	-0.0592758922	0.0108762812	0.028960854	0.0466598785	0.1076460737	0.011312342	-0.0236966086	0.1282860038	-0.0734913498	-0.046270235	-0.10993251	-0.0049097653	0.0884531347	0.0014029053	-0.1137711553	0.0185884553	0.0914529232	0.0704244542	0.1011527875	-0.0352289713	0.0217097844	-0.0314672302	-0.0548476732	-0.0143290473	-0.1085767013	0.035796621	-0.0095429971	-0.0469676272	0.0518763866	-0.084428737	0.1991197149	-0.1398042226	0.0393217482	0.0116026075	0.0063277127	0.0664157457	-0.078008505	0.0734530525	0.0227340877	-0.0618955438	0.0776520023	0.03788875	0.1402872429	-0.0707494911	0.1051044206	0.1453056786	0.0926557119	-0.0848112743	0.1645158981	0.0324057953	0.0199247292	-0.06822174	-0.0123799553	0.0534608083	0.1069821896	0.0328390608	-0.0593860893	0.0948602511	-0.0627653006	0.0167963598	0.0662987744	0.0145370397	-0.0725163487	0.0100441671	0.0075875079	0.0358545438	0.0586023401	0.0907199713	-0.0509916855	-0.0218649717	-0.0176659543	0.1296284871	-0.1044938704	-0.0554327146	0.0032716967	0.0101229257	0.0945511715	-0.0816563796	0.1355173142	0.0363296938	0.070689658	-0.1121701817	-0.0037639489	0.0498473979	-0.0598174609	0.1104132362	-0.0715659476	0.0015900292	0.0715184776	-0.0382217416	0.0492987015	0.0545685566	0.0173040725	0.0592706308	0.0214910516	0.0992830231	-0.0259090551	-0.1189360323	0.1278935108	0.1722055542	0.0486502942	0.0700197552	0.0768132552	-0.0118330366	-0.092661062	-0.012011	0.0142041	0.000144264121	0.00020175645681	0.00491299	-0.01391881	0.0001937332718161	2.41374707401e-05	0.0242454	-0.0137844999999999	0.0001900124402499	0.00058783942116	-0.000909006	-0.00025	6.25e-08	8.26291908036e-07	0.000296179	5.948599999999998e-05	3.538584195999997e-09	8.772200004099999e-08	-0.000134563	-7.797080000000002e-05	6.079445652640002e-09	1.8107200969000003e-08
699.9405073096286	0.2704424548218185	0.0731391213700513	489916.7137728603	875.9695481993402	5.225678700448384	767322.6493725562	27.307717880319917	715.2851710655605	-0.9870976148092724	0.9743617011621544	511632.8759462881	735.7953644224907	582.0228499615974	1.108708	23.962322	0.0513139195	0.02559	-0.0592823305	0.0698023458	-0.0223640018	0.0372138704	0.0269320132	0.0657739018	-0.0404774964	-0.0573614462	0.0698791189	0.0029452862	-0.0500742813	-0.092404992	0.0185664961	0.0426684619	0.0321581529	-0.0438872208	-0.0364997775	-0.0518020225	-0.0430280389	0.0470988034	0.0220306509	-0.0496800753	-0.0178691378	-0.0749386932	0.02027613	0.0895298991	-0.0187609099	0.0540123458	-0.0028190434	-0.009176489	-0.0409376473	-0.0764179008	-0.0072902256	-0.116729162	0.0297013042	0.0127477577	0.0120179033	-0.1205490143	-0.0423711838	0.0912037471	0.0546219604	-0.0842158032	-0.0663800023	-0.0380203304	-0.1099750649	-0.0307967838	0.0648092803	-0.0154929831	-0.0485974173	0.126470122	0.0994610119	0.0095624515	-0.0520958423	-0.0367093109	-0.1757202675	-0.118111379	0.0778266734	-0.0356112685	-0.0853120604	-0.0181596545	0.0473854914	-0.0314022485	0.0096645807	0.1125542544	-0.1409995271	0.1203812555	-0.0219088192	-0.0953006687	0.0762050532	0.0235168812	-0.0537832143	-0.0261410416	0.0367382129	-0.0634986909	0.0357790709	-0.0519898896	-0.0388620038	-0.0302580249	0.0132680066	-0.0326868404	0.0431457612	0.0768671	0.1291006473	-0.0268217088	-0.1915466493	-0.0875042792	0.0374425018	-0.0503307579	0.0292549642	-0.0347705742	-0.0754125688	-0.0885438021	0.0418392544	0.0960313773	0.1462964241	0.0208303782	0.0947744831	0.0205500572	-0.0150750984	-0.0204539889	0.1311535726	0.0130529153	-0.048583473	0.0040469515	-0.0145816631	0.0069872693	0.0018390271	0.0503866258	0.1420009113	-0.0335602023	0.1189902646	0.0228896021	-0.073045284	-0.0968694415	-0.0498705606	-0.0602267426	0.1175808144	0.1071335406	0.0750362016	-0.0165379384	-0.0966728009	-0.023195	-0.011184	0.000538008025	0.000125081856	0.00331619	-0.0015967999999999	2.5497702399999998e-06	1.09971161161e-05	0.0108337	-0.0134117	0.00017987369689	0.00011736905569	-0.00127004	-0.000361034	1.303455491560001e-07	1.6130016016e-06	0.000285541	-1.0637999999999989e-05	1.1316704399999975e-10	8.1533662681e-08	-3.80661e-06	0.00013075639	1.70972335258321e-08	1.44902796921e-11
699.1823665542665	-0.758140755362092	0.5747774049410035	488855.9817004248	872.0085887626074	-3.960959436732878	760398.978875754	15.68919965944324	716.2270216066593	0.9418505410988018	0.8870824417681058	512981.146479546	736.3156507548243	580.3255720119729	1.166453	25.21036	0.0942491195	0.0456526	0.1433352074	-0.0470208297	0.0125196916	0.0882828106	0.0005667443	-0.0982017578	0.0873895414	-0.0176527955	0.0731209558	-0.0331140554	0.056772336	-0.0155324788	0.0776674869	0.0651596491	0.0184645736	-0.035130422	-0.0400905385	0.0305103194	0.0018713991	0.0165013734	-0.0189964431	-0.0657336421	-0.0631379036	0.0814386314	0.0209281812	0.0194378062	-0.0234841366	-0.0523373267	0.0883780566	0.0653750983	0.0612727744	0.0642819084	-0.0589710427	0.0920897229	-0.0324927887	0.0592725207	-0.0364238536	0.1520362482	0.0157673702	-0.0878432706	-0.0712939125	0.0762771897	0.0741566492	0.0881043415	-0.1496147909	-0.0577365211	0.0826997889	0.035200864	0.0415231288	0.1165400408	-0.0779573726	-0.0065495238	0.0361863378	-0.0441569123	-0.0602602561	0.0217803344	0.0384481374	0.0363456243	0.0827825799	-0.0126009657	0.0984871295	0.0529159814	0.1078877406	0.0369285731	-0.0420992434	-0.0255798458	0.0533001788	0.061024331	0.0027554694	0.0071284808	0.035091255	-0.0817293672	0.0259389866	-0.0103696063	-0.0401376785	0.067356406	0.0425169617	-0.0253918438	0.0266579812	-0.0654057298	-0.0880588567	0.0013503245	-0.009265153	-0.0111716539	0.1159388173	0.0665101861	0.0112072698	0.0084451241	-0.0922425251	0.0284342573	-0.0276102446	-0.0585716431	0.1266899259	0.0452883414	0.0943704392	-0.018229749	0.0493405361	-0.1429012333	-0.1842405882	0.1734584782	-0.0428967692	-0.1003994182	0.0624690252	-0.0219028533	-0.0590646672	-0.0186776671	0.0025933853	0.0402747236	-0.1310573523	0.0562296489	-0.0706944651	-0.0306982393	0.1283160545	0.0857422262	0.0609166112	-0.0116833201	0.0281733561	0.0126490543	0.0732270951	-0.0212145853	-0.1003129872	-0.00479786	0.01839714	2.30194605796e-05	0.0003384547601795	0.0316247	0.02830851	0.0008013717384201	0.00100012165009	0.0235876	0.0127539	0.00016266196521	0.00055637487376	-0.00124068	2.9359999999999976e-05	8.620095999999985e-10	1.5392868624e-06	-0.000209924	-0.000495465	2.454855662250001e-07	4.4068085776e-08	-0.000174773	-0.00017096639	2.9229506509632106e-08	3.0545601529e-08
700.0106442030572	0.8282776487906176	0.6860438634861137	490014.9019975791	872.6676121080482	0.6590233454408008	761548.7612223628	0.434311769835985	715.3271670815657	-0.8998545250935877	0.8097381663314062	511692.95596493816	735.3112294615084	579.4700690261151	1.237458	26.744991	0.10503323	0.0483766	-0.1887227141	-0.0191094274	-0.0112831637	-0.040567407	-0.0517488781	0.1123416731	-0.0522748951	0.1396106891	-0.0524220446	-0.0536118687	-0.0588261518	-0.0175248848	0.0438696456	-0.0442673927	0.0036072484	-0.1553548474	-0.0411596758	0.0823333639	-0.0203660081	-0.0158418943	0.0185315941	0.0773713513	0.1776556817	-0.023111509	0.0772250735	-0.0264909126	-0.0518354328	0.0366712395	-0.0470992024	-0.0296441357	0.0973956735	-0.0929349145	-0.1452660386	0.0854664517	0.141960689	-0.0195215851	0.0334229774	-0.1273816109	-0.0058936046	0.0102140435	0.0101326752	0.027326837	-0.027511517	0.112783422	0.1533672252	-0.0977287664	0.110010349	0.070387313	0.0541693628	-0.0013727703	0.0760068416	-0.0279425126	0.1325405039	-0.0980606309	-0.0463185675	0.0479546014	0.1170367912	0.0059996895	0.017921125	-0.0449809583	-0.0851781107	-0.0627382249	0.1151390506	0.0484101351	0.0480931498	0.0184929786	-0.0919017799	0.0869074374	0.1528607487	-0.0056558908	-0.0739595955	0.1545886635	-0.0676008629	0.1020417055	0.0063605454	-0.0269715216	-0.1068158396	-0.0713921859	0.0758774643	-0.0201256691	-0.0751137942	0.0084120454	0.0040267334	0.0017688067	0.0062507373	0.0228170121	0.1522870312	-0.0189902837	-0.1733022294	-0.0683984933	-0.0487017861	-0.0547753301	0.0044558232	0.0714445666	-0.0640348889	0.059965886	0.0709990871	0.0173444572	0.0208963628	-0.032058162	0.0484750308	0.0425103012	0.1081637542	0.0915039225	-0.0923566304	-0.1217716033	-0.0818533514	-0.0244898045	-0.2036938511	-0.064671512	-0.0408842849	0.1299647255	0.0142515662	-0.0571417984	0.0321850245	-0.0883689575	0.0017750767	-0.0176947373	0.0713867084	-0.0258549876	-0.1035676303	-0.0262208	-0.0214229399999999	0.00068753035264	0.0004589423582435	0.00668181	-0.02494289	0.000622147761552	4.46465848761e-05	0.0487715	0.0251839	0.00063422881921	0.00237865921225	-0.00104631	0.00019437	3.7779696900000055e-08	1.0947646161e-06	0.000240322	0.000450246	2.02721460516e-07	5.7754663684e-08	-0.000149719	2.5053999999999998e-05	6.277029159999996e-10	2.2415778961000002e-08
699.8733893204692	-0.1372548825879675	0.0188389027942367	489822.761078921	873.6641939758331	0.9965818677849256	763289.1238354421	0.993175419197691	715.8085913561163	0.4814242745505908	0.2317693321265626	512381.9394592274	736.069882740258	584.2076567877001	1.183729	25.583754	0.0758219155	0.0376056	0.076721867	0.1270795448	-0.0689936265	-0.0180811722	0.0242166284	-0.096597545	-0.0676615454	-0.0216377395	0.0948142962	-0.0190211954	-0.0816496637	-0.0654901285	-0.1429347927	-0.0496041783	0.0888198819	0.0046830749	-0.1012828846	0.0649149125	0.0553128838	-0.1005437363	-0.0293278694	-0.1533220248	-0.1080440814	0.0021082288	-0.0552843533	0.0721646065	0.0194579176	0.02679912	-0.0603450073	0.0131296053	0.0451240913	-0.0234617643	-0.1364388291	-0.0382974761	-0.0823615635	0.1120205069	-0.1084023843	-0.0717323403	0.0609761861	-0.0199902977	-0.0397864111	0.028425656	0.0586893604	-0.036767436	0.1551126639	-0.0382340785	-0.0837123521	0.0377261249	0.0562279844	-0.0058952581	0.0275974678	-0.0611212334	-0.1037825145	0.0362080058	-0.0408053988	0.0299438904	0.2331151928	-0.0048037234	-0.0834020581	0.2011068658	0.01860862	-0.0482195121	0.0974125917	-0.0807645474	-0.0667046441	-0.0780994104	0.1035391807	-0.0862296502	0.1159134092	0.0745757736	0.0761490497	-0.0818786879	0.009351932	-0.1128858878	-0.0045836438	0.0039888196	-0.0609428273	0.0135447526	0.0483718502	0.0492094925	-0.0999249424	-0.0137786183	0.0366901157	-0.0487584211	-0.0159036752	0.1489410638	-0.0604461933	0.0039289854	-0.0326393302	-0.075346431	-0.064278554	-0.1147202185	-0.1171401474	0.0554667496	-0.0653717104	0.0653503352	0.0765358003	-0.0704270783	-0.0402855227	0.0334983379	-0.0345228727	0.0646966119	0.0316083986	-0.0394475131	-0.1527330606	-0.1470434356	-0.0199307837	-0.0136003366	0.0192066398	-0.185980031	0.1080316243	-0.1603742801	-0.0032314481	0.0083764588	0.0237828344	-0.1511468243	0.0325788018	0.2621427687	0.0695158277	-0.030451217	-0.1064242213	-0.0262087	1.209999999999753e-05	0.00068689595569	1.464099999999402e-10	0.0166461	0.00996429	9.92870752041e-05	0.00027709264521	0.0204512	-0.0283203	0.00080203939209	0.0004182515814399	-0.00149068	-0.00044437	1.9746469690000013e-07	2.2221268624000004e-06	9.22023e-05	-0.0001481197	2.1939445528090005e-08	8.501264125290001e-09	8.29581e-06	0.00015801481	2.4968680179336106e-08	6.88204635561e-11
