global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
774.6204233367548	n/a	n/a	600036.8002504132	891.8705230852446	n/a	795433.0299483478	n/a	718.8985995646414	n/a	516815.19645600254	n/a	748.526313558435	654.3920449329604	n/a	n/a	n/a	n/a	-0.0800269451	-0.0174039514	0.0848633496	-0.0275993116	0.0037624018	-0.0468946901	-0.0811234559	-0.0716126978	0.0503672568	-0.0167606165	0.0901744567	-0.0382738036	0.0607474129	-0.0956958345	0.1619822991	-0.0952611409	0.1088894371	-0.096326313	0.0516216817	-0.0779545562	0.0253874455	-0.0376238763	0.0144314749	0.055288826	-0.1635787898	0.0287940069	-0.0919704116	0.0828293092	-0.1930903992	0.0020140806	-0.0010863235	0.0458649893	-0.0470719019	0.1158530168	-0.0145012954	0.0776109006	-0.0561017959	0.0301656705	-0.0058142815	0.066465053	-0.0592186228	0.110023178	-0.0064824646	0.0995242821	-0.0016060007	-0.0335983882	0.0034291869	0.0385216818	-0.0705433529	0.0021683823	0.007607543	-0.0224080687	-0.1237817772	0.1111546295	-0.1511277028	0.0248908812	0.0904960483	-0.0601281065	-0.0301206012	-0.0927276297	0.0428936427	0.1282078251	-0.0151453217	-0.0922168568	0.1031605715	0.084529274	-0.0123512638	-0.0506013358	-0.023551069	-0.0090175992	-0.0441082087	0.0055532063	-0.122870798	0.0098984748	-0.0020664971	0.1536234424	0.0497075071	-0.0270528463	0.0338158889	-0.0856176716	0.0302243413	-0.095978394	0.0751262496	-0.0052672369	0.05050202	-0.1408650663	0.1937587278	-0.0662475752	0.0019194678	-0.0220835568	0.0031315616	-0.005836785	0.0946121518	-0.1341600576	0.1205152179	-0.0860245712	0.0340604556	-0.0587959607	0.0663358557	0.0439653275	-0.1150302415	-0.0492802011	0.0069073317	0.032718835	0.0381351928	-0.0913829634	0.06370167	0.037730575	-0.1144874691	-0.0054109357	0.0090136374	0.0063793009	0.0434869099	0.0647546777	-0.0599932509	-0.0520396551	0.1437242812	-0.0012238186	0.1147017419	0.1146833673	0.1146527451	0.0467934	n/a	0.0021896222835599	n/a	-0.0094233	n/a	n/a	8.879858289000002e-05	-0.0913296	n/a	n/a	0.0083410958361599	-0.00150248	n/a	n/a	2.2574461504e-06	-0.00102695	n/a	n/a	1.0546263025e-06	0.00129501	n/a	1.6770509001000005e-06	n/a	0.0
774.9682650424016	0.3478417056468288	0.1209938521872951	600575.8118228301	890.6536493506283	-1.2168737346163423	793263.9231015919	1.4807816859991247	719.3845697370675	0.485970172426164	517514.1591757858	0.2361670084879156	749.0630995247826	647.112110339754	1.116055	22.272923	0.12220815	0.0688398	-0.0878839448	0.1048081088	0.0245140277	-0.1062027115	0.0502355256	0.1293412208	-0.0635053601	-0.0319154637	-0.0486689709	0.0792888502	-0.1385310422	-0.0791742829	-0.0095307198	-0.1713258688	0.076051693	-0.1100329982	0.0836853121	-0.0145367996	0.033674554	-0.0683423086	-0.0493220112	0.0220844661	0.1330345304	0.0358629596	0.0712173284	-0.1395742554	0.0707646876	-0.0807614681	-0.1172466539	0.0039897148	-0.0124960629	-0.0050351229	0.0442160824	0.1709494394	-0.0739512557	-0.0456516502	-0.0587764722	-0.0897051425	0.0716811758	-0.1447166252	0.0743312352	0.1083037139	0.1280309277	0.1262700172	-0.0467546194	-0.07347862	-0.0518261805	-0.058106116	-0.043384194	-0.0307702699	0.1254949943	0.0362854783	-0.1093838131	-0.0885999258	-0.0475412289	0.0474349965	0.0089419248	-0.0021259085	0.0625321759	-0.022742949	-0.0242923609	-0.0796625764	-0.1133468261	0.0194483856	0.0526521442	0.0356513353	8.8435e-05	0.0351916765	0.0218475272	0.0087691427	-0.0342566944	-0.0219692956	0.1614840592	0.0200905987	-0.1011118763	-0.0207477167	-0.0629450302	-0.0037389816	0.10585923	-0.0143976035	0.0355738985	-0.0565675399	0.0940805093	0.0262965242	0.1201173595	-0.1980249755	0.0126099663	-0.0371630273	0.0989115806	0.0575180172	0.093250512	-0.1431301701	0.1428900129	-0.0945307525	0.0240612927	-0.083128081	-0.0027950915	-0.0529147881	0.155731162	0.2578000296	-0.0066226152	0.0191288225	-0.0644713913	-0.0206472702	-0.0895988725	0.1241623819	-0.047320471	0.0031964006	-0.0355931117	-0.0344907659	-0.101464423	0.0256687057	-0.0084031726	-0.041404043	-0.0218409678	-0.0563573492	-0.0507302851	0.0422544816	0.1146527451	0.1144874327	0.1142120884	0.051008	0.0042145999999999	0.0026018160639999	1.776285315999999e-05	0.0500609	0.0594842	0.00353837004964	0.00250609370881	-0.0720217	0.0193079	0.00037279500241	0.0051871252708899	-0.00196127	-0.00045879	2.1048826410000013e-07	3.846580012900001e-06	-0.000733171	0.000293779	8.630610084099999e-08	5.37539715241e-07	0.00126355	-3.146000000000008e-05	1.5965586025e-06	9.897316000000051e-10	0.0
775.316757811436	0.3484927690343511	0.1214472100692296	601116.0749432369	888.7633822376554	-1.8902671129728787	789900.3496065168	3.573109758386822	718.7138952335669	-0.6706745035006634	516549.66320180654	0.4498042896458613	748.3690959113877	668.4860064310487	1.339923	26.740629	0.15530933	0.082489	-0.1675564373	-0.0655086876	-0.0549837683	-0.0020568017	-0.0454204048	0.1008522422	-0.1101678883	-0.0654851287	-0.0152935178	0.0431290555	0.0907693423	-0.0307775238	0.0186559718	-0.2642242742	0.0156953457	0.0626616928	-0.0538963116	0.05599672	0.1097380438	0.0070901244	0.1191155687	-0.0927088167	-0.0208562074	0.1832551781	0.103807467	0.0438741949	-0.157379449	-0.1001730944	0.0071164265	-0.0306653158	-0.1325522429	0.0898940179	0.1087968409	0.0267991742	0.0423616677	-0.0426360776	-0.0142649098	-0.0888402251	0.0312366358	0.0885182438	-0.0152253101	-0.0534739299	0.1892653098	-0.0354383912	0.1118916163	0.1880869167	-0.0068784963	0.0837998041	-0.0681532934	-0.0090084186	0.0877739442	0.0241677685	-0.122339977	-0.0521951806	0.0622497683	-0.1197715083	-0.0868543666	-0.0588194042	-0.0434323554	0.1276471238	-0.0195367292	0.0205893791	-0.0132486394	0.0279504909	0.0372326309	0.0567219904	-0.0341568831	-0.0660146642	0.0129780956	0.0070783377	-0.071654336	-0.0357620438	-0.0830361904	-0.0719765114	-0.0767365726	-0.1140755404	0.0153660871	-0.054307614	0.0196630778	-0.0123759818	-0.005597768	-0.270078638	0.0538928457	0.0528937973	0.0619838074	0.1296703351	-0.0808414019	0.0871166986	-0.1421711808	0.0802437118	0.1803036538	-0.0577408054	0.0486129963	-0.1142311087	0.0246489312	0.0750824221	-0.0207544055	0.0608866129	-0.0369623547	-0.0888865067	0.1104047922	0.0927721427	0.0040826072	0.1142156344	0.0685732141	0.0198558194	0.0020283505	0.0923643384	0.0225416663	-0.0276732283	-0.0358443983	0.0377899169	-0.123871292	0.0021709776	0.010835217	-0.0646822773	0.095760885	-0.0510784481	0.1145547726	0.1140958982	0.1133324686	0.0283784	-0.0226295999999999	0.00080533358656	0.0005120987961599	-0.00902213	-0.0590830299999999	0.0034908044339808	8.139882973689999e-05	-0.0793139999999999	-0.0072922999999999	5.3177639289998606e-05	0.0062907105959999	-0.000976952	0.000984318	9.688819251240009e-07	9.54435210304e-07	-0.000610781	0.00012239	1.49793121e-08	3.7305342996100003e-07	0.00104417	-0.0002193799999999	1.0902909889e-06	4.8127584399999966e-08	0.0
771.349766245548	-3.966991565887952	15.737022083826144	594980.4618870616	886.3982906452595	-2.3650915923958564	785701.929658838	5.593658240421568	718.2343286489792	-0.4795665845877011	515860.5508498498	0.2299841090531126	747.7755002070314	652.637245099511	1.233301	24.612785	0.09529788	0.0651033	-0.0538979456	0.0961120092	-0.075757379	0.0559321627	0.0601650597	0.1048180062	-0.1164515989	0.0994770401	0.0301148257	0.0793433842	-0.0786037168	-0.0684068534	0.1041281917	0.0694136073	-0.1186300759	-0.1137460595	0.1344290343	-0.0256536924	0.0660796878	0.1978975091	-0.0595403282	0.0468297375	0.0729562213	0.029693536	0.075482233	0.0805102047	0.15025604	0.1466748056	0.0436635031	-0.1018377557	0.0439513577	0.0115337719	-0.0942946818	0.0201835641	0.2385479921	0.0910629045	0.0001123861	0.0919041708	-0.0928717953	0.0122412503	0.1282349598	-0.0595886532	0.1074198655	-0.0090218232	0.0562203659	-0.0801223687	0.1129482691	0.1958122582	0.1579562611	-0.0559645604	-0.1120532185	-0.0973575882	0.0485302261	0.0773548546	0.050346496	0.0389301432	-0.0366059382	-0.0084588491	-0.0341949717	0.0651456668	-0.0957385759	0.0747741477	0.0846272788	-0.0033310657	-0.0147495738	-0.0478730908	-0.0467288763	0.0397855079	-0.0828947882	-0.0551045885	-0.0321281632	-0.0540842607	0.0352743102	0.0724452283	0.0959199395	0.0266048513	-0.1514487392	-0.2511573489	0.0545835421	0.1091367918	-0.0455044183	0.1027587071	0.0641227433	0.0756896598	-0.0484189925	0.0771588592	0.1467361324	-0.0618754187	0.1584281513	-0.0632550398	0.093949426	0.1232188085	0.043295157	0.0090471841	0.065667105	0.0678023069	-0.1926756623	0.1895998101	-0.0321415361	-0.135501664	0.0026143439	-0.0282572353	0.0153784717	-0.0002121221	-0.0383108561	0.1053327155	-0.0993610772	-0.0272675696	-0.0265441898	0.0155120469	0.1160502819	0.1074849959	-0.0069868265	-0.1004469975	0.0001763292	0.066027063	0.1126737723	0.0645907905	0.1144078661	0.1135094328	0.1120172664	0.02839	1.159999999999703e-05	0.0008059920999999	1.3455999999993108e-10	0.0433614	0.05238353	0.0027440342152608	0.00188021100996	-0.0792705999999999	4.3399999999999e-05	1.8835599999999128e-09	0.0062838280243599	-0.0017733	-0.000796348	6.341701371040002e-07	3.14459289e-06	-0.00067162	-6.083900000000003e-05	3.7013839210000043e-09	4.510734244000001e-07	0.00104417	0.0	1.0902909889e-06	0.0	0.0
775.1037946078159	3.754028362267832	14.0927289447113	600785.8924154352	883.4782941846105	-2.919996460649031	780533.8962953491	8.52637933020287	718.1174969451223	-0.1168317038568602	515692.73941872775	0.013649647026097	745.9931111914664	641.7344409121112	1.202148	23.991076	0.12587378	0.0606164	0.0240426222	0.1106941898	-0.0770648784	-0.0244028248	-0.1909164726	-0.0202016416	0.1711436881	-0.0563702386	-0.1199441889	0.0259218448	0.154644631	-0.0731874884	0.0293130866	-0.1517874173	-0.0656141304	-0.0529385417	0.0656323204	0.0627776954	0.0335879176	0.1398148097	-0.0923575362	0.1330046244	0.152292741	-0.0432522044	0.0659773577	0.0458805934	-0.0852318623	-0.1767312311	0.0740632184	0.1134838384	0.0830651727	-0.0892755876	0.1531790596	0.0407442242	0.1050698075	0.0875480986	0.1401322306	0.0061651568	0.1540279628	-0.1412971926	-0.0739988436	0.0804559856	0.0086024875	-0.1292065329	-0.0953514871	-0.0618581786	0.0311388725	0.0284537965	0.0765897797	-0.0202870493	0.0300038026	-0.1383279764	-0.0046277525	0.1357000738	-0.0230429116	-0.0528048667	-0.0635857175	0.0245163405	0.1677419502	0.0200840158	-0.0128027987	0.0766879952	0.0604537459	0.0950839873	-0.0106768193	-0.1258671166	-0.0814694055	-0.0549464787	-0.0207250063	-0.0002620247	0.1872779873	-0.0674696399	0.0364587076	-0.1795470382	0.0246144544	-0.0654878688	0.1071314981	-0.0873348925	0.0980635067	-0.1294249607	-0.0424961653	0.1069881399	-0.0878971434	0.0924805877	-0.0376463146	0.0588211636	0.0814542588	0.1435897207	-0.0191577288	-0.047165635	0.1314314497	-0.1195679478	-0.0219986048	0.1923155303	-0.0127425791	0.137763958	-0.1020042794	-0.009565164	0.028093241	0.081312301	-0.0726473769	-0.1037034565	0.1337653376	0.1038078727	-0.0482042896	-0.0060340308	-0.1099439512	-0.024205471	0.0088356183	-0.0204754138	0.0178298221	0.0018578747	-0.0185929349	-0.1419278978	0.0095994666	0.090865149	-0.088747352	-0.0863244976	0.1142120884	0.1127290384	0.1102715368	0.0153256	-0.0130643999999999	0.00023487401536	0.0001706785473599	-0.00157678	-0.04493818	0.0020194400217124	2.4862351684000004e-06	-0.0525784	0.0266921999999999	0.0007124735408399	0.0027644881465599	-0.00157518	0.0001981199999999	3.925153439999999e-08	2.4811920324000003e-06	-0.000518717	0.000152903	2.3379327409000012e-08	2.690673260890001e-07	0.000571613	-0.000472557	3.267414217690001e-07	2.233101182490001e-07	0.0
774.9487677644297	-0.1550268433861674	0.0240333221702792	600545.592659608	887.6596655742122	4.181371389601736	787939.6818873223	17.483866697779956	718.609870705387	0.4923737602647406	516400.1462752131	0.2424319197972403	747.1938609707909	661.9742082195862	1.16344	23.21859	0.07742448	0.0506204	-0.1615197363	0.0031964446	0.0322372601	-0.0544173132	-0.0239302448	0.0016863265	-0.0723180349	-0.16233989	-0.0884140649	-0.0906730592	-0.0763189236	-0.0417891764	0.0666190924	0.0294077746	-0.0966605993	-0.048289199	-0.0893248525	0.0651567371	-0.0707635461	0.1600446442	-0.0348308828	0.0040383707	0.0500924112	0.2147598965	-0.0415257054	-0.0135924214	0.1149921482	0.006030949	0.0474756496	-0.1005560853	0.0043711618	-0.0040160709	-0.0378271976	-0.0843407488	-0.2046193354	0.1836772193	-0.0066357772	-0.087128605	0.0043184113	-0.0233835265	0.082892991	0.1140867929	0.0921821492	0.112939092	0.105300431	0.0676105813	0.1783816368	0.0530911321	0.0164946931	-0.0405018911	-0.0806344387	0.0826925474	0.01230753	0.0836893246	0.1812720684	0.0302947843	0.0782439062	0.0929292889	-0.0695099371	-0.0143536075	0.0795836398	-0.0372680952	0.0811055893	0.0534317696	-0.0068710597	0.0220488296	0.0256964408	-0.0555617879	-0.0800353028	-0.0349881861	0.044456595	0.0737049897	-0.0943732866	0.02035319	-0.1875389892	-0.0051087004	-0.1024846316	-0.064256406	0.0260574539	0.0649600445	-0.0362302106	0.0224322929	0.1473564635	-0.1915467611	0.0241166312	0.0026744126	0.0120087137	0.0453364128	0.1449752908	0.1021342817	0.0559016682	-0.013362322	0.0040415198	0.0402584594	-0.0308023564	0.1241233327	0.1268402932	-0.0299916251	-0.078659255	-0.0650361535	0.1211332918	-0.0912790595	-0.0116896734	-0.0175181922	0.1852971825	-0.1078332918	-0.0340344861	-0.0066643147	0.020722957	0.1213742423	0.0949931652	-0.0593520491	0.0207809315	0.0381810938	-0.0480661765	0.0400426023	0.0305752479	0.0387577972	0.1139675232	0.1117560484	0.1081019891	0.0146255	-0.0007001	0.00021390525025	4.901400100000005e-07	0.0102193	0.01179608	0.0001391475033664	0.00010443409249	-0.0814050999999999	-0.0288266999999999	0.0008309786328899	0.0066267903060099	-0.000920246	0.000654934	4.289385443560001e-07	8.46852700516e-07	-0.000451619	6.709800000000003e-05	4.502141604000004e-09	2.03959721161e-07	0.000571613	0.0	3.267414217690001e-07	0.0	0.0
774.0073941133617	-0.9413736510680336	0.8861843509251601	599087.4461421567	885.8295675577381	-1.8300980164741527	784694.0227595293	3.3492587499026296	720.1027712912353	1.492900585848247	518548.0012213171	2.228752159226039	749.2604638209867	663.3664389533125	1.138959	22.73003	0.0848815999999999	0.0487457	-0.0617418116	0.0867702268	-0.1011654466	0.0895253537	-0.072885699	0.0013356527	-0.0434701674	0.0664269732	-0.1019952853	0.109060563	0.0534611798	-0.0139697129	0.0441053788	0.0311097471	-0.03413056	0.071738253	0.1755834504	0.0453625393	0.0403926777	-0.0599190568	-0.1892285835	-0.0852333004	0.089513456	-0.042123565	-0.0572810684	-0.0709349685	0.0587497607	-0.0658610027	0.0990844024	-0.0109169353	0.0928771498	0.0549172045	-0.0006973716	-0.1341737945	0.0181495872	-0.0874089266	0.016283723	-0.1120325211	0.1015479262	0.0111151181	0.1592882446	-0.0295654575	6.09849e-05	-0.0536891983	0.0982593765	-0.0914144431	0.0783976591	-0.1357828269	-0.0283663935	-0.0542773793	0.0956149977	0.1088614984	-0.0357812097	-0.0030358284	0.0358305603	-0.0073212294	0.0210272736	-0.0360663606	0.0092046244	-0.0861027818	0.0496104925	0.083580534	0.0084789737	-0.0193339513	0.0775880836	0.0938588167	0.0730175086	0.013393127	0.0367235745	0.0853145	-0.0543847882	-0.0940555379	0.0682367031	-0.1456438614	0.0052372388	0.0254714155	-0.039541162	-0.1066913233	-0.0535482757	0.0219777234	-0.0135999975	0.1821851868	0.00178605	0.0191054424	-0.0837342832	0.0754107515	-0.0435941987	-0.0115732208	0.0748151228	0.0868826594	-0.1104433819	-0.0020515972	0.0215838675	-0.0846537855	-0.1016480762	-0.0199193131	0.1169221325	0.0165962761	0.2173403062	0.0732358921	0.0054185933	0.0624094472	-0.0760385974	-0.1135058173	0.0385387188	-0.1452698695	-0.037708379	0.0656049063	-0.0110973337	0.0595485338	-0.0248680959	0.0370669464	-0.0160605594	0.0550338504	0.0131890067	-0.0114047135	-0.0175054688	-0.100338552	0.1136742748	0.110592125	0.105516962	0.0239459	0.0093204	0.0005734061268099	8.686985615999999e-05	0.030186	0.0199667	0.00039866910889	0.000911194596	-0.0488803	0.0325247999999998	0.0010578626150399	0.00238928372809	-0.00138164	-0.0004613939999999	2.1288442323600002e-07	1.9089290896e-06	-0.000451619	0.0	0.0	2.03959721161e-07	0.000571613	0.0	3.267414217690001e-07	0.0	0.0
772.0502434402007	-1.9571506731609816	3.830438757454483	596061.5783960732	886.4899043509594	0.6603367932212905	785864.350516173	0.4360446804817773	717.8144478261446	-2.2883234650906843	515257.5815079529	5.236424280884636	747.941189771404	653.8347990236225	1.146332	22.877172	0.08747175	0.0466843	-0.0279345002	0.0779537569	0.0409132908	-0.046983833	-0.0032366331	-0.0250711273	-0.067349743	0.0143700796	-0.0988005551	-0.0935304706	0.1384022102	-0.2081999015	-0.0776078779	0.0031013598	-0.1213114884	0.0741223667	0.0020989601	-0.0363129196	-0.0107839084	0.0226217082	0.1098629913	-0.0118499624	-0.0806562194	0.0215753296	-0.1340691179	-0.0656931985	-0.0900401447	0.0204624195	-0.0744344249	-0.0040126076	-0.0330585795	0.0136020157	0.1140753024	0.017486562	0.0327823004	-0.1155660005	-0.1134569871	0.0426975161	0.0828347804	-0.0601877649	0.0168610286	-0.0145215739	0.0360040095	-0.0373747043	0.1380576111	0.051486301	-0.0980478738	0.0844754446	-0.0405785104	0.0088494671	0.0123718035	0.1031440748	0.1706546674	0.094238663	0.0727580408	0.1422217039	-0.060980156	-0.1578824998	-0.1031515563	-0.0647628361	-0.0587358607	-0.021053052	-0.0128402692	-0.0341644809	-0.0498777595	0.0034894966	0.0304731614	-0.0817791069	-0.0224618274	0.037012634	-0.0594402747	0.0826127714	0.050398135	0.0090689651	-0.0217311363	0.0798772154	0.1154810796	-0.0473741282	-0.057119512	-0.0326784587	-0.0782423815	-0.0577143581	-0.0136121238	0.0100991246	-0.02335589	-0.066713935	-0.0655497803	-0.0811858864	-0.072481256	0.1534822217	0.0082185922	-0.069460257	-0.0214938402	-0.1021114383	-0.1904134379	0.040695397	-0.1067506992	0.0612660503	-0.0014700304	0.0021944089	0.0314379901	0.1055877553	-0.0423056107	0.0910746081	0.1724800927	0.0114838586	0.0088056528	-0.0141951087	-0.0315133391	0.0766751219	0.0843802263	-0.0983305873	-0.1040616455	0.0971701802	0.1364917667	0.0073318333	0.0644652922	-0.0479169759	0.1133324686	0.1092392569	0.1025263906	0.0118946	-0.0120513	0.00014148150916	0.0001452338316899	-0.0115571	-0.0417431	0.00174248639761	0.00013356656041	-0.0515315	-0.0026511999999999	7.028861439999997e-06	0.00265549549225	-0.00106248	0.00031916	1.0186310559999998e-07	1.1288637504e-06	-0.000575698	-0.000124079	1.5395598241000006e-08	3.314281872040001e-07	0.000748897	0.000177284	5.60846716609e-07	3.1429616656e-08	0.0
772.6657406829794	0.6154972427787015	0.3788368558681839	597012.3468251772	885.3840115899936	-1.1058927609657303	783904.84797919	1.222998798756406	719.0089466225858	1.1944987964411666	516973.8653233204	1.4268273746993956	748.4687276408663	641.8459427601688	1.057466	21.103685	0.05095975	0.0285929	0.0440155393	0.0526820149	-0.1507349916	-0.0201494753	-0.0379560785	0.0130709625	0.0088761801	0.0884058537	-0.0775408929	0.0417066826	0.1049606189	0.035576446	0.0434591932	-0.0008974498	-0.0868893349	0.0600261052	0.1051731748	-0.0242735392	-0.0995462191	-0.0518952234	-0.1386763209	-0.0579751421	0.0126690377	-0.0600302107	-0.0119136979	0.0145803233	0.0432395724	-0.0178909404	0.0101821085	-0.0239955068	-0.0386737357	-0.077672196	-0.0359557335	-0.0597745682	0.0912282688	0.0121387472	-0.0803336632	-0.0612411879	0.0350220577	0.0478376511	-0.0223235189	0.0564501996	0.1452879116	0.2208064515	-0.0474798139	0.1187438192	-0.0370013913	-0.1056096071	0.0926477896	0.0530534116	-0.0073387794	0.1092823556	-0.1171890072	-0.0159056633	-0.1293410533	0.0494844454	0.1320160228	0.0099716049	0.0629438795	-0.0356215782	0.0653318938	0.0713457461	-0.0983803599	-0.0177840666	0.1087371022	0.0852253971	-0.0616315711	0.2234751744	0.1025890402	0.005907422	-0.042881682	-0.0534976244	0.0435743088	-0.0835512428	0.0883317266	0.0021737118	-0.0034373248	-0.0144384444	-0.0107502437	-0.050095372	0.010291528	0.0325443868	0.1160929025	0.0272707044	0.0620320397	0.0725294157	0.1433220178	-0.0415694492	0.0596104019	0.0270772273	0.0344025164	-0.0387707819	0.0073590299	-0.1478320718	-0.0472788107	0.0661294849	0.0711645732	-0.0741839548	-0.0746418572	0.0722712328	-0.0233652609	0.0694796758	0.0764985453	-0.0638958042	-0.0229266023	-0.0090132661	0.0095431584	0.048951856	-0.0701173044	-0.0358801501	-0.1286808892	0.0699573933	0.0623957283	0.0868671005	-0.1195085783	-0.1076400149	-0.0705784925	-0.0854754633	0.1129422506	0.1076997553	0.099141769	0.0113265	-0.0005681	0.00012828960225	3.227376100000002e-07	0.0118082	0.0233653	0.00054593724409	0.0001394335872399	-0.0490189	0.0025126	6.313158760000019e-06	0.0024028525572099	-0.00135596	-0.00029348	8.613051040000002e-08	1.8386275216e-06	-0.000451619	0.000124079	1.5395598241000006e-08	2.03959721161e-07	0.000821613	7.271600000000001e-05	6.75047921769e-07	5.287616656000002e-09	0.0
773.2127633710988	0.5470226881194549	0.2992338213174343	597857.977439971	887.5892688193574	2.205257229363724	787814.7101232815	4.863159447660968	716.7765802478483	-2.2323663747374667	513768.66599180014	4.9834596310585	746.026338282418	652.9617440675762	1.12627	22.476793	0.046672	0.0247249	-0.053870394	0.0181513871	0.0266154224	-0.0074395241	-0.0052394947	-0.1616137366	-0.0239521772	-0.0965825124	-0.1117745061	-0.1663214152	0.095604742	-0.1021606901	0.0817858732	0.088187095	0.0518188181	-0.004631474	-0.1166699291	0.1370736831	-0.0343346558	0.0591045048	-0.0101151906	0.1349065247	-0.0361812193	0.138937887	-0.1490411224	-0.1398557521	-0.0735252374	0.0497399218	-0.0652445612	-0.0435387389	-0.0060235878	-0.0152534736	0.0248173129	0.0117066481	0.0536936179	-0.0414861309	0.1684600921	0.0558202253	-0.1191475859	-0.0177904305	0.0769345446	-0.0211556267	-0.1320303375	0.0811076927	-0.0916558077	-0.0524455885	-0.1452597459	-0.0636411867	0.0498698875	-0.0544172666	-0.0360569069	0.00433024	-0.0761075651	-0.053103421	0.0112683311	-0.0114554123	0.029230428	-0.0277471958	0.1350383441	0.1178539907	0.0572460318	0.0576953584	0.0055569806	-0.0080868397	0.0275261445	-0.1253236088	-0.1003572845	0.0027503048	-0.0791239213	0.1039962703	0.0659977005	0.1953654158	-0.0570115914	0.0215262789	-0.0618099447	0.0491154198	0.1185780975	-0.1537093264	0.0624846313	-0.0492990767	-0.079258905	0.0425408688	0.0086028714	0.0240167954	0.0726179215	-0.0531089872	-0.1172833114	-0.0956950187	0.0244072655	-0.0048942959	-0.0175640612	0.0600523384	0.1137725253	0.0497646282	0.0167063336	-0.1048687823	-0.0527493721	-0.0318252753	0.0275498711	-0.1087720301	-0.0182285	0.0361215257	0.0230183273	0.1184197303	-0.1127029718	-0.038385576	0.0484022597	-0.0548058048	-0.0508817807	0.0599002789	-0.1650767746	-0.0801414799	0.0868432905	-0.0583483744	-0.098860257	-0.0086247164	-0.1313558966	-0.0848582422	0.1125037874	0.1059762505	0.0953761056	0.0109685	-0.0003579999999999	0.00012030799225	1.2816399999999924e-07	0.0072400499999999	-0.0045681500000001	2.0867994422500916e-05	5.241832400249855e-05	-0.0635433	-0.0145244	0.0002109581953599	0.00403775097489	-0.0011292	0.00022676	5.142009760000006e-08	1.27509264e-06	-0.000519288	-6.766900000000002e-05	4.579093561000002e-09	2.6966002694400004e-07	0.000571613	-0.00025	3.267414217690001e-07	6.25e-08	0.0
