global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
761.7314403703043	n/a	n/a	580234.7872486184	875.2905782762983	n/a	766133.5964192568	n/a	701.8653384053428	n/a	492614.9532548463	n/a	719.894849309131	637.7050848481496	n/a	n/a	n/a	n/a	-0.0790257793	-0.0638208039	-0.1174870966	0.0690884279	-0.0972568552	-0.1039386277	-0.1420542583	0.0526212958	-0.0840754606	0.127592986	-0.0256154896	0.1218814404	0.0176743843	-0.0613126639	0.0589534925	-0.0140082247	0.0625265958	-0.0215053548	0.00570142	-0.1148757582	-0.1382291654	0.0566206876	-0.0574057456	0.1295145223	-0.09929363	0.1464649437	-0.0435192418	0.0685558018	0.1062355699	-0.1847214445	0.0084307178	-0.0537246423	0.021253023	-0.0221911226	0.043496927	-0.0383472165	0.1613497433	-0.0267647172	0.0177424254	-0.0930083672	0.0107454338	-0.0441589797	0.1062083702	-0.0417301173	0.0737141192	0.0498051228	-0.13287284	0.0361353492	0.0996043041	-0.1188030238	0.0787723592	0.0190743094	-0.0197119503	-0.0170468561	-0.0836649738	0.1100083902	-0.0333587452	-0.1198233122	-0.0386026538	-0.0358223812	0.1099769516	0.0048036274	0.0377181824	-0.0880076553	-0.0069693264	0.0555903578	0.0027066462	0.1661088189	-0.0461833735	-0.1103663781	0.0223199611	0.1680329472	-0.0672767015	0.0547069381	-0.1355640323	0.0602004652	-0.0994182872	-0.0234699817	0.0657683897	-0.0611631374	0.0805578363	-0.1059369673	0.1599038084	0.0740960795	-0.0363750347	0.0102586851	-0.0061234994	0.1405983754	-0.0553136693	0.078949065	-0.023657102	0.0874020877	-0.0275059036	0.0886789291	-0.1229869055	0.0074875696	0.0911476322	-0.1061179501	0.2148319574	-0.0160257175	-0.0134514979	0.1268630115	-0.0449507162	-0.0184615821	-0.0225983485	0.0108132593	0.0183829905	0.1166077958	-0.082138771	0.1004521481	0.0511610122	-0.030382824	-0.0599324466	0.0639434592	0.0391148787	0.0091517091	-0.0899962347	-0.0129991642	-0.024001775	-0.0082748665	0.1147017419	0.1146833673	0.1146527451	-0.0455477	n/a	n/a	0.00207459297529	-0.0622092	n/a	0.00386998456464	n/a	-0.0975318	n/a	n/a	0.00951245201124	0.000849694	n/a	n/a	7.21979893636e-07	-0.00139554	n/a	1.9475318916e-06	n/a	-8.072979999999998e-05	n/a	6.5173006080399975e-09	n/a
758.7305719754863	-3.000868394817985	9.005211123017471	575672.0808502487	874.971173372568	-0.3194049037302875	765574.5542329685	0.1020194925269542	702.1324073116369	0.2670689062941846	492989.9173972344	0.071325800709172	719.5958545826726	633.5134238049164	1.081695	23.380268	0.0802312399999999	0.040428	-0.1209258283	-0.0466888425	0.0333242024	0.0222433019	-0.1427820186	-0.0102054248	-0.1066434392	0.1971801319	-0.148421352	-0.0180068458	0.1420529071	-0.1004630068	-0.1014583583	0.0068083154	-0.0665955349	-0.1857970007	-0.1954900876	-0.0248687598	-0.00715473	-0.0290088884	-0.171987096	0.0959636419	-0.1052170325	0.0046344223	0.016271126	0.0803996651	0.0128819312	0.0231475561	0.0444571439	-0.0278692691	-0.0880645172	-0.0491660818	0.0607058107	-0.0601884195	-0.0103614982	-0.079774974	0.0384179984	0.047234276	-0.0019245687	-0.0904142913	0.0259941648	0.0469114778	-0.0294886127	-0.0384022598	0.1713948461	-0.0463574767	0.0151762788	-0.0138323045	0.0019326471	-0.1205951735	-0.190470887	-0.0466545875	0.1367421382	-0.0234419059	0.0433998557	0.0625228127	0.0750337002	0.06004027	0.0783477763	-0.0247328552	0.1168061836	-0.0390726644	0.0360600581	0.018547046	-0.1675046647	-0.0184120541	-0.0846140256	-0.0485024529	-0.0696547655	0.0494691458	-0.0163726862	0.147371682	0.053580538	0.1305865964	-0.002550161	0.130743503	-0.0513325024	0.0673807895	-0.0267804281	0.0181175309	0.0057885692	-0.0453054146	0.0992782456	0.0502121712	0.0348789237	-0.0365608157	-0.0659482264	0.1230305565	0.1234049822	0.0852836168	-0.0309502981	-0.2633187922	0.0055394372	-0.0346748124	0.0270573661	-0.0094602595	-0.0311410397	-0.1492889814	-0.0019727683	0.1435317141	-0.0146060093	0.1206096728	0.0241005669	0.020059618	-0.1350444394	0.0874602152	0.0100445554	0.0413413684	-0.0093188631	-0.0061372107	-0.0545928257	-0.040403397	-0.0847521591	-0.1126631432	-0.1245341007	-0.1050032435	0.0288149815	-0.0604942082	0.0075246188	0.0795560693	0.1146527451	0.1144874327	0.1142120884	-0.0300784	0.0154693	0.00023929924249	0.00090471014656	-0.0822033	-0.0199941	0.00675738253089	0.00039976403481	-0.0725366	0.0249951999999999	0.0006247600230399	0.00526155833956	0.000556271	-0.000293423	8.6097056929e-08	3.09437425441e-07	-0.00141684	-2.129999999999992e-05	2.0074355856e-06	4.536899999999967e-10	0.0	8.072979999999998e-05	0.0	6.5173006080399975e-09
757.3253464237943	-1.4052255516920695	1.9746588511282808	573541.68033592	872.0778062718541	-2.893367100713931	760519.7001919295	8.371573179493739	701.548118694206	-0.584288617430957	492169.76284337975	0.3413931884593791	718.6089682410827	629.7585715406535	1.114301	24.085024	0.133475725	0.074745	-0.0195602923	-0.0328099971	0.1844051615	0.0490772433	-0.0361564799	0.0551368363	0.072347225	0.1359080582	0.0233386441	0.1535610306	0.0390207289	-0.1015920984	0.0751773204	0.0189860468	-0.1179861649	-0.0786278388	-0.1682826017	0.0073932839	-0.1025387394	0.0270041777	-0.016127384	0.1479403109	0.019836252	0.0888222563	0.0279217304	0.1425454535	-0.0183855851	0.1672467387	-0.1340770373	0.003978278	-0.0235222976	0.091826633	-0.1059740197	0.0060827823	0.0163079952	0.1364085783	-0.1752130868	0.134319233	0.0554629172	-0.034342242	-0.1412891385	-0.0462030567	-0.0352694057	-0.0151328144	-0.0317319491	0.0530375641	0.0520691001	0.1553757882	-0.0422550355	0.0012069048	0.0188059981	-0.0075407053	-0.1392578464	0.0131095355	-0.0089019926	-0.0429159353	-0.047233476	0.0713989493	0.06253764	0.095998142	0.1076311587	0.0145831795	0.0609411748	0.0930653367	-0.0367570228	0.0910098389	0.0219449392	0.0363213334	-0.0503915545	0.1444427219	-0.0592356981	-0.0065551085	0.0591654253	0.1256420131	-0.2173880573	0.047429968	0.0115613565	-0.0570032324	0.06103133	0.0169699151	-0.1591878069	-0.0867674314	-0.1144289966	0.1303563168	0.0617698837	-0.0302392801	0.1155818553	0.0321116986	0.0553457111	-0.1981263013	0.0280530481	-0.0175731902	-0.072904008	0.0420607068	0.1218851581	0.0067573518	-0.1286656643	0.0505926173	-0.0303089588	-0.0202532049	0.0036577618	-0.0476878639	-0.0401045913	0.0457787969	0.0181389585	0.0247141727	-0.0846238395	-0.0209767173	-0.1039614706	0.1019828623	-0.1048955309	0.0371356134	-0.0546310492	0.004623602	-0.1065294227	0.0195891584	0.1004779351	-0.0730133062	0.0351598886	-0.0233078375	0.1145547726	0.1140958982	0.1133324686	-0.0255041	0.0045743	2.0924220490000032e-05	0.0006504591168099	-0.0370073	0.045196	0.00136954025329	0.002042678416	-0.0203841	0.0521525	0.00271988325625	0.0004155115328099	7.59225e-05	-0.0004803484999999	2.3073468145225002e-07	5.764226006250001e-09	-0.00126613	0.0001507099999999	1.6030851769000002e-06	2.2713504099999963e-08	0.0	0.0	0.0	0.0
756.9425261673108	-0.3828202564834555	0.1465513487740586	572961.98792055	872.8394298280624	0.761623556208292	761848.6702625771	0.5800704413713653	700.4076639992746	-1.14045469493135	490570.8957889208	1.3006369111909584	717.8281437676168	613.1381571791047	1.293822	27.965281	0.0795316599999999	0.0402652	0.0938848754	0.104467629	0.0568020097	0.0006795701	-0.0087762515	0.0126227013	0.0103106968	-0.1156755315	-0.011730055	0.080576277	0.1221017438	-0.0295285259	0.0571530299	0.1543456354	0.0488117318	-0.0695084678	-0.089205567	0.054024035	0.0172069318	-0.0433502715	0.0544665357	-0.0751444352	-0.0236168089	-0.0259060847	0.1160308615	0.1565884254	0.0204116259	0.0501568187	-0.0158374455	0.0216410974	0.0139122828	-0.0449718126	-0.1107242055	0.0877670474	-0.0280066776	0.0610643464	0.1282687646	0.0803424225	0.1781850758	-0.0325306906	0.1421319211	0.0023638445	-0.003116694	-0.0647486926	-0.0740571783	-0.0502739392	-0.093468413	0.0462285927	-0.1084083069	0.1230311088	-0.1105366755	-0.0570108404	0.126284019	-0.0181015135	-0.0829805359	0.0048724553	0.053739286	-0.0484614793	-0.1140364321	0.0175657859	-0.0784994951	0.1780305973	-0.0075518366	-0.0645069526	-0.0776665404	-0.0456171223	0.0880771758	0.0575150306	0.1453608048	-0.0195694483	-0.1070190955	-0.0498546844	-0.0790149706	-0.0534885159	-0.0398987507	0.1333773411	0.0716934834	0.0079170294	0.0583723819	0.1142283401	-0.0294058289	0.0644322293	0.0383475602	0.0666631221	-0.0323017484	-0.0299351513	0.1249487766	0.066294798	-0.0962983087	0.117529723	-0.026079128	-0.0539980774	0.0277057552	0.0240285363	0.1399929838	0.0608681872	-0.0748602326	0.1072391931	-0.1019569054	0.0747889664	-0.0299120432	0.0130656226	-0.1414543922	0.0063181355	0.1039607481	0.119914073	0.0409191652	-0.0244538456	0.0971484401	0.0702688269	0.0836697025	-0.05823944	0.0042870666	0.1234250896	-0.1107318314	-0.019048654	-0.0929340259	0.0807848816	-0.0575719303	-0.1550662857	0.1144078661	0.1135094328	0.1120172664	-0.0109893	0.0145147999999999	0.0002106794190399	0.00012076471449	-0.0592018	-0.0221945	0.00350485312324	0.0004925958302499	-0.0485405	-0.0281564	0.00079278286096	0.00235618014025	-3.41227e-05	-0.0001100452	1.2109946043040002e-08	1.1643586552899996e-09	-0.00126613	0.0	1.6030851769000002e-06	0.0	0.000183274	0.000183274	3.3589359076e-08	3.3589359076e-08
757.2615911034825	0.3190649361716851	0.1018024334942414	573445.1173605779	869.8389628974514	-3.000466930610969	756619.8213745139	9.00280180169001	699.919169767296	-0.4884942319786205	489886.8442077409	0.2386266146763823	716.82708446476	617.2526049077125	0.978037	21.139746	0.113575165	0.0561035	0.0199939719	0.1076907185	-0.0309725942	0.0012358575	-0.0548814511	-0.08408618	0.0619565108	0.053461163	0.0789196707	0.0053456972	0.0083409243	-0.0424611834	0.0318313809	0.0594289275	0.0767707578	0.0411789578	0.0378870725	0.0606080692	-0.1238820704	0.0324124027	-0.040773235	-0.0503590471	0.104677952	-0.0244395229	0.1711852887	-0.0225936596	0.067209927	0.028031972	0.0693224833	0.2049969766	0.1519390709	-0.1579024379	-0.0202980571	-0.0980107875	0.1939714281	0.0223245914	-0.0134238721	-0.0173928999	-0.051191655	0.059813758	-0.0578895509	0.0506920474	0.1112148731	0.0120324433	2.21643e-05	-0.0301357483	0.0462489264	-0.0412200326	0.1490849456	0.1036016112	-0.0700875773	0.1072485927	0.012444996	0.0809965073	-0.0580253796	-0.0998132086	0.0651558088	-0.0188564778	0.0842665766	-0.0805627648	0.0728831147	0.0993595839	0.0144729145	-0.1239277652	0.0183014513	-0.0240105343	-0.1470765149	-0.0413529154	-0.1103323389	-0.0662599754	0.003042424	0.0498115506	0.0610868534	-0.0710806165	-0.0113826266	0.0061091988	0.1170549479	-0.0582056963	0.0038971045	0.032218613	-0.1554535093	0.0679395246	0.0135779284	0.0891322157	-0.0255112333	0.1879924037	-0.2081769876	-0.061780455	-0.0052533371	0.0242602375	0.1053517158	-0.0682066022	0.0571354989	-0.090933921	-0.0438994905	-0.0415292749	-0.0597114951	0.119884472	0.0836743594	0.0710754508	-0.0230519336	-0.1307338363	0.0054953014	0.015672521	-0.0925672382	-0.0789682102	0.029486899	0.0407074926	0.0041000317	-0.1365026964	-0.0611458533	0.0012986179	0.060098197	-0.0067780777	0.0451959718	-0.1509694169	-0.0130729593	0.0807399822	-0.0672186354	0.0544523637	0.1142120884	0.1127290384	0.1102715368	-0.0217505	-0.0107611999999999	0.0001158034254399	0.0004730842502499	-0.0167886	0.0424132	0.00028185708996	0.0017988795342399	-0.03043	0.0181105	0.00032799021025	0.0009259848999999	-0.00060093	-0.0005668073	3.212705153332901e-07	3.6111686489999993e-07	-0.00115456	0.00011157	1.3330087936e-06	1.2447864900000017e-08	0.000350702	0.0001674279999999	1.22991892804e-07	2.8032135183999997e-08
756.5698089839811	-0.6917821195013403	0.4785625008617666	572397.8758660577	872.2236893908293	2.3847264933779115	760774.1643345499	5.68692044821851	699.1825877564256	-0.7365820108703929	488856.2910217718	0.5425530587378715	716.9786447387936	611.0133716645036	1.015801	21.956007	0.0881755999999999	0.0518222	-0.0712432795	0.1449479418	-0.037891123	0.0531229093	0.0049120159	-0.0807939395	-0.0874355243	-0.0580280195	0.1053426799	0.0195087788	0.0572181327	0.0822859384	0.0582004483	-0.0439773815	-0.0377199771	0.0092911631	-0.0850226622	-0.0398808573	0.0535691639	-0.1469215219	-0.0519917045	-0.1752779201	0.00195158	0.1598761606	0.0478958007	0.0532742135	0.1124352262	0.0165666287	-0.0238781474	0.044192113	-0.0878003152	-0.0438253703	0.0625735488	-0.0576711841	-0.1443463916	-0.040453987	-0.0044943213	-0.0086379748	-0.218919198	0.0560654147	0.0626019596	0.0725430723	-0.0043261641	-0.1005262393	0.1086240167	-0.0645057174	-0.0573418153	0.1267162204	0.0273245417	-0.0248530644	0.0585306893	-0.0123698731	-0.1106154195	-0.0704766725	-0.0615794661	0.0007897592	-0.0354948618	0.0670743375	0.1671916462	0.1007390597	0.0387728187	-0.0580355807	-0.0771297325	0.0665354556	0.1003521092	0.0928430011	0.0044611261	0.033524897	-0.1487689146	-0.0707259442	0.130024044	0.1040868718	-0.1181503913	-0.0667737366	-0.0323074752	0.0012653362	0.1823649243	-0.039212549	0.0455541736	-0.0371956727	0.0568391693	-0.0410002101	-0.0308351748	-0.0361337492	0.0632844783	-0.060892283	-0.0460383695	0.0502963415	0.1270506572	0.0926107393	-0.0411951951	0.0152889927	-0.1929458919	-0.0589208437	-0.1246591695	-0.0402459055	-0.0402541044	-0.0157279826	0.1251046701	0.0326883225	-0.0030341858	0.0155304917	0.0140284907	0.0077243227	-0.0463736112	-0.0117097896	-0.0202508848	0.0257980239	-0.01978493	-0.080562967	-0.0169332244	0.1512579126	0.0957205911	-0.1599055277	0.081287409	0.1946805373	0.0530848037	0.0713338095	-0.0692841585	-0.0702505324	0.1139675232	0.1117560484	0.1081019891	-0.0138028	0.0079476999999999	6.316593528999997e-05	0.00019051728784	-0.0658552	-0.0490666	0.00433690736704	0.00240753123556	-0.0203954	0.0100345999999999	0.0001006931971599	0.00041597234116	-0.000446106	0.0001548239999999	2.3970470975999993e-08	1.99010563236e-07	-0.00126613	-0.00011157	1.6030851769000002e-06	1.2447864900000017e-08	0.000506842	0.0001561399999999	2.56888812964e-07	2.4379699599999997e-08
757.5649396746071	0.995130690625956	0.9902850914256922	573904.6378241911	867.4836582095811	-4.740031181248241	752527.8972606773	22.4678955992056	700.098548827486	0.9159610710603374	490137.97807035176	0.8389846836980005	716.8871635584326	606.9691114066353	1.052858	22.756975	0.0784086499999999	0.0414193	-0.1308551632	0.0921703082	0.044123143	-0.0210603349	0.0089841777	-0.0392572932	0.0098605324	0.0715830513	0.0923162181	-0.179004465	0.084505318	-0.0292670282	-0.0311424493	-0.0096369093	-0.034540313	-0.0378894766	-0.0352080055	-0.0547931711	-0.0299889212	0.0528066436	-0.1320547528	-0.0300031429	-0.0159175342	0.0502815503	0.1293813522	-0.0904362824	0.0430670911	0.0833829259	0.0162251754	-0.0359183873	-0.1757667144	0.052870086	-0.1038928301	0.044969625	-0.0614852217	-0.0374111297	0.0467891095	-0.0052945493	-0.0916637885	-0.1241223196	-0.2130004798	0.0759568942	0.0605064082	0.1303957915	-0.0421670018	-0.012223393	-0.085134946	-0.1866921535	-0.0926006996	0.0071851964	0.0317960799	-0.018335926	0.0727765454	0.1131126248	0.1029356132	-0.0550334992	0.0396303591	-0.109967377	-0.0132752295	-0.1647505301	-0.048013465	-0.0012075241	-0.0476548899	-0.103551622	0.039693434	-0.0661714185	-0.0588814806	0.0092147672	0.0267294731	-0.0011432825	0.0155362126	0.0773324096	0.0902229959	0.0148331378	0.1284449271	0.019284878	0.1369548774	0.0193762434	0.032570273	-0.1043755588	-0.0635191109	-0.1097829498	0.0327721518	-0.0163020278	0.0352268987	-0.2241482662	0.0953079352	0.0128931752	0.0219068685	-0.0044368418	0.0028226464	-0.1001458508	0.0405348762	-0.0914065368	-0.1757428006	-0.078569598	0.0031615596	0.0602062255	-0.1170316974	-0.0261862811	0.0201304655	0.099854025	-0.0897839907	-0.0058881143	-0.0425071833	-0.1484671825	-0.1061798188	-0.0381954817	0.1295065359	-0.1020917478	0.0578260613	-0.0065524317	0.0097069606	0.2005925391	0.0111620661	-0.1658354811	-0.0320241768	-0.1088102424	0.0872227689	-0.0505739399	0.1136742748	0.110592125	0.105516962	-0.0290515	-0.0152487	0.00023252285169	0.00084398965225	-0.0593318	0.0065234	0.0035202624912399	4.255474756000008e-05	-0.0547813	-0.0343859	0.0011823901188099	0.0030009908296899	-0.000265228	0.0001808779999999	3.271685088399999e-08	7.0345891984e-08	-0.00139533	-0.0001291999999999	1.9469458089e-06	1.669263999999997e-08	0.000371907	-0.0001349349999999	1.3831481664899998e-07	1.8207454224999997e-08
758.3594399221453	0.7945002475381671	0.6312306433382088	575109.0401190298	869.7926012645303	2.308943054949168	756539.1692145182	5.331218030997997	700.8602274014547	0.7616785739687657	491205.0583532188	0.5801542500430925	717.4436146468814	622.5777687645465	1.078374	23.308475	0.08375285	0.041321	-0.0648789396	-0.0495106559	0.1226224694	0.010375198	0.0583888595	0.1202894709	0.0018805027	0.0262888601	0.1348708558	0.0018758082	-0.061562796	-0.079781842	-0.0022437512	-0.1650723848	0.0976065101	-0.0492327674	-0.0704897372	-0.0321978724	0.0893229626	-0.0787338442	0.0092248631	0.1659848861	0.1218555613	0.0997871691	0.0962334814	-0.0986698322	0.065506933	-0.0445139101	0.0105133172	-0.0502801474	0.0562906207	-0.063740058	-0.0207411576	0.0598280854	0.1817336102	-0.0770283098	0.0121798395	0.1361234948	0.0484041151	0.0697546522	0.0112408223	0.104431283	0.013451407	-0.0385022262	0.069958423	-0.0642445084	-0.0714684383	0.0023326459	-0.0338546573	0.0812781116	-0.0255432027	-0.0979189826	-0.0800741654	0.0038450133	-0.0683544105	-0.0219800547	-0.170419615	-0.007666205	-0.0892552339	0.0627521531	0.0911302334	-0.0818531658	-0.1240642335	0.0249285565	0.0424018353	-0.1756126203	0.1379862025	-0.0150874116	-0.0246632995	0.062571856	0.0153514462	-0.0364018336	0.0703370882	0.1240594894	-0.0596047921	-0.1440083977	0.1150854701	0.0236003	0.0522773681	0.0515629819	0.0230814853	0.1266361519	0.1658444676	0.1083301095	-0.0543314288	0.0684468397	-0.039330727	0.0094777071	0.0318664204	0.0093979093	0.1191681554	-0.0501593958	0.0056311296	-0.0981832531	0.1297377667	-0.0547374652	-0.0645700201	0.0488385086	0.0485062628	-0.0192145849	0.12674014	0.0519292869	-0.0726367367	-0.0860790111	0.1603439045	-0.1337448064	-0.0112048061	0.087072515	-0.0643502604	0.1284087352	-0.0099999887	-0.001055263	-0.0327354139	-0.0263985271	0.129260428	0.0738281848	-0.1049345818	0.0349606225	0.0235321731	0.031181693	0.1133324686	0.1092392569	0.1025263906	-0.0324981	-0.0034466	1.1879051560000008e-05	0.00105612650361	-0.0286415	0.0306902999999999	0.00082033552225	0.0009418945140899	-0.0419541	0.0128271999999999	0.0001645370598399	0.00176014650681	-0.00017399	9.1238e-05	8.324372643999999e-09	3.0272520100000003e-08	-0.0011227	0.00027263	1.26045529e-06	7.432711690000003e-08	0.0	-0.000371907	0.0	1.3831481664899998e-07
757.701767215058	-0.6576727070872721	0.4325333896475008	574111.968040822	875.4282143740328	5.635613109502515	766374.5585221075	31.760135119996605	700.9769496966072	0.1167222951524991	491368.68400595983	0.0136240941856671	718.1628192105802	625.4451292033971	1.057849	22.864849	0.0895291699999999	0.0425203	0.0556818595	-0.0020753918	0.0808850266	0.0198891228	-0.0319623066	0.0871567057	-0.0263580054	-0.1528147143	-0.029719821	0.0134763155	0.116649493	-0.0024829599	-0.1244062724	0.0198514355	0.1340228787	0.1483338349	-0.0213180481	0.0455160846	0.0195510656	-0.0519691951	0.1201297189	-0.0738144032	-0.0824121221	-0.0017307379	0.0457140203	0.1161842773	-0.0147697687	-0.0888316015	0.0003848004	0.1794678927	-0.1927949964	-0.0981652473	-0.118634608	0.025830998	0.0355555382	0.0431255812	-0.0207345469	-0.0493237759	-0.0077408917	-0.020668823	0.1224595665	-0.1646687897	0.1351100139	-0.1029638153	0.0517221882	-0.1044801902	-0.0131254045	-0.0770442355	-0.1398098204	-0.0173329522	0.0782349008	0.0097229297	0.0309041181	0.004449125	-0.0733290884	0.004771622	-0.0311833222	-0.1071077752	-0.1227943869	0.0993608011	-0.0056635733	-0.0596365147	0.0931604515	0.0456673852	-0.0250902274	0.0366902244	0.0809614327	-0.1066812005	-0.0110218646	-0.0067312862	-0.1083642007	-0.0997805544	-0.1129649805	0.000113934	0.0054779713	0.1199325785	0.0635647054	0.099584116	-0.0142345951	0.1167611307	-0.0561363569	0.0200637504	0.0066490088	-0.0899659003	0.0251520355	-0.0009708508	-0.0024511066	-0.0845775944	-0.1344691711	0.0481472764	0.0554493745	0.1165878991	-0.0687032132	0.1258118924	-0.0529739745	0.0340909771	-0.0144520765	-0.0154990584	0.0443946695	0.0250905121	-0.118138039	0.0265299488	-0.0125238281	-0.165814894	0.1398344062	0.1136257561	0.0410049837	-0.0481959871	0.1135498272	-0.0306079897	0.0740196951	0.1400610259	-0.0290988957	0.0769340995	-0.0205168119	-0.1393266039	0.0790357055	0.1582365258	-0.0236409332	-0.0545355733	0.1129422506	0.1076997553	0.099141769	-0.00984805	0.02265005	0.0005130247650025	9.69840888025e-05	-0.058428	-0.0297865	0.003413831184	0.00088723558225	-0.0522179	-0.0102637999999999	0.0001053455904399	0.0027267090804099	-8.449599999999998e-06	0.0001655404	2.740362403216001e-08	7.139574015999996e-11	-0.000999372	0.0001233279999999	9.987443943840002e-07	1.520979558399995e-08	0.000247708	0.000247708	6.1359253264e-08	6.1359253264e-08
757.2810267004941	-0.4207405145639313	0.1770225805955217	573474.5534005545	872.6112993891454	-2.816914984887376	761450.4798216128	7.935010032083045	701.744870670335	0.7679209737277688	492445.8635121252	0.5897026218910045	718.7069692383069	617.9013244931823	0.991496	21.43066	0.08627712	0.0465091	0.1060103363	0.0823360256	0.0432046549	0.024006359	-0.0638599364	-0.0370261543	0.1372189416	0.0311714116	-0.0032020051	0.0134304453	0.0218850751	0.0023835874	-0.0021144032	-0.0390878074	0.1121578619	0.130428682	0.0341123145	0.030037453	-0.1454777165	0.034727111	-0.022390045	0.0639203016	0.0360080168	-0.1548283517	0.0386729713	0.1780198639	-0.108457441	-0.0012536414	0.0340262426	0.0800815221	-0.0868359726	0.0433391257	0.0177285974	-0.0874550611	0.0245257086	-0.002386868	0.0015368261	0.094783934	-0.0311893772	-0.1034429395	0.0939824875	-0.1687761779	-0.1214376643	-0.0621671262	-0.0554482753	-0.0204197618	0.0698097557	-0.1732594467	-0.0278765156	0.0968325308	-0.0302778511	0.0594183535	-0.0599479076	-0.0570013335	0.1766301976	-0.1300263435	0.0022341605	0.0808584936	0.1657343836	0.0547084667	0.0214689103	-0.0138507278	0.0268043503	-0.0016235311	-0.075681599	0.0040910862	0.0351785733	0.0311512084	0.0023618185	-0.0129026979	0.0020298079	-0.0064067146	0.0943757179	-0.0499589881	-0.0565026094	0.1306037245	-0.0494234782	0.0531186268	-0.0130783941	0.062791669	-0.0760503708	-0.0269729675	0.0363931997	-0.0771306515	0.2349405433	-0.00859899	0.0169813186	0.0396130302	-0.1026359625	-0.0798413623	0.0689537759	0.002617575	0.0685261394	0.0184478369	-0.1238497855	0.1758964568	0.0511367026	-0.0279766827	-0.0991612525	0.0970105602	0.1054287965	-0.1096392399	-0.1033039229	-0.0318397287	-0.0706510732	0.0014843333	0.035477397	-0.0592006243	-0.174020842	0.0014791358	0.1447973193	0.0234402988	0.0763221886	-0.0250073714	-0.0264631991	0.0494788909	0.0113820623	0.0051609264	-0.0487136903	0.0905372976	0.1125037874	0.1059762505	0.0953761056	-0.0143129	-0.0044648499999999	1.9934885522499995e-05	0.00020485910641	-0.0215603	0.0368677	0.00046484653609	0.00135922730329	-0.0394835	0.0127344	0.00016216494336	0.00155894677225	-0.000496858	-0.0004884084	2.3854276519056e-07	2.46867872164e-07	-0.00111426	-0.0001148879999999	1.2415753476e-06	1.3199252543999964e-08	0.000288615	4.0906999999999966e-05	8.3298618225e-08	1.673382648999997e-09
