	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_svc__C	param_svc__kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
14	0.016665840148925783	0.00017159318894202283	0.0026804447174072266	0.0002255884594429278	100.0	linear	{'svc__C': 100.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
15	0.01615304946899414	0.0002228586292199017	0.0025205612182617188	0.0002326999042610753	316.22776601683796	linear	{'svc__C': 316.22776601683796, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
16	0.016646909713745116	0.00037883715619470163	0.002644777297973633	0.00022942176355591362	1000.0	linear	{'svc__C': 1000.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
17	0.01586289405822754	0.0005959988460606333	0.0023336887359619142	6.0003926918082594e-05	3162.2776601683795	linear	{'svc__C': 3162.2776601683795, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
18	0.015768051147460938	0.00024676679986406955	0.0025734901428222656	0.00031217025075614617	10000.0	linear	{'svc__C': 10000.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
19	0.016524648666381835	0.0007749364463445083	0.002572488784790039	0.00018061231986966323	31622.776601683792	linear	{'svc__C': 31622.776601683792, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
20	0.01596865653991699	0.0003163176337799109	0.002568626403808594	0.00018108255063756584	100000.0	linear	{'svc__C': 100000.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
21	0.016224193572998046	0.00044591294720175607	0.0025743484497070313	0.0002611414097305451	316227.7660168379	linear	{'svc__C': 316227.7660168379, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
22	0.016618919372558594	0.0009008325814274328	0.0024193286895751952	9.432395845334807e-05	1000000.0	linear	{'svc__C': 1000000.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
23	0.015800333023071288	0.0003449959711837909	0.0026941776275634767	0.0003925241521845208	3162277.6601683795	linear	{'svc__C': 3162277.6601683795, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
24	0.01635713577270508	0.0005958870750982641	0.0024268627166748047	0.000136539970182561	10000000.0	linear	{'svc__C': 10000000.0, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
25	0.01619420051574707	0.0007324240573959817	0.0024868011474609374	0.00018191181972133062	31622776.60168379	linear	{'svc__C': 31622776.60168379, 'svc__kernel': 'linear'}	0.5135135135135135	0.40540540540540543	0.5	0.4722222222222222	0.3888888888888889	0.456006006006006	0.05014115831708517	6	1.0	1.0	1.0	1.0	1.0	1.0	0.0
