	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_svc__C	param_svc__kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
14	0.00936746597290039	0.0005032864748592757	0.0013700485229492187	0.00015464106200560737	100.0	linear	{'svc__C': 100.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
15	0.009235906600952148	0.000558782970201254	0.0014212608337402343	0.0002556540711803499	316.22776601683796	linear	{'svc__C': 316.22776601683796, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
16	0.008939456939697266	0.0002345157376294274	0.0014196395874023437	0.00019762093628888537	1000.0	linear	{'svc__C': 1000.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
17	0.009102153778076171	0.0003748824898420848	0.001525115966796875	0.00023660001511124963	3162.2776601683795	linear	{'svc__C': 3162.2776601683795, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
18	0.00864725112915039	0.00015922765839969475	0.0013289928436279296	0.00013328288645613316	10000.0	linear	{'svc__C': 10000.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
19	0.009089851379394531	0.0004955365897689139	0.001221609115600586	1.5256106617702633e-05	31622.776601683792	linear	{'svc__C': 31622.776601683792, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
20	0.009049797058105468	0.00040224606281064436	0.0013661861419677734	0.00013765533097513083	100000.0	linear	{'svc__C': 100000.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
21	0.009435272216796875	0.0007235250810906579	0.0013251781463623046	8.893778719420258e-05	316227.7660168379	linear	{'svc__C': 316227.7660168379, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
22	0.009022235870361328	0.00037999317388075443	0.0013982295989990235	0.0001856323198578551	1000000.0	linear	{'svc__C': 1000000.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
23	0.00915069580078125	0.00037424798799951713	0.0015596866607666016	0.00019515270116561253	3162277.6601683795	linear	{'svc__C': 3162277.6601683795, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
24	0.008855342864990234	0.00016752124795949163	0.0015684604644775391	0.0002663649498325236	10000000.0	linear	{'svc__C': 10000000.0, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
25	0.008764123916625977	0.0002716594313522046	0.0012652873992919922	7.434608505622371e-05	31622776.60168379	linear	{'svc__C': 31622776.60168379, 'svc__kernel': 'linear'}	0.4444444444444444	0.2962962962962963	0.4230769230769231	0.46153846153846156	0.5	0.4250712250712251	0.06914688973222106	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
