global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
847.259480383822	n/a	717848.6271002642	n/a	984.9875757255454	n/a	n/a	970200.524333687	811.245706473279	n/a	658119.5962713296	n/a	822.6427392765708	686.1946400356394	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00230274	n/a	5.302611507600001e-06	n/a	6.99606e-08	n/a	4.894485552360001e-15	n/a	-1.36214e-05	n/a	1.8554253796e-10	n/a	-0.000453346	n/a	n/a	2.05522595716e-07	-0.000492855	n/a	2.4290605102500004e-07	n/a	0.0	n/a	n/a	0.0
845.3396187079801	-1.919861675841957	714599.0709573532	3.6858688543666895	979.2561718609306	-5.7314038646147765	32.8489902593212	958942.6501277244	810.6768555400037	-0.5688509332753711	657196.964108228	0.3235913842882607	822.3124818866455	680.11806231775	1.255012	26.236406	0.1392261347394	0.0804971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.20567e-05	-0.0022806833	4.864980148899998e-10	5.20151631489889e-06	0.0648971	0.0648970300394	0.00421163358841	0.0042116245079347	0.0242803	0.0242939214	0.00058953296809	0.0005901946169893	-0.000304131	0.0001492149999999	2.2265116224999987e-08	9.249566516100001e-08	0.00031302	0.000805875	9.798152040000001e-08	6.494345156250001e-07	0.0	0.0	0.0	0.0
843.6933543856297	-1.646264322350362	711818.4762344758	2.7101862190436963	972.3589108627076	-6.897260998223032	47.57220927760858	945481.851534111	810.2345715562817	-0.4422839837219499	656480.0609449914	0.195615122256958	821.1482962241573	668.1883188146617	1.045196	21.850147	0.0927932133	0.0391735	-0.0304061982	-0.2010269025	0.0261945459	-0.108174216	0.0653702792	0.0549726698	-0.031829076	0.1037347779	-0.1136595302	0.0186157234	-0.1025670404	0.1524612552	-0.2915233301	0.215672535	-0.0067304548	0.0049187735	-0.0633502785	0.0998808195	-0.1633837967	0.0135423738	-0.035112864	0.1933812601	0.2772336123	-0.1012712264	0.1975538602	-0.1066204247	-0.0804997164	0.0069901392	-0.1550304505	0.085033068	-0.1249570204	0.0944261187	-0.1548125287	0.0338546082	-0.0155232799	0.0304047942	-0.1579598241	0.0405250097	-0.0867609935	0.0815081019	-0.0453809284	0.0776013546	-0.0173275421	-0.0505646379	0.0762821602	-0.0461687834	-0.0127212142	0.0048265878	0.0586475086	-0.2134518828	0.1146346977	0.0825504394	-0.0518195542	-0.0458888063	-0.0013473063	0.0725386512	0.0119982244	0.0074811025	0.0574278675	-0.0176939302	-0.0065146391	-0.0010743504	0.3183876644	0.0063094594	0.0128531912	-0.009902521	-0.1174080974	0.1018849997	0.0625629042	0.0771789316	-0.0110839792	0.1329402862	-0.007436346	0.1840697015	-0.3430226746	0.071880644	-0.239217483	0.0994453671	0.2040567928	-0.0109871249	0.0400621346	-0.0543797907	0.1434819134	-0.0282310573	0.0488915863	-0.0760928637	0.0941506608	-0.0285930216	0.1121417513	-0.1671844749	0.0388994682	-0.0658709468	0.063318074	0.0689830406	-0.0738841444	0.089839986	0.0889473478	-0.0585666781	0.0287755229	0.1218143209	-0.0847742439	-0.0493909359	-0.0196758675	0.0524981928	-0.008644264	-0.0960014057	-0.0265172843	0.0398662295	0.058000768	-0.0339000554	-0.0927625973	-0.1398855983	0.1067066181	0.0103377985	-0.2253479873	-0.1131990567	0.166416828	0.0051804581	0.010354736	0.0426302171	0.1154637225	0.1154447293	0.1154130763	0.0	0.0	0.00813499	0.0081129333	6.61780623001e-05	6.581968673024888e-05	0.0437762	-0.0211208999999999	0.00191635568644	0.0004460924168099	0.0505473	0.026267	0.00255502953729	0.000689955289	7.42086e-05	0.0003783396	1.4314085292816006e-07	5.506916313960001e-09	0.00012929	-0.00018373	1.67159041e-08	3.37567129e-08	-0.000183778	-0.000183778	3.3774353284e-08	3.3774353284e-08
843.1311787867488	-0.5621755988809127	710870.1846423326	0.3160414039771129	973.2161833608492	0.8572724981415831	0.7349161360699107	947149.739555458	809.9747066143615	-0.2598649419202274	656059.025355021	0.0675297880392031	821.1154371615693	669.53687656166	0.8836889999999998	18.473789	0.0548382349999999	0.0273246	-0.0268464141	-0.1993691459	0.0668615868	-0.1110190879	0.0145471947	0.0101814095	-0.0893231088	0.0590764119	-0.0831917489	0.0215352459	-0.1307241238	0.1141218045	-0.2834053801	0.2052909453	-0.0414784614	0.0065893778	0.0201793793	0.1080113197	-0.1196313315	-0.1117406096	-0.0408862098	0.1594703825	0.1960920043	-0.0768911811	0.1174316936	0.0123640372	-0.0396075182	-0.0918082138	-0.1187441083	-0.040984685	-0.0358692275	0.1399523479	0.0914538538	0.0784848149	-0.0604570766	-0.0807350118	-0.1205996142	0.0562867293	0.0963534236	-0.0176061676	-0.0299240864	0.0067167406	0.1731563562	0.0536571707	0.0483618326	0.0464183255	0.1122571265	0.1954606705	0.0938355435	0.0454628592	-0.0668788262	-0.0550301704	0.1696783761	0.2115020266	0.0132563609	0.0730974829	-0.0866742563	0.0082532647	-0.1066846839	-0.0677489236	0.0060056434	-0.0600473015	-0.097427786	0.0527229093	-0.080976841	-0.0222894444	0.07008805	-0.0127814008	0.0634664743	0.0288308279	-0.0771019811	0.1273881741	-0.0567582951	0.1940949289	-0.2189055961	0.1026286671	-0.0747106083	0.1199162125	0.0417917881	-0.073364033	-0.1236020397	0.1492025991	0.2078234783	0.0376967588	-0.0410237264	-0.0188113546	-0.0082771451	0.0067026675	-0.0243347532	-0.0906805332	0.0379721289	0.0563348667	-0.1179415084	0.0816890625	-0.0251267759	-0.0675844039	0.0276515695	-0.1267049083	-0.0827675332	-0.0580636128	0.0323030524	0.0263583178	0.0468597964	-0.0369252142	-0.0508676476	0.0563700802	-0.007967404	-0.1615891178	0.0965900441	-0.0645806463	-0.0049040084	0.1316759221	-0.0675939976	0.1414658314	0.1124847871	0.0301906758	-0.0613670175	0.0952561596	-0.0935690767	0.1657226367	0.1154130763	0.1152422001	0.1149575937	0.0	0.0	-0.00348535	-0.01162034	1.21476646225e-05	0.0001350323017156	0.0437898	1.359999999999556e-05	0.0019175465840399	1.8495999999987923e-10	0.0682453	0.0176979999999999	0.0046574209720899	0.0003132192039999	-0.000164398	-0.0002386066	5.693310956356001e-08	2.7026702404000006e-08	4.15487e-05	-8.77413e-05	1.7262944716899996e-09	7.69853572569e-09	0.0	0.000183778	3.3774353284e-08	0.0
842.4085296196829	-0.7226491670659243	709652.1307759961	0.5222218186610742	973.2272981443886	0.0111147835393694	0.000123538413127	947171.3738534264	810.1602188232364	0.1855122088749112	656359.5801637142	0.0344147796416487	821.0511336848676	661.6604167944897	0.943977	19.734116	0.0881320999999999	0.0418657	-0.0074996785	-0.1278510249	0.0491515068	-0.1113777902	0.0777343591	0.0500110365	-0.0541289799	0.0684771929	-0.0226248476	0.0198214221	-0.084347867	0.0607662182	-0.248007939	0.1328912295	-0.0141124185	-0.0388073079	-0.0005153563	-0.0037524432	-0.0539123475	-0.0815402984	-0.0688225858	0.1597186178	0.1604466476	-0.0934057356	-0.0349990943	-0.0053308564	-0.0551991191	-0.1818294684	-0.1112581283	-0.0838545515	0.0032691433	-0.109563341	-0.1106348512	-0.0736765383	-0.002752059	-0.0425782378	-0.0370220302	0.0199895696	0.0372264845	0.0849497996	0.0921484055	0.0638665328	-0.0520660793	0.0266066059	-0.1606581237	-0.0444145886	-0.0424640308	0.0957971548	0.0118950193	0.1349269705	-0.051848322	0.0699690909	0.133988044	0.0049637218	0.0646838478	-0.0810001682	-0.1260678371	0.0544982968	0.0612129675	0.0543262696	-0.0424136578	0.0810794211	-0.1066033151	0.072222748	0.0633918434	0.1177973478	0.0627156358	-0.0305056929	0.0007566655	0.0299507231	-0.0414784755	0.1318224192	-0.0730270861	0.1314446078	-0.2543898035	-0.0280399848	0.063343536	0.1047420545	-0.0188188464	-0.126923994	-0.0014437548	0.0058286809	-0.0151531061	-0.0026876779	0.0577923494	-0.176634082	-0.0370378958	-0.1363997042	-0.0470803234	0.0172905417	0.0068092421	-0.0367741008	0.1003886882	-0.06492289	0.0801286578	-0.0353414293	-0.1252755675	0.0084601259	-0.0074625303	-0.2021902267	0.0965171413	-0.0658141336	0.064510947	0.0480940996	0.0563107009	0.2009098859	0.0381466218	0.024134964	-0.0379449771	0.0879672032	0.1609215176	-0.119484069	-0.0887119932	0.0608936798	0.1125809792	0.0348686011	-0.0202447738	0.0299111732	0.0535743136	-0.0124184589	0.1153118061	0.1148374968	0.1140484259	0.0	0.0	-0.0241191	-0.02063375	0.00058173098481	0.0004257516390624	0.0673381	0.0235483	0.00453441971161	0.00055452243289	0.0793998999999999	0.0111545999999999	0.0063043441200099	0.0001244251011599	-3.84933e-05	0.0001259047	1.585199348209e-08	1.48173414489e-09	0.000163057	0.0001215083	2.6587585249000002e-08	1.4764266968890005e-08	-0.000408496	-0.000408496	1.66868982016e-07	1.66868982016e-07
843.9661242273723	1.5575946076894525	712278.8188433725	2.426100961903259	973.5530927672708	0.3257946228821993	0.1061421362989544	947805.624436718	809.9449421764862	-0.215276646750226	656010.8093572715	0.0463440346360216	820.9857797266255	666.7579482472414	0.956262	19.990948	0.04500414	0.0259199	0.0191707218	-0.0828069358	0.1315410267	-0.1235945525	0.0003691752	0.0136129713	-0.1110108927	-0.0433708432	0.0050200065	-0.0273338841	-0.1886199775	0.0037396796	-0.1230972541	0.0994114979	-0.0844872287	0.0247694253	-0.0189713228	-0.1095215459	0.0202446428	-0.0877907569	-0.0142572304	0.1260719236	0.1354901608	0.0092087417	0.0838274135	0.0579218287	-0.0292543359	-0.0465089683	0.0093745021	-0.0321124652	-0.1336815884	-0.0285432564	0.0950023941	-0.0186596157	-0.0845603311	0.2383798606	0.06244756	0.0324232395	0.0597465601	-0.0097864529	-0.0349135051	-0.0110040543	0.0617922179	-0.0888840466	-0.0136493127	0.0080036581	-0.1596098736	-0.27056766	0.0888921411	-0.1482807077	-0.162297269	-0.0773707541	-0.0229281022	0.0203816865	0.0166528652	0.0425337332	0.0305900919	0.0912120126	0.0363510671	0.050260585	0.0294780248	-0.0864667828	-0.1937600449	-0.0366405316	0.1473251434	-0.0162527277	-0.0335563021	-0.0581724299	-0.0965432797	-0.0441339216	-0.0484389796	0.0439077893	-0.100216884	0.0657219818	-0.1598633432	0.0528954541	-0.0610002135	0.0499083205	0.0845063583	-0.0458238591	0.008801153	0.1384954906	-0.0532998737	0.1891211596	-0.1440080025	0.0561992525	-0.0127668664	-0.1175069436	-0.0842290026	0.042996009	-0.1418384552	0.0955721512	0.1984571195	-0.0848220555	-0.0500639969	-0.107538587	0.0910205871	0.1217922689	-0.0260727377	0.2338161528	0.0238591155	-0.1404422624	-0.028645117	0.0042474234	-0.0482252813	-0.0624181465	-0.0633816841	0.062163565	-0.2190053923	-0.0241561206	-0.0625086865	-0.0395853775	-0.063903478	-0.0279655688	0.1579365935	0.0896991651	-0.1216451957	-0.0044438234	-0.0240619928	-0.0402800439	0.1151599564	0.1142313295	0.112689161	0.0	0.0	-0.0375176	-0.0133984999999999	0.00140757030976	0.0001795198022499	0.0879881	0.02065	0.00774190574161	0.0004264225	0.0794058	5.9000000001002695e-06	0.00630528107364	3.481000000118318e-11	3.40719e-05	7.256520000000001e-05	5.265708251040001e-09	1.16089436961e-09	1.66274e-05	-0.0001464296	2.7647043076e-10	2.1441627756160005e-08	-0.000408496	0.0	0.0	1.66868982016e-07
844.4205175194382	0.4543932920659017	713046.0104077959	0.2064732638744878	972.8750909713754	-0.6780017958953977	0.4596864352373844	946485.942632562	810.303457748776	0.3585155722898889	656591.6936396225	0.1285334155743465	821.1425255788946	670.5492553310037	1.038217	21.704237	0.20905571	0.134758	0.0534696587	-0.1868067307	0.1002215461	-0.0599462957	0.0132808441	0.0761653218	-0.0241919713	0.0059829392	-0.0921083426	-0.0717251162	-0.1529808074	-0.0236500081	0.0794536375	-0.0870098342	-0.0419519589	0.1498487436	-0.0392929134	0.0010159396	-0.0728727664	-0.0778878626	-0.0292264306	0.0761804018	0.0646172372	0.0251126149	-0.2096428914	-0.1351777616	0.1050866959	0.0942267287	-0.0020886129	0.2056941506	0.0837129736	0.1713902766	0.2125488185	-0.00986499	0.0268037874	-0.1047735777	0.087715899	0.1350595198	0.0354838749	-0.2058180082	-0.0216445176	-0.019368729	0.1040547326	0.177644501	-0.1006911208	-0.1366377568	-0.0296040286	-0.0637995741	-0.0295059328	0.0975785513	-0.0822884145	-0.1246793382	0.0350594545	-0.1127817443	0.0622637538	-0.0616011864	-0.0154907637	0.0148796568	0.0113046998	0.0772332031	-0.0306562363	0.1213696016	0.0661142421	0.0723214951	-0.097675958	0.0465725182	-0.0257558713	0.0522518092	-0.0570853123	0.0039774057	-0.1122480983	0.0764621703	0.008607949	-0.0118985326	-0.0913378546	-0.1744317834	0.2250865653	-0.042244763	0.1427993603	0.1720353525	-0.1479688171	0.1561164004	-0.0721617817	0.0097105708	-0.098426811	0.0212585113	0.1337540742	0.2394826441	-0.1822545583	0.080082776	-0.0266156352	-0.0863779678	-0.0938487855	-0.0567075738	-0.1493589131	0.096101558	-0.0592151015	0.0826592361	0.0397421714	-0.0462993901	0.1560644658	-0.0154384102	0.1177036967	0.0099208733	-0.0124176781	-0.0729427175	0.1925764762	-0.0578576313	0.1398151595	-0.0221069398	-0.0558212697	0.0575453669	0.159860802	0.0054506063	-0.108695776	0.0342318156	0.067825486	0.1408787806	-0.0921320694	-0.0973170767	0.1149575937	0.1134247617	0.1108851636	0.0	0.0	-0.0406891	-0.0031715	0.0016556028588099	1.0058412250000004e-05	0.185412	0.0974239	0.034377609744	0.00949141629121	0.171003	0.0915971999999999	0.0292420260089999	0.0083900470478399	-0.000124863	-0.0001589349	2.526030243801e-08	1.5590768768999997e-08	1.41241e-05	-2.5033e-06	1.9949020080999998e-10	6.2665108900000006e-12	-0.00058432	-0.000175824	3.091407897600001e-08	3.414298624000001e-07
842.6696352073235	-1.7508823121147543	710092.1141004437	3.065588870876308	972.802665607668	-0.0724253637073388	0.0052454333081403	946345.0262133843	810.2096705886476	-0.0937871601284996	656439.7103153648	0.0087960314049688	821.3606195531313	673.1291765209703	0.998226	20.868219	0.1198337249999999	0.0742506	0.0643286327	-0.0728525858	0.1818185639	-0.0752048793	0.1005285368	0.1082411704	-0.029010607	0.0155639424	-0.074230774	0.0004820883	-0.1998590231	0.1426145366	0.0321546013	-0.0891533691	0.0877373852	0.2188957411	0.0346139219	-0.086065967	0.0146282153	-0.1387183306	0.0506587267	0.0373659541	0.0497127079	0.0523400196	-0.0809575336	-0.0134452305	-0.2226746068	-0.0338679823	0.1003317177	-0.0769410548	-0.0834011427	-0.1802827223	0.0065139658	-0.0380168463	0.1570908751	0.0260304006	-0.0986894868	-0.1408932355	-0.1755732355	-0.0875993707	0.1082589527	-0.0680161311	-0.0524663933	-0.1085176556	-0.0633738692	0.0453597519	0.0052553932	0.1389952151	0.0222308296	-0.0373206771	0.0804964557	0.1333912937	-0.1493381251	-0.1008969044	0.0658583899	-0.0710973979	0.1217447684	-0.2225403647	-0.0735753218	0.1601574272	-0.0027573665	0.0265800694	0.0635279091	-0.0724882489	0.1364802324	0.1473563978	-0.0947554385	-0.0472630369	-0.0523247102	0.0108434258	-0.1001191752	-0.0396696662	-0.1148498203	0.0684816089	-0.0082157516	-0.0704494736	0.0167647912	0.0483351193	0.0197050733	0.0513162218	0.2612471801	-0.0550813616	-0.1757606376	0.0472082972	0.1773052018	0.1370162387	-0.0300740686	-0.1555266409	-0.0277802764	-0.0712927944	0.1333421267	0.0403750542	0.0157157365	-0.0161891056	0.1420698248	-0.0245399997	-0.0067951775	-0.0626560868	0.1957204758	-0.1337787087	0.003597484	0.0676344373	-0.0597925122	0.0380990241	0.0555985179	0.0640108397	0.0627794215	0.1415756214	-0.0076355176	-0.1902837931	-0.0003642139	-0.0237008827	0.0258094355	-0.075448425	-0.048210492	0.1568300654	0.2099350482	-0.0442936057	0.0280081145	-0.1451010406	0.1147048067	0.1124192083	0.108643553	0.0	0.0	-0.0348105	0.0058785999999999	0.00121177091025	3.4557937959999974e-05	0.120592	-0.0648199999999999	0.014542430464	0.0042016323999999	0.137325	-0.0336779999999999	0.018858155625	0.0011342076839999	2.34436e-05	0.0001483066	2.199484760356e-08	5.4960238096e-10	0.000123191	0.0001090669	1.5176022481e-08	1.1895588675610005e-08	-0.000636089	-5.1768999999999904e-05	2.68002936099999e-09	4.046092159209999e-07
841.0297705532671	-1.639864654056396	707331.0749568811	2.689156083623503	968.463358502896	-4.339307104772047	18.829586149525163	937921.2767627088	810.0194116328173	-0.1902589558302452	656131.4472219755	0.0361984702736151	821.2516355949055	671.8177565256393	0.996042	20.822565	0.1239158799999999	0.0754069	0.0629897039	-0.0414535509	0.1123979918	-0.0333560821	-0.0862357998	0.0766816467	-0.0606440674	-0.0833809743	-0.1520063907	0.0421810549	-0.0611168255	0.2153828933	0.112529216	-0.0855321498	0.028873935	-0.0242421421	-0.1112932753	-0.0797024093	0.0448885465	-0.1340475935	-0.0065010832	-0.0447062989	-0.0508473983	0.0348189174	-0.166083019	-0.0428068072	-0.1227078783	0.0014500518	-0.058555793	-0.119502944	0.026666424	-0.0291961489	-0.0814414325	0.1070804452	-0.0295995043	-0.0770637039	0.1794706279	-0.0131892398	-0.0654504255	0.0304804679	-0.1987097024	0.0022302749	-0.2196994163	0.0528226164	0.0897044467	-0.0507380361	0.009316879	-0.0004459613	0.0748160282	0.1038796366	0.0059125732	-0.0199037197	0.0261866002	-0.0309949447	-0.0387654622	0.0148896417	0.029612072	0.0610332021	-0.0477366617	-0.067450624	0.1005504165	0.1375925294	-0.0134537067	-0.0535277833	-0.058466093	-0.0817605533	-0.0740512411	0.059764675	-0.102253726	-0.06233193	-0.1622380197	-0.0636676571	-0.0389755401	0.0999404035	0.1306337611	-0.0938805782	0.085546689	0.0193071131	-0.0581386268	0.0381147428	0.1196483485	-0.1641435316	0.0755044433	-0.1401468311	-0.0971165302	0.0639294	-0.0245481263	-0.1800693615	-0.0018165559	-0.0155513172	0.037341102	-0.102194372	0.0185062487	-0.0982471945	-0.1169945861	0.051027226	0.0417136544	-0.0342448202	-0.0637950086	0.0073347105	0.0209579756	-0.0476954774	0.157211795	-0.0525476363	-0.007718506	0.0451981658	-0.1453280102	-0.0206413453	-0.0028207864	-0.0245358954	-0.0119679421	-0.0101438197	0.0610776068	-0.0688863161	-0.1389919504	-0.0235880389	0.0094138187	-0.1002651028	-0.0610492736	0.0334858331	0.1144017065	0.1112164334	0.105973176	0.0	0.0	-0.0372508	-0.0024402999999999	0.00138762210064	5.955064089999997e-06	0.19018	0.0695879999999999	0.0361684324	0.0048424897439999	0.148447	0.0111219999999999	0.0220365118089999	0.0001236988839999	-0.000231093	-0.0002545366	6.478888073956e-08	5.3403974649000004e-08	0.000611381	0.00048819	3.737867271610001e-07	2.383294761e-07	-0.000708674	-7.258500000000001e-05	5.268582225000001e-09	5.022188382759999e-07
840.0181945606412	-1.0115759926259216	705630.5671929192	1.0232859888571186	972.4792612608156	4.015902757919662	16.127474961066746	945715.9135823816	809.7770746376457	-0.2423369951716267	655738.9106087032	0.058727219228813	821.4216315210059	655.5866930121965	1.13139	23.65204	0.0927146499999999	0.0532454	0.0783350549	-0.0292317488	-0.0795461098	0.0256426167	0.086446661	0.1458845737	0.0739416687	0.0840956503	-0.0217291691	0.0205304584	-0.0162575318	0.1487925713	0.1321486289	0.0302158366	0.2262960589	-0.1305833815	-0.1796332014	-0.0882049308	-0.0006687918	-0.033251897	0.1182723054	-0.0277348785	-0.0686790692	0.1770000456	0.028197887	0.0633072159	-0.0336387882	-0.1244126629	-0.1362314061	0.0718886347	0.0379841556	0.0199995136	0.0688941969	0.1245099728	0.0960358904	0.1417178342	0.202441848	-0.0702000828	0.132418615	0.0722321331	0.0138644769	0.1049317508	-0.0250444022	-0.1388656592	-0.1355480065	-0.1532475452	0.0350873077	-0.0287521872	-0.1093510721	-0.0583246036	0.057967866	-0.0750630781	-0.0812302809	0.057282622	0.0332832834	-0.195913394	0.0023068494	0.1592999801	-0.0801239541	-0.0894963818	0.0044405937	-0.0131127427	0.1722615285	-0.1011756536	0.0050524016	0.0610861382	0.0482950665	0.0370063902	-0.1234843174	0.1403271938	-0.0602452358	-0.0861553263	-0.0831015567	0.142727788	0.2201796567	0.015837538	-0.0744051359	-0.0100163604	0.0542534782	-0.1375384744	-0.0066894729	0.0257371454	0.01948715	-0.0286063129	-0.107867629	0.1423236348	0.0569425103	-0.0779303766	-0.0851665261	0.1589347178	-0.0007264628	-0.222022175	0.0744968979	0.0529877633	0.088142343	0.1036622234	0.0093842202	0.1365554095	0.1622396054	0.0761823666	-0.0325173876	0.0027885323	0.0152737763	-0.1172186434	0.0416628176	-0.1271650998	0.14470411	-0.1425241295	0.0572686981	-0.0183786485	0.0223911222	-0.055743726	0.0087212614	0.1001791052	0.0028953086	-0.0389185059	-0.1331538334	-0.1686705369	-0.0363213947	-0.1512367297	0.1140484259	0.1098185471	0.1028845713	0.0	0.0	-0.0288718	0.008379	0.00083358083524	7.020764100000001e-05	0.161251	-0.0289289999999999	0.026001885001	0.0008368870409999	0.192769	0.044322	0.0371598873609999	0.001964439684	-0.000114256	0.000116837	1.3650884569000001e-08	1.3054433536e-08	0.000517969	-9.341200000000007e-05	2.68291884961e-07	8.725801744000014e-09	-0.000720118	-1.1443999999999994e-05	1.3096513599999987e-10	5.18569933924e-07
