global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
831.779612634952	n/a	n/a	691857.3239951507	894.5361569199554	n/a	800194.936037123	n/a	794.7134257744401	n/a	631569.4291061466	n/a	795.0282220570206	659.2367675631241	n/a	n/a	n/a	n/a	-0.2176767853	0.1076048668	-0.0421634188	0.1314435583	-0.0632653307	0.0218826452	-0.2465583575	-0.0626443226	0.1872831437	-0.0036954548	0.1282047563	-0.1899493636	0.0334292867	-0.165349676	0.0093119355	-0.2302459398	0.0378848968	-0.0091796361	0.1199184546	0.0444026467	-0.1799490097	0.0917277544	0.1263834432	-0.0600897462	0.1169998293	-0.0159407304	0.079358619	-0.037381527	0.0215245269	-0.0420999843	0.0339171353	-0.0630090391	0.0117212404	-0.1560575472	0.0438386455	-0.0947072858	0.0502220279	-0.1149781762	0.0528575702	-0.1355770899	0.0987561499	-0.038458444	0.2047028105	-0.0794737516	0.0263318731	0.0087113463	-0.1140758197	0.0069522688	0.0679094101	-0.0373089321	-0.0576923777	0.0079104507	0.1017873841	0.0212528612	-0.0846483826	0.030932123	0.0286766905	0.0110192989	-0.1431307053	-0.0322922243	0.0577022968	0.0725602011	-0.1165591037	0.0444363695	0.0141191877	0.0039704599	0.022170216	0.016432387	0.0262166334	0.027100826	-0.0657652897	0.1392257754	-0.2296646004	-0.0297042009	0.0567348774	-0.0907064518	0.1169877739	-0.0310280829	0.1346501679	-0.0166150389	0.0364763237	-0.1411307512	0.0101328123	-0.0375296598	0.0162640545	-0.0293273867	0.0759418017	-0.0494605014	0.2035778316	-0.0388758743	0.1173763176	-0.0542880824	0.0249764038	-0.00941206	0.0820703822	0.0137280447	-0.0539413985	0.1048424699	0.0236415106	-0.0287627883	0.0051559674	0.0042350699	0.0927371859	-0.0418243868	0.0951421866	0.0031116662	0.1351876803	-0.1540337494	0.0181843931	0.0475816041	0.1138680341	-0.0028621288	-0.0516838195	-0.1308723409	0.062389206	0.048292743	-0.0893224177	-0.0155099665	0.1055496489	0.1147017419	0.1146833673	0.1146527451	-0.0165801	n/a	0.00027489971601	n/a	-0.180295	n/a	0.032506287025	n/a	-0.233395	n/a	0.0544732260249999	n/a	-0.00285964	n/a	8.1775409296e-06	n/a	0.000363472	n/a	n/a	1.3211189478399998e-07	-0.00117362	n/a	n/a	1.3773839044e-06	0.0
829.660526256077	-2.119086378874954	4.490527081133364	688336.5888275106	888.5322165165989	-6.003940403356523	789489.4997879001	36.04730036705689	795.1501695270017	0.4367437525615969	632263.7920988195	0.1907451054015854	795.5038543943144	663.5740805412037	1.215098	26.690847	0.0732425999999999	0.0361977	-0.1923131034	0.0691774646	0.0617828554	0.1783563096	0.0039109924	0.1396585259	-0.1585074905	0.0416825472	0.0298671379	0.0595020564	0.0904468536	0.2458180773	-0.2042949058	-0.1708135283	-0.0752897843	-0.0543647426	0.0932475579	0.0608620181	0.0123308316	0.0908065119	-0.1019717035	0.1728367365	0.0973874655	0.0022499494	0.109829529	0.0608084348	-0.1429116263	-0.1335598508	-0.0535978084	-0.0816135506	-0.0626270948	-0.1890758647	-0.0170961476	-0.0037088244	-0.0256319225	0.0054878424	0.0937782624	-0.1182375355	-0.0828138725	0.0393318107	-0.0385360162	-0.0631068685	0.1215970253	0.02570253	0.0426224551	-0.0658997943	-0.090772988	0.0928945104	-0.0483666359	0.0791737448	-0.0170608372	0.0439587446	0.101638118	0.0705207172	-0.0546385327	0.0942885601	0.0105176607	0.0418785611	0.0017517779	0.0235372889	-0.01643132	-0.0064312046	0.0280448538	-0.0247760417	0.0854727806	-0.1261304298	0.0788719921	-0.046041983	0.0324367944	0.1110132891	0.0303949893	0.0483850295	-0.1634515089	-0.2250005666	0.0070991722	0.0774945151	0.2694725366	-0.0093384792	0.0095260386	-0.0985569118	0.0542147444	-0.0197721738	-0.0728004673	-0.0748459352	0.0030398682	0.0956188367	0.0388559861	0.0006972475	-0.099710116	0.0456147435	0.0926947444	0.0482517788	-0.0499483101	-0.0446834215	0.0425448291	-0.0689233262	-0.0886716555	0.1291552838	0.1789790544	-0.0746463529	-0.0453488056	0.0526820687	0.1365881064	-0.0038933952	0.0070925107	0.124493453	0.0042902029	-0.009197599	0.0535744357	-0.0021865009	-0.0313833139	-0.0011241573	-0.0044735844	-0.02714149	0.1051254918	0.0927223074	0.0553512041	-0.0598741308	-0.0792204845	0.1146527451	0.1144874327	0.1142120884	-0.0277281	-0.0111479999999999	0.00076884752961	0.0001242779039999	-0.182019	-0.0017239999999999	0.033130916361	2.972175999999916e-06	-0.221886	0.0115089999999999	0.049233396996	0.0001324570809999	-0.00333232	-0.00047268	1.11043565824e-05	2.2342638240000005e-07	-0.0	-0.000363472	1.3211189478399998e-07	0.0	-0.00103254	0.00014108	1.9903566400000008e-08	1.0661388516e-06	0.0
828.9371121009287	-0.723414155148248	0.5233280398688535	687136.7358182278	885.0439460941814	-3.488270422417486	783302.7865179603	12.168030539912666	795.1973167784784	0.0471472514766446	632338.7726116916	0.0022228633218019	795.8945010140828	650.0493127656581	1.042396	22.897264	0.09123907	0.0459312	-0.1986362563	-0.0031090307	-0.0850665578	0.119778972	-0.1339370635	0.0868047007	-0.2152084388	0.1034258841	0.0530211486	-0.0742227936	0.0526196235	0.0953633172	0.0208439159	-0.107773885	-0.0177670339	-0.0728684572	-0.1691902806	0.0423317726	0.0120800658	0.1402681541	-0.0930316388	0.1328059281	0.1066705194	-0.0898858442	0.1626987886	0.0431486856	-0.0449129116	-0.1151112005	-0.0633650161	0.132707733	-0.0223640747	0.0875390042	0.0514926862	-0.0802531695	-0.0308488636	0.1841031406	-0.0025935236	-0.0159022638	0.1019986954	0.0325923422	-0.1145198766	-0.0090068013	-0.0925035777	-0.0580438522	-0.1582981877	-0.1034056441	0.0729882354	-0.091046402	-0.0934605031	-0.0331056826	0.0329446262	-0.0157671641	-0.0093059873	0.0692829834	-0.038206313	0.008368172	0.1452798318	-0.0247112551	0.0383692601	0.029281046	-0.0081289291	0.1229270949	-0.1439131415	-0.0600807785	-0.0134226845	0.0699019621	0.1287307161	-0.1293587667	0.0741053523	0.154910902	-0.025165907	0.1120764793	-0.214740467	-0.0566652922	0.0604278043	0.0041370243	0.1436049814	-0.0456272443	0.0673890992	-0.0780393757	-0.0241861229	-0.0428633855	-0.174534677	0.0432202627	0.039028512	-0.0479800927	-0.0600632084	-0.0708429968	-0.0900770489	-0.1693701483	-0.1842113162	-0.0083852857	0.00667464	0.0845769453	0.0116243557	0.0554144494	0.0704623462	-0.0361892496	0.0334363204	0.0723083169	0.0841733714	-0.0087136377	-0.0390833479	0.0670687501	-0.021680028	-0.1853340448	0.0468064266	0.0274313808	0.1187689268	0.0047991237	-0.0649076242	0.0869619527	-0.0949552828	0.1529765102	-0.0797233061	0.0271889748	-0.1950791964	0.016946128	0.0051175366	0.1145547726	0.1140958982	0.1133324686	-0.00616848	0.0215596199999999	3.80501455104e-05	0.0004648172145443	-0.217163	-0.035144	0.047159768569	0.001235100736	-0.22579	-0.0039039999999999	0.0509811241	1.5241215999999928e-05	-0.00305019	0.00028213	9.3036590361e-06	7.959733690000012e-08	0.000117612	0.000117612	1.3832582544e-08	1.3832582544e-08	-0.000819653	0.0002128869999999	4.5320874768999976e-08	6.71831040409e-07	0.0
828.5229813061868	-0.4141307947419363	0.1715043151535878	686450.3305524919	881.1967037714703	-3.847242322711054	776507.6307377043	14.801273489659144	795.4458478429899	0.2485310645115532	632734.0968506531	0.0617676900272458	794.8637245492384	656.1747169938617	1.148299	25.223551	0.25286497	0.135553	-0.1720253138	-0.0174310734	0.0482852491	-0.0423300934	0.0387822988	0.163518465	-0.0940600984	-0.0156289879	-0.1125859266	-0.011854261	-0.0452306348	0.090856463	0.0430008739	-0.1543075325	-0.0943907202	-0.1096602576	-0.1070375675	0.1062552141	0.052209733	0.1001798389	-0.1209930908	0.1160739613	-0.0621977746	0.0108557849	0.0991661013	0.0068867376	-0.0226113092	0.113110791	-0.0221177786	0.1350055524	-0.1155485618	-0.0916824611	-0.0294380688	0.010310614	-0.0032909782	-0.0221954945	0.079960411	0.0883775422	0.017361908	-0.140392307	0.1650538491	0.0672865751	-0.0934712304	-0.0689534824	0.0836796768	-0.065470153	0.1678536291	-0.0161333912	0.0466504587	0.0071813383	-0.0501587376	0.1712848518	0.0474235229	0.0685968434	0.0066199804	0.0133970528	0.1889649244	0.0857495052	-0.0897951402	-0.0235646971	-0.0473879983	-0.1111739717	-0.1423091176	-0.0223995795	-0.0679307472	-0.0361545406	-0.0441309178	-0.0203868173	-0.0125082549	0.0780260353	-0.0964832491	-0.0576429869	-0.0991392577	-0.0479549174	0.0253253994	-0.0387406984	0.0712838976	-0.0858799972	-0.0419609859	-0.1742593068	-0.1523317388	-0.0054301117	-0.0543882886	-0.0456455958	0.0500579007	-0.1103945954	0.1566941922	0.1332745682	0.0267494883	0.0291797223	0.0084776469	0.0199814226	-0.117872045	0.1465111514	-0.0710318154	-0.0317611622	0.0572584122	-0.1122320251	-0.0241590751	-0.0778257215	0.0118415835	-0.1367012672	-0.0116718279	-0.1042136676	0.1302371714	-0.0522759982	0.0309434349	-0.0121771906	0.003744854	-0.0668329014	0.0780526055	0.0422435253	-0.0027142607	-0.1365389638	0.0531731938	-0.0003892051	-0.0986637711	-0.1065775158	-0.0225074677	0.1144078661	0.1135094328	0.1120172664	-0.0133879	-0.00721942	0.0001792358664099	5.21200251364e-05	-0.0994925	0.1176705	0.00989875755625	0.0138463465702499	-0.19201	0.03378	0.0368678400999999	0.0011410884	-0.00249079	0.0005593999999999	6.2040348241e-06	3.129283599999998e-07	-0.000727051	-0.000844663	7.13455583569e-07	5.286031566010001e-07	-0.000339815	0.000479838	2.302445062440001e-07	1.1547423422500002e-07	0.0
826.5781718437817	-1.9448094624051464	3.7822838450605945	683231.4741686082	888.6489540511664	7.452250279696045	789696.963536232	55.536034231229785	794.0725564644591	-1.37329137853078	630551.2249300017	1.8859292103469705	794.3307757983149	644.2136988679439	1.115269	24.498009	0.29971671	0.176497	-0.1297277186	-0.050591367	0.071923768	-0.0192393251	-0.100047856	0.0477434054	-0.1174367229	-0.0090573577	-0.0466039637	0.0766651431	-0.0476614887	0.128842988	-0.088740972	0.0354263657	-0.0035835446	-0.0846492598	0.0827532921	-0.0420539256	-0.10915076	0.0560345822	0.0368672595	0.134802208	-0.0461814562	-0.0210533769	0.0147228359	-0.0144286078	0.038533178	-0.1196508444	-0.0713513618	-0.1288675051	-0.0737086144	0.117599202	-0.1845782355	0.1156720404	-0.0232064857	-0.114935181	0.0551839724	-0.0210040747	0.0708987721	-0.0551542109	-0.0474829999	0.0839210842	-0.0753726289	0.2159752081	-0.1600229898	0.1262485095	-0.056724	0.1348888815	-0.0516698686	0.0008958969	0.0866860477	0.045671648	0.0830989565	0.1115168268	-0.0036911648	-0.0598566105	-0.1028059502	-0.0775731644	0.0159634717	-0.136557735	0.0092339247	0.0841389854	-0.0041146803	-0.0291411007	0.0855847551	0.0578756071	0.0847233442	0.0044411058	-0.1074935175	0.07137622	0.0387740402	-0.0742402062	-0.0773714504	-0.0549441174	0.1526739764	0.0463133276	0.0268692346	0.1668493883	-0.0223642927	-0.0933578104	0.0175876581	0.071053638	0.0674689565	0.134424564	0.1537333408	-0.0254148943	-0.1351623028	-0.0409236971	-0.0399298828	0.0866903653	0.046146211	0.0450361533	0.1620265225	-0.1892667653	-0.076184726	-0.0519300492	-0.088635916	-0.1372514742	-0.0143010144	-0.0407283064	0.1258851167	-0.0293940363	-0.0262964569	-0.1273192308	-0.0073238678	-0.0383474247	0.1743199404	0.1174572571	-0.0418654584	0.0405607568	-0.0785198822	-0.061812027	0.0630952535	0.1078771664	0.1750439104	0.0629225149	-0.0223565482	-0.0253688853	0.0566676925	0.1142120884	0.1127290384	0.1102715368	-0.00359234	0.00979556	1.29049066756e-05	9.59529957136e-05	-0.252859	-0.1533665	0.063937673881	0.02352128332225	-0.249163	-0.057153	0.062082200569	0.003266465409	-0.00131362	0.00117717	1.7255975043999998e-06	1.3857292089000005e-06	-0.000515602	0.000211449	4.471067960100002e-08	2.65845422404e-07	-0.000539229	-0.000199414	3.976594339600001e-08	2.907679144410001e-07	0.0
824.7917076963003	-1.7864641474814107	3.1914541502364835	680281.3610845791	882.1871413260069	-6.4618127251594615	778254.152320952	41.75502369503275	794.5455880103465	0.4730315458873519	631302.6914267072	0.2237588434045779	794.3872531428011	636.1772505731553	1.144053	25.130278	0.34474971	0.190816	-0.0619115553	-0.0772569082	0.0624641866	-0.0697751066	0.0639852946	0.1349871886	-0.0423738816	-0.0062588141	-0.1522168794	0.0813793359	0.0282697684	0.031954883	0.0688663702	0.0694265843	-2.89546e-05	-0.2374395064	0.0722194919	-0.0491415222	0.1870954341	0.0938972539	-0.0310207636	0.039442467	-0.0402542669	0.0246927126	-0.0330085732	0.0774708432	-0.2400737624	-0.0447252542	-0.0601366628	0.0699633689	0.0608627104	0.1053274141	-0.0756477346	-0.0549178346	0.0321998403	0.0371883892	0.0435729814	-0.0692664885	0.069248321	0.113624213	0.1336218723	0.0221060988	-0.1338225541	-0.0120642245	0.087694637	0.0495670416	-0.000780081	-0.0286356637	0.075492594	0.0643980716	0.0318101895	-0.0293162351	-0.0971162556	0.0373942818	-0.1133704698	0.0305251999	-0.1743772154	-0.1074096462	0.1092652213	-0.0065826563	-0.054112949	-0.1028915541	-0.0642053837	-0.0643071521	-0.1291622325	-0.0876158949	-0.1520838977	0.1110889283	-0.0835888881	0.1051732323	-0.0563590665	-0.1174928765	0.011192065	-0.0582998719	-0.11093675	0.041686927	0.1063712563	-0.0368160125	-0.1590971519	0.0341663447	0.0847946356	0.1411734424	-0.0929917248	0.1764376179	-0.0466213388	-0.0079669377	-0.0513511255	-0.0490799876	0.0273583836	-0.062499476	0.054380228	-0.0270893916	0.0552872928	0.1228266082	-0.1213602403	-0.0450002874	0.0438737201	-0.0322060836	0.0321013143	-0.0458306053	-0.1082580085	0.180872415	-0.0840630916	-0.0430641726	-0.0969460325	0.0381207181	0.0650321073	0.1975306803	-0.1203892728	0.0024268609	0.0723078467	-0.0209860943	0.1059936898	-0.0419469521	-0.025048951	-0.0315585978	0.0946988424	-0.0075285904	0.1161334938	0.1139675232	0.1117560484	0.1081019891	-0.0433298	-0.03973746	0.00187747156804	0.0015790657272516	-0.0871033999999999	0.1657556000000001	0.0075870022915599	0.02747491893136	-0.173732	0.075431	0.030182807824	0.005689835761	-0.000696408	0.0006172119999999	4.84984102464e-07	3.8095065294399997e-07	-0.00115339	-0.000637788	4.0677353294400004e-07	1.3303084921e-06	-0.000517716	2.1513000000000023e-05	4.62809169000001e-10	2.68029856656e-07	0.0
825.920682050195	1.128974353894705	1.2745830917519667	682144.9730382592	881.1774333189701	-1.0097080070368063	776473.668990608	1.0195102594742398	793.4276282975949	-1.117959712751599	629527.4013459464	1.2498339193356378	793.3917175819801	629.544145792058	1.25713	27.614113	0.2469861	0.15083	0.0102758464	0.1242641572	0.0983983134	0.0459893682	-0.0762730471	0.0540446566	0.0094259449	0.037913171	0.145969976	0.1244073902	0.0459868303	-0.0959103928	-0.0474486498	-0.0144599741	-0.0906642478	0.0304378658	-0.0841773136	0.2393861238	-0.0319544651	-0.045632384	-0.032873404	0.0925777304	-0.0727400476	0.1407554876	0.028781501	0.1838836251	-0.0935720908	-0.0104292849	-0.140841679	0.0572114457	-0.0452829398	-0.070533237	-0.0940180368	0.1379292833	-0.0999902474	-0.0966474903	-0.0106822541	-0.0496748237	0.0023830739	-0.0803889591	0.0448459504	-0.0093603928	-0.0379822977	-0.043904574	0.0609107997	0.0436269761	0.1262870243	-0.036061678	-0.0140587891	0.1488854825	-0.0734783101	0.0049530243	-0.0953807039	-0.1593291446	0.0381855929	-0.070314935	-0.0567046428	-0.0332590798	0.1591728411	0.0439596665	0.0851858271	0.0117166707	0.116163032	-0.1130455996	-0.0990618197	0.1341555439	0.0895903163	-0.0270174023	0.0117376592	-0.0304046857	0.050585685	-0.1177535868	-0.1054369407	0.0185545727	-0.0903818089	-0.1716397269	0.025698823	-0.0457971615	-0.1003310958	-0.0598829251	0.0433810419	0.1459192664	-0.0614643676	0.1075026011	0.1676328946	0.0680472449	0.1615494988	-0.0412879531	-0.1069475689	0.0207553902	0.1642274322	0.0192512494	-0.1455948653	-0.0022403868	-0.1184454485	0.0507013401	0.0438608729	-0.0014589724	-0.0560793263	0.0212094412	-0.0863822662	0.0379104985	-0.0275415441	-0.0795492624	-0.1030904914	-0.0549246066	0.0092501904	-0.0078669639	0.0036890217	0.0390121867	-0.0060559671	0.0492014583	0.0929270073	0.0804258877	-0.1149392051	0.100937585	0.0477126964	0.019930567	-0.0801073564	0.1136742748	0.110592125	0.105516962	-0.0158193	0.0275105	0.00025025025249	0.00075682761025	-0.223035	-0.1359316000000001	0.049744611225	0.01847739987856	-0.22904	-0.0553079999999999	0.0524593216	0.0030589748639999	-0.000498223	0.000198185	2.48226157729e-07	3.927729422500001e-08	-0.000813211	0.000340179	1.1572175204100003e-07	6.61312130521e-07	-0.000544072	-2.6356000000000057e-05	6.94638736000003e-10	2.9601434118400005e-07	0.0
826.5263731097156	0.6056910595206091	0.366861659583198	683145.8454459007	884.3768062138222	3.199372894852104	782122.3353689604	10.235986920314332	793.7728730512815	0.345244753686643	630075.3739920859	0.1191939399481507	793.7595894678558	640.5075436810301	1.185445	26.039497	0.28635155	0.18538	-0.0258679804	0.0498687409	-0.0651147883	0.0852714251	0.0848887011	-0.0752438586	-0.0362314811	-0.0089022087	0.0038301945	-0.081737866	-0.0525297489	-0.0107237038	-0.2237137915	0.0857993941	0.1248053503	0.0119924838	0.0954374683	-0.0287772586	-0.0555330185	-0.00749014	-0.0813631629	-0.0030318806	0.0469980029	0.0492582041	0.0286481209	-0.1475267704	-0.0094297379	-0.0776722093	0.1001775513	-0.2021702638	-0.0699131391	0.0695063512	0.0572532447	-0.1087304749	0.0771179358	0.0910132018	-0.0096761249	-0.0541654029	0.0662662932	-0.053047851	0.0172695766	0.1034080081	0.0656425908	-0.0769841998	-0.0138020277	0.0587900976	0.1053589327	-0.032393305	0.0244388984	-0.0740475339	0.0568827463	0.048607397	-0.0393057545	-0.024503893	0.0874518346	0.1360408917	0.0666341648	-0.1327174691	-0.0593361024	0.0173206743	-0.0007373677	0.0357211625	0.148404189	-0.0898412669	0.0810140663	0.0515671428	0.0528302101	0.0732626541	-0.0812771018	-0.0309716309	-0.0269709074	0.1150166921	-0.0044109476	-0.1627767963	0.1311553523	0.0274458691	-0.0018885837	0.0697363387	-0.0724998952	0.1604209479	-0.0247657926	0.0220377772	0.0451389213	-0.0081220168	0.0697463769	0.0340598536	0.027311936	-0.025691171	0.2129767068	-0.0399959156	0.0399250501	-0.1198812405	0.0229432705	0.0985859733	0.172904443	-0.0302485262	0.0431640394	-0.0977462943	0.0231074718	0.0355313896	0.0546483835	-0.0439767844	0.000477243	0.0455504517	-0.052365776	-0.0440801083	-0.0547490781	-0.0315024862	0.0391313242	0.0649439932	-0.1016159584	0.0408527301	-0.0733189137	-0.0342702489	-0.0225762089	-0.037688473	0.0531943621	0.1529813756	-0.002672974	0.1133324686	0.1092392569	0.1025263906	-0.0116368	0.0041825	0.0001354151142399	1.749330625000002e-05	-0.0609757	0.1620593	0.00371803599049	0.02626321671649	-0.143137	0.085903	0.0204882007689999	0.007379325409	-0.000688162	-0.0001899389999999	4.7356693824400005e-07	3.6076823720999996e-08	-0.00110315	-0.000289939	8.4064623721e-08	1.2169399225e-06	-0.000339815	0.000204257	4.172092204900002e-08	1.1547423422500002e-07	0.0
825.2912323800265	-1.2351407296890784	1.525572622136869	681105.6182433428	880.0834768047215	-4.293329409100693	774546.9261446868	18.432677415048904	793.8978643394039	0.1249912881223735	630273.8190026665	0.0156228221064902	793.6407213392058	631.3026863310805	1.105111	24.274878	0.1542651	0.11094	-0.0271039023	-0.0502260386	-0.0109109731	0.1009000614	-0.0957910847	0.0814826916	-0.070762607	0.1226043207	0.1034698967	-0.0288142443	0.1205460012	-0.0285110628	0.0002651849	0.0370303694	-0.2019221178	0.0226106366	-0.1342927	-0.000706096	0.1204850465	0.00260803	0.0518547551	0.0032362807	0.1132460962	-0.0506799247	-0.0109658635	0.0218429604	0.0934122836	0.0145592405	-0.0150730991	-0.1425800645	-0.073041125	0.0153309012	0.1117568196	0.0194604508	-0.1928651822	0.1175367917	-0.025976572	0.0961816709	0.0536306167	-0.0703807961	0.0491984069	0.0259446225	-0.0255601316	-0.0128113525	-0.1825033526	0.0978917494	-0.1159355504	0.0505152492	0.0172001589	0.0492105304	-0.0363736337	0.013441157	0.0912753062	-0.0837994504	-0.0662893259	-0.0484662301	0.081246966	0.1549821011	0.0840366681	0.0444315599	-0.0311890291	-0.0546931783	-0.0366402204	-0.0595775636	0.0196684144	0.1344497491	-0.1010303385	-0.0777509262	0.0645688142	0.0043335945	0.0929810692	0.0888172236	-0.0964574875	0.0563093458	-0.1102602658	-0.0499779758	-0.0074457859	0.0795271787	0.0242006318	0.011582417	-0.073944763	-0.083273329	0.066150008	-0.0265240158	0.0961217888	0.113867684	0.0035375847	0.0294949601	-0.0066497749	-0.194511434	-0.1209851573	0.0830115517	-0.0585590024	0.0057990548	0.0532353086	0.1826065574	-0.1192951063	0.054248062	-0.0189046816	0.0264541816	0.0627325007	-0.0049465818	-0.0014572698	-0.0221106269	-0.0959433025	-0.0277151136	-0.0045254083	-0.073611572	-0.0699110516	-0.146414706	-0.1632958637	-0.1540413013	0.0829548999	-0.0248038397	0.0136533523	-0.0136089222	-0.0065766066	-0.0193182444	0.027822582	0.1129422506	0.1076997553	0.099141769	-0.011829	-0.0001922	0.0001399252409999	3.694084e-08	-0.168881	-0.1079053	0.028520792161	0.01164355376809	-0.14611	-0.002973	0.0213481320999999	8.83872900000002e-06	-0.000376931	0.000311231	1.42076978761e-07	9.686473536099998e-08	-0.000678186	0.000424964	1.80594401296e-07	4.59936250596e-07	-0.000467512	-0.000127697	1.6306523809000005e-08	2.18567470144e-07	0.0
825.0108883448364	-0.280344035190069	0.0785927780666506	680642.9658875362	880.9565397849385	0.8730629802170142	776084.424989852	0.7622389674254145	794.5184393649694	0.6205750255654721	631259.5504909465	0.3851133623555863	794.41238526143	636.2194958998368	1.281594	28.151487	0.34355283	0.199842	-0.032896677	-0.0581387782	-0.1994326248	-0.0462709157	0.1272515403	0.0164171796	-0.0362601473	-0.0002051022	-0.1537482555	-0.1769733817	-0.0601165096	-0.0210424497	-0.0091624746	-0.0760272836	0.0192219372	0.1294263925	0.0214052016	-0.0472025839	-0.0049765415	0.0766475042	-0.1172869699	-0.1282397122	0.0942281579	-0.0490701232	0.0594386263	-0.2167940117	-0.0500790053	0.1006841369	-0.1221049657	-0.0174553307	0.0599737389	-0.0723998435	-0.0560241618	-0.0157863184	0.0527745767	0.1250705459	-0.066209514	0.0769294139	0.0308777126	-0.0511821139	-0.0316489261	0.0437403425	0.0097719583	-0.1491869516	-0.0696627235	0.1293805189	0.0393195965	0.1100029321	0.0976959982	0.1347063371	-0.0469207684	0.1140837291	-0.0743418044	0.0543338144	-0.0269843635	-0.0725856461	-0.1246903734	-0.1422289049	-0.0747561164	-0.0467642696	0.0633239191	-0.0584912467	0.0331199664	0.0517113768	0.0563423693	0.0327517706	0.0312793765	0.0339366859	0.023999224	0.0650846158	-0.1414092509	0.150220061	0.0947285423	-0.0403086621	0.0910760827	0.04679078	0.0052870652	-0.0021350101	-0.2039606545	-0.0508005126	-0.1134239267	-0.0550978154	0.0707819377	0.1519551186	-0.150839619	-0.0277218036	0.0789943831	-0.0224069127	0.1001196383	-0.0270104413	-0.1680820832	0.0571173164	0.007651805	0.0695583062	0.037890838	-0.125402659	-0.0521014365	-0.1255118288	0.0602210121	0.0482578495	-0.1061094171	0.0648924294	-0.0089126719	-0.1725547677	-0.1129533903	0.1254436055	0.0900023943	-0.0342979023	0.0311611624	-0.02253033	0.1022152573	-0.0469760543	0.0028323848	-0.0094428454	-0.0785377065	-0.0579146999	0.0117067893	0.0319539901	-0.0883170568	0.1125037874	0.1059762505	0.0953761056	-0.0322006	-0.0203716	0.00103687864036	0.00041500208656	-0.00502657	0.16385443	2.52664059649e-05	0.0268482742306249	-0.0420147	0.1040952999999999	0.00176523501609	0.0108358314820899	-0.0008107999999999	-0.0004338689999999	6.573966399998378e-07	1.8824230916091327e-07	-0.00122125	-0.0005430639999999	2.949185080959999e-07	1.4914515624999998e-06	-0.000339815	0.000127697	1.6306523809000005e-08	1.1547423422500002e-07	0.0
