global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
844.9979999456991	n/a	n/a	714021.6199122317	988.1717714756368	n/a	n/a	976483.449941298	828.7196412127053	n/a	686776.2437317149	n/a	845.204435602135	687.8064973771208	n/a	n/a	n/a	n/a	-0.0048251248	-0.0282295576	0.0126100736	-0.0193669146	0.005332735	-0.0555075713	0.1002744453	-0.0834452301	0.0285067379	-0.0834254384	0.0931106167	-0.0665697509	-0.0080980974	0.1542772147	-0.015921436	0.0530770597	-0.1170691087	0.0126123097	-0.0177887899	0.040034328	-0.0135184171	0.004206175	-0.1574917513	-0.0729190303	0.005279666	-0.0349611868	0.0561080228	-0.0940098528	0.0169531572	-0.0392476997	0.0215090239	0.0193375514	-0.027914978	0.0169741131	-0.0560647749	0.0596117092	-0.1237149882	0.0534630596	-0.0395866568	0.0460338329	-0.1424827497	0.1204100087	-0.009581996	0.0021279253	0.0972513635	-0.0384263025	0.0372968839	-0.0290942538	-0.1261289292	0.0083042178	0.0789505322	-0.0464430161	-0.1156045324	0.0670934381	-0.0225582993	-0.0553438883	-0.0465984124	-0.0631568655	0.1339474611	-0.1534446248	0.0616375836	0.0266607307	-0.0527956284	-0.0243725943	0.0394483028	-0.0733386537	0.0400977368	-0.1255974963	0.0568162631	-0.0087099774	0.0920894797	-0.1340870176	0.01389745	-0.0808566301	0.0383263816	-0.0195641869	0.0979720562	-0.0073637567	0.099228798	-0.0276807441	0.0271104961	-0.0082754723	0.0158329092	-0.0250988478	0.0595274049	-0.0471202859	0.0795693039	-0.0253058055	0.0646338107	-0.1539028704	0.1291069752	-0.1039476275	0.0257809334	-0.0973534527	0.1083727455	0.0768055362	-0.0750572147	-0.0707477993	0.0332215777	-0.0597403452	-0.0038013454	-0.0029691179	0.1147017419	0.1146833673	0.1146527451	-0.000208596	n/a	4.3512291216e-08	n/a	-0.000602092	n/a	n/a	3.6251477646400004e-07	0.204764	n/a	n/a	0.041928295696	-0.00372933	n/a	n/a	1.39079022489e-05	0.00105665	n/a	n/a	1.1165092224999998e-06	-0.000474537	n/a	n/a	2.2518536436900001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.2274452469211	-1.770554698778028	3.1348639413649537	711032.5244176493	981.3477900803088	-6.823981395328019	46.566722083782935	963043.4850955056	828.1320172628639	-0.5876239498413725	685802.6380158602	0.3453019064271758	844.0703045354501	679.0319344996897	1.006163	26.104988	0.1414591609999999	0.0869339999999999	-0.0133610654	-0.0303051042	0.0410977523	-0.0531828662	-0.0013846871	-0.0011512829	0.0911724407	-0.0571344	0.0221548968	-0.0021358041	-0.0324999191	-0.032312863	-0.0845498239	-0.0329645254	-0.0218214613	-0.1045404189	-0.1551612025	-0.1113897636	-0.0028297091	0.0490625161	0.0017756145	0.0770963527	-0.1813648846	-0.0885377195	-0.0064982454	-0.0244917296	0.0380679035	0.0253497499	-0.0412855012	0.1142068866	0.0306106226	0.0046643283	0.0124460727	-0.027374027	-0.1051010774	-0.0671072466	-0.0994133361	-0.0204196789	0.0749927592	-0.1056080655	-0.2192805296	0.0240929658	-0.0583421691	0.0050322161	0.0963109608	-0.0260071987	-0.1607537759	-0.0122640102	-0.0331813594	-0.0629822858	-0.0150879535	0.0756010903	-0.0522540956	-0.1031013295	-0.0954436858	-0.0440175692	-0.04930386	0.1091352153	-0.0332600755	-0.0011948678	-0.0946759851	-0.0783422075	-0.0282318659	-0.0236575255	0.0575239832	-0.0647797611	0.0182847378	-0.1941461844	0.0572947882	0.0062251696	-0.1004232903	-0.051234763	-0.0306686291	-0.0628634355	0.0554312091	-0.0373958755	0.0278906235	-0.004552875	0.0403656372	-0.0117437657	0.0897602539	0.0510947585	0.0228393266	0.0197339838	-0.0858420118	0.1022242915	0.0403630099	-0.0673084268	0.0772978837	-0.0108933486	-0.0098541404	-0.1569733926	0.1657596672	0.0669621183	0.0496362555	-0.0841668794	-0.1195875147	0.1071174154	0.0282822963	0.0214851524	0.028277443	-0.064787635	0.1146527451	0.1144874327	0.1142120884	-0.000175777	3.2818999999999985e-05	3.0897553729e-08	1.077086760999999e-09	0.066415	0.067017092	0.0044912906201364	0.004410952225	0.204902	0.0001379999999999	1.9043999999999793e-08	0.041984829604	-0.00474479	-0.0010154599999999	1.0311590115999994e-06	2.25130321441e-05	0.000601299	-0.0004553509999999	2.073445332009999e-07	3.6156048740100004e-07	-0.000489151	-1.461399999999998e-05	2.1356899599999936e-10	2.39268700801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.8606920463952	-1.3667532005258636	1.8680143111476917	708729.4248128355	978.809295971247	-2.5384941090617303	6.443952341741108	958067.6378797282	827.6010172918338	-0.5309999710300417	684923.4438224783	0.2819609692339051	843.3292402426358	686.0748663539775	0.992908	25.761072	0.1610667169999999	0.0787034999999999	-0.0380125071	-0.0282123718	0.1198262901	0.0293829107	-0.0328985514	0.0028586844	0.0924358687	-0.0265438635	0.0613845472	0.0709493899	-0.043270717	-0.001908013	-0.0308691277	0.0647476554	-0.0473197834	0.0296606515	-0.111930982	0.0264024128	0.0010241673	0.0612509638	-0.0497408864	0.0285862647	-0.0765222573	-0.0637341686	0.0739385663	-0.0903994644	0.0674536421	0.0003560766	-0.0455201011	-0.067554491	-0.0383346613	-0.0485096798	0.0967678174	0.008170932	-0.0298433148	0.0651439331	-0.0964469979	0.1376901097	0.0828829611	-0.0654177145	0.0252538137	-0.0087118403	0.0082142221	-0.0133446476	-0.092428662	-0.0042723144	-0.1404019527	0.0077309923	0.0481186539	-0.1722461711	0.0416048809	0.0602347393	0.0534543265	0.0732890533	-0.1078324643	0.1170502764	0.1495641419	-0.1033878083	0.0316789039	0.1255418664	0.0341983184	-0.0236807811	-0.0217181294	-0.0630717718	-0.001221882	-0.0726700748	0.013721885	-0.0874625975	0.0698089374	0.0088566083	0.017544369	-0.0507349656	0.0619479606	-0.0264200276	0.0971519778	0.0099949052	0.0067513699	0.1635410837	0.0554326616	0.0709225253	0.0360722281	-0.0839913489	-0.0558187127	0.0980683913	-0.0370073481	0.1148140174	-0.0229393349	0.0212829966	-0.0067516071	0.0770695117	0.0830382484	0.0245277079	0.0451169034	0.0404782235	-0.0047678685	0.0058285926	0.0358010954	0.0669660794	-0.1223385236	-0.0738824885	-0.19342107	0.0443935576	0.1145547726	0.1140958982	0.1133324686	0.00893614	0.009111917	7.985459809960001e-05	8.302703141488902e-05	0.0164449	-0.0499701	0.00249701089401	0.0002704347360099	0.222486	0.0175839999999999	0.0003091970559999	0.0495000201959999	-0.00367448	0.0010703099999999	1.1455634960999993e-06	1.35018032704e-05	0.00114796	0.0005466609999999	2.98838248921e-07	1.3178121616e-06	-0.000560194	-7.104300000000002e-05	5.047107849000001e-09	3.13817317636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.5004712503514	0.6397792039562091	0.4093174298148406	709807.0440570642	983.4941906725928	4.684894701345797	21.94823836269793	967260.8230867384	828.4742706378566	0.8732533460228069	686369.6171089285	0.7625714063400282	844.267570827589	666.3504285541976	1.007696	26.144749	0.28394766	0.151138	-0.0627365808	-0.0557805863	0.0314658993	-0.0606627204	0.0123187159	-0.0159761166	0.0593699854	-0.0142645409	0.1094275518	0.0591398895	-0.0157728906	0.0312160188	-0.0301601262	0.0296534636	-0.0715473395	-0.0085694769	-0.0435087672	-0.2024035388	-0.0049604126	0.0711230832	0.0102625033	0.0434165049	-0.1326008319	-0.0500430305	0.0863704493	0.0459838727	-0.0753853594	0.0397062006	0.1406243582	0.0585418935	0.046140737	-0.0165751176	-0.0535859722	0.0136372737	-0.0843875181	0.0735433191	0.0796855944	0.059056665	0.0394408318	-0.0573114388	-0.0489172112	0.0049108942	0.0566871928	0.0565183407	0.0553491529	0.1846090584	-0.0499523926	0.0870897973	-0.1486930364	-0.0489094056	-0.0001520698	0.1271231325	0.127236615	0.0778770154	-0.0024384764	0.0320234961	-0.0610579814	0.0619593594	0.1221750755	-0.0626162319	0.0401587959	0.1797093906	-0.0150772587	-0.0322231787	0.0379509941	-0.003896906	0.075527724	-0.1624086481	0.0596951162	0.0736031717	-0.0300222753	0.0725486215	-0.0064960999	0.0262091623	-0.1428694673	-0.0822572525	0.1240222539	0.0185531909	0.0110754137	-0.0252346164	0.069054639	0.0710100574	0.0540160705	-0.0430931484	0.0614909705	0.0312892703	-0.0954503397	-0.0714240477	-0.1314600533	-0.1509098314	-0.01695669	-0.0238492617	-0.028118226	0.0059390285	0.1565500751	-0.159988311	-0.1045946325	0.0729329835	-0.0654315608	-0.0184862055	-0.1359195237	-0.0815695823	0.1144078661	0.1135094328	0.1120172664	-0.0057866	-0.01472274	3.3484739560000005e-05	0.0002167590731076	0.125884	0.1094391	0.01197691660881	0.015846781456	0.232973	0.010487	0.000109977169	0.054276418729	-0.0053497	-0.0016752199999999	2.8063620483999998e-06	2.861929009e-05	5.36036e-05	-0.0010943564	1.19761593022096e-06	2.87334593296e-09	-0.000343794	0.0002163999999999	4.6828959999999976e-08	1.1819431443600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.3243213123741	-0.1761499379773567	0.0310288006494266	709510.2622743517	976.1556079639304	-7.338582708662443	53.8547961718794	952879.7709594304	826.402463058581	-2.071807579275628	682941.0309492893	4.292386645543938	841.0160854580021	664.40349360852	1.02753	26.659349	0.38524133	0.207199	-0.0718483561	-0.0107542762	0.0068894928	-0.0413290794	0.0022691796	0.0508396274	0.0343252339	-0.0093733205	-0.0608699895	-0.0449701662	-0.0811410408	-6.83856e-05	-0.0341691733	-0.0591226459	-0.1579516296	-0.0406471311	-0.1802853635	0.0727340694	0.0596506933	0.0625638212	-0.1066535971	0.0776022999	-0.0677107557	-0.0906674396	-0.0708725108	-0.0318182702	0.0766587351	-0.0034309704	-0.079223535	0.0295368212	0.1185228445	-0.0639627502	0.1661193294	0.0264015271	-0.072960805	0.0012848982	0.0406641571	0.010210625	0.0496863422	0.0784332794	0.1942876154	-0.0170629217	-0.0083573894	-0.0296301576	0.0978064563	-0.1082128342	-0.0429546571	-0.0897878643	-0.0450682672	-0.1327653882	-0.0321862887	-0.0588308218	0.0793552836	-0.012468233	-0.0797569462	0.0344132311	-0.0590191539	0.0122559574	-0.072210746	-0.1123319299	0.090168418	-0.0328407648	0.0556917717	-0.0704287006	-0.0577291948	-0.051648507	0.0380432799	-0.0857635647	0.1157629458	-0.0351963917	-0.0785285021	-0.0143171309	-0.0161302316	-0.1100958762	0.1105815398	0.0915195455	-0.0215655359	0.0218714973	-0.0141343843	-0.0482782301	0.04108616	0.0238787295	-0.1442728351	0.060323985	-0.1660101758	-0.1139111707	-0.1271334691	-0.0595050924	-0.0852215486	0.1134662061	0.0308581872	0.0182672281	0.0422077861	-0.0929611601	-0.0485498509	-0.0338284905	-0.0559866106	0.0135480727	-0.107527317	-0.0337304435	0.0549568346	-0.0277207245	0.1142120884	0.1127290384	0.1102715368	0.00688376	0.01267036	4.73861517376e-05	0.0001605380225296	-0.0429011	-0.1687851	0.0284884099820099	0.0018405043812099	0.199547	-0.033426	0.001117297476	0.039819005209	-0.00358056	0.0017691399999999	3.129856339599999e-06	1.28204099136e-05	0.00124848	0.0011948764	1.42772961127696e-06	1.5587023103999998e-06	-0.0007869749999999	-0.0004431809999999	1.9640939876091139e-07	6.193296506248427e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.6004034273795	1.276082115005465	1.6283855642368217	711661.6406628375	982.5852102492604	6.42960228533002	41.33978554752102	965473.6954005832	827.6096136714552	1.2071506128742158	684937.6726414154	1.4572126021625948	842.8793600702144	676.1375977359627	0.975398	25.306784	0.142813567	0.100299	-0.0459330495	-0.0341837354	-0.002638003	-0.0159709005	-0.0127323505	-0.0005138081	0.0678849862	-0.0067028603	0.01420871	-0.0699824434	0.0368550522	-0.052786525	-0.013307329	0.064486408	-0.0961130792	0.0980108905	-0.06866959	-0.0511469796	0.021440795	0.0604307439	-0.0759800616	0.0707065252	-0.0826648029	-0.0589437452	-0.0413284403	0.0304062385	0.0402677268	-0.070614372	-0.0384622829	-0.0449735784	-0.0147185262	-0.0392758794	0.0052389448	-0.0683391303	-0.0606063132	0.0712553042	0.1057225799	0.1491734878	0.1345958273	0.0672945801	-0.1208651286	-0.1809487501	-0.0033858229	0.0059397802	0.0212643132	-0.1368739809	-0.018794104	0.1312079142	0.0260789636	0.0358239699	-0.0053741208	-0.079425065	0.0355715033	0.1326236514	-0.055841472	-0.0207182868	0.0667006534	0.0144777466	0.0576666559	0.0169443712	-0.0481847684	-0.0795724452	0.0026818643	-0.0813263899	-0.050277294	-0.0340047192	0.038175074	-0.0830491853	0.0798159165	-0.0773487066	0.0657452795	-0.071487716	0.0499237665	-0.0450667603	-0.0414872448	0.042863434	0.0947360949	-0.0071334795	-0.0206535416	-0.1368710753	0.0722456838	-0.0921671752	0.0165888913	0.0738567442	-0.0758116609	0.0426436477	-0.1069010507	-0.0481360763	0.0871643327	0.1300106558	0.1229575273	-0.0043218688	-0.0291011566	0.1143413995	0.0260802193	0.0713261897	0.0052432226	-0.0599705383	-0.0579643727	0.131048045	-0.0623919665	-0.0445594807	0.1139675232	0.1117560484	0.1081019891	-0.000159957	-0.007043717	2.5586241848999995e-08	4.9613949176089e-05	0.0528445	0.0957456	0.00916721991936	0.00279254118025	0.223001	0.023454	0.000550090116	0.049729446001	-0.00361533	-3.476999999999994e-05	1.2089528999999956e-09	1.30706110089e-05	0.00119891	-4.9569999999999866e-05	2.4571848999999867e-09	1.4373851881e-06	-0.00053991	0.0002470649999999	6.104111422495059e-08	2.915028081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.7389682196074	0.1385647922278394	0.0192002016451443	711895.4464922877	981.8606771987291	-0.7245330505312495	0.5249481413121181	964050.389429147	829.1248991091476	1.5152854376923417	687448.0983227541	2.296089957682471	844.758352408479	657.083563735454	1.109582	28.788195	0.065903227	0.0347362	-0.0394613951	-0.1132085063	-0.030443798	-0.0071808106	-0.035405221	-0.014829253	0.0649809491	-0.0011526163	0.0179573003	-0.056897136	-0.0168028345	0.0052119549	-0.0703047039	-0.0898375538	-0.003975001	-0.0515686438	-0.1292220984	-0.1698958283	-0.0531645952	0.077762745	-0.0855341085	0.0083931252	-0.0568995525	-0.0595325408	0.0808090655	-0.0670926549	-0.0411343009	0.0347165717	-0.0177320382	0.0698025253	0.1224795474	0.0019876603	-0.0416088219	0.0103597384	-0.029536723	-0.0185445184	-0.0270090661	0.0504968516	0.0955933497	0.0761165051	0.078733442	-0.1302450388	-0.0459906942	0.0907240777	-0.0057343401	-0.1651892447	0.067562237	-0.0473222113	0.0224658524	-0.03438771	-0.097736585	-0.0263541962	-0.1597609718	-0.0558496486	0.0144507618	0.026997011	-0.0772573266	-0.065009712	0.0490073675	-0.0950849901	-0.04804415	-0.028344459	-0.0562414464	-0.0451046635	-0.0201665613	-0.0396215141	0.0592185129	-0.0729684649	0.0737233309	0.0445969841	-0.0718220541	0.0855239664	0.0008415999	-0.0199974274	0.0822118296	0.0934135168	0.0227523475	0.016173512	-0.1138784027	-0.0416459285	0.1802441213	0.0844706175	0.0592806874	-0.0617026455	-0.047740231	0.0500369584	-0.0018761192	0.0649689969	0.0399400737	0.0538220386	0.0468155143	0.0763362087	0.0499000512	-0.0146778972	-0.0699629473	0.1760052408	0.0085512319	-0.0379668998	-0.047865103	0.0205202276	0.184918738	0.0168593229	0.1136742748	0.110592125	0.105516962	0.00697727	0.0071372269999999	4.86822966529e-05	5.094000924952899e-05	0.0769474	0.0241028999999999	0.0005809497884099	0.0059209023667599	0.199099	-0.023902	0.000571305604	0.0396404118009999	-0.00364257	-2.723999999999999e-05	7.420175999999993e-10	1.32683162049e-05	0.00108845	-0.00011046	1.2201411600000036e-08	1.1847234024999998e-06	-0.000617432	-7.752200000000001e-05	6.009660484000001e-09	3.81222274624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.6714133321063	0.9324451124989536	0.8694538878231863	713469.796500458	978.6419905475911	-3.2186866511380003	10.359943758213957	957740.1456629516	829.0052172152245	-0.1196818939230297	687249.6501700616	0.0143237557330033	844.0687857439439	692.9037854636771	1.178536	30.5772	0.07519041	0.0442871	-0.0012199504	-0.0206748132	0.08515143	0.0182518815	-0.0468352388	-0.0377367731	0.0414768813	-0.0021764244	0.0586157229	0.066999059	-0.046400815	0.0712999566	-0.0604045231	0.0330797308	-0.0439296369	0.0769325263	-0.0597881596	0.0358516797	-0.0411754772	0.057242063	-0.0902329838	0.0030801695	-0.033574436	-0.0975594172	0.0832403991	-0.0170989697	-0.051873479	0.0255096924	0.0851418253	0.0089725445	0.0003667464	-0.1526711926	-0.0945708868	-0.0652947122	0.0862270748	-0.0403976649	-0.0406443757	0.122666914	-0.0814103551	0.1959572916	-0.0095948937	-0.0359379714	0.0257062204	-0.0271998061	-0.0603078168	0.1156563302	-0.0391787166	-0.0623695657	-0.0143517708	-0.007677254	0.0320659652	-0.1409302524	0.054187318	0.0624187041	0.0762762245	0.0349920871	0.0599643724	-0.0196258017	0.0448359346	0.0253399265	0.0240544626	-0.1034138319	-0.0466461621	-0.0691543454	-0.070844032	-0.0262955078	0.0091196713	-0.0463358965	0.1145183044	0.0120284061	0.0360723434	-0.0045627568	0.0775569131	0.0955631191	0.0006713749	0.1048967069	0.0184872897	0.0630086598	-0.0412410871	0.1310032291	-0.1319499398	0.0088886937	0.0078614157	0.0302801788	0.0438231104	0.0197746109	-0.0304831747	-0.161867367	0.1409553518	-0.0273002284	0.0210911945	0.0551716969	-0.0423273011	-0.1257817109	0.0421504829	0.1441908453	0.1094875629	0.0486833233	-0.0572293754	0.0221709421	0.0238586065	0.0624567325	0.1133324686	0.1092392569	0.1025263906	0.0145972	0.00761993	0.00021307824784	5.80633332049e-05	0.0493628	-0.0275846	0.00076091015716	0.00243668602384	0.197	-0.0020989999999999	4.405800999999957e-06	0.038809	-0.00365049	-7.920000000000236e-06	6.272640000000374e-11	1.33260772401e-05	0.00117815	8.970000000000007e-05	8.046090000000012e-09	1.3880374225e-06	4.26856e-05	0.0006601176	4.3575524582976e-07	1.8220604473599999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.7097478390036	0.0383345068972857	0.001469534419058	713534.558094233	985.771212917362	7.1292223697709005	50.82581159764182	971744.8842165672	828.744175600507	-0.2610416147175556	686816.9085917639	0.0681427246143487	844.9834690983532	670.3580835020649	1.100847	28.561573	0.08711508	0.0485994	-0.0183496302	-0.036009087	-0.0387057237	-0.051075185	0.0118288722	-0.0276577984	0.0418193486	0.007214944	0.0449457558	0.0085407533	0.0518570576	0.0614678615	0.0024819548	0.0429300203	-0.0022708061	0.0044638483	0.0422010923	-0.187968248	-0.0090717457	0.0170112369	0.0324141677	-0.0038324115	-0.080105902	-0.0499910734	-0.0687545084	0.0371195124	0.0318329745	-0.0300468366	0.0124751394	0.0255460951	-0.0138242452	0.0013230484	0.1237871675	-0.0055826829	0.0464836012	-0.0229088556	0.109788124	-0.0114594112	0.0574690775	-0.1126459126	0.1415216029	-0.0313346549	0.005086593	0.0373667131	-0.0170960095	0.0777678552	0.1260554696	0.0565544235	-0.0361140111	0.0082732276	-0.0446020145	-0.0367995591	0.0204051865	-0.026578235	0.030973698	0.0143793722	-0.06871818	-0.0525758212	-0.0336872296	-0.1986910641	-0.2331550093	-0.1122862909	-0.0336680251	-0.0072352605	0.0372219573	-0.0023109218	0.0541574592	-0.0596096389	0.0288309815	-0.0155115405	-0.0330049471	-0.0092398746	-0.0358694775	-0.0408808401	-0.0741718097	-0.0443482613	0.0300683986	0.0991246271	-0.1207324199	-0.0956487518	-0.0306761164	-0.0139191047	0.0105576203	-0.1208366841	0.0444000011	-0.0289168244	-0.0465640188	0.1497266353	-0.0858147261	-0.0630300369	-0.0486093652	0.0360818079	0.0097439277	0.0530643319	-0.0221205656	0.1200408738	-0.0458143717	-0.0093979055	-0.0381919622	0.0239011612	0.0319484455	-0.0689207254	0.1129422506	0.1076997553	0.099141769	0.0154437	0.0008465	0.0002385078696899	7.1656225e-07	0.0196188	-0.029744	0.000884705536	0.0003848973134399	0.193289	-0.003711	1.3771521000000148e-05	0.0373606375209999	-0.00297729	0.0006732	4.531982400000002e-07	8.8642557441e-06	0.00108845	-8.970000000000007e-05	8.046090000000012e-09	1.1847234024999998e-06	-0.000250686	-0.0002933716	8.606689568656e-08	6.2843470596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.4088057098169	0.6990578708132489	0.4886819067459529	714716.0487716988	975.4258180489944	-10.345394868367634	107.02719498244738	951455.52651655	829.3576954765373	0.6135198760302956	687834.1870461528	0.3764066382842292	844.279597537074	699.0308686609768	1.156095	29.994967	0.1221959799999999	0.0545737	0.0058414954	-0.0174914354	0.114227313	-0.0433361721	-0.0293947543	0.0094303628	0.0215010852	0.0134721583	-0.0325601864	0.0412581414	-0.0840111048	0.0738885747	-0.0420283367	-0.0330895839	-0.1456229726	0.0107186699	-0.0379071048	0.114972904	-0.0532686266	0.0536419265	-0.0046728736	0.0256197104	-0.0669022648	-0.0228238274	-0.021152973	0.0378853703	0.0007087953	0.0016610687	0.0287119818	0.0284193469	-0.0682700771	-0.1058373549	-0.0102145104	-0.0572850272	0.0345985127	-0.0088424233	-0.054855881	-0.0432530638	0.0608678387	0.0241619715	0.1602573157	0.0452180492	0.0139106936	0.0637410776	0.0551486889	0.0965716244	0.1833665734	-0.0502184072	0.0849973965	0.1249734271	0.0091654862	-0.0505683605	-0.066429189	-0.0566831107	0.0789927702	0.0298213697	0.0286426517	0.0769238609	0.0025222347	-0.0822045539	0.0413188944	-0.0159051897	-0.0462664863	-0.0425822166	-0.0080615002	0.0332073568	-0.0312133785	-0.0646163899	0.0403940367	-0.0321443709	-0.0782610273	-0.0207943022	-0.0151425392	0.0215341359	0.0518530298	-0.0287059471	0.0065526479	-0.0051348655	-0.0573064469	0.0351483451	-0.1156089819	0.1336899613	0.0483261907	-0.1180494531	-0.0447452486	-0.0428727081	-0.0888976215	0.0047216391	-0.0726296835	0.0027960967	0.0657412083	0.0640485263	-0.0370231363	-0.1220543834	0.0114863701	-0.0688100522	0.1228956342	-0.0461980996	0.0070774727	0.085137745	0.1482490952	0.0320101779	0.1125037874	0.1059762505	0.0953761056	-0.00684698	-0.02229068	4.68811351204e-05	0.0004968744148624	0.0544897	0.0348709	0.00121597966681	0.00296912740609	0.173235	-0.0200539999999999	0.0004021629159999	0.030010365225	-0.00320789	-0.0002306	5.317636000000004e-08	1.0290558252100002e-05	0.00049835	-0.0005900999999999	3.4821800999999985e-07	2.4835272250000005e-07	-0.000329594	-7.890799999999998e-05	6.226472463999998e-09	1.08632204836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
