global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
665.3313149347074	n/a	442665.7586327468	n/a	752.2609808315833	n/a	565896.5832816957	n/a	638.9014387129189	n/a	n/a	408195.04838943767	649.4890441466155	502.45447942002505	n/a	n/a	n/a	n/a	-0.0766451416	0.0031038763	0.0076742277	-0.0781948606	-0.0801311445	-0.0311043308	0.0933187615	-0.0517557361	0.1377937221	-0.110899532	0.0290220176	-0.0573076847	0.0329414214	-0.1536981676	-0.0654642011	0.1731848339	0.0393794879	-0.0744073856	0.1088049969	-0.029827151	0.0279685087	-0.0184437861	0.1543154809	-0.0964500878	-0.213092564	0.0065161396	-0.2263974378	0.1890123336	-0.0475621388	0.0262899587	-0.2324946689	0.0427312954	-0.1332463573	0.0855750386	-0.1913045035	0.0544944366	-0.1571477454	0.0385673955	-0.0829964159	0.1175416616	-0.0244055455	-0.0217295609	0.0967918972	-0.0116109745	-0.0484474988	0.0632802771	-0.0416107412	0.0424010738	0.0226711515	-0.0705140891	-0.0085573663	0.1397918839	-0.0024077986	0.0284242088	-0.0611642596	0.0264118159	-0.1952346648	0.005144514	-0.0908458059	0.1193297154	-0.0961207295	0.0476120809	-0.3429385543	0.0633438979	-0.0074651803	0.0317315716	-0.0301984969	0.0205410298	-0.0780740244	0.1561862018	-0.0505905346	0.1327164693	-0.0567214845	0.08340534	-0.0956127728	0.0814068094	-0.2335520612	0.1790793949	-0.0572754856	0.0369965227	-0.1960335892	0.0378110416	-0.0450348624	0.1094288875	0.0358944287	-0.0466296624	0.1147017419	0.1146833673	0.1146527451	0.0466762	n/a	n/a	0.00217866764644	0.0286523	n/a	0.00082095429529	n/a	-0.197397	n/a	n/a	0.038965575609	0.00121971	n/a	1.4876924841e-06	n/a	0.000983194	n/a	n/a	9.66670441636e-07	-0.00211362	n/a	4.4673895044e-06	n/a	0.0	0.0	0.0
666.5383096798737	1.2069947451662983	444273.3182709032	1.4568363148590575	754.6183462431034	2.3573654115200497	569448.8484866762	5.557171683431093	638.9572120260883	0.0557733131694249	0.0031106624618947	408266.3188001516	649.3898907486816	501.429105194303	1.335691	29.945396	0.4623059	0.257934	-0.050324455	0.012315182	0.0089630244	0.0716870821	-0.0573323335	-0.0511486037	-0.0599828065	0.0132665225	-0.0545743725	0.0219145411	-0.1733793649	0.174072712	0.2278825371	0.0028143919	0.0472910631	0.0166871106	-0.0135637482	0.0812205983	-0.022294862	0.0737700886	0.1135286251	0.0611482841	0.0320567684	0.0397230573	-0.0740799233	0.1596133672	-0.1252501576	-0.0225627306	-0.050392914	0.0270605104	0.0244308754	0.1255663938	-0.0442334216	-0.0011261325	-0.0763657919	-0.0916575042	-0.0755171604	0.0651986065	-0.1266468106	-0.1318980179	-0.0219864541	0.0223641192	-0.0999299898	0.1165327987	0.2222985035	0.0240288814	-0.0281055325	0.0979289675	0.0062986295	0.0688287238	-0.0918483906	0.0191851392	0.0719232615	-0.0552661024	0.0459396413	-0.0245101724	0.0164535817	0.0661123785	-0.0251606834	0.0408036353	-0.1303894479	-0.1155928374	-0.1995678076	-0.0205859139	-0.1483086863	-0.0970071488	-0.1460460625	0.0724812108	-0.0091907293	-0.0839347019	0.1207637866	0.0570635272	0.1463002424	0.0783708309	0.0457033615	-0.0788202818	-0.1224919655	-0.0031261143	-0.1017034533	0.0519506337	-0.0374556491	-0.1288355513	0.0407774177	0.0231272018	0.0221587447	0.0984358765	0.1146527451	0.1144874327	0.1142120884	0.0520271	0.0053508999999999	2.8632130809999988e-05	0.00270681913441	0.146386	0.1177337	0.0214288609959999	0.01386122411569	0.0093312	0.2067282	0.04273654867524	8.707129344e-05	-0.000136846	-0.0013565559999999	1.8726827716e-08	1.840244181136e-06	0.00139816	0.000414966	1.721967811560001e-07	1.9548513856000003e-06	-0.00123528	0.00087834	1.5259166784e-06	7.714811556e-07	0.0	0.0	0.0
665.0783975207127	-1.4599121591610356	442329.2748487191	2.1313435124662368	753.076120509704	-1.5422257333993912	567123.6432819462	2.3784602127592898	638.9455758672256	-0.0116361588627569	0.0001354001930793	408251.44892030046	649.8468654950119	497.9755120943857	1.146868	25.712086	0.24644165	0.129566	-0.0298492412	0.1108845103	0.0321834462	0.0384695338	-0.0023681306	-0.1543300464	-0.0669025159	-0.0802937146	0.0655222594	0.0031220278	0.1711270198	0.0690795596	-0.0068984952	-0.0831281004	0.0156658353	0.036389099	-0.0236280969	0.1042251366	-0.0180109959	-0.001172119	-0.0995580016	-0.0212212895	0.0687225487	-0.0081540406	-0.0461667549	0.0627906992	0.0332042666	-0.0631002447	0.0942337758	0.0696576155	-0.0088367822	0.0043577404	0.0470553809	-0.0977659638	0.0983929906	-0.0649075049	0.1295255366	0.0161745902	-0.0289790395	0.0636658168	0.0306285066	0.0117305161	-0.1060836573	-0.0800856049	0.1422775893	-0.0256039683	0.0295073104	0.0892873847	0.0137078367	0.0860230591	0.1163706891	0.0049822233	0.0608709546	-0.1063023596	-0.000131575	0.0583374411	-0.0929309238	0.1138044483	-0.132773945	-0.0395833099	0.0532265531	-0.1137465501	-0.0751942458	0.0235390003	-0.0597962196	0.0236027186	0.0620587666	0.0665244625	0.0218729817	0.020692114	-0.0089070845	-0.0755655436	0.07319456	0.0284828036	0.0795670962	-0.0557589568	0.0194548861	-0.1332150822	0.0050799936	-0.0867561932	0.072278395	0.1525405625	0.030653455	-0.036571992	0.0019990951	0.0582267343	0.1145547726	0.1140958982	0.1133324686	0.0168759	-0.0351512	0.00123560686144	0.00028479600081	0.0435843	-0.1028017	0.00189959120649	0.0105681895228899	-0.0099974	-0.0193286	0.00037359477796	9.994800676e-05	0.000666997	0.000803843	4.44884998009e-07	6.461635686490001e-07	0.00176459	0.0003664299999999	1.3427094489999988e-07	3.1137778681e-06	-0.00184821	-0.00061293	3.4158802041e-06	3.7568318490000003e-07	0.0	0.0	0.0
663.9205575162495	-1.1578400044631962	440790.5066926875	1.3405934759353342	747.6284677187601	-5.447652790943835	558948.3257435012	29.67692093067815	639.1522982481238	0.2067223808982135	0.042734142764226	408515.66035585856	649.3161748873636	493.4970838937184	1.132112	25.381266	0.2455558	0.127521	-0.0290340127	0.0832708166	-0.0940903674	-0.0802823296	0.04292096	0.0465145846	-0.0192578323	-0.0710426844	0.1727941582	-0.0315723102	0.0238257794	-0.0821777558	0.0672090335	0.1248547234	0.0018673108	0.0022578792	-0.0569342481	-0.0102882547	0.0415729452	-0.0270359073	-0.0181189196	-0.1146995491	-0.0402698138	-0.0244307406	0.0975603774	0.0038631433	-0.0716535307	-0.0384255501	-0.0610551756	0.0727562647	-0.1027261862	-0.0110839626	-0.0384172056	-0.0114509596	-0.0948703394	0.0364703336	-0.0082264132	-0.1770606059	0.0597056209	-0.1641519902	-0.0727799615	-0.023086171	-0.0126410338	-0.0197419467	0.031717225	-0.0865777277	0.0213784576	-0.0329803946	0.1704621557	-0.027095156	0.0201448959	-0.0171452331	-0.072840205	0.0101588972	-0.073491957	0.0885655287	-0.0972727635	-0.0621594964	0.0186532561	0.0696169433	-4.72758e-05	0.039683567	0.0290520975	-0.0812093656	-0.0363024673	0.0279610445	-0.0697133149	0.0485986514	-0.0635624365	0.1381502722	-0.0152088435	-0.0520441185	0.0002778723	0.0516830392	0.0262856201	0.0377241482	-0.0131893336	-0.0696758004	0.0305786734	0.1252278737	0.0058254263	0.023630823	0.0056785452	-0.2258168504	-0.0724678016	-0.1083986672	0.1144078661	0.1135094328	0.1120172664	0.00822625	-0.00864965	7.48164451225e-05	6.767118906249999e-05	0.13058	0.0869957	0.0170511364	0.00756825181849	0.0538769	0.0638743	0.0040799262004899	0.00290272035361	-0.000173176	-0.000840173	2.9989926976e-08	7.05890669929e-07	0.00139816	-0.0003664299999999	1.3427094489999988e-07	1.9548513856000003e-06	-0.00133409	0.00051412	1.7797961281e-06	2.643193744000001e-07	0.0	0.0	0.0
664.0955418822612	0.1749843660116994	441022.8887478941	0.0306195283485163	752.2965112408002	4.66804352204008	565950.0408250794	21.790630323660352	638.5266741481694	-0.6256240999543934	0.3914055144437448	407716.31359872245	649.3938653637778	493.4818225098936	1.183259	26.527962	0.2648098499999999	0.142304	0.0490080428	-0.0908681949	-0.1102888816	0.0821011416	0.0720926599	0.0696366534	-0.1273852549	-0.0505956968	-0.0378503636	0.1687796615	-0.0591829784	-0.0423100828	0.0965454711	-0.0024028046	0.0993650888	0.0005150604	-0.0709777954	0.0492627294	-0.0569941282	-0.0130139047	0.0466806725	-0.07397867	0.0444209697	-0.0687578749	0.0323955003	0.1396869476	-0.042851913	0.0051433906	-0.0303007397	-0.0250247185	0.0814538155	-0.0672280431	0.0921876088	0.1936570027	-0.0215349843	-0.041768662	0.0576972311	-0.0271951403	0.0338575335	0.1307764172	-0.0250681941	-0.0341707261	0.0312063681	-0.1888874039	0.0016404354	0.1374717697	-0.0792959701	0.0304049992	0.1832316517	-0.0181066155	-0.0636038841	-0.1115258578	0.0246036247	-0.0636301898	0.0131809964	0.0684120791	0.0841559359	-0.087021937	0.0635319954	0.1411190754	0.0485302971	0.1560509532	-0.0883397166	-0.0382219923	-0.0625667027	-0.0044243408	-0.0118164603	0.0156137294	0.1212140653	-0.207515423	0.0599284494	-0.0022029141	0.0103860178	-0.0793390437	0.1288068536	-0.0339681486	0.0218357203	0.0254850893	-0.0492314738	-0.059094451	-0.0132751828	0.0679068525	-0.0371778694	0.0304559654	0.0731192633	-0.0978154552	0.1142120884	0.1127290384	0.1102715368	0.0348818	0.02665555	0.0007105183458025	0.0012167399712399	0.172291	0.041711	0.029684188681	0.0017398075209999	0.169965	0.1160881	0.01347644696161	0.028888101225	-0.000904577	-0.000731401	8.182595489290001e-07	5.34947422801e-07	0.00107839	-0.00031977	1.0225285290000002e-07	1.1629249921e-06	-0.000778157	0.000555933	6.05528316649e-07	3.09061500489e-07	0.0	0.0	0.0
664.8473538791313	0.751811996870174	442022.0039600829	0.5652212786379185	754.4473883320887	2.150877091288521	569190.8617611096	4.62627226182977	639.4618200738709	0.9351459257014768	0.8744979023560718	408911.4193321876	649.3940773432496	492.880366396824	1.165338	26.126181	0.35367235	0.202863	0.0315281843	-0.0614508806	0.0568342004	0.0659039842	-0.001798738	0.0403703309	0.0406960641	0.048930475	-0.0006440833	0.0595920283	0.0391049703	-0.1318400835	-0.0168970776	-0.1123342055	0.0174268745	0.1111151201	0.0625410399	0.0269824416	-0.0487689724	-0.0609386439	-0.0009342801	0.0266756542	-0.0102043515	0.1173501647	0.0389134248	0.0099853	-0.0702160111	-0.0800719701	-0.0346587315	-0.023899764	-0.0732735281	0.2019121593	0.0526538178	0.0038354982	-0.0249271304	-0.1617803415	0.0880235081	-0.0524103715	0.0377797991	0.1360820066	0.1371366475	-0.0431048932	0.1407439617	-0.0479513864	-0.0132565195	-0.0030036246	0.1181003367	0.0382167705	0.0034958758	0.0804857531	0.044510174	0.0115653886	0.0280505293	0.1221640122	-0.0067208009	-0.0426512958	0.0152780598	-0.0275113191	0.036593197	0.044333095	0.0621936427	-0.0375305469	-0.0635544467	0.0468337243	-0.0133420702	0.0172568953	-0.0848550373	-0.0481158631	0.0046876487	0.0955527686	-0.0073858646	0.0920362731	0.0005689892	0.0124360307	0.1079239804	0.0708620294	0.1338063602	-0.0496288567	-0.1115821721	0.0251884866	-0.0022119396	0.2019772356	-0.0854378861	0.0891354621	-0.1819912672	-0.0684189669	0.1139675232	0.1117560484	0.1081019891	0.0357286	0.0008468	7.170702400000029e-07	0.0012765328579599	0.0421033	-0.1301877	0.00177268787089	0.01694883723129	0.0449922	-0.1249728	0.0156182007398399	0.00202429806084	0.000548241	0.001452818	3.00568194081e-07	2.110680141124e-06	0.00140599	0.0003275999999999	1.0732175999999996e-07	1.9768078801e-06	-0.00095104	-0.0001728829999999	9.044770816e-07	2.9888531688999995e-08	0.0	0.0	0.0
664.0568834629648	-0.7904704161664995	440971.5444745456	0.6248434788344389	751.4611175129811	-2.986270819107631	564693.8111338584	8.91781340505376	639.2058245788921	-0.2559954949787197	0.0655336934493997	408584.08617558144	649.5206290879136	499.3163988422227	1.030169	23.095778	0.16477125	0.101923	-0.0103793661	0.0700305435	0.1228617975	0.0567635095	-0.0100273736	-0.1114452538	0.0925831139	0.0957503276	0.0824240603	-0.0073715154	0.0401657723	-0.1062598407	0.0758158148	-0.126559283	-0.0180075717	0.0976285798	-0.0135815441	0.0191309429	0.0925854771	-0.0250156673	-0.0569421655	0.0767623335	0.0956981198	-0.0151470167	-0.0653034503	-0.020283694	-0.1014199795	-0.1990967607	-0.0061011703	0.0688148014	0.0063169604	0.0253730882	-0.0758305724	-0.039473933	0.1254232957	0.1171815363	0.095981779	0.0014963629	0.0495012369	-0.0739063676	0.0030915481	-0.0670075553	0.1246078972	-0.0670693774	-0.2489742902	-0.0782505328	0.0346876824	0.0437766212	-0.0818421816	0.0695869125	0.1536499725	0.089834843	0.1270045587	0.0221178311	-0.0437310032	-0.1159525277	-0.0559777656	-0.0404006331	0.0170436443	0.0053202846	-0.0393028943	-0.0609494353	-0.068431918	-0.0071910711	-0.0762520257	0.1789988869	-0.0910957178	-0.0209766518	-0.0687128412	0.0553984645	-0.1890957514	0.0410783721	-0.036782043	0.0108684047	0.0013821251	0.0480490394	0.1309097085	0.0069087884	0.2321292925	0.0667247027	0.1043468753	-0.0212626568	-0.0508861232	0.0485303385	-0.0479920186	-0.0380926395	0.1136742748	0.110592125	0.105516962	0.0379253	0.0021967	4.825490890000012e-06	0.00143832838009	0.0912729	0.0491696	0.00833074227441	0.00241764956416	-0.0413549	-0.0863471	0.00745582167841	0.00171022775401	0.000314612	-0.000233629	9.898071054400001e-08	5.4582509641000003e-08	0.00140599	0.0	0.0	1.9768078801e-06	-0.000643512	0.000307528	4.1410769414400004e-07	9.457347078400004e-08	0.0	0.0	0.0
662.9776317480062	-1.079251714958673	439539.3401981949	1.1647842642412365	743.7247571061055	-7.736360406875633	553126.5143325356	59.851272345072914	641.2142255985891	2.008401019696976	4.033674655919852	411155.6831099984	650.4491521692603	480.5128395375789	1.32043	29.603243	0.46166205	0.280801	0.0398613445	0.1275981996	-0.1003704883	0.0202656261	0.1106610667	-0.0710808808	-0.1671031458	-0.1309844989	-0.0064141022	-0.0553098902	-0.1291577821	0.0771964999	0.1931274661	0.2721932454	0.0100758537	-0.1690464553	-0.205409067	0.0141706306	0.2032945877	0.1037116554	-0.0163076196	0.0542767886	-0.0123269142	-0.0195988569	0.1893675996	0.0006336224	0.0323316526	-0.0369879019	0.0306420511	0.0322563258	-0.0137409495	-0.0420522993	-0.0972386664	0.0421805574	-0.0671065377	0.0897691268	-0.133040452	0.0159956756	-0.1368567244	0.0184725692	0.00415387	-0.0764304501	0.0834268101	0.0615075424	-0.0377413132	-0.00208251	-0.1008475973	0.0181023497	-0.1360441415	-0.0437798247	0.012111364	-0.0936773869	0.018457962	-0.1600736602	-0.064761574	0.1677722849	0.0121326686	0.1338954742	0.1685955354	-0.1193423191	-0.1570887265	0.0768414148	0.0734375617	-0.1402506824	-0.1313931098	-0.000603652	0.0610856552	-0.0018546693	-0.0938559023	-0.0224332503	0.0481689801	0.0703270774	0.0252375682	0.0894099232	-0.0106380152	-0.0342521508	-0.0834218375	0.1041108879	0.0663651863	0.0990452503	-0.1450157944	0.0016714512	0.0280309904	0.0915971588	0.016703428	0.0997580345	0.1133324686	0.1092392569	0.1025263906	0.0489026	0.0109772999999999	0.0001205011152899	0.0023914642867599	0.200602	0.1093291	0.040241162404	0.01195285210681	0.198609	0.2399639	0.05758267330321	0.039445534881	-0.00064026	-0.000954872	4.099328676e-07	9.11780536384e-07	0.0008213819999999	-0.0005846080000001	3.417665136641169e-07	6.746683899238357e-07	-0.000155157	0.000488355	2.4073694649000002e-08	2.38490606025e-07	0.0	0.0	0.0
665.3140070911724	2.336375343166196	442642.7280317125	5.458649744154961	750.4789677470923	6.754210640986798	563218.6810307412	45.6193613828193	640.8680298100818	-0.3461957885073161	0.1198515239802023	410711.8316326559	651.1558917282376	489.3227221772975	1.541389	34.557026	0.490247065	0.321679	0.0880858256	-0.0457486009	-0.340182903	0.1996429436	0.202994401	0.1236673151	-0.3480481667	0.0062288923	-0.1671818369	0.1218675576	0.035391578	0.031517439	-0.0139318882	0.1450351954	0.1955500287	-0.364900676	-0.0389896276	-0.0799913032	0.0358960355	0.1039949763	-0.0095866945	-0.0314095834	-0.0113957271	-0.184337238	0.0094266093	0.023745214	-0.0716152123	-0.1655963093	0.0950510749	0.0099631478	0.0278886523	-0.0598659801	-0.0965547472	0.0356113574	-0.0768632572	0.0194335388	0.2005577124	-0.0029734356	-0.0967925947	-0.0254835305	0.042041774	-0.0419442281	0.029580869	0.0173914057	0.0372833909	-0.0242231767	-0.0602326269	-0.0943164138	-0.0585114291	0.0010102394	-0.0393323924	-0.3344226465	-0.0773340532	-0.1969913879	0.0972181969	0.0780653976	0.0712421577	-0.1099870692	-0.0533371031	-0.1448065182	-0.0931962417	-0.0276281802	0.026167268	-0.1070704467	-0.1892006289	0.1814932706	-0.00055127	-0.0510399639	-0.047444193	-0.0288150278	-0.122476198	-0.1131922094	0.077597655	0.0095397289	0.0647637828	0.0072155381	0.0127594222	0.0529645233	-0.0181351932	-0.0536307497	-0.003778176	-0.0387287794	-0.0768756615	0.0566533162	0.0807576487	-0.0500344518	0.1129422506	0.1076997553	0.099141769	-0.00156101	-0.05046361	0.0025465759342321	2.4367522201000003e-06	0.270089	0.069487	0.072948067921	0.004828443169	0.496654	0.298045	0.088830822025	0.2466651957159999	-0.00138382	-0.00074356	1.9149577924e-06	5.528814736e-07	0.0002403	-0.0005810819999999	3.3765629072388374e-07	5.7744090000000006e-08	-3.47699e-05	0.0001203871	1.20894594601e-09	1.449305384641e-08	1.0	0.0	0.0
664.0833489088538	-1.230658182318507	441006.6942979985	1.5145195617074916	749.5611846645673	-0.9177830825249202	561841.9695557497	0.8423257865689445	639.0670734156262	-1.8009563944556248	3.243443934730604	408406.7243240133	649.6912195678436	496.17056315905296	1.267606	28.418966	0.271493485	0.156627	0.0998940932	-0.04961039	-0.2776746141	0.2873062955	0.2272867585	0.1005651346	-0.2332847159	0.1617177165	-0.0262684397	0.1333939369	0.0790328266	-0.2003646281	-0.1041271126	0.1678160058	0.2809686828	-0.2059452428	0.0087101381	0.0899767852	-0.1541034686	0.1012874368	-0.0297398016	0.0601684279	0.1941194641	-0.088957417	0.074231227	0.0399933357	0.0762312623	0.0449202413	0.090325821	0.1147409952	0.0298564804	-0.0414075572	-0.00868468	-0.0267838544	0.0401662209	0.1247825796	-0.006768475	0.1084879113	-0.0116353811	0.0371085063	0.1516986443	0.0813677206	-0.0102648222	-0.0894070767	-0.08962725	-0.0040121088	0.091736542	-0.0364366876	0.087017065	-0.0102393815	0.0486132459	-0.3630126445	-0.0148407271	-0.1009360159	-0.0911020978	-0.0522858533	0.1047556054	-0.018306506	0.0724737145	-0.0345094325	0.2403751509	0.036797784	-0.0589029233	-0.0302857811	-0.0829767156	-0.0220635019	0.1258427904	0.0155154993	-0.0989955619	0.0379244639	-0.1012812426	0.0657183126	-0.0191051822	-0.0557037237	0.0203701193	-0.1793352494	-0.0104358091	0.118036029	0.1205064634	-0.1822726756	0.0686154295	0.0153376631	-0.0129450637	-0.0610900938	-0.0880893914	-0.0559183918	0.1125037874	0.1059762505	0.0953761056	-0.00588185	-0.00432084	1.86696583056e-05	3.45961594225e-05	0.155276	-0.114813	0.024110636176	0.013182024969	0.454179	-0.0424749999999999	0.0018041256249999	0.206278564041	0.000411656	0.001795476	1.69460662336e-07	3.223734066576e-06	-5.49548e-05	-0.0002952548	8.717539692304e-08	3.0200300430399997e-09	-0.000141732	-0.0001069620999999	2.0087959824e-08	1.144089083641e-08	0.0	0.0	0.0
