global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
812.5868284219522	n/a	660297.3537248472	n/a	852.1557911794414	n/a	n/a	726169.4924406597	796.2667877327107	n/a	n/a	634040.7972461698	790.5428599513834	696.3569344616643	n/a	n/a	n/a	n/a	-0.0543238518	-0.0760951008	-0.0442372277	0.0584321484	-0.088328686	0.0325024757	-0.0874738752	0.0195802699	-0.0096959692	0.0312938408	-0.0067490074	0.0705483402	0.0125178764	-0.1122709075	-0.0928628926	0.0205977896	-0.0975553976	0.0352484197	-0.0529238639	0.0605548578	-0.0128767236	0.0226021986	-0.0205265395	0.1571902567	-0.0412423964	0.0618455472	-0.0166426346	0.0821539343	-0.0652644002	0.0574815388	-0.025939653	0.0221820157	-0.0240659294	0.1105360474	-0.0061724275	0.0985581222	-0.0202665527	-0.0619191863	0.2315106517	-0.094205573	0.0098414906	0.0219411239	-0.0791037934	-0.0207588919	0.0226351524	0.0233529166	0.0409638449	-0.0676133471	-0.1143769933	0.209694445	-0.0659980293	-0.0150283927	-0.0386141418	0.1329524037	-0.0686604697	0.0599366917	-0.0245744786	0.0510635102	-0.0153405408	0.0543378532	-0.0613466499	-0.0398867496	0.0569410687	-0.0831990633	0.0659999833	-0.0451712294	-0.0052477752	0.0499666845	-0.049817338	0.0118873439	-0.1330348371	0.0524228364	-0.0648541377	0.0497534148	-0.0983970415	0.044241129	-0.1163039375	0.0616668221	-0.040675461	0.0689663262	-0.0150813652	0.0953747281	-0.0126092023	-0.1768335663	0.0937355956	-0.0697598271	0.0358683613	0.0098873134	0.0682129996	-0.0090599523	-0.0437160305	0.066631363	0.0181793636	0.0717913898	-0.0572082721	0.1147017419	0.1146833673	0.1146527451	0.0241767	n/a	0.00058451282289	n/a	-0.120051	n/a	n/a	0.014412242601	-0.0694724	n/a	0.00482641436176	n/a	-0.00287006	n/a	n/a	8.237244403599998e-06	0.00128053	n/a	n/a	1.6397570809e-06	0.00141497	n/a	2.0021401009e-06	n/a
812.9191316766229	0.3323032546707054	660837.5146458745	0.1104254530647437	853.9393026269574	1.783511447516048	3.1809130834207893	729212.3325710144	795.1010935483605	-1.1656941843501727	1.3588429314278143	632185.7489617987	789.8482043084514	695.7622354017286	1.053004	24.480577	0.0528649	0.0241592	-0.0195834145	0.0393359467	0.0180350082	0.1075621066	-0.0429976864	-0.0706957091	-0.0029534787	0.0375872939	0.0150822498	0.0046256491	-0.0472089007	0.0324520554	0.0753472622	-0.014911784	0.0532433856	0.0206743422	-0.103134842	-0.1421238943	0.0558896984	-0.0825311999	-0.032736147	-0.0559826809	-0.071297395	0.0888850698	0.0327225077	-0.0994052739	0.0272294294	0.1519794755	0.0046374106	0.0228277841	-0.088358446	-0.0344043219	-0.1297031122	0.0578902735	0.0681689219	0.034218548	0.0093362704	0.0367300264	0.1130521212	0.0146109161	0.0910044068	0.1443568565	-0.0617177111	-0.080481383	-0.0493809592	0.0544805765	0.028817855	-0.0416998543	0.0203697512	0.1716924658	0.089484873	0.0796444043	0.0300585459	-0.1323022924	0.0711644186	-0.0495124634	0.0198445446	0.0853382717	0.0218774738	0.0192880916	0.0231617433	-0.0979634192	-0.0509821492	0.0854647503	-0.0785338457	0.0931217676	-0.009145965	0.0178153583	0.0802506579	-0.1484700598	0.0259265026	0.0623279085	-0.093879156	0.0256320991	-0.0533034863	0.0483866889	-0.0861752053	0.1081791852	-0.1593292967	-0.0877445064	-0.0153286621	0.0571109146	-0.1628019401	-0.0556269456	0.0142501246	0.0373802818	0.0644814182	0.0707967041	0.0001735935	-0.0371996959	-0.0659069607	-0.0479234384	0.111096595	0.0438484514	0.0469901594	0.1146527451	0.1144874327	0.1142120884	0.0267615	0.0025848	0.00071617788225	6.681191040000009e-06	-0.126617	-0.006566	4.311235600000003e-05	0.016031864689	-0.0525328	0.0169396	0.0027596950758399	0.00028695004816	-0.00249544	0.00037462	1.403401444e-07	6.227220793599999e-06	0.00128053	0.0	0.0	1.6397570809e-06	0.00157584	0.00016087	2.4832717056e-06	2.5879156900000008e-08
814.340642184631	1.4215105080080548	663150.6815136771	2.020692124377318	853.3751517960972	-0.5641508308602852	0.31826615996035	728249.1497030118	794.9455535564194	-0.1555399919410547	0.0241926890930233	631938.4331191222	789.4853880065493	703.005844876562	1.059497	24.631523	0.11133135	0.0648895	-0.0010605191	-0.0013032442	-0.0494344993	0.0437995534	-0.0044229618	-0.0470436873	-0.0514279805	-0.014353084	-0.036309681	-0.0558514403	-0.0253350934	0.0814289652	0.0654045862	-0.0478622565	-0.0417282082	0.0033494378	-0.1057573956	0.0531335642	-0.1454405374	-0.0159095224	0.0083841673	0.0426385959	-0.0754435574	0.0400627645	-0.134398666	0.0168816603	-0.0625951903	0.2331039245	-0.0416113677	-0.1131130891	0.0295255342	0.0712151862	0.0182996491	0.0536394417	0.036508353	-0.0569548247	-0.1515364478	0.1426142446	0.0603085404	0.0937669267	-0.0749376115	0.0492006448	-0.1674214097	0.0375920311	-0.0219034554	0.0402266495	0.0243883083	-0.0153532135	0.0391590468	-0.0791388783	0.0929341133	0.0058452383	-0.1352165956	0.0839836804	0.0246073562	0.0117327723	-0.0390519519	0.042779297	-0.0602263544	0.0261520087	0.0135461831	-0.0234299207	0.0025466072	0.0362322554	0.1083406666	-0.1173890044	-0.1110589496	-0.0098533451	-0.0827510818	0.0739459016	0.0076037027	0.0824431974	-0.0867167015	-0.0091053606	-0.1157120119	0.1003080776	-0.0763076002	0.08909994	-0.0427948012	0.1735476842	0.0537282248	0.0048433343	-0.0169494807	-0.0517148262	0.0786091435	-0.1162864941	0.0366387761	-0.060695649	-0.0821963516	0.0201097336	-0.1345542858	-0.0681108836	0.0164730372	0.0619622455	0.0477358769	0.1145547726	0.1140958982	0.1133324686	0.0329494	0.0061878999999999	0.0010856629603599	3.829010640999995e-05	-0.0695228	0.0570942	0.00325974767364	0.0048334197198399	-0.048215	0.0043177999999999	0.002324686225	1.8643396839999973e-05	-0.00283864	-0.0003432	1.177862400000001e-07	8.0578770496e-06	0.0007491009999999	-0.0005314290000001	2.824167820411063e-07	5.611523082008502e-07	0.00157584	0.0	2.4832717056e-06	0.0
814.9784472352886	0.6378050506576756	664189.8694580421	0.4067952826444401	852.7814543214154	-0.5936974746817896	0.3524766914435341	727236.2088345482	796.7738615910658	1.8283080346463976	3.342710269552573	634848.586514739	789.4025183254271	705.3563177975163	1.043395	24.257183	0.1033257	0.0520099	0.0184569247	0.0142183567	-0.0442794993	0.0764956085	-0.0056763056	-0.0088882277	-0.0745372844	0.0476973823	-0.0039564401	0.0194885403	-0.02560651	-0.1409830945	0.004855816	0.0119725211	-0.079659342	0.052853755	-0.0974064344	-0.0691251914	-0.0040088804	0.0281205998	0.0474557467	0.0345074315	-0.0489764669	-0.06115538	-0.0411039458	0.0232850564	-0.0491632687	0.0790944853	-0.0569133235	-0.0764230629	0.0009414792	0.0567495206	0.1949172923	0.1088802295	-0.1024393227	-0.0422224718	-0.138602288	-0.1223009633	-0.0091526425	0.0345966844	-0.0144931418	0.0331646113	-0.0450931318	-0.0243463138	0.0965011879	0.0985116697	-0.0117828755	0.0233435524	0.0696308949	-0.1033114239	-0.0448012479	0.1109205038	0.0399558675	-0.0266454278	0.0677825563	0.0275864442	-0.0421718172	0.0221460974	-0.0523543166	-0.0122164801	0.019053168	-0.1448104451	0.0245339602	0.1237243087	0.0181926261	-0.0895113848	0.025354285	-0.0152997994	0.0406230911	-0.0007710131	0.0591747501	-0.0008904769	-0.0658891492	-0.1005711056	-0.0792622178	0.0745528354	0.0158492468	0.0073622665	0.0363197249	0.0229443689	-0.0322193346	0.0580631724	0.1220604607	0.0780462276	0.1740252487	-0.0075514989	0.0165945426	0.0142213632	-0.0554138933	0.0569041138	-0.1070935772	-0.0464311769	-0.0277550226	0.1034118563	0.0543270767	0.1144078661	0.1135094328	0.1120172664	0.038961	0.0060116	0.001517959521	3.613933456000007e-05	-0.114441	-0.0449182	0.00201764469124	0.013096742481	-0.0370216	0.0111934	0.00137059886656	0.0001252922035599	-0.00236938	0.00046926	2.202049476e-07	5.6139615844e-06	0.0007491009999999	0.0	0.0	5.611523082008502e-07	0.00122105	-0.00035479	1.4909631025e-06	1.258759441e-07
816.2882526452075	1.3098054099189085	666326.5114065661	1.71559021185284	862.8152181033623	10.03376378194696	100.67641563191054	744450.1005907527	795.7541125675433	-1.019749023522536	1.0398880709751654	633224.6076681584	791.027889199031	712.4494738029459	1.033795	24.03401	0.1187012	0.0741587999999999	0.0354156319	-0.0323106638	-0.009153208	0.0328146403	0.0342276693	0.0296333164	0.0131282487	-0.0135336311	0.0009637669	-0.0061086128	0.0734685309	-0.072049426	0.0418181102	-0.0613445834	-0.1424423057	-0.0675164993	0.0547112109	0.0196776299	0.0415748222	-0.0349735548	-0.0017590568	-0.1829227903	0.013217445	-0.0035130736	0.0524466355	-0.0365200455	0.0027879526	0.0820208568	-0.0712752906	-0.0837961619	-0.0321616961	0.0438045046	0.0470729304	-0.0804698294	0.0645669276	-0.1384751963	0.0411015693	-0.0491950001	-0.0276775312	-0.0826902829	0.0359932383	-0.0715655373	-0.0196605788	0.017064265	-0.0618460973	-0.1041941914	0.0343724136	-0.0468216644	0.0749304184	0.0139089467	0.0727840414	0.0406954005	-0.0199703019	-0.004454366	0.0379599775	0.09283897	0.0084180183	0.0236313904	-0.0248072306	0.0060468801	0.0917480306	-0.0271263022	0.0139279655	0.0026419382	0.0696176483	0.1812800217	-0.1519933331	-0.108914952	0.066510709	-0.0011253961	-0.0125709641	-0.0318107878	-0.0594030257	-0.1137695495	0.0298699502	0.0766640422	0.0361767511	-0.0663464716	-0.0316656499	0.0990470766	0.0340931609	0.0143132685	0.0136450329	-0.0617296718	-0.0090904512	-0.0565036385	0.0936314772	-0.0449197006	0.0159244196	0.1424444318	0.0389499445	-0.0267058827	-0.1071164204	0.040131756	-0.0668890963	0.1142120884	0.1127290384	0.1102715368	0.0401361	0.0011750999999999	0.00161090652321	1.3808600099999962e-06	-0.0452573	0.0691837	0.00478638434569	0.00204822320329	-0.0238584	0.0131632	0.0005692232505599	0.00017326983424	-0.00255472	-0.0001853399999999	3.4350915599999994e-08	6.5265942784e-06	0.000293657	-0.0004554439999999	2.074292371359089e-07	8.6234433649e-08	0.00115825	-6.280000000000001e-05	1.3415430625e-06	3.943840000000001e-09
816.1267345334396	-0.1615181117679185	666062.8468202155	0.0260881004290738	848.2803427918869	-14.534875311475387	211.2626003201368	719579.5399671212	795.7806669109491	0.0265543434057917	0.0007051331537127	633266.8698292349	789.0816056655894	717.078365121857	1.17446	27.304216	0.0746883499999999	0.0399913	0.0372877221	-0.0327558104	-0.0496593115	0.0447540306	-0.0041838063	-0.014987923	-0.1194067002	0.0061685423	0.0562769896	0.0311424216	-0.0393573438	-0.0359086083	0.0459264786	0.1787173112	-0.0907726432	-0.0737437396	-0.0672409488	0.0332466357	-0.0938657719	-0.0827842036	-0.120171579	-0.0391610195	0.0402573796	-0.0602446792	0.2180560561	-0.0014011469	0.0873439195	-0.0204606041	-0.2147915237	0.0905815479	-0.0338591554	-0.0177788538	0.0905139771	-0.0815769403	0.0397628079	-0.1088993105	-0.1306763787	0.1129760308	0.0615017357	0.0116657192	4.37901e-05	-0.0503626388	-0.0472348309	0.0530688604	-0.0725710565	0.0683934194	0.1209793188	0.0103153429	-0.0085493484	0.0722538508	0.0866437292	-0.0793096386	-0.139774621	0.0035999898	-0.1947390078	0.0105708819	-0.1416869684	0.0380281462	0.0485294847	0.0507013709	0.0528455042	-0.0683600225	0.015419227	0.097297872	-9.39513e-05	-0.1745938076	-0.1664124139	-0.038523096	0.0537049723	0.0149959738	-0.1323443334	0.1029118283	-0.0111054159	-0.0506092667	0.044536145	-0.0183574678	0.1161062341	0.0537622587	0.0568275386	0.0550718271	0.037076397	0.1476082056	0.2319792399	0.0900106592	-0.1300359285	0.0123987859	0.0300789373	0.0340444975	-0.1454165416	-0.0610780805	0.1228937686	-0.006129793	0.0250519607	-0.0684853454	0.1151302302	0.1139675232	0.1117560484	0.1081019891	0.0432589	0.0031228	0.00187133242921	9.751879840000012e-06	-0.0825418	-0.0372845	0.0013901339402499	0.00681314874724	-0.016528	0.0073303999999999	0.000273174784	5.373476415999997e-05	-0.00215926	0.0003954599999999	1.563886115999999e-07	4.662403747600001e-06	0.00036392	7.026299999999999e-05	4.936889168999998e-09	1.324377664e-07	0.00108496	-7.328999999999994e-05	1.1771382016e-06	5.371424099999992e-09
818.472403712659	2.345669179219385	669897.0756391778	5.502163898339744	867.9279969962124	19.64765420432548	386.0303157327486	753299.0079698573	797.7427839416633	1.9621170307142397	3.849903242218863	636393.5493309953	793.4181638177542	717.1045132097624	1.107248	25.741659	0.04576827	0.0346916	0.0618953788	-0.013195434	-0.0440638147	0.0122321857	0.0755248931	0.000370693	-0.0265540266	0.0923670403	1.62458e-05	0.0030184756	0.0230067998	-0.0166728846	-0.0479333796	0.0577169539	-0.094479575	0.0022168283	-0.0843243899	-0.1915181927	-0.127935577	0.0692762945	0.0390099914	0.0613561298	0.0498373468	-0.1006895063	0.0073518561	0.0479697559	0.1696481298	-0.1185504012	-0.1316352449	0.0255197614	-0.0063442535	0.0376894363	0.0869248564	0.015561493	0.0754784042	-0.0109970727	0.1283639569	0.0384209757	0.1044801941	0.0702299238	0.0104640467	0.0309464708	0.0537656781	-0.0952100796	-0.0813391817	-0.0718216657	-0.0575261153	-0.1188519864	0.0069533492	0.03972223	-0.0082935081	-0.0206312067	0.0024609405	0.139291953	-0.1207528821	0.0142084456	-0.0540091947	-0.0552386311	-0.0008281218	0.1087739379	-0.0118041923	-0.0574855195	0.066125177	0.1119397613	-0.0043426765	0.0021294619	0.085626747	0.131186322	-0.0019909417	0.0072076982	0.0747120903	0.0928238107	0.0826582139	-0.0541609348	-0.015044502	-0.0673174435	0.1320189221	0.0324034702	-0.086771909	-0.0033979176	0.0056035201	0.0085615258	0.1055702336	-0.1176057583	-0.257338265	0.1561056287	0.0209318953	-0.1658006033	0.020084194	0.1003918361	-0.0780904033	0.1538097944	0.0056965354	0.0055533098	-0.0379583987	0.1136742748	0.110592125	0.105516962	0.0432182	-4.070000000000462e-05	0.0018678128112399	1.656490000000376e-09	-0.0493655	0.0331763	0.00110066688169	0.00243695259025	-0.00640268	0.01012532	4.09943111824e-05	0.0001025221051024	-0.00216313	-3.870000000000002e-06	1.4976900000000016e-11	4.6791313969e-06	0.000408419	4.449899999999998e-05	1.9801610009999983e-09	1.66806079561e-07	0.00108511	1.4999999999997654e-07	1.1774637121e-06	2.249999999999296e-14
818.1870279561973	-0.2853757564616899	669430.0127157952	0.0814393223760817	854.7648807800509	-13.163116216161484	173.26762852017342	730623.0014149346	796.6845000018313	-1.0582839398319948	1.1199648973063292	634706.192543168	790.9219761209388	719.5448050392586	1.051832	24.453333	0.06752567	0.0358617	0.0797629715	-0.0715609238	0.0615953987	0.0083756136	0.0468205397	0.0936769631	-0.0447079665	-0.0731412281	0.0958374872	0.1211027844	-0.0102409772	-0.043765024	-0.0206992267	0.0468851491	-0.0627301058	-0.1232761687	-0.1178509615	0.0416159538	0.0189886295	-0.054783507	-0.0154594248	-0.0855049436	0.0329920603	-0.0483688198	-0.1328486949	-0.0263690192	0.0267408705	-0.0490291118	0.0413270107	0.0279522826	0.1396628042	0.1059151344	-0.0822609798	-0.1613724458	0.0060258844	-0.042689624	-0.038065613	0.1408826305	-0.1120133663	-0.2060690573	-0.0212961277	0.0968966131	-0.0542374586	0.0022570152	-0.0540937791	-0.1058622078	-0.0150272976	0.0792748427	-0.0895168274	-0.0309862459	-0.0392924106	0.054995299	0.0001617127	0.037956036	0.1128055437	0.0573722446	-0.0621908246	-0.0359745927	0.0783852742	-0.0015306676	0.04937219	-0.0880169762	-0.0235840463	0.0230658891	0.0491495377	-0.0222813133	-0.0825657873	-0.0227675549	-0.0920205522	-0.0339429055	-0.0345107973	-0.016681657	0.0213222117	-0.1035772548	0.0685497288	-0.1342468223	-0.0114372645	-0.0061261691	-0.0723336149	-0.0252823466	0.2033913617	-0.0992619241	-0.0724656578	0.1061752158	0.0108008192	-0.061360555	-0.0424439942	-0.226841413	0.025441877	-0.1263830273	0.0890433548	0.005885133	0.171798317	-0.1388156776	0.0387625651	0.1133324686	0.1092392569	0.1025263906	0.0245291	-0.0186890999999999	0.00060167674681	0.0003492824588099	-0.0565566	-0.0071910999999999	5.171191920999999e-05	0.00319864900356	-0.0181999	-0.01179722	0.00033123636001	0.0001391743997284	-0.00206198	0.0001011499999999	1.0231322499999988e-08	4.251761520400001e-06	0.000557009	0.00014859	2.2078988100000013e-08	3.10259026081e-07	0.0007378849999999	-0.0003472250000001	5.444742732248524e-07	1.2056520062506945e-07
816.3364510038922	-1.8505769523051183	666405.2012376301	3.424635056402901	859.1590369146935	4.394156134642572	19.308608135616947	738154.2507121837	796.3893422512024	-0.2951577506289595	0.087118097756347	634235.9844513028	791.3200607205508	713.9047032636374	1.084153	25.204739	0.04465936	0.0206961	0.0569002341	0.0711774562	-0.0328562552	-0.0034926719	0.0884135259	-0.056771157	0.04424909	-0.0821066701	-0.0538594671	0.0851402715	-0.037362011	-0.0473965401	0.0055716169	0.1267219494	0.0790296779	-0.0364913064	0.0781124754	0.006279746	0.1301251951	-0.0546566943	-0.0490271582	-0.1837543036	-0.0158878786	0.0861865388	-0.0771464807	0.0296947758	0.0617090635	0.0099882087	0.0095595753	-0.0254645981	-0.0836949745	0.007523305	0.0733608315	-0.0863110932	-0.0559996122	-0.0449262908	0.129765323	-0.0697764052	0.0676844999	0.0961507148	0.1994571051	0.0566476561	-0.0361401753	-0.0329894638	0.04401478	-0.020625296	0.0193798062	0.0348731714	-0.0305547356	0.0786053333	-0.0010662992	0.0351714372	0.0675962798	-0.0858760617	-0.0817132062	-0.068892463	-0.0185962975	-0.0020992495	-0.0486001786	-0.0784175154	0.0884962199	0.0256754859	-0.1224426417	0.0158773769	-0.0583226382	0.0696799011	0.0161767847	-0.0471859826	0.0636689882	0.0654653502	-0.0939018038	-0.038661129	-0.045903898	-0.1111417361	0.1232742355	-0.0629687773	-0.0496863156	0.1097068092	-0.0696991673	-0.1312434801	-0.047649537	-0.1069471036	-0.025197123	-0.1054929401	-0.0076457902	0.1003436604	-0.1488767162	0.0762038876	-0.0530333644	0.1101837427	0.0355188129	-0.0396751747	-0.0202070271	0.0946345426	-0.0967877982	0.1129422506	0.1076997553	0.099141769	0.0311357	0.0066065999999999	0.00096943181449	4.364716355999996e-05	-0.0565552	1.3999999999986246e-06	1.959999999996149e-12	0.00319849064704	-0.00819479	0.01000511	6.715458314410001e-05	0.0001001022261121	-0.00184862	0.00021336	4.5522489600000046e-08	3.4173959044e-06	0.000298893	-0.000258116	6.6623869456e-08	8.9337025449e-08	0.000648436	-8.944899999990005e-05	4.2046924609599993e-07	8.001123600982121e-09
816.5737145770763	0.2372635731841228	666792.6313382045	0.0562940031600976	854.1402543624216	-5.018782552271887	25.188178306988718	729555.5741223024	796.8775376310425	0.4881953798401355	0.2383347288972541	635013.8099809135	791.9232640086848	719.5142611722772	1.040655	24.193478	0.07655966	0.0361265	0.0377878049	-0.0782744355	-0.0079256246	0.0288418493	0.0219328061	0.0663545799	-0.0128536789	0.0081259238	-0.0297968258	-0.0548706832	-0.0642261819	0.0133447512	-0.0246323621	-0.0193921446	-0.0327213908	-0.0250350485	0.0908526206	0.0844505969	0.0171941478	-0.0062963036	-0.0390100992	-0.0497018162	-0.0492435207	-0.0994818359	-0.0373010152	0.0381786947	-0.0663893018	-0.070885005	-0.0042525777	-0.0050575844	0.1484634883	0.0787997779	0.0301958202	-0.0394306185	-0.1449393388	0.0718555386	-0.0334532555	0.0360748169	-0.0426021898	0.0502964745	0.1198909365	-0.0285841403	0.0331046105	-0.1415606089	0.0391548528	-0.0918605896	0.0084985199	0.0856281071	-0.0587728055	0.058105925	-0.0642991879	0.0648652719	0.0297781336	-0.0338997079	-0.1448397047	0.05283719	0.0352936085	-0.0288933527	-0.0080147064	0.0428756683	0.0445191387	0.0451448434	-0.0405569467	-0.0365815433	-0.0113582685	0.0144852842	-0.0221811175	-0.0639269113	-0.0009695249	0.0433054048	-0.0013659878	0.0503681763	0.0086435356	0.0216548236	-0.0498659228	-0.1805451266	0.0356857505	0.0389942062	0.0347013498	0.0391662191	0.0276081716	-0.0786844637	0.0402887822	0.0229307192	0.0467685786	0.1604301665	-0.1085607629	0.0589418295	-0.0329331224	-0.0390639632	-0.0183674317	-0.0162506987	-0.0668326969	-0.1228650387	0.0187601241	0.1125037874	0.1059762505	0.0953761056	0.025786	-0.0053496999999999	0.000664917796	2.861929008999999e-05	-0.0376401	0.0189150999999999	0.0003577810080099	0.00141677712801	-0.0393591	-0.03116431	0.00154913875281	0.0009712142177761	-0.00206198	-0.00021336	4.5522489600000046e-08	4.251761520400001e-06	0.000388675	8.9782e-05	8.060807524e-09	1.51068255625e-07	0.000767905	0.000119469	5.89678089025e-07	1.4272841961000021e-08
