global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
704.4812373681804	n/a	496293.8138038025	n/a	782.9528264897434	n/a	613015.1285082783	n/a	700.4149347047754	n/a	490581.0807574949	n/a	695.5778605391954	528.6426442660024	n/a	n/a	n/a	n/a	-0.0025746696	-0.0699335159	0.0691270625	0.0022285962	-0.0297765185	0.0015921336	-0.0504374051	0.0072766619	-0.0316343572	-0.0498836091	-0.0596453064	0.0525371143	-0.0055124926	0.0272641436	-0.053947762	0.0137926046	-0.0404069017	0.0560970909	-0.0041679106	0.0674918145	-0.0070431883	0.1304829969	-0.1218495285	-0.0087512097	0.084869168	-0.0833739477	0.0149902308	-0.1262635998	-0.0456714507	-0.0729888245	0.0465068309	-0.0109552221	0.0214779094	-0.072056353	0.0137983695	-0.022599538	0.0347415381	-0.0200163983	0.0279220437	-0.0060962435	0.0006459501	-0.0080765471	0.0706930386	-0.0406176715	0.1147017419	0.1146833673	0.1146527451	0.0251381	n/a	0.00063192407161	n/a	0.164425	n/a	0.0270355806249999	n/a	0.0379604	n/a	n/a	0.0014409919681599	0.0010356	n/a	1.07246736e-06	n/a	-0.000303986	n/a	n/a	9.240748819600001e-08	0.000607296	n/a	3.68808431616e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.3388870329364	-2.1423503352439184	493279.9122386639	4.589664958919729	776.8222388345748	-6.130587655168597	603452.7907479611	37.5841049977056	698.0615740979094	-2.3533606068659765	487289.9612320512	5.538306145948597	692.9153222293675	531.6579200235791	0.978459	30.733913	0.409855	0.195851	-0.0461569608	-0.102938593	0.1553477699	-0.0049242656	-0.1026699921	0.0653639332	-0.1508497392	-0.0304904757	-0.001535321	-0.0794333911	-0.1012064601	0.0805971064	0.033140178	0.0868649836	-0.0434742666	0.1124265711	-0.0007669295	-0.0072582967	-0.0275453497	0.0282021701	0.1207497171	0.198323133	-0.1797573821	-0.0649859444	0.1812891174	0.0435761212	-0.0386583983	-0.0767933796	-0.0700782131	-0.1301791819	0.0748242141	0.0193175412	0.0327980504	-0.0747833029	-0.1413347044	0.0254185378	0.0097837704	-0.0613622218	-0.0522045244	0.129030224	0.0179963602	-0.0913550902	-0.0193567977	-0.0095591258	0.1146527451	0.1144874327	0.1142120884	0.0765461	0.051408	0.00585930542521	0.002642782464	0.165221	0.000796	0.027297978841	6.336160000000301e-07	0.182524	0.1445636	0.0208986344449599	0.033315010576	0.00320454	0.00216894	1.02690766116e-05	4.704300723600001e-06	-0.00127625	-0.000972264	9.45297285696e-07	1.6288140625e-06	-0.000513248	-0.001120544	2.63423509504e-07	1.255618855936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.226190909301	2.8873038763645127	497343.9803444418	8.336523674469541	769.7526981563944	-7.069540678180374	592519.2163190492	49.97840540044702	702.0294609923325	3.967886894423032	492845.3641011849	15.74412640693405	696.7687000181161	527.0518426722313	1.14885	36.085991	0.61319205	0.326769	0.0113067851	-0.0777566596	0.0367944648	0.0566335865	-0.0810709601	-0.0251847139	-0.0995629875	-0.0556062495	0.0063740801	-0.0278944128	-0.045995017	0.0738868178	-0.0289857965	0.0505675096	0.0064665017	-0.0077017451	-0.0550062198	-0.0455273543	0.0353471425	-0.0224590595	0.108708488	-0.0879780644	0.0905394933	-0.0522469722	-0.0167520538	0.1458428682	-0.0317309261	0.0341912802	-0.0293519133	-0.0550232464	0.058910443	-0.014134177	0.0560536064	-0.0101190826	0.0168625023	-0.0139468464	-0.0524574835	-0.0056877454	-0.0525613999	-0.0535547414	-0.1898386728	-0.0515889743	0.0090919514	0.0063580377	0.1145547726	0.1140958982	0.1133324686	0.0877831	0.0112369999999999	0.00770587264561	0.0001262701689999	0.124981	-0.04024	0.015620250361	0.0016192576	0.0379844	-0.1445396	0.02089169596816	0.00144281464336	-0.00235087	-0.00555541	5.526589756900001e-06	3.0862580268100006e-05	0.000635676	0.001911926	3.655461029476e-06	4.0408397697599993e-07	0.000362925	0.000876173	1.31714555625e-07	7.676791259290001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.1959725489303	2.969781639629332	501541.5355345252	8.819602987079483	776.4895623329243	6.736864176529821	602936.0404119763	45.38533893301082	703.1266906935368	1.0972297012043557	494387.1431656446	1.2039130172049992	696.8438752381419	528.7001084398905	0.8807519999999999	27.664886	0.3290053	0.200267	0.0117930126	-0.0670364231	0.0188364783	0.0281928476	-0.0755238174	-0.0221521409	-0.0258184406	-0.0027255209	-0.0924241171	-0.0161679965	-0.0509430759	0.0491073293	-0.0456035792	0.0276389242	0.0810955065	-0.0838776803	0.0697198799	0.0625999736	0.0150758604	0.0374523879	0.294364835	0.0743496136	0.1183300999	-0.0344890534	-0.2358473347	-0.0524666386	0.2596672928	0.0778745894	-0.0210171854	-0.0488609601	0.0378020118	-0.0229595399	0.0571741857	0.0289471217	0.0436211027	0.0620836793	0.0789564067	-0.1072182093	-0.1618544779	0.2037899774	-0.1624028115	0.1456378623	-0.0141487949	-0.0358774752	0.1144078661	0.1135094328	0.1120172664	0.0735064	-0.0142767	0.00540319084096	0.00020382416289	-0.051158	-0.176139	0.002617140964	0.0310249473209999	-0.0295188	-0.0675032	0.00455668201024	0.00087135955344	-0.00130601	0.00104486	1.7056621201e-06	1.0917324196000005e-06	0.00099423	0.000358554	1.2856097091600004e-07	9.884932929e-07	0.000381239	1.831400000000001e-05	1.45343175121e-07	3.354025960000005e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.4671461097756	1.271173560845341	503343.6314091497	1.6158822217922235	778.0923831962833	1.6028208633590566	605427.7567880718	2.569034720019072	703.0369687324603	-0.0897219610765205	494260.9794045264	0.0080500302994166	698.4674895726686	546.2060190447163	0.918183	28.840628	0.29226085	0.190211	0.0050775852	-0.0679827349	0.0325687639	0.0297951961	-0.0649422421	-0.0167510444	-0.0609497039	-0.0245718537	-0.0043579623	-0.0242727331	-0.0336557465	0.0082100079	-0.0262278699	0.0410198457	0.032083011	0.0326360407	-0.0699855532	-0.0111326739	0.0033018649	-0.1206699126	0.0986694724	-0.0224528312	0.013653211	0.2040126475	-0.0798641101	0.053424584	0.1586041846	-0.123487431	-0.0227964555	-0.0305857933	0.0145701771	-0.0218011641	0.056346927	0.0413389878	-0.0612832878	-0.0049426202	-0.049837805	0.0445432051	-0.1248512959	-0.0235028787	0.0307659852	0.0575321788	-0.0739235581	0.0068879989	0.1142120884	0.1127290384	0.1102715368	0.0480018	-0.0255046	0.00230417280324	0.00065048462116	0.131296	0.182454	0.0172386396159999	0.033289462116	-0.0294215	9.730000000000157e-05	9.467290000000302e-09	0.00086562466225	-0.00048593	0.00082008	2.3612796490000002e-07	6.725312064000001e-07	0.0013154	0.0003211699999999	1.0315016889999999e-07	1.73027716e-06	-0.00016161	-0.000542849	2.61177921e-08	2.94685036801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.4993839126004	-0.9677621971752616	501971.3770045343	0.9365636702814896	777.4463373113816	-0.6460458849016959	604422.8073988826	0.4173752853984153	703.1438565261317	0.1068877936713761	494411.2829704413	0.0114250004359346	698.0572864116251	539.1547845554401	0.915858	28.767582	0.239135795	0.141126	0.0003424178	-0.0707233233	0.0183817901	0.0547384304	-0.034096971	-0.0348061499	-0.0482417097	0.0882280435	0.0196961339	-0.0153620712	-0.0454717911	0.0297097339	-0.0409855305	0.042178781	0.0094813828	-0.0414835231	0.0907969261	0.1179810924	0.0126900313	0.1008479715	-0.0797273422	0.1190569675	0.012764995	-0.0313116238	-0.0252111529	0.0140187038	0.1620413114	-0.1712943638	-0.0173495655	-0.047307286	0.0347637752	-0.0283485838	0.0528339042	0.0058887453	0.0287059071	0.0158339947	0.1248660117	-0.0361384493	0.0934226745	0.0698990025	0.0384016752	-0.0022366371	0.0224820456	0.0945892794	0.1139675232	0.1117560484	0.1081019891	0.049104	0.0011022	0.002411202816	1.21484484000001e-06	0.0151238	-0.1161722	0.00022872932644	0.01349598005284	-0.0184337	0.0109877999999999	0.0001207317488399	0.00033980129569	0.000830257	0.001316187	6.89326686049e-07	1.7323482189689997e-06	0.000556946	-0.000758454	5.75252470116e-07	3.10188846916e-07	-1.87791e-05	0.0001428309	3.5265459681000003e-10	2.040066599481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.7543458354183	-1.7450380771820164	499501.7053572501	3.045157890815109	780.7483496119905	3.302012300608908	609567.985421847	10.903285233372532	701.7009416633413	-1.442914862790417	492384.2115312199	2.082003301261488	696.8886534457678	539.0258756573083	0.927239	29.125084	0.236473985	0.140142	0.0089425582	-0.0633293212	0.0269033434	0.0081331038	-0.0562971962	-0.0304861276	-0.0251812144	-0.1122293845	-0.0112257176	-0.0333336962	-0.0338049523	0.0176159761	-0.0182425275	0.0439796702	0.004210891	0.0373127146	-0.0859911084	-0.0986871307	0.0877875588	-0.0108168055	0.063765044	0.0069947228	-0.1137368099	0.0911820152	-0.0029372363	-0.0939867451	-0.03978326	-0.0292721092	-0.0323200348	-0.0485259567	0.0249837148	-0.0075667044	0.0541792659	0.0007424513	-0.0511077867	-0.0285120533	-0.1106106677	0.0607066973	-0.0178344342	-0.054356099	-0.0178136645	0.0610344949	-0.0435293678	0.0487928515	0.1136742748	0.110592125	0.105516962	0.0394563	-0.0096477	0.00155679960969	9.307811529000005e-05	0.0944442	0.0793204	0.00891970691364	0.00629172585616	0.0085816799999999	0.0270153799999999	0.0007298307565443	7.36452316223983e-05	-0.00127441	-0.002104667	1.6241208480999995e-06	4.429623180889001e-06	0.000703271	0.000146325	2.1411005625e-08	4.94590099441e-07	0.000140039	0.0001588181	1.9610921521e-08	2.5223188887610002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.4409813401824	0.6866355047640127	500472.7420795602	0.4714683164025305	777.7960106779478	-2.9523389340427	604966.6342265303	8.716305181464387	702.0559367095451	0.3549950462038396	492882.5382691168	0.1260214828292662	697.4009335306032	532.2180158222003	0.992448	31.173332	0.208330365	0.105416	0.0028574356	-0.0591672001	0.0110431002	0.0420419641	-0.0081352135	-0.0283435035	0.0020054283	0.15887291	0.0011493784	-0.0256199471	-0.0402778143	0.0206231215	-0.0323401356	0.0189496713	-0.0185338963	-0.0575289414	0.0895396692	0.1538902341	-0.0203110326	0.0575758119	-0.1110810094	0.1411991063	0.0740390771	-0.1756658061	-0.0642318407	0.1276747236	0.0111355463	0.048671283	-0.0259295874	-0.0422651403	0.0279064648	-0.0290676205	0.0271832037	-0.0147216479	0.0564001892	0.086666048	0.186447757	-0.0994418695	0.0985490331	0.055606369	0.1376715277	0.1207737403	0.0364692171	-0.0012841083	0.1133324686	0.1092392569	0.1025263906	0.0340707	-0.0053855999999999	0.00116081259849	2.900468735999997e-05	0.0343758	-0.0600684	0.0011816956256399	0.00360821267856	-0.0137092	-0.0222908799999999	0.0004968833311743	0.0001879421646399	7.32717e-05	0.0013476817	5.368742020890001e-09	1.8162459645148897e-06	0.00146691	0.000763639	5.831445223210002e-07	2.1518249481000005e-06	-0.00016035	-0.0003003889999999	2.57121225e-08	9.023355132099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.0559821078243	0.6150007676419591	501343.2737986756	0.3782259442001989	780.9336649450032	3.1376542670553818	609857.3890444345	9.844874299570844	701.911692124448	-0.1442445850971125	492680.02354100585	0.0208065003298381	697.2845971387518	537.3504711742528	1.0029	31.501619	0.108810755	0.0585727	0.0075257929	-0.0501323673	0.021901477	0.0082485021	-0.0517498652	0.0218884175	-0.0693397006	-0.1838355267	0.0453438062	-0.031708112	-0.029958361	0.0504177747	0.0137589514	0.0181672783	0.0558959856	0.0067143019	-0.0037616283	-0.1093271476	0.0666444069	-0.1589357983	0.1253821535	-0.0234218562	0.097761641	0.0368271653	0.0560399213	-0.0499491601	0.1172094405	0.0423238022	-0.0303226007	-0.0340955894	0.0358281433	0.006878697	0.0213754302	0.0652768695	-0.0277392933	0.0031477527	-0.1651946494	0.0854551413	-0.1561424871	0.0493143878	-0.0806317013	-0.0661647768	-0.0047968568	0.0135113718	0.1129422506	0.1076997553	0.099141769	0.0340451	-2.5600000000000626e-05	0.00115906883401	6.553600000000317e-10	0.0357464	0.0013705999999999	0.0012778051129599	1.8785443599999988e-06	-0.0396962	-0.025987	0.000675324169	0.00157578829444	-0.000828306	-0.0009015777	6.86090829636e-07	8.1284234913729e-07	0.000908428	-0.000558482	3.1190214432400014e-07	8.252414311839999e-07	8.141399999999998e-06	0.0001684914	6.628239395999995e-11	2.838935187396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.0375471231371	-1.0184349846872465	499902.0930419023	1.037209818034912	779.9371206030054	-0.9965443419978328	608301.912094507	0.9931006255678936	702.0355112448045	0.1238191203565293	492853.8590487541	0.0153311745658646	697.3306273972318	533.2173167781324	1.038938	32.633602	0.1693192399999999	0.0790694	0.0061443626	-0.0513369858	0.008229412	0.0383843941	-0.0119261488	-0.0572026901	0.0501188935	0.2117427384	-0.1063853021	-0.0243354727	-0.0272523844	0.0050950488	-0.0130498061	0.0018640258	-0.0220331725	-0.1031947256	0.0865825939	0.2275068487	-0.0785388686	0.0999369637	-0.1054420567	0.0487857566	0.0440448518	0.0656709379	-0.0106976867	0.0395614575	0.0512682107	-0.0406155448	-0.0243292181	-0.0288239179	0.0035461667	-0.0137630592	0.0003081673	-0.0619798486	0.1491818279	0.0199246056	0.241468219	0.0056781153	0.0548108205	-0.020207232	-0.0272744267	-0.0170283252	0.1081251424	-0.073524987	0.1125037874	0.1059762505	0.0953761056	0.0059468	-0.0280983	3.536443024e-05	0.0007895144628899	0.0883951999999999	0.0526487999999999	0.0078137113830399	0.0027718961414399	-0.0135991	0.0260971	0.00068105862841	0.0001849355208099	8.54324e-05	0.0009137384	7.298694969760001e-09	8.349178636345601e-07	0.0010034	9.497200000000004e-05	9.019680784000004e-09	1.00681156e-06	-0.000232649	-0.0002407904	5.4125557201e-08	5.798001673216001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
