global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
780.3074325101677	n/a	n/a	608879.6892306099	893.6855841895772	n/a	798673.9233882659	n/a	730.0670058078784	n/a	n/a	532997.8329692808	738.049971907096	567.08763608428	n/a	n/a	n/a	n/a	-0.0624029812	-0.0249130485	0.0664374286	-0.0635297192	0.0219823573	-0.1818380195	0.1390428296	-0.0621178616	0.0782834249	-0.0947091483	0.0287645836	-0.1050595837	0.0710377341	-0.083929598	0.1229589124	0.0226712662	-0.052078049	0.1879710157	-0.09327361	0.130439278	0.0431670035	-0.1115310783	0.003711655	0.0560518332	-0.094062276	0.0940712997	-0.0161815521	0.0795453621	-0.0873445036	0.0361856466	-0.0925880692	-0.0451618074	0.0633054017	-0.0406700186	0.0887110849	-0.0374608807	0.0484129181	-0.0785428863	0.1154200074	-0.0463345701	0.0627965501	-0.1020069953	0.0005103246	0.0857554596	-0.0348005277	0.0146095301	0.1091151109	-0.0961734302	0.0973045556	-0.0451130273	0.0844771296	0.0646685562	-0.0380819953	0.0368876547	0.1178369672	-0.046615623	-0.0285625663	-0.1068116272	0.0170448104	0.1364749261	-0.0149752739	-0.0250881786	-0.0241309369	0.0215570234	0.0383817062	-0.0997380066	-0.0631375822	0.1443636733	0.0318297459	-0.1032763311	0.0235695039	-0.0267292948	0.167784659	-0.0256591226	0.0854013599	-0.0799809805	0.134872195	-0.1003709432	0.0354604367	-0.0278107253	0.0433032757	-0.0323460064	-0.0375643511	0.0371010046	-0.0499791412	0.0103226625	-0.1449743384	0.0737877352	-0.040382267	0.0519441295	-0.0069407034	0.0536683369	-0.0125293295	0.0150216247	0.0922415195	-0.0359295316	0.0772510852	-0.1786889818	-0.1019117037	0.0367891966	0.0585609386	-0.0220238627	-0.0237515198	0.0505510721	-0.0383336398	-0.0412980847	-0.0797288815	0.1583048946	-0.1067514478	-0.0236854151	-0.0320767647	0.032908022	0.0575949194	0.0208828342	-0.0164171952	0.1147017419	0.1146833673	0.1146527451	-0.104078	n/a	0.010832230084	n/a	-0.0451949	n/a	n/a	0.00204257898601	0.0231056	n/a	n/a	0.00053386875136	-0.00378616	n/a	1.4335007545599998e-05	n/a	-0.00105583	n/a	n/a	1.1147769889e-06	0.000309379	n/a	n/a	9.571536564100001e-08	0.0	0.0	0.0	0.0	0.0
779.8059878804476	-0.5014446297201403	0.2514467166751685	608097.3787342007	881.9819256864074	-11.703658503169777	777892.1172375035	136.9756223588182	730.2097147786342	0.1427089707557343	0.020365850334161	533206.2275570943	737.5555937222254	569.0757577425017	1.045677	21.4632	0.17065565	0.0863395	-0.0333791627	-0.1124594169	-0.013068737	-0.1334247657	-0.0035374822	-0.0792743064	0.2449242064	-0.0453430004	-0.1058818893	-0.1552777596	0.0766105682	-0.0445082024	-0.0100094274	0.0251789188	-0.0109050303	0.0289473854	0.0629262775	0.0154246793	-0.0313561272	-0.1456222142	0.088545574	-0.054294652	0.0848808512	0.1051296426	-0.0549786967	-0.0243184633	-0.1111507025	0.0989304399	0.0019877364	0.1489647092	0.0301552029	0.0373262011	-0.065691309	-0.0391863562	-0.0129864169	-0.0280248644	-0.1004241136	-0.075421915	0.2436220811	-0.0698907141	-0.0314977287	0.0684158464	0.0289189734	0.0159283374	0.0324906169	0.0692815329	0.0602926198	0.0040097871	-0.0392333283	0.1435682706	0.0630234523	-0.056615469	-0.0131904952	0.0244849537	-0.1024695375	-0.0152315051	0.0434195066	-0.0344428799	-0.0634227448	0.0440236615	-0.0366286254	0.1609684069	0.1299825182	-0.0368966989	0.1025053017	0.0224117304	0.0204035621	0.0067821564	0.118998735	-0.0816577779	-0.0248765781	0.0230997676	0.1172463902	0.0597924783	-0.0625240966	-0.1429241212	-0.0302849711	-0.0582196967	-0.1046542193	0.0377752901	-0.0067662916	-0.0154130012	0.0313506698	-0.1024904456	-0.1362964566	0.0836207069	-0.0716526207	-0.0895862644	-0.0553354971	-0.1070026011	-0.1767399761	0.0581366973	-0.0832773101	-0.0449656754	-0.1243412576	0.0973656091	-0.071255415	-0.0777274225	-0.006090258	0.0075576832	0.1021166905	-0.0840527172	-0.0251733193	-0.0002377915	-0.0590150824	-0.0339408073	0.0542932576	0.0021042157	-0.0490661615	-0.0523576808	0.1248832868	-0.0255442465	0.0075526755	0.1177825276	-0.0227783106	0.1146527451	0.1144874327	0.1142120884	-0.112159	-0.0080809999999999	0.0125796412809999	6.530256099999985e-05	-0.109586	-0.0643911	0.00414621375921	0.012009091396	-0.0139845	-0.0370901	0.00137567551801	0.00019556624025	-0.0031375	0.0006486599999999	9.84390625e-06	4.207597955999996e-07	-0.000658397	0.000397433	1.5795298948899998e-07	4.334866096090001e-07	0.000485155	0.000175776	3.089720217600001e-08	2.3537537402500005e-07	0.0	0.0	0.0	0.0	0.0
779.1106179985661	-0.6953698818814473	0.483539272627818	607013.3550781076	893.4737258768744	11.49180019046696	798295.2988323041	132.0614716176165	731.7292866000066	1.5195718213724376	2.3090985203091474	535427.7488681546	739.5333609728918	580.6401316219531	0.9995	20.515388	0.19124275	0.109163	-0.0618294457	-0.0387263955	-0.1641635072	-0.1295479598	-0.0887920642	-0.1123395791	0.0034268987	0.0646713046	0.1310577168	-0.1104939651	-0.0945080046	0.1227961437	-0.1009396937	0.0678541093	0.0251634868	0.026547367	0.0540555141	-0.0094827858	-0.0150131581	0.0674935988	-0.0338413802	0.0259514372	0.0177343193	0.1071881294	-0.0131486702	0.190451499	-0.1123708174	0.0222600367	0.0342061064	0.0866080134	0.0602410467	0.0293493161	0.1112238025	-0.001270072	0.0448979179	0.0367726189	0.0171933678	0.0745134733	-0.2157074658	-0.0887963154	-0.0756964507	0.0774373494	0.054239634	0.0661893227	0.1055257613	0.0290575584	0.0168287452	-0.0343009808	-0.0297717715	0.0650120483	0.0653059808	-0.0612794875	0.01987883	0.097054734	0.1150379053	-0.0799595576	-0.0483583961	0.0780574127	0.0413699003	0.0340138218	0.0405966913	-0.0115060654	0.0394037477	-0.1295235099	0.1884552022	0.2284899939	0.0591599591	-0.0072167577	0.0194996106	0.0994342347	0.001526101	-0.0761548572	0.0544100533	-0.0936094856	0.0952631819	-0.2298528319	0.0044312588	-0.1477399862	-0.063769767	-0.159874412	0.0970660339	0.092913056	0.0673836079	-0.0792491526	0.0644702907	0.0765904423	0.0260708233	0.0772113403	-0.0088639373	-0.0165277452	-0.090138729	0.1135303951	-0.042072668	-0.0911071063	0.0275018553	0.0991549376	0.0293290434	0.0664180141	-0.0642886182	0.0896738406	-0.1058036748	-0.0080967867	0.1726054951	-0.0298150854	-0.0947494104	0.0385041622	0.0001945868	0.1012377307	-0.0072288599	0.007951881	0.0551247086	0.1687139598	-0.0090975364	-0.0420142897	-0.0524341202	0.1145547726	0.1140958982	0.1133324686	-0.0927096	0.0194493999999999	0.00859506993216	0.0003782791603599	-0.0430667	0.0665193	0.00442481727249	0.00185474064889	0.0632701	0.0772545999999999	0.0059682732211599	0.0040031055540099	-0.00357781	-0.0004403099999999	1.28007243961e-05	1.9387289609999978e-07	-0.000587278	7.111900000000002e-05	5.057912161000003e-09	3.44895449284e-07	0.000534115	4.896000000000002e-05	2.397081600000002e-09	2.852788332250001e-07	0.0	0.0	0.0	0.0	0.0
776.6688011751013	-2.441816823464819	5.96246939935582	603214.426718769	888.1895335405651	-5.284192336309275	788880.6474910066	27.92268864710967	731.7929727527119	0.0636861527052587	0.0040559260463975	535520.9549702513	740.1528020377307	561.8722970246332	1.056981	21.69523	0.18108593	0.103561	-0.0616692476	0.0504043281	0.0520044444	-0.0788482599	-0.0403068536	-0.0813948391	-0.0035711776	-0.1172193556	0.1147936956	0.119576151	-0.0844693548	0.0616339376	-0.0357241416	0.0994994458	-0.0202987762	-0.0597493266	0.1230515374	-0.0518665676	-0.0557550523	-0.0532752972	-0.1213645271	-0.018684875	-0.1364020233	0.020501501	-0.0435933158	0.1713928584	-0.0384849569	-0.0216124354	0.0390555954	0.0829086996	-0.0667199171	-0.0102712811	0.0974735976	-0.0533072341	0.1181279443	0.0505832948	-0.1462878615	-0.0085528319	-0.0106678165	-0.0620548452	0.1028538472	0.1142034616	-0.1390866178	0.176725359	-0.1240787345	0.0405887988	-0.0215028375	-0.011354243	-0.0883620155	-0.0136490548	-0.076775926	0.0019976548	-0.0377314431	0.0162864656	-0.05154289	0.1251776577	-0.0977644798	0.0858576418	-0.1094815536	-0.0361679283	0.0082758524	-0.1093258576	-0.0732898686	-0.0289741338	-0.0912450815	0.0815695695	-0.0310789999	0.0592426964	-0.1765126365	0.0040951355	0.0814796297	-0.0308416351	-0.0689594698	-0.0229320206	0.0174066243	-0.2250847628	0.0121912349	-0.0291088874	0.0633120595	-0.0423458012	-0.0971260571	0.0377280935	0.0746074968	-0.0708150149	-0.1007953045	0.0485402997	0.0418893917	0.0399825356	-0.1151845507	-0.0285670236	0.0153724483	0.0213735436	0.0951188548	0.1220634489	0.0853169241	0.026949864	0.0189752391	0.0946578306	-0.0129827133	-0.1517169411	0.0277748627	0.1134819953	0.0452635319	0.0954681541	0.106736573	-0.1056516126	0.0188222017	-0.0903219032	0.0753934922	0.0708881024	0.1746326074	0.0512586528	-0.075011871	-0.0283255846	0.1364302053	0.1144078661	0.1135094328	0.1120172664	-0.0910614	0.0016482	0.00829217856996	2.716563240000008e-06	-0.12257	-0.0795033	0.00632077471089	0.0150234048999999	0.00944747	-0.0538226299999999	0.0028968755001168	8.925468940089998e-05	-0.00315138	0.0004264299999999	9.9311959044e-06	1.818425448999998e-07	-0.000564787	2.2491000000000022e-05	5.058450810000012e-10	3.18984355369e-07	0.00100743	0.0004733149999999	2.240270892249999e-07	1.0149152048999995e-06	0.0	0.0	0.0	0.0	0.0
775.8335168495772	-0.8352843255240714	0.6976999044662029	601917.6458671832	883.5448984414753	-4.644635099089783	780651.587561957	21.572635203696755	731.3015929268735	-0.4913798258384076	0.2414541332409838	534802.0198173826	739.0932132478695	571.1723977264627	1.253897	25.737064	0.28480283	0.154904	0.0907939351	-0.0662021425	0.1094195535	-0.0076780285	-0.0539393955	-0.1550860524	-0.0289537611	-0.1015337033	-0.0829598029	0.0308947851	0.011026221	0.0257629617	-0.1281616484	-0.0941928442	-0.056456389	-0.0993260493	0.0138406674	0.2119693823	0.0286974876	-0.0230308149	0.017375783	0.066675314	-0.079478766	-0.0130753208	-0.0170258286	0.1539476777	0.0744923187	-0.0255778631	-0.0402420745	0.1416540501	0.0891272157	-0.1025054662	-0.1097687537	0.0032642801	0.0436255939	0.0447983916	-0.0419345299	-0.088996021	0.0970701016	0.101092885	0.1152597828	0.069455659	0.0143672658	0.0049530738	-0.0976580627	0.1011635758	0.0923158014	0.0645766509	-0.0009061482	0.064232916	-0.0252887241	-0.0595515073	-0.0011004839	0.0340836166	0.0360502456	0.0073665749	0.1175179268	-0.0878233309	-0.0594843115	0.0626483887	0.0718710882	0.0540023607	-0.1587188849	0.027972606	-0.0100042029	-0.0448116307	-0.1925992008	-0.0704350275	-0.0218464881	-0.0265238875	0.1024430126	0.1303326849	-0.0564839433	-0.1154319182	0.0180848671	-0.0537105412	0.0760318285	-0.1314765014	0.0341666907	0.0946064966	-0.1182187885	0.0476418642	-0.0402737513	0.0624712617	-0.0147444615	-0.0147210671	-0.0764678152	-0.0600379997	-0.0196006595	0.0829858967	-0.0597180485	0.0151845598	0.1189012031	0.231085757	-0.0729071674	0.1520285123	-0.0227165086	-0.0931653679	-0.000381406	-0.0841767893	0.0328809447	0.0218041074	0.0775676335	0.0749098664	0.0122943605	-0.0613576024	-0.0251242739	-0.066224704	-0.1074814278	-0.0222888473	0.0532960136	-0.0499583543	0.1980309612	-0.0508354733	-0.0442784734	0.1142120884	0.1127290384	0.1102715368	-0.0495156	0.0415458	0.00245179464336	0.00172605349764	-0.0444016	0.0781684	0.00611029875856	0.00197150208256	0.130316	0.1208685299999999	0.0146092015443608	0.0169822598559999	-0.00343882	-0.0002874399999999	1.18254829924e-05	8.262175359999997e-08	-0.000236015	0.0003287719999999	1.0809102798399999e-07	5.5703080225000014e-08	0.00127562	0.00026819	7.192587610000009e-08	1.6272063844000002e-06	0.0	0.0	0.0	0.0	0.0
774.9881412115203	-0.8453756380569075	0.7146599694201236	600606.6190184874	884.8523668855843	1.307468444108963	782963.7111830206	1.7094737323407123	730.3387622753629	-0.9628306515105578	0.9270428634882452	533394.7076819091	738.314937626803	560.8199009132745	1.050629	21.564844	0.2089978499999999	0.113992	0.0973830091	0.0054395878	-0.0302115691	0.1023884122	-0.035836627	-0.0838307255	0.065989366	0.0808650089	-0.096162454	0.1218067096	-0.0568802184	0.0450041104	0.0838311599	-0.0885853078	-0.1594701334	0.0519400752	0.0800988706	-0.0824500696	-0.0128459804	0.0156065677	0.0477595525	-0.0164266953	-0.0388992162	0.0076190627	0.0347863224	0.1224310031	0.0112459735	-0.1142922017	-0.0756472529	-0.0195818764	-0.0332478631	0.1003272781	-0.0509919604	0.0691856967	-0.0529847911	0.0536672785	0.0392316186	-0.0709223644	0.0556244286	-0.0052980077	-0.164476689	-0.0634792461	0.0273444901	0.1399991221	0.0719848796	-0.0257386541	-0.0682573934	0.0065836669	-0.067506933	0.0254703116	0.2079052959	0.0209011029	-0.059042913	-0.0387558652	-0.0108397109	-0.0481525869	0.1489638037	0.0991927264	-0.1423597387	-0.0493477229	-0.1043474266	0.0100971889	0.1184234206	0.0537189823	0.0215749137	0.0593422367	-0.1022812249	0.0294463541	0.0644583715	0.0119495762	-0.0010135459	-0.0244860378	-0.1077799934	-0.0948362651	0.0268687621	-0.0411149239	0.0021942266	-0.0480594515	0.095236189	0.0691759222	-0.0211588806	0.0129342701	-0.0247518538	0.0154285024	-0.0075839542	0.1284463306	-0.016043295	-0.1265968946	-0.0604305428	0.0751150267	-0.219467357	0.0417252473	-0.1198523367	-0.1649359143	-0.0115045347	-0.1390883521	-0.110358048	0.0351860487	0.1007060968	-0.0083578122	-0.0321202205	0.0909559381	0.0217799489	-0.0756016602	0.1124348345	-0.0765870176	-0.0141950902	0.0582097439	-0.1051988338	0.1086204825	0.0646189131	-0.0642346045	0.0670294871	0.1112380553	-0.1706577453	0.1139675232	0.1117560484	0.1081019891	-0.0362164	0.0132991999999999	0.00131162762896	0.0001768687206399	-0.100801	-0.0563994	0.00318089232036	0.010160841601	0.0426903	-0.0876256999999999	0.0076782633004899	0.00182246171409	-0.00311938	0.0003194399999999	9.730531584400002e-06	1.0204191359999989e-07	-0.000103054	0.000132961	1.7678627521000006e-08	1.0620126916000002e-08	0.00185669	0.0005810699999999	3.376423448999999e-07	3.4472977561e-06	0.0	0.0	0.0	0.0	0.0
775.5193792825975	0.5312380710771549	0.2822138881617763	601430.3076428652	888.1025601279819	3.250193242397586	788726.1573058757	10.563756112926932	730.32689152309	-0.0118707522728982	0.0001409147595245	533377.3684817792	738.7469409939565	558.4497377273264	1.031698	21.176285	0.1449248999999999	0.0759572	-0.0089882441	0.1168067085	-0.0049369107	0.0863040201	-0.1279882252	-0.0683800548	-8.031e-07	-0.0047752577	0.0679012344	0.1169423077	-0.091587368	-0.033569354	0.0004951126	0.0301852311	-0.0788287333	-0.0814784211	-0.027640356	0.0144820493	-0.18078485	0.0670535145	0.0149250075	-0.0293689941	-0.1375265983	0.046590309	-0.056268994	0.1777759709	-0.0474044941	-0.0539994081	-0.0084399714	0.0297518351	0.0043570087	-0.0020514455	-0.0872550656	0.121309768	-0.1052070542	-0.0316815196	0.1661448962	0.0729483419	0.0542263072	0.012457626	-0.0723031042	-0.0221894549	-0.0001388427	-0.1666657386	0.0437410368	-0.0652542745	0.0485136288	0.1418422799	-0.0069510955	-0.017338774	-0.013064784	0.1184018054	0.069123296	-0.1608717987	0.1122829441	-0.0232757115	0.0151331766	0.0052783054	-0.024724562	0.0894852085	0.0234726814	0.0351007826	0.0490196596	-0.0336727226	-0.1066980968	0.0017818089	0.0694895117	-0.0094254976	-0.0406036031	-0.0061228199	0.091388332	-0.1306920748	-0.0170987965	-0.0822356281	0.0837838567	-0.1099771234	0.0434972479	-0.0379456022	0.0396032602	0.006610172	-0.0623380726	0.0727010084	-0.079522192	0.137582647	0.0759609427	-0.0220333371	-0.0077663147	-0.082062775	0.1034489804	0.0184141969	-0.0227604435	-0.1340317773	-0.0268570548	-0.1033627936	-0.0712874528	-0.1520416572	-0.0825335281	-0.0702016382	0.0685322939	0.1033352231	-0.0586994891	-0.0110206986	-0.164097723	0.03337933	0.031551052	0.099202096	0.0140348838	0.024630961	0.1034642242	0.0758706647	-0.0272583642	0.10123795	-0.049776443	0.1094547358	-0.0204801497	0.1136742748	0.110592125	0.105516962	-0.022685	0.0135314	0.000514609225	0.00018309878596	-0.0501963	0.0506047	0.00256083566209	0.00251966853369	0.0883445999999999	0.0456542999999999	0.0020843151084899	0.0078047683491599	-0.00354193	-0.0004225499999999	1.25452681249e-05	1.7854850249999988e-07	-0.000103054	0.0	0.0	1.0620126916000002e-08	0.00157655	-0.00028014	7.847841960000007e-08	2.4855099025e-06	0.0	0.0	0.0	0.0	0.0
775.8082769792819	0.2888976966844438	0.0834618791495769	601878.4826295621	883.8298717658553	-4.272688362126587	781155.2422256481	18.255865839851975	729.4227792155475	-0.9041123075425048	0.8174190646498328	532057.5908385334	737.471957431802	552.746778965896	0.946812	19.433935	0.1809063	0.100105	0.0315636833	0.0424613096	0.1342556403	0.0266943999	-0.06582246	0.0383297938	0.0431411741	-0.1117048509	-0.0668027442	0.0308676133	-0.0222711644	-0.0604182382	0.0746516114	0.134125207	-0.1161353196	0.0314144324	-0.0709505678	0.0062484497	-0.0483711801	0.0946657159	0.1029149302	-0.0901056634	-0.0737737127	0.0181127274	-0.0728573375	-0.0024067244	-0.059078075	-0.002382938	-0.0339490389	-0.0097514895	0.0233821053	-0.0068385963	0.038367446	-7.4151e-05	-0.0418170814	-0.0375675849	0.0073814216	0.0638367628	-0.1081032303	-0.146877973	-0.0119665491	-0.1796953279	0.1713435298	-0.0633408206	-0.0865201705	-0.0267306714	-0.0812896531	0.0171566584	0.0831768378	0.028172532	0.1171176283	0.0422489051	0.0677164388	-0.0330834443	-0.0113384439	0.0588653192	-0.0772150882	-0.0560355009	0.0105514728	-0.034827544	-0.0360717395	0.0465642933	-0.0083384582	0.0095171998	0.0459719754	0.0086872392	0.1159355224	0.0238071269	0.0268287505	-0.1343402037	0.076378408	-0.0826154412	0.0037316164	0.0307584517	0.0686647195	-0.0420819978	-0.040127426	-0.0539534675	0.0254835397	0.0247462077	-0.0596025624	0.0038086619	0.0477913704	-0.1394858254	0.0875623988	-0.0799078056	-0.027407656	0.147073626	0.0014541972	-0.0956395233	-0.0035517666	-0.1018151089	0.0156367125	0.0450305067	-0.0124110377	-0.1464875303	-0.0458156433	0.0735253672	0.0061571671	0.1266425215	-0.0986244179	0.0505775426	-0.0439117052	-0.0325348051	-0.0078207438	0.0044839778	-0.0509794793	0.0420041003	-0.0219775763	-0.1083337957	-0.1004148087	-0.0660967956	0.0490578136	0.0096474535	-0.0124143084	0.1133324686	0.1092392569	0.1025263906	-0.0269032	-0.0042181999999999	0.0007237821702399	1.7793211239999987e-05	-0.101786	-0.0515897	0.00266149714609	0.010360389796	0.0173937	-0.0709508999999999	0.0050340302108099	0.00030254079969	-0.00298407	0.0005578599999999	8.9046737649e-06	3.1120777959999985e-07	-0.000103054	0.0	0.0	1.0620126916000002e-08	0.00210164	0.00052509	2.757195081000002e-07	4.4168906896000005e-06	0.0	0.0	0.0	0.0	0.0
777.0374050859974	1.2291281067155069	1.5107559027180464	603787.1289027805	885.6252514970386	1.7953797311832886	784332.0860891928	3.2233883791437776	730.4391293414176	1.0163501258700762	1.03296757835612	533541.3216730482	737.9345804520973	568.088445897935	1.078832	22.143728	0.15503275	0.0843740999999999	0.0935121975	-0.0454595537	0.0262876207	0.0191165145	-0.1559146048	-0.094175301	0.0903763871	0.0028103102	-0.1179826493	0.0038675294	0.0219538424	-0.1026634602	-0.015837629	-0.2269387895	-0.1835105462	-0.0736946298	-0.0700157753	0.1164842907	-0.0289272114	0.105893087	0.1629731644	0.0441975465	0.0276148399	-0.0065930512	-0.0011400849	0.0982707261	0.0026223824	0.0064548819	-0.1882784605	0.0187592617	0.0532615457	-0.0134892173	-0.0160633564	-0.0475511281	-0.0008096319	-0.1002231118	0.1166475275	0.0272551096	-0.0732118614	-0.0433934855	-0.0221817783	0.0254327817	-0.0665304402	-0.0440900363	-0.0332715716	-0.0954470869	0.0037608952	-0.0054572657	-0.0889114781	-0.1609566698	-0.0049700745	0.1115057606	0.0523891768	0.0167702679	-0.0532113799	-0.0014703484	0.0792961387	0.046883674	0.0545147935	-0.0032423434	-0.2389583831	-0.0143315491	-0.0196968738	0.0445503957	0.0492986222	-0.0652516634	0.0182408233	0.0119092579	0.1692778615	-0.0319312933	0.0506000495	-0.0045616631	0.0169685441	-0.0488064107	0.0191143032	-0.0063182432	0.0742748494	-0.1742243262	0.0691514805	0.1174612795	0.034184947	0.038117301	-0.0379405179	0.1772708878	0.0917176854	-0.1078840011	0.0249631501	-0.0461494811	0.0160873754	-0.0306379604	0.0896100088	-0.0101042584	-0.0077657216	-0.041770915	-0.0061478466	-0.039983609	0.0797866016	-0.0142058952	0.0526928044	-0.0222871213	0.0608857606	-0.1001387367	0.0207204127	-0.1360738019	0.0144567253	0.1329608929	0.1334267605	-0.0732719542	-0.033929931	0.084386856	0.013069709	-0.0533162833	-0.102900313	-0.0628220946	0.0366753324	0.1129422506	0.1076997553	0.099141769	0.00455215	0.03145535	2.07220696225e-05	0.0009894390436225	-0.0562157	0.0455703	0.00207665224209	0.00316020492649	0.0763288	0.0589351	0.00347334601201	0.00582608570944	-0.00330269	-0.0003186199999999	1.09077612361e-05	1.0151870439999996e-07	-0.000103054	0.0	0.0	1.0620126916000002e-08	0.00203882	-6.281999999999989e-05	3.946352399999986e-09	4.156786992400001e-06	0.0	0.0	0.0	0.0	0.0
776.2331417404663	-0.8042633455311261	0.6468395289649196	602537.8903362749	891.0757446442213	5.450493147182783	794015.9826932536	29.70787554748648	731.1846183606802	0.7454890192626635	0.5557538778412079	534630.9461272536	739.26279600715	564.2131032415082	1.086855	22.308407	0.13736841	0.0763172	0.0095476607	0.0871583026	-0.0434920473	0.067008482	-0.0993101675	-0.0044361671	0.0397032658	0.0638689952	0.0589832504	0.0999205228	-0.0576615758	-0.0048092505	-0.0813478741	-0.0816760201	-0.1687843893	0.1474174264	0.0826475719	-0.0115875957	-0.1522140423	0.0949158955	0.0365567925	0.0229561422	-0.1084134886	0.0019069646	0.0500904236	-0.025531982	-0.0349756006	-0.0498087445	-0.1371737554	-0.0091643963	-0.0207606995	-0.0851398954	0.099123009	-0.0583426375	-0.0483497338	0.0210890441	0.0883677414	0.1292908471	-0.1967425232	-0.0122971615	-0.1345697204	-0.066696865	-0.0059935537	0.0559238105	-0.0656420639	-0.005006179	-0.0032105062	-0.0587589812	-0.0174098353	-0.1515561488	-0.0435421251	-0.0892310116	-0.0370234014	0.1170823957	0.0731345856	-0.0398642868	-0.0351505909	-0.1560102944	-0.006221906	0.0411675886	0.0085136788	0.0408557288	0.0213839061	0.0803748637	-0.0338961912	0.0334385995	-0.126933929	-0.0032137348	-0.0022853144	0.02688288	0.0889468469	-0.0605060142	-0.0726895048	-0.0489230518	-0.0423682201	-0.0233241437	-0.0301236992	-0.0930167765	0.052532892	-0.016671575	0.1497846709	0.0244403462	-0.0217329726	-0.1239957069	0.1562877367	0.019402673	0.1545519151	0.1117922901	0.0430694395	0.0695792747	0.1053961363	0.0385098617	0.0660358543	-0.1396573291	0.087420451	-0.1361462965	0.1964438278	0.0034144913	-0.0365510635	0.0637945723	-0.0066309622	-0.0311355588	0.0591471992	0.114773575	0.0428127416	0.1073406767	-0.040034453	-0.0123987959	-0.0503958226	-0.0300360067	-0.022247622	-0.1966753153	0.0120686483	0.0245370056	-0.0037762247	0.1125037874	0.1059762505	0.0953761056	-0.00569196	-0.01024411	3.23984086416e-05	0.0001049417896921	-0.102017	-0.0458012999999999	0.0020977590816899	0.0104074682889999	0.0264443	-0.0498845	0.00248846334025	0.00069930100249	-0.00279908	0.00050361	7.834848846399998e-06	2.5362303210000024e-07	-0.000103054	0.0	0.0	1.0620126916000002e-08	0.00216398	0.0001251599999999	1.5665025599999897e-08	4.682809440399999e-06	0.0	0.0	0.0	0.0	0.0
